"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"react-dom",24,0,"@remix-run/react-router,search-params,basic,ssr,custom-filter-link,modal,ssr-data-router,auth,lazy-loading-router-provider","","react-router-6.28.1/react-router-6.28.1,react-router-6.28.1/react-router-6.28.1/examples/search-params,react-router-6.28.1/react-router-6.28.1/examples/route-objects,react-router-6.28.1/react-router-6.28.1/examples/ssr",""
"react",24,0,"@remix-run/react-router,search-params,basic,ssr,custom-filter-link,modal,ssr-data-router,auth,lazy-loading-router-provider","","react-router-6.28.1/react-router-6.28.1,react-router-6.28.1/react-router-6.28.1/examples/search-params,react-router-6.28.1/react-router-6.28.1/examples/route-objects,react-router-6.28.1/react-router-6.28.1/examples/ssr",""
"react-router-dom",23,0,"search-params,basic,ssr,custom-filter-link,modal,ssr-data-router,auth,lazy-loading-router-provider,lazy-loading","","react-router-6.28.1/react-router-6.28.1/examples/search-params,react-router-6.28.1/react-router-6.28.1/examples/route-objects,react-router-6.28.1/react-router-6.28.1/examples/ssr,react-router-6.28.1/react-router-6.28.1/examples/custom-filter-link",""
"history",4,0,"@remix-run/react-router,react-router-dom-v5-compat,ssr-data-router,tutorial","","react-router-6.28.1/react-router-6.28.1,react-router-6.28.1/react-router-6.28.1/packages/react-router-dom-v5-compat,react-router-6.28.1/react-router-6.28.1/examples/ssr-data-router,react-router-6.28.1/react-router-6.28.1/tutorial",""
"@remix-run/router",4,0,"react-router,react-router-dom,react-router-dom-v5-compat,ssr-data-router","","react-router-6.28.1/react-router-6.28.1/packages/react-router,react-router-6.28.1/react-router-6.28.1/packages/react-router-dom,react-router-6.28.1/react-router-6.28.1/packages/react-router-dom-v5-compat,react-router-6.28.1/react-router-6.28.1/examples/ssr-data-router",""
"react-router",3,0,"react-router-dom,react-router-dom-v5-compat,react-router-native","","react-router-6.28.1/react-router-6.28.1/packages/react-router-dom,react-router-6.28.1/react-router-6.28.1/packages/react-router-dom-v5-compat,react-router-6.28.1/react-router-6.28.1/packages/react-router-native",""
"express",3,0,"ssr,ssr-data-router,multi-app","","react-router-6.28.1/react-router-6.28.1/examples/ssr,react-router-6.28.1/react-router-6.28.1/examples/ssr-data-router,react-router-6.28.1/react-router-6.28.1/examples/multi-app",""
"compression",3,0,"ssr,ssr-data-router,multi-app","","react-router-6.28.1/react-router-6.28.1/examples/ssr,react-router-6.28.1/react-router-6.28.1/examples/ssr-data-router,react-router-6.28.1/react-router-6.28.1/examples/multi-app",""
"cross-env",3,0,"ssr,ssr-data-router,multi-app","","react-router-6.28.1/react-router-6.28.1/examples/ssr,react-router-6.28.1/react-router-6.28.1/examples/ssr-data-router,react-router-6.28.1/react-router-6.28.1/examples/multi-app",""
"@reach/dialog",2,0,"modal,modal-route-with-outlet","","react-router-6.28.1/react-router-6.28.1/examples/modal,react-router-6.28.1/react-router-6.28.1/examples/modal-route-with-outlet",""
"remark-gfm",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"prettier",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"remark-parse",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"eslint-plugin-jsx-a11y",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"rollup-plugin-terser",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"@types/jsonfile",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"eslint",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"@octokit/rest",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"semver",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"fs-extra",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"jest",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"@rollup/plugin-babel",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"eslint-plugin-jest",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"@rollup/plugin-replace",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"eslint-plugin-react",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"eslint-plugin-flowtype",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"rollup",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"@testing-library/react",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"jest-environment-jsdom",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"react-test-renderer",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"unist-util-remove",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
"typescript",1,0,"@remix-run/react-router","","react-router-6.28.1/react-router-6.28.1",""
