"artifactName","packageName","dependentArtifactName","dependentPackageName","dependency","forwardToBackwardBalance","numberForward","numberBackward","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies_Breakdown.cypher"
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","EventMessage<-NestingSpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","DefaultEventBusSpanFactory$Builder->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","DefaultEventProcessorSpanFactory$Builder->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","EventProcessorSpanFactory->Span",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","AbstractEventBus$Builder->NoOpSpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","AbstractEventBus$Builder->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","TrackingEventProcessor$Builder->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","DefaultEventBusSpanFactory->Span",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","DefaultEventBusSpanFactory->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","SubscribingEventProcessor$Builder->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","EventBusSpanFactory->Span",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","DefaultEventProcessorSpanFactory->NoOpSpanFactory$NoOpSpan",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","DefaultEventProcessorSpanFactory->Span",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","DefaultEventProcessorSpanFactory->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","SimpleEventBus$Builder->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","AbstractEventProcessor->Span",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","AbstractEventProcessor$Builder->SpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","AbstractEventProcessor$Builder->NoOpSpanFactory",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","AbstractEventBus->Span",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing","AbstractEventBus->SpanScope",0.9,19,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","QueryResponseMessage<-ConvertingResponseMessage",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","DefaultQueryGateway->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","GenericQueryMessage->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","QueryMessage->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","StreamingQueryMessage->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","GenericSubscriptionQueryMessage->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","SimpleQueryBus->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","SubscriptionQueryMessage->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","QuerySubscription->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","SimpleQueryUpdateEmitter->PublisherResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","SimpleQueryUpdateEmitter->MultipleInstancesResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","SimpleQueryUpdateEmitter->ResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","SimpleQueryUpdateEmitter->OptionalResponseType",0.8823529411764706,16,1,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","QueryGateway->ResponseType",0.8823529411764706,16,1,""
