"fullQualifiedDependentTypeName","dependentTypeName","dependentTypeLabels","numberOfUsingPackages","Source Cypher File: Internal_Dependencies/List_types_that_are_used_by_many_different_packages.cypher"
"org.axonframework.common.Registration","Registration","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10",22,""
"org.axonframework.tracing.SpanFactory","SpanFactory","Type,File,Java,ByteCode,Interface,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10",22,""
"org.axonframework.lifecycle.Lifecycle","Lifecycle","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10",20,""
"org.axonframework.lifecycle.Lifecycle$LifecycleRegistry","Lifecycle$LifecycleRegistry","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10",20,""
"org.axonframework.common.ObjectUtils","ObjectUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition10",20,""
"org.axonframework.eventhandling.TrackingToken","TrackingToken","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition10",20,""
"org.axonframework.eventhandling.DomainEventMessage","DomainEventMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity10,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition10",19,""
"org.axonframework.messaging.annotation.ParameterResolverFactory","ParameterResolverFactory","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10",19,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition6",18,""
"org.axonframework.eventhandling.GenericEventMessage","GenericEventMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10",18,""
"org.axonframework.messaging.MessageDispatchInterceptor","MessageDispatchInterceptor","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10",18,""
"org.axonframework.messaging.MessageHandlerInterceptor","MessageHandlerInterceptor","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity7,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10",18,""
"org.axonframework.serialization.SimpleSerializedObject","SimpleSerializedObject","Type,File,Java,ByteCode,Class,GenericDeclaration,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10",18,""
"org.axonframework.tracing.NoOpSpanFactory","NoOpSpanFactory","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10",17,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10",16,""
"org.axonframework.eventhandling.EventBus","EventBus","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10",15,""
"org.axonframework.messaging.annotation.HandlerDefinition","HandlerDefinition","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.15615615615615616",15,""
"org.axonframework.common.transaction.NoTransactionManager","NoTransactionManager","Type,File,Java,ByteCode,Enum,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity7,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.14285714285714285",15,""
"org.axonframework.messaging.ResultMessage","ResultMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10",15,""
"org.axonframework.tracing.Span","Span","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10",15,""
"org.axonframework.messaging.unitofwork.DefaultUnitOfWork","DefaultUnitOfWork","Type,File,Java,ByteCode,Class,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition10",14,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition7",14,""
"org.axonframework.eventhandling.TrackedEventMessage","TrackedEventMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition10",13,""
"org.axonframework.common.AxonException","AxonException","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity6,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition6",12,""
"org.axonframework.common.DateTimeUtils","DateTimeUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition8",12,""
"org.axonframework.messaging.DefaultInterceptorChain","DefaultInterceptorChain","Type,File,Java,ByteCode,Class,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10",12,""
"org.axonframework.eventhandling.GenericDomainEventMessage","GenericDomainEventMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.2727272727272727",12,""
"org.axonframework.messaging.InterceptorChain","InterceptorChain","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10",12,""
"org.axonframework.messaging.MessageHandler","MessageHandler","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10",12,""
"org.axonframework.messaging.ScopeDescriptor","ScopeDescriptor","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10",12,""
"org.axonframework.tracing.SpanScope","SpanScope","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10",12,""
"org.axonframework.common.AxonTransientException","AxonTransientException","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity12,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut0.0",11,""
"org.axonframework.messaging.annotation.ClasspathHandlerDefinition","ClasspathHandlerDefinition","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.2761904761904762",11,""
"org.axonframework.messaging.annotation.ClasspathParameterResolverFactory","ClasspathParameterResolverFactory","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.3076923076923077",11,""
"org.axonframework.commandhandling.CommandBus","CommandBus","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.15615615615615616",11,""
"org.axonframework.messaging.annotation.HandlerEnhancerDefinition","HandlerEnhancerDefinition","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation5,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition9",11,""
"org.axonframework.common.IdentifierFactory","IdentifierFactory","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut0.0",11,""
"org.axonframework.eventhandling.tokenstore.TokenStore","TokenStore","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation8,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition10",11,""
"org.axonframework.messaging.GenericMessage","GenericMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,Mark4TopCentralityBetweenness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10",10,""
"org.axonframework.messaging.annotation.MessageHandlingMember","MessageHandlingMember","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation11,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition9",10,""
"org.axonframework.monitoring.MessageMonitor","MessageMonitor","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity8,Mark4TypeLeidenCommunity0,Mark4TypeKCoreDecomposition10",10,""
"org.axonframework.common.annotation.AnnotationUtils","AnnotationUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition7",9,""
"org.axonframework.axonserver.connector.AxonServerConnectionManager","AxonServerConnectionManager","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity13,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10",9,""
"org.axonframework.common.AxonThreadFactory","AxonThreadFactory","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity13,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10",9,""
"org.axonframework.deadline.DeadlineMessage","DeadlineMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition10",9,""
"org.axonframework.serialization.upcasting.event.EventUpcaster","EventUpcaster","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity10,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.11462450592885376",9,""
"org.axonframework.messaging.unitofwork.ExecutionResult","ExecutionResult","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity8,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.3047619047619048",9,""
"org.axonframework.eventhandling.Segment","Segment","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation8,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition10",9,""
"org.axonframework.serialization.xml.XStreamSerializer","XStreamSerializer","Type,File,Java,ByteCode,Class,Mark4TopCentralityBetweenness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10",9,""
"org.axonframework.axonserver.connector.AxonServerConfiguration","AxonServerConfiguration","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity13,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0.125",8,""
"org.axonframework.eventhandling.DomainEventData","DomainEventData","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity10,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition10",8,""
"org.axonframework.common.jpa.EntityManagerProvider","EntityManagerProvider","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity12,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition9",8,""
"org.axonframework.eventhandling.scheduling.EventScheduler","EventScheduler","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut0.2545454545454545",8,""
"org.axonframework.common.io.IOUtils","IOUtils","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut0.0",8,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver","PersistenceExceptionResolver","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity10,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition10",8,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterQueue","SequencedDeadLetterQueue","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition9",8,""
"org.axonframework.modelling.saga.AssociationValue","AssociationValue","Type,File,Java,ByteCode,Class,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity12,Mark4TypeLeidenCommunity12,Mark4TypeKCoreDecomposition8",7,""
"org.axonframework.common.stream.BlockingStream","BlockingStream","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity11,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut0.15",7,""
"org.axonframework.commandhandling.CommandCallback","CommandCallback","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10",7,""
"org.axonframework.common.legacyjpa.EntityManagerProvider","EntityManagerProvider","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity12,Mark4TypeLeidenCommunity9,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut0.16483516483516483",7,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine","EventStorageEngine","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity10,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition10",7,""
"org.axonframework.eventsourcing.eventstore.EventStore","EventStore","Type,File,Java,ByteCode,Interface,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10",7,""
"org.axonframework.messaging.ExecutionException","ExecutionException","Type,File,Java,ByteCode,Class,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut0.0",7,""
"org.axonframework.commandhandling.GenericCommandResultMessage","GenericCommandResultMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity0,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10",7,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain","MessageHandlerInterceptorMemberChain","Type,File,Java,ByteCode,GenericDeclaration,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut0.31868131868131866",7,""
