"codeUnitName","shortCodeUnitName","centralityHyperlinkInducedTopicSearchAuthority","centralityHyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_9d_Hyperlink_Induced_Topic_Search_HITS_Stream_Mutated.cypher"
"void assertNonNull(java.lang.Object,java.lang.String)","assertNonNull",0.9998141661903681,4.323725336915315e-27,,,""
"org.axonframework.deadline.DefaultDeadlineManagerSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.011933839049445666,0.054212575299536006,,,""
"org.axonframework.commandhandling.DefaultCommandBusSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.008923671937222297,0.054212575299536006,,,""
"org.axonframework.queryhandling.DefaultQueryBusSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.0059314678543687625,0.054212575299536006,,,""
"org.axonframework.common.property.Property getProperty(java.lang.Class,java.lang.String)","getProperty",0.005896435262090878,0,,,""
"void assertStrictPositive(int,java.lang.String)","assertStrictPositive",0.003094202896583304,4.323725336915315e-27,,,""
"void assertStrictPositive(long,java.lang.String)","assertStrictPositive",0.002992336120291661,4.323725336915315e-27,,,""
"org.axonframework.eventhandling.DefaultEventProcessorSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.002957014767783545,0.054212575299536006,,,""
"org.axonframework.eventsourcing.DefaultSnapshotterSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.00295698867296736,0.054212575299536006,,,""
"org.axonframework.modelling.saga.DefaultSagaManagerSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.002956962732502655,0.054212575299536006,,,""
"org.axonframework.eventhandling.DefaultEventBusSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.0029569369450239825,0.054212575299536006,,,""
"org.axonframework.queryhandling.DefaultQueryUpdateEmitterSpanFactory$Builder spanFactory(org.axonframework.tracing.SpanFactory)","spanFactory",0.0029569369450239825,0.054212575299536006,,,""
"org.axonframework.serialization.upcasting.event.EventTypeUpcaster to(java.lang.String,java.lang.String)","to",0.002948217631045439,8.51888780982302e-21,,,""
"org.axonframework.serialization.upcasting.event.EventTypeUpcaster$Builder from(java.lang.String,java.lang.String)","from",0.002948217631045439,8.51888780982302e-21,,,""
"org.axonframework.deadline.DefaultDeadlineManagerSpanFactory$Builder deadlineIdAttribute(java.lang.String)","deadlineIdAttribute",3.529416843105305e-05,8.51888780982302e-21,,,""
"org.axonframework.deadline.DefaultDeadlineManagerSpanFactory$Builder scopeAttribute(java.lang.String)","scopeAttribute",3.529416843105305e-05,8.51888780982302e-21,,,""
"org.axonframework.commandhandling.DefaultCommandBusSpanFactory$Builder distributedInSameTrace(boolean)","distributedInSameTrace",2.6313816935831296e-05,0,,,""
"org.axonframework.queryhandling.DefaultQueryBusSpanFactory$Builder distributedInSameTrace(boolean)","distributedInSameTrace",1.749050843404392e-05,0,,,""
"org.axonframework.eventhandling.DefaultEventProcessorSpanFactory$Builder disableBatchTrace(boolean)","disableBatchTrace",8.771272311943763e-06,0,,,""
"org.axonframework.eventhandling.DefaultEventProcessorSpanFactory$Builder distributedInSameTrace(boolean)","distributedInSameTrace",8.771272311943763e-06,0,,,""
"org.axonframework.eventhandling.DefaultEventProcessorSpanFactory$Builder distributedInSameTraceTimeLimit(java.time.Duration)","distributedInSameTraceTimeLimit",8.771272311943763e-06,0.054212575299536006,,,""
"org.axonframework.eventsourcing.DefaultSnapshotterSpanFactory$Builder aggregateTypeInSpanName(boolean)","aggregateTypeInSpanName",8.74525421702196e-06,0,,,""
"org.axonframework.eventsourcing.DefaultSnapshotterSpanFactory$Builder separateTrace(boolean)","separateTrace",8.74525421702196e-06,0,,,""
"org.axonframework.modelling.saga.DefaultSagaManagerSpanFactory$Builder sagaIdentifierAttribute(java.lang.String)","sagaIdentifierAttribute",8.719390019773656e-06,8.51888780982302e-21,,,""
"void closeQuietly(java.sql.Connection)","closeQuietly",1.1420380339563552e-08,0,,,""
"void closeQuietly(java.sql.Statement)","closeQuietly",9.126256257669546e-09,0,,,""
"void closeQuietly(java.sql.ResultSet)","closeQuietly",2.7256805833223248e-09,0,,,""
"int[] executeUpdates(java.sql.Connection,java.util.function.Consumer,org.axonframework.common.jdbc.JdbcUtils$SqlFunction[])","executeUpdates",4.854611555849151e-10,1.238486610900941e-09,,,""
"int executeUpdate(java.sql.Connection,org.axonframework.common.jdbc.JdbcUtils$SqlFunction,java.util.function.Function)","executeUpdate",4.831842706563709e-10,9.896996287959543e-10,,,""
"boolean isFull(java.lang.Object)","isFull",1.6180458982104451e-10,1.2855552854864004e-52,,,""
"void isTrue(boolean,java.util.function.Supplier)","isTrue",1.1245274375879376e-17,0,,,""
"java.lang.RuntimeException parse(java.lang.Throwable)","parse",7.308907159769274e-18,0,,,""
"void notNull(java.lang.Object,java.util.function.Supplier)","notNull",6.416757637741592e-19,6.097485957707733e-19,,,""
"org.axonframework.axonserver.connector.AxonServerConfiguration$FlowControlConfiguration getEventFlowControl()","getEventFlowControl",4.992087385966312e-19,2.8447795312816712e-36,,,""
"java.lang.Integer getNrOfNewPermits()","getNrOfNewPermits",2.561354454318401e-19,1.2855552854864004e-52,,,""
"boolean covers(org.axonframework.eventhandling.TrackingToken)","covers",2.338937186820603e-19,6.351132710572911e-19,,,""
"java.util.Collection intersect(java.util.Collection,java.util.Collection,java.util.function.Supplier)","intersect",2.338937186820603e-19,0,,,""
"java.util.Collection merge(java.util.Collection,java.util.Collection,java.util.function.Supplier)","merge",2.338937186820603e-19,0,,,""
"org.axonframework.eventhandling.GapAwareTrackingToken withGapsTruncatedAt(long)","withGapsTruncatedAt",2.338937186820603e-19,0,,,""
"boolean isMergeableWith(org.axonframework.eventhandling.Segment)","isMergeableWith",2.291280188212041e-19,7.356006348532109e-39,,,""
"void assertNonEmpty(java.lang.String,java.lang.String)","assertNonEmpty",1.5710939141679904e-19,4.323725336915315e-27,,,""
"void state(boolean,java.util.function.Supplier)","state",6.572817709987814e-20,0,,,""
"java.lang.Object get()","get",3.6408693829190324e-20,1.2855552854864004e-52,,,""
"org.axonframework.messaging.unitofwork.UnitOfWork get()","get",2.5683292655217175e-20,0,,,""
"void clear(org.axonframework.messaging.unitofwork.UnitOfWork)","clear",1.8234443059854932e-20,0,,,""
"java.lang.Object getOrDefault(java.lang.Object,java.lang.Object)","getOrDefault",1.799715743913535e-20,0,,,""
"void executeInTransaction(java.lang.Runnable)","executeInTransaction",1.463712969886159e-20,0,,,""
"void isFalse(boolean,java.util.function.Supplier)","isFalse",1.4259999654406412e-20,0,,,""
"org.axonframework.axonserver.connector.AxonServerConfiguration$FlowControlConfiguration getQueryFlowControl()","getQueryFlowControl",1.4196855602534127e-20,2.8447795312816712e-36,,,""
"void ifShuttingDown(java.lang.String)","ifShuttingDown",7.444116969473504e-21,1.3480024190341878e-46,,,""
"io.axoniq.axonserver.grpc.query.QueryRequest serializeQuery(org.axonframework.queryhandling.SubscriptionQueryMessage)","serializeQuery",6.531076133524507e-21,2.890418366858401e-22,,,""
"void cleanUp()","cleanUp",3.8899795825326514e-21,1.2855552854864004e-52,,,""
"java.lang.Object fetchInTransaction(java.util.function.Supplier)","fetchInTransaction",2.7380981052656643e-21,0,,,""
"io.axoniq.axonserver.grpc.SerializedObject apply(java.lang.Object)","apply",2.3451796446694405e-21,9.758535994387566e-22,,,""
"org.axonframework.eventhandling.EventMessage asEventMessage(java.lang.Object)","asEventMessage",2.13355670240543e-21,0,,,""
"boolean ifStarted(java.util.function.Consumer)","ifStarted",1.940920597948368e-21,1.3926162321907644e-21,,,""
"void set(org.axonframework.messaging.unitofwork.UnitOfWork)","set",1.940920597948368e-21,0,,,""
"void onRollback(java.util.function.Consumer)","onRollback",1.889616756340732e-21,0,,,""
"org.axonframework.messaging.ResultMessage asResultMessage(java.lang.Object)","asResultMessage",1.7842229291320603e-21,0,,,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate initialize(java.util.concurrent.Callable,org.axonframework.modelling.command.inspection.AggregateModel,org.axonframework.eventhandling.EventBus,org.axonframework.modelling.command.RepositoryProvider,boolean)","initialize",1.7842229291320603e-21,1.2855552854864004e-52,,,""
"java.lang.String getComponentName()","getComponentName",1.5358161646553515e-21,0,,,""
"void registerAggregateIdentifier(java.lang.String)","registerAggregateIdentifier",1.4875095476744348e-21,0,,,""
"java.util.Map apply(org.axonframework.messaging.MetaData)","apply",1.4496515790987416e-21,0,,,""
"boolean isCauseOf(java.lang.Throwable)","isCauseOf",1.3318715223756602e-21,7.221760566888208e-23,,,""
"void run()","run",1.2966598608442172e-21,1.2855552854864004e-52,,,""
"org.axonframework.config.EventProcessingConfiguration eventProcessingConfiguration()","eventProcessingConfiguration",1.1002775576920408e-21,0,,,""
"org.axonframework.config.Configurer registerCommandHandler(java.util.function.Function)","registerCommandHandler",1.067135642116849e-21,0,,,""
"org.axonframework.config.Configurer registerQueryHandler(java.util.function.Function)","registerQueryHandler",1.067135642116849e-21,0,,,""
"org.axonframework.config.EventProcessingConfigurer eventProcessing()","eventProcessing",1.067135642116849e-21,1.3480024190341878e-46,,,""
"org.axonframework.lifecycle.ShutdownLatch$ActivityHandle registerActivity()","registerActivity",9.130408359489965e-22,1.3480024190341878e-46,,,""
"void performReset(java.lang.Object)","performReset",8.405257337765963e-22,1.2855552854864004e-52,,,""
"org.axonframework.modelling.command.Aggregate load(java.lang.String)","load",7.769072573358203e-22,1.554971184462696e-21,,,""
"org.axonframework.eventsourcing.EventSourcedAggregate recreateAggregate(org.axonframework.modelling.command.inspection.AggregateModel,org.axonframework.eventsourcing.eventstore.EventStore,org.axonframework.modelling.command.RepositoryProvider,org.axonframework.eventsourcing.SnapshotTriggerDefinition)","recreateAggregate",7.533589524131901e-22,1.2855552854864004e-52,,,""
"void initializeState(org.axonframework.eventsourcing.eventstore.DomainEventStream)","initializeState",7.533589524131901e-22,0,,,""
"io.axoniq.axonserver.grpc.ErrorMessage serialize(java.lang.String,java.lang.Throwable)","serialize",7.319527951162941e-22,9.758535994387566e-22,,,""
"org.axonframework.axonserver.connector.AxonServerConfiguration$FlowControlConfiguration getCommandFlowControl()","getCommandFlowControl",6.946614460708385e-22,2.8447795312816712e-36,,,""
"java.lang.Object proceed()","proceed",6.927801340022893e-22,0,,,""
"org.axonframework.axonserver.connector.ErrorCode getCommandExecutionErrorCode(java.lang.Throwable)","getCommandExecutionErrorCode",5.162058624391371e-22,1.4134829845411925e-40,,,""
"void end()","end",4.80515436878195e-22,0,,,""
"boolean isFull(java.lang.Object)","isFull",3.974384424500488e-22,0,,,""
"int[] fetchSegments(java.lang.String)","fetchSegments",3.7322981347295644e-22,0,,,""
"void startRecording()","startRecording",6.509842246478708e-23,1.3480024190341878e-46,,,""
"java.lang.String processingGroup()","processingGroup",3.0463286739335865e-23,5.965996678567963e-23,,,""
"java.lang.Object getIdentifier()","getIdentifier",2.7620778878483125e-23,0,,,""
"boolean canResolve(org.axonframework.messaging.ScopeDescriptor)","canResolve",2.175251132459551e-23,0,,,""
"org.axonframework.modelling.command.Aggregate newInstance(java.util.concurrent.Callable)","newInstance",2.1004150749979938e-23,1.2855552854864004e-52,,,""
