"artifact","all","public","min","max","average","percentile25","percentile50","percentile75","percentile90","Source Cypher File: Global_relative_visibility_statistics_for_types.cypher"
"axon-configuration-4.7.5",39,26,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,""
"axon-disruptor-4.7.5",22,9,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,""
"axon-eventsourcing-4.7.5",130,95,0.5,1,0.7691585594811401,0.6129032258064516,0.7857142857142857,1,1,""
"axon-messaging-4.7.5",729,592,0.1,1,0.8612113088050037,0.75,0.9473684210526315,1,1,""
"axon-modelling-4.7.5",149,128,0.5,1,0.8047615456438985,0.7374999999999999,0.8131868131868132,0.8872549019607843,1,""
"axon-test-4.7.5",85,64,0.47368421052631576,1,0.8123355263157894,0.65,0.8791666666666667,1,1,""
