"rootProjectName","moduleName","numberOfElements","numberOfGitCommits","incomingDependencies","outgoingDependencies","Source Cypher File: Internal_Dependencies/List_all_Typescript_modules.cypher"
"react-router-6.27.0","react-router",7,239,19,17,""
"react-router-6.27.0","react-router-dom",35,421,2,152,""
"react-router-6.27.0","server",6,164,0,40,""
"react-router-6.27.0","react-router-native",12,154,0,24,""
