"externalPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_package_usage_spread.cypher"
"org.slf4j",9,66,1,38,3,7.333333333333333,11.821590417536889,25,100,60,68.34245230078564,28.7356905408243,142,1,79,8,15.777777777777775,24.39148303085412,2.2988505747126435,36.36363636363637,10.526315789473683,13.25383819656881,10.24952916747722,"axon-eventsourcing-4.10.1,axon-server-connector-4.10.1,axon-messaging-4.10.1,axon-tracing-opentelemetry-4.10.1",""
"jakarta.persistence",4,8,1,3,2,2,0.816496580927726,4.6875,22.22222222222222,15.555555555555555,14.505208333333332,8.116902769194517,17,3,8,3,4.25,2.5,1.0165184243964422,4,2.0771866374797754,2.292722924838998,1.2516782443059264,"axon-eventsourcing-4.10.1,axon-messaging-4.10.1,axon-spring-boot-autoconfigure-4.10.1,axon-modelling-4.10.1",""
"javax.persistence",4,11,2,4,2.5,2.75,0.9574271077563381,6.25,30,22.22222222222222,20.17361111111111,9.980288571951407,17,3,8,3,4.25,2.5,1.0165184243964422,4,2.0771866374797754,2.292722924838998,1.2516782443059264,"axon-eventsourcing-4.10.1,axon-messaging-4.10.1,axon-spring-boot-autoconfigure-4.10.1,axon-modelling-4.10.1",""
"com.fasterxml.jackson.databind",2,2,1,1,1,1,0,1.5625,11.11111111111111,6.336805555555555,6.336805555555555,6.75188766757988,9,2,7,4.5,4.5,3.5355339059327378,0.889453621346887,2.6666666666666665,1.7780601440067767,1.7780601440067767,1.2566793959588112,"axon-messaging-4.10.1,axon-spring-boot-autoconfigure-4.10.1",""
"com.github.kagkarlsson.scheduler",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,11.11111111111111,7.118055555555555,7.118055555555555,5.647033321975901,5,1,4,2.5,2.5,2.1213203435596424,0.5082592121982211,1.3333333333333333,0.9207962727657772,0.9207962727657772,0.5834155060361687,"axon-messaging-4.10.1,axon-spring-boot-autoconfigure-4.10.1",""
"com.github.kagkarlsson.scheduler.task",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,11.11111111111111,7.118055555555555,7.118055555555555,5.647033321975901,5,1,4,2.5,2.5,2.1213203435596424,0.5082592121982211,1.3333333333333333,0.9207962727657772,0.9207962727657772,0.5834155060361687,"axon-messaging-4.10.1,axon-spring-boot-autoconfigure-4.10.1",""
"com.thoughtworks.xstream",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,11.11111111111111,7.118055555555555,7.118055555555555,5.647033321975901,6,2,4,3,3,1.4142135623730951,0.5082592121982211,2.6666666666666665,1.5874629394324438,1.5874629394324438,1.5262245476182321,"axon-messaging-4.10.1,axon-spring-boot-autoconfigure-4.10.1",""
"io.axoniq.axonserver.connector.event",2,2,1,1,1,1,0,9.090909090909092,11.11111111111111,10.1010101010101,10.1010101010101,1.428498547851611,13,2,11,6.5,6.5,6.363961030678928,2.6666666666666665,8.333333333333334,5.5,5.5,4.00693842672377,"axon-server-connector-4.10.1,axon-spring-boot-autoconfigure-4.10.1",""
"io.axoniq.axonserver.connector.impl",2,4,1,3,2,2,1.4142135623730951,11.11111111111111,27.272727272727273,19.19191919191919,19.19191919191919,11.427988382812888,5,1,4,2.5,2.5,2.1213203435596424,1.3333333333333333,3.0303030303030303,2.1818181818181817,2.1818181818181817,1.1999387801953534,"axon-server-connector-4.10.1,axon-spring-boot-autoconfigure-4.10.1",""
"org.jobrunr.scheduling",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,11.11111111111111,7.118055555555555,7.118055555555555,5.647033321975901,5,1,4,2.5,2.5,2.1213203435596424,0.5082592121982211,1.3333333333333333,0.9207962727657772,0.9207962727657772,0.5834155060361687,"axon-messaging-4.10.1,axon-spring-boot-autoconfigure-4.10.1",""
"org.reactivestreams",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,9.090909090909092,6.107954545454546,6.107954545454546,4.21853477412429,17,4,13,8.5,8.5,6.363961030678928,1.6518424396442186,3.0303030303030303,2.3410727349736247,2.3410727349736247,0.9747188312532595,"axon-server-connector-4.10.1,axon-messaging-4.10.1",""
"reactor.core.publisher",2,4,2,2,2,2,0,3.125,18.181818181818183,10.653409090909092,10.653409090909092,10.646778239456541,27,9,18,13.5,13.5,6.363961030678928,2.287166454891995,6.818181818181818,4.552674136536907,4.552674136536907,3.203911689042662,"axon-server-connector-4.10.1,axon-messaging-4.10.1",""
"AggregateEventPublisherImpl",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.10.1",""
"WeakValue",1,1,1,1,1,1,0,100,100,100,100,0,1,1,1,1,1,0,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,0,"axon-disruptor-4.10.1",""
"com.codahale.metrics",1,1,1,1,1,1,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,1,1,1,1,1,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,"axon-spring-boot-autoconfigure-4.10.1",""
"com.fasterxml.jackson.annotation",1,3,3,3,3,3,0,4.6875,4.6875,4.6875,4.6875,0,5,5,5,5,5,0,0.6353240152477764,0.6353240152477764,0.6353240152477764,0.6353240152477764,0,"axon-messaging-4.10.1",""
