"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"reactor.core",2,5,2,3,2.5,2.5,0.7071067811865476,3.125,27.272727272727273,15.198863636363637,15.198863636363637,17.07502170478879,28,10,18,14,14,5.656854249492381,2.287166454891995,7.575757575757576,4.931462015324786,4.931462015324786,3.7395986444870166,"axon-server-connector-4.10.1,axon-messaging-4.10.1",""
"AggregateEventPublisherImpl",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.10.1",""
"WeakValue",1,1,1,1,1,1,0,100,100,100,100,0,1,1,1,1,1,0,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,0,"axon-disruptor-4.10.1",""
"com.codahale",1,1,1,1,1,1,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,1,1,1,1,1,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,"axon-spring-boot-autoconfigure-4.10.1",""
"com.lmax",1,1,1,1,1,1,0,100,100,100,100,0,7,7,7,7,7,0,31.81818181818182,31.81818181818182,31.81818181818182,31.81818181818182,0,"axon-disruptor-4.10.1",""
"io.grpc",1,5,5,5,5,5,0,45.45454545454546,45.45454545454546,45.45454545454546,45.45454545454546,0,18,18,18,18,18,0,13.636363636363637,13.636363636363637,13.636363636363637,13.636363636363637,0,"axon-server-connector-4.10.1",""
"io.micrometer",1,1,1,1,1,1,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,1,1,1,1,1,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,"axon-spring-boot-autoconfigure-4.10.1",""
"io.opentelemetry",1,1,1,1,1,1,0,100,100,100,100,0,5,5,5,5,5,0,100,100,100,100,0,"axon-tracing-opentelemetry-4.10.1",""
"jakarta.validation",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0,"axon-messaging-4.10.1",""
"javax.cache",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0,"axon-messaging-4.10.1",""
"javax.validation",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0,"axon-messaging-4.10.1",""
"net.sf",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0,"axon-messaging-4.10.1",""
"nu.xom",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.38119440914866587,0.38119440914866587,0.38119440914866587,0.38119440914866587,0,"axon-messaging-4.10.1",""
"org.axonframework",1,2,2,2,2,2,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,7,7,7,7,7,0,9.333333333333332,9.333333333333332,9.333333333333332,9.333333333333332,0,"axon-spring-boot-autoconfigure-4.10.1",""
"org.dom4j",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.38119440914866587,0.38119440914866587,0.38119440914866587,0.38119440914866587,0,"axon-messaging-4.10.1",""
"org.ehcache",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.38119440914866587,0.38119440914866587,0.38119440914866587,0.38119440914866587,0,"axon-messaging-4.10.1",""
"org.hamcrest",1,5,5,5,5,5,0,62.5,62.5,62.5,62.5,0,27,27,27,27,27,0,31.034482758620687,31.034482758620687,31.034482758620687,31.034482758620687,0,"axon-test-4.10.1",""
"org.junit",1,2,2,2,2,2,0,25,25,25,25,0,4,4,4,4,4,0,4.597701149425287,4.597701149425287,4.597701149425287,4.597701149425287,0,"axon-test-4.10.1",""
"org.quartz",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,9,9,9,9,9,0,1.1435832274459976,1.1435832274459976,1.1435832274459976,1.1435832274459976,0,"axon-messaging-4.10.1",""
"org.springframework",1,6,6,6,6,6,0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0,24,24,24,24,24,0,32,32,32,32,0,"axon-spring-boot-autoconfigure-4.10.1",""
"org.testcontainers",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,3,3,3,3,3,0,3.4482758620689653,3.4482758620689653,3.4482758620689653,3.4482758620689653,0,"axon-test-4.10.1",""
"reactor.util",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,4,4,4,4,4,0,0.5082592121982211,0.5082592121982211,0.5082592121982211,0.5082592121982211,0,"axon-messaging-4.10.1",""
