"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-configuration-4.10.1","javax.annotation",13,105,41,"Nullable,Nonnull",""
"axon-configuration-4.10.1","org.slf4j",11,32,41,"Logger,LoggerFactory",""
"axon-disruptor-4.10.1","org.slf4j",12,22,22,"Logger,LoggerFactory",""
"axon-disruptor-4.10.1","com.lmax.disruptor",9,25,22,"RingBuffer,WaitStrategy,BlockingWaitStrategy,ExceptionHandler,EventHandler,LifecycleAware",""
"axon-disruptor-4.10.1","javax.annotation",6,23,22,"Nonnull",""
"axon-disruptor-4.10.1","com.lmax.disruptor.dsl",5,21,22,"Disruptor,EventHandlerGroup,ProducerType",""
"axon-disruptor-4.10.1","WeakValue",1,2,22,"WeakValue",""
"axon-eventsourcing-4.10.1","javax.annotation",29,99,133,"Nonnull,Nullable,PreDestroy",""
"axon-eventsourcing-4.10.1","org.slf4j",23,43,133,"Logger,LoggerFactory",""
"axon-eventsourcing-4.10.1","jakarta.persistence",11,48,133,"TypedQuery,Query,EntityManager,MappedSuperclass,IdClass,Id,EntityExistsException,Index,Table,Entity",""
"axon-eventsourcing-4.10.1","javax.persistence",11,48,133,"IdClass,MappedSuperclass,Id,EntityExistsException,Index,Table,Entity,EntityManager,TypedQuery,Query",""
"axon-messaging-4.10.1","javax.annotation",247,1191,787,"Nonnull,Nullable",""
"axon-messaging-4.10.1","org.slf4j",143,441,787,"LoggerFactory,Logger",""
"axon-messaging-4.10.1","com.fasterxml.jackson.annotation",53,81,787,"JsonCreator,JsonTypeInfo$Id,JsonProperty,JsonTypeInfo,JsonGetter,JsonIgnore,JsonTypeInfo$As",""
"axon-messaging-4.10.1","javax.persistence",44,174,787,"Lob,Basic,Column,MappedSuperclass,GeneratedValue,Id,EntityManager,TypedQuery,Query,NoResultException,Entity,Table,Embedded,Index,LockModeType,Embeddable,IdClass",""
"axon-messaging-4.10.1","jakarta.persistence",40,168,787,"EntityManager,LockModeType,TypedQuery,Basic,Column,MappedSuperclass,Lob,GeneratedValue,Id,NoResultException,Query,Entity,Embedded,Table,Index,Embeddable,IdClass",""
"axon-messaging-4.10.1","org.quartz",35,185,787,"Job,JobExecutionContext,SchedulerContext,Trigger,JobExecutionException,JobKey,Scheduler,JobDetail,JobDataMap,JobBuilder,SchedulerException,TriggerBuilder",""
"axon-messaging-4.10.1","reactor.core.publisher",35,142,787,"Mono,Flux,ConnectableFlux,FluxSink$OverflowStrategy,Sinks,Sinks$ManySpec,EmitterProcessor,Sinks$Many,Sinks$MulticastReplaySpec,FluxSink,Sinks$EmitResult,MonoSink,Signal",""
"axon-messaging-4.10.1","com.fasterxml.jackson.databind",15,65,787,"ObjectMapper,JsonNode,ObjectWriter,ObjectReader,DeserializationFeature,ObjectMapper$DefaultTyping,DeserializationContext,JsonDeserializer",""
"axon-messaging-4.10.1","org.reactivestreams",13,37,787,"Publisher",""
"axon-messaging-4.10.1","com.github.kagkarlsson.scheduler.task",10,40,787,"TaskInstanceId,Task,TaskInstance,TaskWithDataDescriptor,ExecutionContext",""
"axon-messaging-4.10.1","com.thoughtworks.xstream.io",9,39,787,"HierarchicalStreamReader,HierarchicalStreamWriter,HierarchicalStreamDriver",""
"axon-messaging-4.10.1","javax.cache.event",8,26,787,"CacheEntryExpiredListener,CacheEntryListenerException,CacheEntryRemovedListener,CacheEntryUpdatedListener,CacheEntryCreatedListener,CacheEntryEventFilter,CacheEntryEvent,CacheEntryListener",""
"axon-messaging-4.10.1","org.ehcache.event",8,30,787,"EventType,CacheEventListener,EventFiring,EventOrdering,CacheEvent",""
"axon-messaging-4.10.1","com.github.kagkarlsson.scheduler",7,46,787,"Scheduler,ScheduledExecution,SchedulerState",""
"axon-messaging-4.10.1","com.thoughtworks.xstream.converters",6,6,787,"MarshallingContext,UnmarshallingContext",""
"axon-messaging-4.10.1","org.jobrunr.scheduling",6,31,787,"JobScheduler,JobBuilder",""
"axon-messaging-4.10.1","com.thoughtworks.xstream.mapper",5,6,787,"Mapper,CannotResolveClassException",""
"axon-messaging-4.10.1","jakarta.validation",5,15,787,"Validator,ConstraintViolation,ValidatorFactory,Validation",""
"axon-messaging-4.10.1","javax.validation",5,15,787,"ConstraintViolation,Validation,Validator,ValidatorFactory",""
"axon-messaging-4.10.1","net.sf.ehcache",5,47,787,"Element,Ehcache,CacheException",""
"axon-messaging-4.10.1","nu.xom",5,15,787,"Builder,Document,ParsingException",""
"axon-messaging-4.10.1","com.fasterxml.jackson.core",4,7,787,"JsonProcessingException,JacksonException,JsonParser",""
"axon-messaging-4.10.1","com.thoughtworks.xstream",4,42,787,"XStream",""
"axon-messaging-4.10.1","com.thoughtworks.xstream.io.xml",4,13,787,"CompactWriter,XppDriver,Dom4JReader,XomReader",""
"axon-messaging-4.10.1","com.fasterxml.jackson.databind.node",3,12,787,"ObjectNode,JsonNodeType",""
"axon-messaging-4.10.1","com.fasterxml.jackson.databind.type",3,3,787,"TypeFactory",""
"axon-messaging-4.10.1","com.thoughtworks.xstream.converters.collections",3,7,787,"CollectionConverter,MapConverter",""
