"artifactName","fullPackageName","typeName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","numberOfExternalTypes","externalPackageNames","externalTypeNames","packageName","fullTypeName","Source Cypher File: External_Dependencies/External_package_usage_per_type.cypher"
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.legacyjpa","JpaSequencedDeadLetterQueue",7,71,3,7,"javax.annotation,org.slf4j,javax.persistence","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,javax.persistence.EntityManager,javax.persistence.TypedQuery,javax.persistence.NoResultException,javax.persistence.Query","legacyjpa","org.axonframework.eventhandling.deadletter.legacyjpa.JpaSequencedDeadLetterQueue",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.jobrunr","JobRunrEventScheduler",5,23,3,5,"javax.annotation,org.slf4j,org.jobrunr.scheduling","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,org.jobrunr.scheduling.JobScheduler,org.jobrunr.scheduling.JobBuilder","jobrunr","org.axonframework.eventhandling.scheduling.jobrunr.JobRunrEventScheduler",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.quartz","QuartzEventScheduler",11,36,3,11,"javax.annotation,org.slf4j,org.quartz","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,org.quartz.JobDetail,org.quartz.Scheduler,org.quartz.SchedulerContext,org.quartz.Trigger,org.quartz.JobKey,org.quartz.SchedulerException,org.quartz.JobBuilder,org.quartz.TriggerBuilder","quartz","org.axonframework.eventhandling.scheduling.quartz.QuartzEventScheduler",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.jpa","JpaTokenStore",8,63,3,8,"javax.annotation,org.slf4j,jakarta.persistence","javax.annotation.Nonnull,javax.annotation.Nullable,org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityManager,jakarta.persistence.TypedQuery,jakarta.persistence.Query,jakarta.persistence.LockModeType","jpa","org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.legacyjpa","JpaTokenStore",8,63,3,8,"javax.annotation,org.slf4j,javax.persistence","javax.annotation.Nonnull,javax.annotation.Nullable,org.slf4j.Logger,org.slf4j.LoggerFactory,javax.persistence.EntityManager,javax.persistence.TypedQuery,javax.persistence.Query,javax.persistence.LockModeType","legacyjpa","org.axonframework.eventhandling.tokenstore.legacyjpa.JpaTokenStore",""
"axon-messaging-4.10.1","org.axonframework.messaging.responsetypes","OptionalResponseType",4,9,3,4,"com.fasterxml.jackson.annotation,org.reactivestreams,reactor.core.publisher","com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonCreator,org.reactivestreams.Publisher,reactor.core.publisher.Mono","responsetypes","org.axonframework.messaging.responsetypes.OptionalResponseType",""
"axon-messaging-4.10.1","org.axonframework.messaging.responsetypes","InstanceResponseType",5,12,3,5,"com.fasterxml.jackson.annotation,org.reactivestreams,reactor.core.publisher","com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonCreator,org.reactivestreams.Publisher,reactor.core.publisher.Flux,reactor.core.publisher.Mono","responsetypes","org.axonframework.messaging.responsetypes.InstanceResponseType",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","QueryGateway",4,49,3,4,"javax.annotation,org.reactivestreams,reactor.util.concurrent","javax.annotation.Nonnull,javax.annotation.Nullable,org.reactivestreams.Publisher,reactor.util.concurrent.Queues","queryhandling","org.axonframework.queryhandling.QueryGateway",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","QueryBus",3,11,3,3,"javax.annotation,org.reactivestreams,reactor.util.concurrent","javax.annotation.Nonnull,org.reactivestreams.Publisher,reactor.util.concurrent.Queues","queryhandling","org.axonframework.queryhandling.QueryBus",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","DefaultQueryGateway",5,27,3,5,"javax.annotation,org.reactivestreams,reactor.core.publisher","javax.annotation.Nonnull,javax.annotation.Nullable,org.reactivestreams.Publisher,reactor.core.publisher.Flux,reactor.core.publisher.Mono","queryhandling","org.axonframework.queryhandling.DefaultQueryGateway",""
"axon-messaging-4.10.1","org.axonframework.serialization","AbstractXStreamSerializer",4,31,3,4,"javax.annotation,com.thoughtworks.xstream,com.thoughtworks.xstream.mapper","javax.annotation.Nonnull,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.mapper.CannotResolveClassException","serialization","org.axonframework.serialization.AbstractXStreamSerializer",""
"axon-messaging-4.10.1","org.axonframework.serialization.xml","XStreamSerializer$Builder",3,15,3,3,"javax.annotation,org.slf4j,com.thoughtworks.xstream","javax.annotation.Nonnull,org.slf4j.Logger,com.thoughtworks.xstream.XStream","xml","org.axonframework.serialization.xml.XStreamSerializer$Builder",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","CommandSerializer",11,55,3,11,"io.axoniq.axonserver.grpc,org.slf4j,io.axoniq.axonserver.grpc.command","io.axoniq.axonserver.grpc.ProcessingInstruction,io.axoniq.axonserver.grpc.ProcessingKey,io.axoniq.axonserver.grpc.MetaDataValue,io.axoniq.axonserver.grpc.MetaDataValue$Builder,org.slf4j.Logger,org.slf4j.LoggerFactory,io.axoniq.axonserver.grpc.ProcessingInstruction$Builder,io.axoniq.axonserver.grpc.command.CommandResponse$Builder,io.axoniq.axonserver.grpc.command.Command$Builder,io.axoniq.axonserver.grpc.command.Command,io.axoniq.axonserver.grpc.command.CommandResponse","command","org.axonframework.axonserver.connector.command.CommandSerializer",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","GrpcBackedDomainEventData",3,16,3,3,"io.axoniq.axonserver.grpc,com.google.protobuf,io.axoniq.axonserver.grpc.event","io.axoniq.axonserver.grpc.SerializedObject,com.google.protobuf.ByteString,io.axoniq.axonserver.grpc.event.Event","axon","org.axonframework.axonserver.connector.event.axon.GrpcBackedDomainEventData",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","EventBuffer",4,18,3,4,"org.slf4j,io.axoniq.axonserver.grpc.event,io.axoniq.axonserver.connector.event","org.slf4j.Logger,org.slf4j.LoggerFactory,io.axoniq.axonserver.grpc.event.EventWithToken,io.axoniq.axonserver.connector.event.EventStream","axon","org.axonframework.axonserver.connector.event.axon.EventBuffer",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.util","EventCipher",7,39,3,7,"io.axoniq.axonserver.grpc,com.google.protobuf,io.axoniq.axonserver.grpc.event","io.axoniq.axonserver.grpc.SerializedObject,com.google.protobuf.ByteString,io.axoniq.axonserver.grpc.SerializedObject$Builder,io.axoniq.axonserver.grpc.event.EventWithToken$Builder,io.axoniq.axonserver.grpc.event.Event$Builder,io.axoniq.axonserver.grpc.event.Event,io.axoniq.axonserver.grpc.event.EventWithToken","util","org.axonframework.axonserver.connector.event.util.EventCipher",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","GrpcBackedResponseMessage",3,20,3,3,"javax.annotation,io.axoniq.axonserver.grpc,io.axoniq.axonserver.grpc.query","javax.annotation.Nonnull,io.axoniq.axonserver.grpc.SerializedObject,io.axoniq.axonserver.grpc.query.QueryResponse","query","org.axonframework.axonserver.connector.query.GrpcBackedResponseMessage",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","AxonServerQueryBus$Builder",4,6,3,4,"javax.annotation,io.grpc.stub,io.axoniq.axonserver.grpc.query","javax.annotation.Nonnull,io.grpc.stub.StreamObserver,io.axoniq.axonserver.grpc.query.QueryProviderInbound,io.axoniq.axonserver.grpc.query.QueryProviderOutbound","query","org.axonframework.axonserver.connector.query.AxonServerQueryBus$Builder",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","QuerySerializer",11,69,3,11,"io.axoniq.axonserver.grpc,org.slf4j,io.axoniq.axonserver.grpc.query","io.axoniq.axonserver.grpc.ProcessingInstruction,io.axoniq.axonserver.grpc.ProcessingKey,io.axoniq.axonserver.grpc.MetaDataValue,io.axoniq.axonserver.grpc.MetaDataValue$Builder,org.slf4j.Logger,org.slf4j.LoggerFactory,io.axoniq.axonserver.grpc.query.QueryResponse$Builder,io.axoniq.axonserver.grpc.query.QueryRequest$Builder,io.axoniq.axonserver.grpc.ProcessingInstruction$Builder,io.axoniq.axonserver.grpc.query.QueryResponse,io.axoniq.axonserver.grpc.query.QueryRequest","query","org.axonframework.axonserver.connector.query.QuerySerializer",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query.subscription","SubscriptionMessageSerializer",19,97,3,19,"io.axoniq.axonserver.grpc,org.slf4j,io.axoniq.axonserver.grpc.query","io.axoniq.axonserver.grpc.SerializedObject,org.slf4j.Logger,org.slf4j.LoggerFactory,io.axoniq.axonserver.grpc.query.QueryResponse$Builder,io.axoniq.axonserver.grpc.query.QueryRequest$Builder,io.axoniq.axonserver.grpc.query.QueryResponse,io.axoniq.axonserver.grpc.query.QueryProviderOutbound,io.axoniq.axonserver.grpc.query.QueryRequest,io.axoniq.axonserver.grpc.query.QueryUpdate,io.axoniq.axonserver.grpc.query.QueryUpdate$Builder,io.axoniq.axonserver.grpc.query.SubscriptionQuery$Builder,io.axoniq.axonserver.grpc.query.QueryProviderOutbound$Builder,io.axoniq.axonserver.grpc.query.SubscriptionQueryResponse$Builder,io.axoniq.axonserver.grpc.query.QueryUpdateComplete$Builder,io.axoniq.axonserver.grpc.query.QueryUpdateCompleteExceptionally$Builder,io.axoniq.axonserver.grpc.query.SubscriptionQuery,io.axoniq.axonserver.grpc.query.SubscriptionQueryResponse,io.axoniq.axonserver.grpc.query.QueryUpdateComplete,io.axoniq.axonserver.grpc.query.QueryUpdateCompleteExceptionally","subscription","org.axonframework.axonserver.connector.query.subscription.SubscriptionMessageSerializer",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","FlowControllingStreamObserver",5,23,3,5,"io.grpc.stub,org.slf4j,io.axoniq.axonserver.grpc","io.grpc.stub.StreamObserver,org.slf4j.Logger,org.slf4j.LoggerFactory,io.axoniq.axonserver.grpc.FlowControl$Builder,io.axoniq.axonserver.grpc.FlowControl","util","org.axonframework.axonserver.connector.util.FlowControllingStreamObserver",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","OpenTelemetryAutoConfiguration",5,5,3,5,"org.springframework.boot.autoconfigure,org.springframework.boot.autoconfigure.condition,org.springframework.context.annotation","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.autoconfigure.AutoConfigureBefore,org.springframework.boot.autoconfigure.condition.ConditionalOnClass,org.springframework.context.annotation.Bean,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","autoconfig","org.axonframework.springboot.autoconfig.OpenTelemetryAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","NoOpTransactionAutoConfiguration",5,5,3,5,"org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.autoconfigure.AutoConfigureAfter,org.springframework.boot.autoconfigure.AutoConfigureBefore,org.springframework.context.annotation.Bean,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","autoconfig","org.axonframework.springboot.autoconfig.NoOpTransactionAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","EventProcessingAutoConfiguration",4,4,3,4,"org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.autoconfigure.AutoConfigureAfter,org.springframework.context.annotation.Bean,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","autoconfig","org.axonframework.springboot.autoconfig.EventProcessingAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.util","XStreamSecurityTypeUtility",4,7,3,4,"org.slf4j,org.springframework.context,org.springframework.boot.autoconfigure","org.slf4j.Logger,org.springframework.context.ApplicationContext,org.springframework.boot.autoconfigure.AutoConfigurationPackages,org.slf4j.LoggerFactory","util","org.axonframework.springboot.util.XStreamSecurityTypeUtility",""
"axon-test-4.10.1","org.axonframework.test.aggregate","StubAggregateLifecycleRule",3,4,3,3,"org.junit.runners.model,org.junit.rules,org.junit.runner","org.junit.runners.model.Statement,org.junit.rules.TestRule,org.junit.runner.Description","aggregate","org.axonframework.test.aggregate.StubAggregateLifecycleRule",""
"axon-test-4.10.1","org.axonframework.test.server","AxonServerContainer",6,18,3,6,"org.testcontainers.containers,org.testcontainers.utility,org.testcontainers.containers.wait.strategy","org.testcontainers.containers.ContainerLaunchException,org.testcontainers.utility.MountableFile,org.testcontainers.containers.GenericContainer,org.testcontainers.utility.DockerImageName,org.testcontainers.containers.wait.strategy.Wait,org.testcontainers.containers.wait.strategy.HttpWaitStrategy","server","org.axonframework.test.server.AxonServerContainer",""
"axon-test-4.10.1","org.axonframework.test.server","AxonServerEEContainer",4,13,3,4,"org.testcontainers.utility,org.testcontainers.containers,org.testcontainers.containers.wait.strategy","org.testcontainers.utility.MountableFile,org.testcontainers.containers.GenericContainer,org.testcontainers.utility.DockerImageName,org.testcontainers.containers.wait.strategy.Wait","server","org.axonframework.test.server.AxonServerEEContainer",""
"axon-test-4.10.1","org.axonframework.test.server","AxonServerSEContainer",3,11,3,3,"org.testcontainers.containers,org.testcontainers.utility,org.testcontainers.containers.wait.strategy","org.testcontainers.containers.GenericContainer,org.testcontainers.utility.DockerImageName,org.testcontainers.containers.wait.strategy.Wait","server","org.axonframework.test.server.AxonServerSEContainer",""
"axon-tracing-opentelemetry-4.10.1","org.axonframework.tracing.opentelemetry","OpenTelemetrySpanFactory",8,39,3,8,"io.opentelemetry.context.propagation,io.opentelemetry.api.trace,io.opentelemetry.context","io.opentelemetry.context.propagation.TextMapGetter,io.opentelemetry.context.propagation.TextMapSetter,io.opentelemetry.api.trace.SpanBuilder,io.opentelemetry.api.trace.Span,io.opentelemetry.api.trace.Tracer,io.opentelemetry.context.propagation.TextMapPropagator,io.opentelemetry.context.Context,io.opentelemetry.api.trace.SpanKind","opentelemetry","org.axonframework.tracing.opentelemetry.OpenTelemetrySpanFactory",""
"axon-tracing-opentelemetry-4.10.1","org.axonframework.tracing.opentelemetry","OpenTelemetrySpan",7,25,3,7,"org.slf4j,io.opentelemetry.api.trace,io.opentelemetry.context","org.slf4j.Logger,io.opentelemetry.api.trace.SpanBuilder,io.opentelemetry.context.Scope,io.opentelemetry.api.trace.Span,io.opentelemetry.api.trace.SpanContext,io.opentelemetry.api.trace.StatusCode,org.slf4j.LoggerFactory","opentelemetry","org.axonframework.tracing.opentelemetry.OpenTelemetrySpan",""
"axon-configuration-4.10.1","org.axonframework.config","MessageHandlerRegistrar",3,4,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.Nonnull","config","org.axonframework.config.MessageHandlerRegistrar",""
"axon-configuration-4.10.1","org.axonframework.config","DefaultConfigurer",3,34,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.Nonnull","config","org.axonframework.config.DefaultConfigurer",""
"axon-configuration-4.10.1","org.axonframework.config","DefaultConfigurer$ConfigurationImpl",2,6,2,2,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nonnull","config","org.axonframework.config.DefaultConfigurer$ConfigurationImpl",""
"axon-configuration-4.10.1","org.axonframework.config","Component",3,7,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.Nonnull","config","org.axonframework.config.Component",""
"axon-configuration-4.10.1","org.axonframework.config","AxonIQConsoleModule",3,5,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nullable,org.slf4j.LoggerFactory","config","org.axonframework.config.AxonIQConsoleModule",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","EventPublisher",3,4,2,3,"org.slf4j,com.lmax.disruptor","org.slf4j.Logger,org.slf4j.LoggerFactory,com.lmax.disruptor.EventHandler","commandhandling","org.axonframework.disruptor.commandhandling.EventPublisher",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$FailureLoggingCommandCallback",2,3,2,2,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nonnull","commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","CommandHandlerInvoker$DisruptorRepository",2,8,2,2,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nonnull","commandhandling","org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","CommandHandlerInvoker",4,5,2,4,"org.slf4j,com.lmax.disruptor","org.slf4j.Logger,org.slf4j.LoggerFactory,com.lmax.disruptor.EventHandler,com.lmax.disruptor.LifecycleAware","commandhandling","org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$Builder",3,9,2,3,"com.lmax.disruptor.dsl,com.lmax.disruptor","com.lmax.disruptor.dsl.ProducerType,com.lmax.disruptor.WaitStrategy,com.lmax.disruptor.BlockingWaitStrategy","commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing","AbstractSnapshotter",3,5,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","eventsourcing","org.axonframework.eventsourcing.AbstractSnapshotter",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","AbstractEventStore",3,6,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","eventstore","org.axonframework.eventsourcing.eventstore.AbstractEventStore",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore",3,5,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","eventstore","org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","AbstractSnapshotEventEntry",6,10,2,6,"jakarta.persistence,javax.persistence","jakarta.persistence.MappedSuperclass,jakarta.persistence.IdClass,javax.persistence.MappedSuperclass,javax.persistence.IdClass,jakarta.persistence.Id,javax.persistence.Id","eventstore","org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc","JdbcEventStorageEngine",3,5,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","jdbc","org.axonframework.eventsourcing.eventstore.jdbc.JdbcEventStorageEngine",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","SQLErrorCodesResolver",3,5,2,3,"org.slf4j,jakarta.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityExistsException","jpa","org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","SnapshotEventEntry",2,2,2,2,"jakarta.persistence,javax.persistence","jakarta.persistence.Entity,javax.persistence.Entity","jpa","org.axonframework.eventsourcing.eventstore.jpa.SnapshotEventEntry",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","DomainEventEntry",6,6,2,6,"jakarta.persistence,javax.persistence","jakarta.persistence.Entity,jakarta.persistence.Table,jakarta.persistence.Index,javax.persistence.Entity,javax.persistence.Table,javax.persistence.Index","jpa","org.axonframework.eventsourcing.eventstore.jpa.DomainEventEntry",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore",3,5,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.PreDestroy","legacyjpa","org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","SQLErrorCodesResolver",3,5,2,3,"org.slf4j,javax.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.persistence.EntityExistsException","legacyjpa","org.axonframework.eventsourcing.eventstore.legacyjpa.SQLErrorCodesResolver",""
"axon-messaging-4.10.1","org.axonframework.commandhandling","SimpleCommandBus",3,13,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","commandhandling","org.axonframework.commandhandling.SimpleCommandBus",""
"axon-messaging-4.10.1","org.axonframework.commandhandling","LoggingDuplicateCommandHandlerResolver",3,6,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","commandhandling","org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.callbacks","FailureLoggingCallback",3,9,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","callbacks","org.axonframework.commandhandling.callbacks.FailureLoggingCallback",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.callbacks","LoggingCallback",3,6,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","callbacks","org.axonframework.commandhandling.callbacks.LoggingCallback",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed","DistributedCommandBus",3,12,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","distributed","org.axonframework.commandhandling.distributed.DistributedCommandBus",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed","CommandMessageFilter",3,6,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonTypeInfo,com.fasterxml.jackson.annotation.JsonTypeInfo$Id","distributed","org.axonframework.commandhandling.distributed.CommandMessageFilter",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed.commandfilter","OrCommandMessageFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed.commandfilter","NegateCommandMessageFilter",3,3,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed.commandfilter","CommandNameFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed.commandfilter","AndCommandMessageFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed.commandfilter","DenyCommandNameFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.gateway","DefaultCommandGateway",3,11,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","gateway","org.axonframework.commandhandling.gateway.DefaultCommandGateway",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.gateway","AbstractRetryScheduler",3,12,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","gateway","org.axonframework.commandhandling.gateway.AbstractRetryScheduler",""
"axon-messaging-4.10.1","org.axonframework.common.caching","EhCacheAdapter$CacheEventListenerAdapter",4,26,2,4,"net.sf.ehcache.event,net.sf.ehcache","net.sf.ehcache.event.CacheEventListener,net.sf.ehcache.Ehcache,net.sf.ehcache.Element,net.sf.ehcache.CacheException","caching","org.axonframework.common.caching.EhCacheAdapter$CacheEventListenerAdapter",""
"axon-messaging-4.10.1","org.axonframework.common.caching","EhCacheAdapter",4,28,2,4,"net.sf.ehcache.event,net.sf.ehcache","net.sf.ehcache.event.CacheEventListener,net.sf.ehcache.Ehcache,net.sf.ehcache.Element,net.sf.ehcache.event.RegisteredEventListeners","caching","org.axonframework.common.caching.EhCacheAdapter",""
"axon-messaging-4.10.1","org.axonframework.common.caching","JCacheAdapter",2,18,2,2,"javax.cache.configuration,javax.cache","javax.cache.configuration.CacheEntryListenerConfiguration,javax.cache.Cache","caching","org.axonframework.common.caching.JCacheAdapter",""
"axon-messaging-4.10.1","org.axonframework.common.caching","JCacheAdapter$JCacheListenerAdapter",10,30,2,10,"javax.cache.configuration,javax.cache.event","javax.cache.configuration.CacheEntryListenerConfiguration,javax.cache.event.CacheEntryUpdatedListener,javax.cache.event.CacheEntryCreatedListener,javax.cache.event.CacheEntryExpiredListener,javax.cache.event.CacheEntryRemovedListener,javax.cache.configuration.Factory,javax.cache.event.CacheEntryListener,javax.cache.event.CacheEntryEvent,javax.cache.event.CacheEntryListenerException,javax.cache.event.CacheEntryEventFilter","caching","org.axonframework.common.caching.JCacheAdapter$JCacheListenerAdapter",""
"axon-messaging-4.10.1","org.axonframework.deadline","SimpleDeadlineManager",3,12,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","deadline","org.axonframework.deadline.SimpleDeadlineManager",""
"axon-messaging-4.10.1","org.axonframework.deadline.dbscheduler","DbSchedulerDeadlineManager$Builder",2,5,2,2,"javax.annotation,com.github.kagkarlsson.scheduler","javax.annotation.Nonnull,com.github.kagkarlsson.scheduler.Scheduler","dbscheduler","org.axonframework.deadline.dbscheduler.DbSchedulerDeadlineManager$Builder",""
"axon-messaging-4.10.1","org.axonframework.deadline.jobrunr","JobRunrDeadlineManager$Builder",2,5,2,2,"javax.annotation,org.jobrunr.scheduling","javax.annotation.Nonnull,org.jobrunr.scheduling.JobScheduler","jobrunr","org.axonframework.deadline.jobrunr.JobRunrDeadlineManager$Builder",""
"axon-messaging-4.10.1","org.axonframework.deadline.quartz","QuartzDeadlineManager$Builder",2,5,2,2,"javax.annotation,org.quartz","javax.annotation.Nonnull,org.quartz.Scheduler","quartz","org.axonframework.deadline.quartz.QuartzDeadlineManager$Builder",""
