"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_package.cypher"
"axon-messaging-4.10.1","org.axonframework.eventhandling","org.slf4j",16,56,100,"Logger,LoggerFactory","eventhandling",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.pooled","org.slf4j",15,71,22,"LoggerFactory,Logger","pooled",""
"axon-messaging-4.10.1","org.axonframework.serialization.json","com.fasterxml.jackson.databind",15,65,7,"JsonNode,ObjectMapper,ObjectWriter,ObjectReader,JsonDeserializer,DeserializationContext,ObjectMapper$DefaultTyping,DeserializationFeature","json",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","org.slf4j",12,22,22,"LoggerFactory,Logger","commandhandling",""
"axon-configuration-4.10.1","org.axonframework.config","org.slf4j",11,32,41,"Logger,LoggerFactory","config",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","com.lmax.disruptor",9,25,22,"RingBuffer,EventHandler,LifecycleAware,BlockingWaitStrategy,WaitStrategy,ExceptionHandler","commandhandling",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","org.slf4j",9,18,48,"LoggerFactory,Logger","queryhandling",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.grpc.command",9,52,11,"CommandResponse,Command,Command$Builder,CommandResponse$Builder","command",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","io.axoniq.axonserver.grpc",9,46,21,"ErrorMessage,SerializedObject,MetaDataValue,ProcessingKey,ProcessingInstruction,MetaDataValue$Builder,ProcessingInstruction$Builder","query",""
"axon-tracing-opentelemetry-4.10.1","org.axonframework.tracing.opentelemetry","io.opentelemetry.context.propagation",9,18,5,"TextMapSetter,TextMapPropagator,TextMapGetter,ContextPropagators","opentelemetry",""
"axon-tracing-opentelemetry-4.10.1","org.axonframework.tracing.opentelemetry","io.opentelemetry.api.trace",9,47,5,"SpanKind,Span,SpanBuilder,Tracer,StatusCode,SpanContext","opentelemetry",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","org.slf4j",8,15,10,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.10.1","org.axonframework.common.caching","org.ehcache.event",8,30,15,"EventFiring,EventOrdering,CacheEventListener,EventType,CacheEvent","caching",""
"axon-messaging-4.10.1","org.axonframework.common.caching","javax.cache.event",8,26,15,"CacheEntryExpiredListener,CacheEntryListener,CacheEntryCreatedListener,CacheEntryEvent,CacheEntryListenerException,CacheEntryEventFilter,CacheEntryRemovedListener,CacheEntryUpdatedListener","caching",""
"axon-messaging-4.10.1","org.axonframework.messaging.annotation","org.slf4j",8,15,54,"LoggerFactory,Logger","annotation",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","io.axoniq.axonserver.grpc",8,68,27,"ErrorMessage,ErrorMessage$Builder,InstructionAck,InstructionAck$Builder","connector",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.grpc",8,25,11,"ErrorMessage,ProcessingInstruction$Builder,MetaDataValue$Builder,ProcessingKey,ProcessingInstruction,MetaDataValue","command",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","org.slf4j",8,24,27,"LoggerFactory,Logger","axon",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","io.axoniq.axonserver.grpc.event",8,43,27,"Confirmation,Event$Builder,Event,EventWithToken","axon",""
"axon-test-4.10.1","org.axonframework.test.saga","org.hamcrest",8,66,21,"CoreMatchers,Matcher,StringDescription,Description","saga",""
"axon-messaging-4.10.1","org.axonframework.messaging.responsetypes","reactor.core.publisher",7,34,8,"Mono,Flux","responsetypes",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","org.reactivestreams",7,23,48,"Publisher","queryhandling",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","io.axoniq.axonserver.grpc",7,18,27,"SerializedObject,SerializedObject$Builder,InstructionAck,ErrorMessage","axon",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","reactor.core.publisher",7,27,21,"SignalType,Mono,Flux,BaseSubscriber","query",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query.subscription","reactor.core.publisher",7,29,6,"Mono,Flux,FluxSink","subscription",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","org.slf4j",6,9,31,"LoggerFactory,Logger","eventstore",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter","org.slf4j",6,25,5,"Logger,LoggerFactory","deadletter",""
"axon-messaging-4.10.1","org.axonframework.messaging.responsetypes","org.reactivestreams",6,14,8,"Publisher","responsetypes",""
"axon-messaging-4.10.1","org.axonframework.serialization","com.thoughtworks.xstream.converters",6,6,34,"MarshallingContext,UnmarshallingContext","serialization",""
"axon-messaging-4.10.1","org.axonframework.serialization","com.thoughtworks.xstream.io",6,32,34,"HierarchicalStreamWriter,HierarchicalStreamReader","serialization",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jpa","jakarta.persistence",6,57,7,"EntityManager,EntityManagerFactory,TypedQuery,EntityNotFoundException,Query,Index","jpa",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.util","io.grpc",6,14,3,"StatusRuntimeException,Status$Code,Metadata,Metadata$Key,Metadata$AsciiMarshaller,Status","util",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.processor","io.axoniq.axonserver.grpc.control",6,41,3,"EventProcessorInfo,EventProcessorInfo$Builder,EventProcessorInfo$SegmentStatus,EventProcessorInfo$SegmentStatus$Builder","processor",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","org.slf4j",6,13,21,"Logger,LoggerFactory","query",""
"axon-test-4.10.1","org.axonframework.test.aggregate","org.hamcrest",6,97,19,"CoreMatchers,StringDescription,Matcher,Description","aggregate",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","com.lmax.disruptor.dsl",5,21,22,"Disruptor,EventHandlerGroup,ProducerType","commandhandling",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","jakarta.persistence",5,40,7,"Index,EntityExistsException,TypedQuery,Query,EntityManager","jpa",""
"axon-messaging-4.10.1","org.axonframework.common","org.slf4j",5,15,28,"LoggerFactory,Logger","common",""
"axon-messaging-4.10.1","org.axonframework.common.caching","net.sf.ehcache",5,47,15,"Ehcache,Element,CacheException","caching",""
"axon-messaging-4.10.1","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler.task",5,21,7,"TaskInstanceId,TaskInstance,TaskWithDataDescriptor,ExecutionContext,Task","dbscheduler",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.async","org.slf4j",5,16,15,"Logger,LoggerFactory","async",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa","jakarta.persistence",5,51,9,"Index,Query,EntityManager,TypedQuery,NoResultException","jpa",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler.task",5,19,7,"TaskInstanceId,TaskInstance,Task,TaskWithDataDescriptor,ExecutionContext","dbscheduler",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.jpa","jakarta.persistence",5,49,4,"EntityManager,LockModeType,Query,TypedQuery","jpa",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.legacyjpa","javax.persistence",5,49,2,"TypedQuery,Query,LockModeType,EntityManager","legacyjpa",""
"axon-messaging-4.10.1","org.axonframework.messaging.interceptors","jakarta.validation",5,15,8,"ConstraintViolation,Validator,Validation,ValidatorFactory","interceptors",""
"axon-messaging-4.10.1","org.axonframework.messaging.interceptors.legacyvalidation","javax.validation",5,15,2,"Validation,Validator,ValidatorFactory,ConstraintViolation","legacyvalidation",""
"axon-messaging-4.10.1","org.axonframework.serialization","com.thoughtworks.xstream.mapper",5,6,34,"Mapper,CannotResolveClassException","serialization",""
"axon-messaging-4.10.1","org.axonframework.serialization.xml","nu.xom",5,15,7,"Document,Builder,ParsingException","xml",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.legacyjpa","javax.persistence",5,55,3,"TypedQuery,EntityManagerFactory,Query,EntityManager,EntityNotFoundException","legacyjpa",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","io.axoniq.axonserver.connector",5,19,27,"AxonServerConnection,ResultStream","axon",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.actuator.axonserver","org.springframework.boot.actuate.health",5,20,2,"Status,SimpleStatusAggregator,AbstractHealthIndicator,Health$Builder","axonserver",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","org.springframework.context",5,23,29,"ApplicationContext,ApplicationContextAware","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","org.axonframework.spring.config",5,17,29,"SpringAxonConfiguration,SpringAggregateLookup,SpringSagaLookup,MessageHandlerLookup,SpringConfigurer","autoconfig",""
"axon-test-4.10.1","org.axonframework.test.server","org.testcontainers.utility",5,22,4,"DockerImageName,MountableFile","server",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","org.slf4j",4,9,7,"LoggerFactory,Logger","jpa",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","javax.persistence",4,39,10,"EntityExistsException,TypedQuery,Query,EntityManager","legacyjpa",""
"axon-messaging-4.10.1","org.axonframework.commandhandling","org.slf4j",4,8,32,"Logger,LoggerFactory","commandhandling",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.callbacks","org.slf4j",4,9,4,"Logger,LoggerFactory","callbacks",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.gateway","org.slf4j",4,11,34,"LoggerFactory,Logger","gateway",""
"axon-messaging-4.10.1","org.axonframework.common.jpa","jakarta.persistence",4,10,4,"TypedQuery,EntityManager","jpa",""
"axon-messaging-4.10.1","org.axonframework.common.legacyjpa","javax.persistence",4,10,4,"EntityManager,TypedQuery","legacyjpa",""
"axon-messaging-4.10.1","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler",4,35,7,"Scheduler,SchedulerState,ScheduledExecution","dbscheduler",""
"axon-messaging-4.10.1","org.axonframework.deadline.quartz","org.slf4j",4,12,4,"Logger,LoggerFactory","quartz",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","com.fasterxml.jackson.annotation",4,13,100,"JsonTypeInfo$Id,JsonTypeInfo$As","eventhandling",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.legacyjpa","javax.persistence",4,48,6,"EntityManager,NoResultException,TypedQuery,Query","legacyjpa",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.quartz","org.slf4j",4,9,6,"Logger,LoggerFactory","quartz",""
"axon-messaging-4.10.1","org.axonframework.messaging.unitofwork","org.slf4j",4,16,14,"Logger,LoggerFactory","unitofwork",""
"axon-messaging-4.10.1","org.axonframework.serialization.json","com.fasterxml.jackson.core",4,7,7,"JsonProcessingException,JsonParser,JacksonException","json",""
"axon-messaging-4.10.1","org.axonframework.serialization.xml","com.thoughtworks.xstream.io.xml",4,13,7,"XppDriver,CompactWriter,Dom4JReader,XomReader","xml",""
"axon-messaging-4.10.1","org.axonframework.tracing","org.slf4j",4,9,19,"Logger,LoggerFactory","tracing",""
"axon-modelling-4.10.1","org.axonframework.modelling.command","org.slf4j",4,12,56,"LoggerFactory,Logger","command",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga","org.slf4j",4,8,33,"Logger,LoggerFactory","saga",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","io.axoniq.axonserver.grpc.control",4,25,27,"NodeInfo$Builder,NodeInfo","connector",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","io.axoniq.axonserver.connector",4,36,27,"AxonServerConnectionFactory,AxonServerConnection,AxonServerConnectionFactory$Builder","connector",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","org.slf4j",4,8,11,"LoggerFactory,Logger","command",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.util","io.axoniq.axonserver.grpc.event",4,26,3,"Event$Builder,EventWithToken,EventWithToken$Builder,Event","util",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","org.reactivestreams",4,15,21,"Publisher,Subscription","query",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","io.axoniq.axonserver.connector.query",4,16,21,"QueryChannel,QueryDefinition,QueryHandler,QueryHandler$UpdateHandler","query",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query.subscription","org.slf4j",4,10,6,"Logger,LoggerFactory","subscription",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","io.grpc.stub",4,20,26,"ClientResponseObserver,ClientCallStreamObserver,StreamObserver","util",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","org.slf4j",4,9,26,"Logger,LoggerFactory","util",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","org.springframework.beans.factory",4,14,29,"BeanClassLoaderAware,NoSuchBeanDefinitionException,BeanFactoryUtils,InitializingBean","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.service.connection","org.springframework.boot.testcontainers.service.connection",4,9,5,"ContainerConnectionDetailsFactory,ContainerConnectionSource,ContainerConnectionDetailsFactory$ContainerConnectionDetails","connection",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.util","org.springframework.context.annotation",4,7,9,"ConditionContext,ConfigurationCondition$ConfigurationPhase,ConfigurationCondition,ImportBeanDefinitionRegistrar","util",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.util","org.slf4j",4,7,9,"LoggerFactory,Logger","util",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.util","org.springframework.boot.autoconfigure.condition",4,12,9,"SpringBootCondition,ConditionOutcome","util",""
"axon-test-4.10.1","org.axonframework.test.deadline","org.hamcrest",4,39,4,"StringDescription,Matcher,Description,Matchers","deadline",""
"axon-test-4.10.1","org.axonframework.test.server","org.testcontainers.containers.wait.strategy",4,5,4,"HttpWaitStrategy,Wait","server",""
"axon-test-4.10.1","org.axonframework.test.server","org.testcontainers.containers",4,15,4,"GenericContainer,ContainerLaunchException","server",""
"axon-test-4.10.1","org.axonframework.test.server","com.google.gson",4,7,4,"JsonElement,JsonParser,JsonObject,JsonArray","server",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing","org.slf4j",3,7,42,"Logger,LoggerFactory","eventsourcing",""
"axon-messaging-4.10.1","org.axonframework.common.caching","net.sf.ehcache.event",3,7,15,"CacheEventListener,RegisteredEventListeners","caching",""
"axon-messaging-4.10.1","org.axonframework.common.caching","javax.cache.configuration",3,9,15,"CacheEntryListenerConfiguration,Factory","caching",""
"axon-messaging-4.10.1","org.axonframework.deadline","org.slf4j",3,7,13,"LoggerFactory,Logger","deadline",""
"axon-messaging-4.10.1","org.axonframework.deadline.jobrunr","org.jobrunr.scheduling",3,13,4,"JobScheduler,JobBuilder","jobrunr",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler",3,11,7,"Scheduler,SchedulerState","dbscheduler",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.java","org.slf4j",3,5,4,"LoggerFactory,Logger","java",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.jobrunr","org.jobrunr.scheduling",3,18,3,"JobScheduler,JobBuilder","jobrunr",""
"axon-messaging-4.10.1","org.axonframework.serialization","com.thoughtworks.xstream.converters.collections",3,7,34,"CollectionConverter,MapConverter","serialization",""
"axon-messaging-4.10.1","org.axonframework.serialization.json","com.fasterxml.jackson.databind.node",3,12,7,"ObjectNode,JsonNodeType","json",""
"axon-messaging-4.10.1","org.axonframework.serialization.json","com.fasterxml.jackson.databind.type",3,3,7,"TypeFactory","json",""
"axon-messaging-4.10.1","org.axonframework.serialization.xml","org.dom4j",3,11,7,"Document","xml",""
"axon-messaging-4.10.1","org.axonframework.serialization.xml","org.slf4j",3,5,7,"Logger,LoggerFactory","xml",""
"axon-messaging-4.10.1","org.axonframework.serialization.xml","com.thoughtworks.xstream.io",3,7,7,"HierarchicalStreamReader,HierarchicalStreamWriter,HierarchicalStreamDriver","xml",""
"axon-modelling-4.10.1","org.axonframework.modelling.command.inspection","org.slf4j",3,5,26,"Logger,LoggerFactory","inspection",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","io.grpc",3,7,27,"Channel,ManagedChannelBuilder","connector",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","com.google.protobuf",3,3,27,"ByteString","axon",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.processor","org.slf4j",3,16,3,"LoggerFactory,Logger","processor",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","com.google.protobuf",3,3,26,"ByteString","util",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","org.springframework.beans.factory.config",3,4,29,"RuntimeBeanReference,ConfigurableListableBeanFactory","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","org.springframework.beans.factory.support",3,20,29,"BeanDefinitionRegistryPostProcessor,BeanDefinitionBuilder,BeanDefinitionRegistry","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","org.springframework.boot.context.properties.bind",3,4,29,"BindResult,Bindable,Binder","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.service.connection","org.springframework.boot.autoconfigure.service.connection",3,3,5,"ConnectionDetails","connection",""
"axon-test-4.10.1","org.axonframework.test.aggregate","org.junit.jupiter.api.extension",3,4,19,"ExtensionContext,BeforeEachCallback,AfterEachCallback","aggregate",""
"axon-test-4.10.1","org.axonframework.test.eventscheduler","org.hamcrest",3,21,5,"Matcher,Description,StringDescription","eventscheduler",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc","org.slf4j",2,3,14,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed","org.slf4j",2,4,26,"LoggerFactory,Logger","distributed",""
"axon-messaging-4.10.1","org.axonframework.common.property","org.slf4j",2,5,9,"Logger,LoggerFactory","property",""
"axon-messaging-4.10.1","org.axonframework.deadline.dbscheduler","org.slf4j",2,7,7,"LoggerFactory,Logger","dbscheduler",""
"axon-messaging-4.10.1","org.axonframework.deadline.jobrunr","org.slf4j",2,4,4,"Logger,LoggerFactory","jobrunr",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jdbc","org.slf4j",2,20,14,"Logger,LoggerFactory","jdbc",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa","org.slf4j",2,12,9,"LoggerFactory,Logger","jpa",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.legacyjpa","org.slf4j",2,12,6,"LoggerFactory,Logger","legacyjpa",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.interceptors","org.slf4j",2,3,1,"Logger,LoggerFactory","interceptors",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling","com.fasterxml.jackson.annotation",2,4,3,"JsonTypeInfo$Id,JsonTypeInfo$As","scheduling",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.dbscheduler","org.slf4j",2,5,7,"Logger,LoggerFactory","dbscheduler",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.jobrunr","org.slf4j",2,7,3,"LoggerFactory,Logger","jobrunr",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.inmemory","org.slf4j",2,3,2,"LoggerFactory,Logger","inmemory",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.jdbc","org.slf4j",2,3,9,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.jpa","org.slf4j",2,3,4,"LoggerFactory,Logger","jpa",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.legacyjpa","org.slf4j",2,3,2,"LoggerFactory,Logger","legacyjpa",""
"axon-messaging-4.10.1","org.axonframework.lifecycle","org.slf4j",2,3,10,"Logger,LoggerFactory","lifecycle",""
"axon-messaging-4.10.1","org.axonframework.messaging","org.slf4j",2,3,35,"LoggerFactory,Logger","messaging",""
"axon-messaging-4.10.1","org.axonframework.messaging.deadletter","org.slf4j",2,19,19,"LoggerFactory,Logger","deadletter",""
"axon-messaging-4.10.1","org.axonframework.messaging.interceptors","org.slf4j",2,7,8,"Logger,LoggerFactory","interceptors",""
"axon-messaging-4.10.1","org.axonframework.messaging.responsetypes","org.slf4j",2,3,8,"LoggerFactory,Logger","responsetypes",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","reactor.util.concurrent",2,3,48,"Queues","queryhandling",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","reactor.util.context",2,6,48,"Context,ContextView","queryhandling",""
"axon-messaging-4.10.1","org.axonframework.queryhandling.registration","org.slf4j",2,3,5,"LoggerFactory,Logger","registration",""
"axon-messaging-4.10.1","org.axonframework.serialization","org.slf4j",2,5,34,"Logger,LoggerFactory","serialization",""
"axon-messaging-4.10.1","org.axonframework.serialization","com.thoughtworks.xstream",2,29,34,"XStream","serialization",""
"axon-messaging-4.10.1","org.axonframework.serialization.xml","com.thoughtworks.xstream",2,13,7,"XStream","xml",""
"axon-modelling-4.10.1","org.axonframework.modelling.command","jakarta.persistence",2,6,56,"EntityManager,LockModeType","command",""
"axon-modelling-4.10.1","org.axonframework.modelling.command.legacyjpa","javax.persistence",2,6,2,"LockModeType,EntityManager","legacyjpa",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jdbc","org.slf4j",2,9,10,"Logger,LoggerFactory","jdbc",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jpa","org.slf4j",2,12,7,"Logger,LoggerFactory","jpa",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.legacyjpa","org.slf4j",2,12,3,"LoggerFactory,Logger","legacyjpa",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","io.grpc.stub",2,6,27,"StreamObserver","connector",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","org.slf4j",2,3,27,"LoggerFactory,Logger","connector",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","io.axoniq.axonserver.connector.impl",2,7,27,"ContextConnection,ServerAddress","connector",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","io.axoniq.axonserver.connector",2,4,11,"Registration,AxonServerConnection","command",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","io.grpc",2,4,27,"Status,Status$Code","axon",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.util","io.axoniq.axonserver.grpc",2,9,3,"SerializedObject$Builder,SerializedObject","util",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.heartbeat","org.slf4j",2,3,5,"Logger,LoggerFactory","heartbeat",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.heartbeat.source","org.slf4j",2,2,1,"Logger,LoggerFactory","source",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.processor","io.axoniq.axonserver.connector.control",2,3,3,"ControlChannel,ProcessorInstructionHandler","processor",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","reactor.core.scheduler",2,2,26,"Scheduler,Schedulers","util",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","com.fasterxml.jackson.databind",2,10,29,"ObjectMapper","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","org.axonframework.spring.eventsourcing",2,10,29,"SpringAggregateSnapshotter,SpringAggregateSnapshotter$Builder","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","com.fasterxml.jackson.dataformat.cbor.databind",2,8,29,"CBORMapper","autoconfig",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","com.thoughtworks.xstream",2,8,29,"XStream","autoconfig",""
