"componentId","memberCount","memberNames","Source Cypher File: Community_Detection/Community_Detection_3c_WeaklyConnectedComponents_Stream.cypher"
0,6,"/axon-configuration-4.8.0.jar,/axon-test-4.8.0.jar,/axon-messaging-4.8.0.jar,/axon-modelling-4.8.0.jar,/axon-disruptor-4.8.0.jar,/axon-eventsourcing-4.8.0.jar",""
