"communityId","artifactCount","packageCount","typeCount","artifactNames","packageNames","typeNames","Source Cypher File: Community_Detection/Which_type_community_spans_several_artifacts_and_how_are_the_types_distributed.cypher"
1,5,9,30,"axon-messaging-4.8.0,axon-modelling-4.8.0,axon-disruptor-4.8.0,axon-eventsourcing-4.8.0,axon-test-4.8.0","caching,lock,eventhandling,command,inspection,legacyjpa,commandhandling,eventsourcing,aggregate","Cache,LockFactory,NullLockFactory,EventBus,DomainEventSequenceAware,AbstractRepository$Builder,RepositoryProvider,GenericJpaRepository$Builder,LockingRepository$Builder,GenericJpaRepository,AggregateNotFoundException,ForwardingCommandMessageHandlingMember,AnnotatedAggregate,AggregateModel,FirstLevelCache$1,FirstLevelCache,FirstLevelCache$WeakValue,CommandHandlerInvoker$1,CommandHandlerInvoker$DisruptorRepository,SnapshotTrigger,EventSourcedAggregate,SnapshotTriggerDefinition,EventSourcingRepository,AggregateCacheEntry,CachingEventSourcingRepository,AggregateDeletedException,EventSourcingRepository$Builder,AggregateTestFixture$InMemoryRepository",""
2,4,8,25,"axon-messaging-4.8.0,axon-modelling-4.8.0,axon-eventsourcing-4.8.0,axon-configuration-4.8.0","deadline,gateway,messaging,inspection,saga,repository,eventsourcing,config","DeadlineManager,EventGateway,Distributed,AggregateMetaModelFactory,ResourceInjector,NoResourceInjector,Snapshotter,Component,DefaultConfigurer$1,TagsConfiguration,DefaultConfigurer$ConfigurationImpl,ConfigurationParameterResolverFactory,LifecycleOperations,DefaultConfigurer,ConfigurationScopeAwareProvider,Configuration,LifecycleHandler,DefaultConfigurer$LifecycleState,Configurer,ConfigurationResourceInjector,AggregateConfigurer,ConfigurerModule,ModuleConfiguration,MessageHandlerRegistrar,AggregateConfiguration",""
5,4,11,17,"axon-messaging-4.8.0,axon-modelling-4.8.0,axon-eventsourcing-4.8.0,axon-test-4.8.0","common,messaging,lifecycle,interceptors,legacyvalidation,queryhandling,command,saga,repository,eventsourcing,matchers","AxonNonTransientException,IllegalPayloadAccessException,ShutdownLatch,LifecycleHandlerInvocationException,ShutdownInProgressException,ShutdownLatch$ActivityHandle,JSR303ViolationException,CompletedEmitterException,AggregateEntityNotFoundException,ConflictingModificationException,ConflictingAggregateVersionException,SagaInstantiationException,SagaCreationException,IncompatibleAggregateException,GenericAggregateFactory,MatcherExecutionException",""
18,4,5,12,"axon-messaging-4.8.0,axon-modelling-4.8.0,axon-eventsourcing-4.8.0,axon-test-4.8.0","common,messaging,command,eventsourcing,aggregate","DefaultIdentifierFactory,IdentifierFactory,Scope,AggregateLifecycle,ApplyMore,AggregateInvocationException,EventSourcedAggregate$IgnoreApplyMore,StubAggregateLifecycleExtension,StubAggregateLifecycleRule$1,StubAggregateLifecycle$1,StubAggregateLifecycle,StubAggregateLifecycleRule",""
3,3,8,32,"axon-modelling-4.8.0,axon-eventsourcing-4.8.0,axon-messaging-4.8.0","command,inspection,saga,jpa,legacyjpa,common,digest,property","ForwardToAll,TargetAggregateVersion,ForwardNone,TargetAggregateIdentifier,AnnotationCommandTargetResolver$Builder,AggregateMember,ForwardMatchingInstances,ForwardingMode,AnnotationCommandTargetResolver,AbstractChildEntityDefinition,AnnotatedChildEntity,EntityModel,AggregateMemberAnnotatedChildEntityDefinition,AggregateMemberAnnotatedChildEntityCollectionDefinition,AggregateMemberAnnotatedChildEntityMapDefinition,AbstractResourceInjector,SQLErrorCodesResolver,AxonConfigurationException,ReflectionUtils,MemberAccessibilityCallback,ExceptionUtils,Digester,BeanPropertyAccessStrategy,DirectlyAccessedProperty,Property,DirectPropertyAccessStrategy,AbstractMethodPropertyAccessStrategy,MethodAccessedProperty,PropertyAccessException,PropertyAccessStrategy,UniformPropertyAccessStrategy",""
4,3,6,25,"axon-messaging-4.8.0,axon-modelling-4.8.0,axon-configuration-4.8.0","eventhandling,annotation,saga,metamodel,repository,config","ResetNotSupportedException,MessageHandlerInterceptorMemberChain,AssociationResolver,SagaInitializationPolicy,AbstractSagaManager,SagaCreationPolicy,AbstractSagaManager$Builder,SagaExecutionException,SagaMethodMessageHandlingMember,AnnotatedSagaManager$Builder,AnnotatedSagaManager,AnnotatedSaga,SagaRepository,SagaMethodMessageHandlerDefinition,Saga,SagaScopeDescriptor,SagaModel,SagaMetaModelFactory,AnnotationSagaMetaModelFactory,AnnotatedSagaRepository,LockingSagaRepository,AnnotatedSagaRepository$Builder,LockingSagaRepository$Builder,SagaConfigurer$SagaConfigurationImpl,SagaConfigurer",""
7,3,6,17,"axon-messaging-4.8.0,axon-modelling-4.8.0,axon-configuration-4.8.0","eventhandling,lifecycle,annotation,interceptors,saga,config","SubscribingEventProcessor,AbstractEventProcessor$Builder,SubscribingEventProcessor$Builder,EventProcessingStrategy,StartHandler,Lifecycle$LifecycleHandler,Lifecycle$LifecycleRegistry,Lifecycle,ShutdownHandler,HasHandlerAttributes,ResultHandler,StartSaga,EndSaga,Configuration$1,LifecycleHandlerInspector,LifecycleHandlerInspector$1,LifecycleHandlerInspector$LifecycleRegistration",""
8,3,6,6,"axon-modelling-4.8.0,axon-eventsourcing-4.8.0,axon-messaging-4.8.0","saga,eventsourcing,commandhandling,eventhandling,queryhandling,util","SagaEventHandler,EventSourcingHandler,CommandHandler,EventHandler,QueryHandler,HandlerTypeResolver",""
10,3,5,17,"axon-messaging-4.8.0,axon-modelling-4.8.0,axon-test-4.8.0","annotation,saga,utils","PriorityAnnotationComparator,MultiHandlerDefinition,HandlerDefinition,MultiHandlerEnhancerDefinition,ClasspathHandlerDefinition,ClasspathHandlerEnhancerDefinition,HandlerEnhancerDefinition,SimpleResourceInjector,SagaTestFixture$WrappingResourceInjector,FixtureConfiguration,SagaTestFixture,SagaTestFixture$AggregateEventPublisherImpl,SagaTestFixture$TransienceValidatingResourceInjector,GivenAggregateEventPublisher,ContinuedGivenState,RecordingListenerInvocationErrorHandler,AutowiredResourceInjector",""
14,3,5,24,"axon-disruptor-4.8.0,axon-eventsourcing-4.8.0,axon-messaging-4.8.0","commandhandling,eventsourcing,eventstore,common,messaging","DisruptorCommandBus,CommandHandlerInvoker,DisruptorCommandBus$1,DisruptorCommandBus$ExceptionHandler,DisruptorCommandBus$Builder,DisruptorCommandBus$DisruptorRepository,AbstractSnapshotter$AggregateTypeId,AggregateSnapshotter$1,AbstractSnapshotter,AbstractSnapshotter$SilentTask,AbstractSnapshotter$Builder,AggregateSnapshotter,AbstractSnapshotter$CreateSnapshotTask,AggregateFactory,AbstractSnapshotter$1,NoSnapshotTriggerDefinition,AbstractSnapshotter$RunnableAndFinally,AggregateSnapshotter$Builder,NoSnapshotTriggerDefinition$1,AggregateSnapshotter$SnapshotAggregate,NoSnapshotTriggerDefinition$NoSnapshotTrigger,EventStore,DirectExecutor,MessageHandlerInterceptor",""
