"artifactName","dependentArtifactName","packageName","dependentPackage.fqn","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNames","Source Cypher File: Internal_Dependencies/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-modelling-4.10.3","axon-messaging-4.10.3","org.axonframework.modelling.saga.metamodel","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventMessage",""
"axon-test-4.10.3","axon-messaging-4.10.3","org.axonframework.test.matchers","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventMessage",""
"axon-spring-boot-autoconfigure-4.10.3","axon-messaging-4.10.3","org.axonframework.springboot.util","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventMessage",""
"axon-spring-boot-autoconfigure-4.10.3","axon-messaging-4.10.3","org.axonframework.springboot.autoconfig.legacyjpa","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventBus",""
"axon-server-connector-4.10.3","axon-messaging-4.10.3","org.axonframework.axonserver.connector","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventBusSpanFactory",""
"axon-eventsourcing-4.10.3","axon-messaging-4.10.3","org.axonframework.eventsourcing.snapshotting","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.DomainEventData",""
"axon-eventsourcing-4.10.3","axon-modelling-4.10.3","org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.modelling.command",1,56,0.017857142857142856,"org.axonframework.modelling.command.ConcurrencyException",""
"axon-server-connector-4.10.3","axon-modelling-4.10.3","org.axonframework.axonserver.connector","org.axonframework.modelling.command",1,56,0.017857142857142856,"org.axonframework.modelling.command.ConcurrencyException",""
"axon-eventsourcing-4.10.3","axon-modelling-4.10.3","org.axonframework.eventsourcing.conflictresolution","org.axonframework.modelling.command",1,56,0.017857142857142856,"org.axonframework.modelling.command.ConflictingAggregateVersionException",""
"axon-modelling-4.10.3","axon-messaging-4.10.3","org.axonframework.modelling.command.legacyjpa","org.axonframework.eventhandling",2,100,0.02,"org.axonframework.eventhandling.DomainEventSequenceAware,org.axonframework.eventhandling.EventBus",""
"axon-modelling-4.10.3","axon-messaging-4.10.3","org.axonframework.modelling.command","org.axonframework.eventhandling",2,100,0.02,"org.axonframework.eventhandling.DomainEventSequenceAware,org.axonframework.eventhandling.EventBus",""
"axon-test-4.10.3","axon-messaging-4.10.3","org.axonframework.test.eventscheduler","org.axonframework.eventhandling",2,100,0.02,"org.axonframework.eventhandling.EventMessage,org.axonframework.eventhandling.GenericEventMessage",""
