"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: Internal_Dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-tracing-opentelemetry-4.10.3","axon-messaging-4.10.3",3,64,0.046875,"org.axonframework.messaging,org.axonframework.common,org.axonframework.tracing","messaging,common,tracing",""
"axon-server-connector-4.10.3","axon-modelling-4.10.3",1,10,0.1,"org.axonframework.modelling.command","command",""
"axon-spring-boot-autoconfigure-4.10.3","axon-test-4.10.3",1,8,0.125,"org.axonframework.test.server","server",""
"axon-disruptor-4.10.3","axon-messaging-4.10.3",9,64,0.140625,"org.axonframework.common.transaction,org.axonframework.monitoring,org.axonframework.common,org.axonframework.commandhandling,org.axonframework.messaging.annotation,org.axonframework.commandhandling.callbacks,org.axonframework.common.caching,org.axonframework.messaging,org.axonframework.messaging.unitofwork","transaction,monitoring,common,commandhandling,annotation,callbacks,caching,messaging,unitofwork",""
"axon-test-4.10.3","axon-messaging-4.10.3",10,64,0.15625,"org.axonframework.common.stream,org.axonframework.messaging,org.axonframework.common,org.axonframework.eventhandling,org.axonframework.messaging.unitofwork,org.axonframework.commandhandling,org.axonframework.deadline,org.axonframework.messaging.annotation,org.axonframework.eventhandling.scheduling,org.axonframework.commandhandling.gateway","stream,messaging,common,eventhandling,unitofwork,commandhandling,deadline,annotation,scheduling,gateway",""
"axon-eventsourcing-4.10.3","axon-modelling-4.10.3",2,10,0.2,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","command,inspection",""
"axon-disruptor-4.10.3","axon-modelling-4.10.3",2,10,0.2,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","command,inspection",""
"axon-test-4.10.3","axon-eventsourcing-4.10.3",2,9,0.2222222222222222,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing","eventstore,eventsourcing",""
"axon-disruptor-4.10.3","axon-eventsourcing-4.10.3",2,9,0.2222222222222222,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","eventsourcing,eventstore",""
"axon-modelling-4.10.3","axon-messaging-4.10.3",18,64,0.28125,"org.axonframework.common.annotation,org.axonframework.tracing,org.axonframework.messaging.annotation,org.axonframework.messaging,org.axonframework.common.property,org.axonframework.common,org.axonframework.eventhandling,org.axonframework.common.caching,org.axonframework.messaging.unitofwork,org.axonframework.common.lock,org.axonframework.serialization.xml,org.axonframework.serialization,org.axonframework.common.jdbc,org.axonframework.common.jpa,org.axonframework.common.legacyjpa,org.axonframework.commandhandling,org.axonframework.deadline,org.axonframework.messaging.interceptors","annotation,tracing,messaging,property,common,eventhandling,caching,unitofwork,lock,xml,serialization,jdbc,jpa,legacyjpa,commandhandling,deadline,interceptors",""
"axon-eventsourcing-4.10.3","axon-messaging-4.10.3",20,64,0.3125,"org.axonframework.eventhandling,org.axonframework.messaging.unitofwork,org.axonframework.serialization,org.axonframework.common,org.axonframework.tracing,org.axonframework.monitoring,org.axonframework.common.transaction,org.axonframework.common.jdbc,org.axonframework.common.stream,org.axonframework.common.legacyjpa,org.axonframework.serialization.upcasting.event,org.axonframework.common.io,org.axonframework.messaging.annotation,org.axonframework.common.caching,org.axonframework.messaging,org.axonframework.common.lock,org.axonframework.commandhandling,org.axonframework.serialization.xml,org.axonframework.lifecycle,org.axonframework.common.jpa","eventhandling,unitofwork,serialization,common,tracing,monitoring,transaction,jdbc,stream,legacyjpa,event,io,annotation,caching,messaging,lock,commandhandling,xml,lifecycle,jpa",""
"axon-server-connector-4.10.3","axon-eventsourcing-4.10.3",3,9,0.3333333333333333,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing","eventstore,snapshotting,eventsourcing",""
"axon-spring-boot-autoconfigure-4.10.3","axon-server-connector-4.10.3",4,11,0.36363636363636365,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event.axon","connector,command,query,axon",""
"axon-server-connector-4.10.3","axon-messaging-4.10.3",25,64,0.390625,"org.axonframework.common,org.axonframework.messaging,org.axonframework.serialization,org.axonframework.tracing,org.axonframework.messaging.responsetypes,org.axonframework.util,org.axonframework.lifecycle,org.axonframework.queryhandling,org.axonframework.eventhandling.pooled,org.axonframework.eventhandling.tokenstore,org.axonframework.eventhandling,org.axonframework.common.transaction,org.axonframework.eventhandling.tokenstore.inmemory,org.axonframework.commandhandling,org.axonframework.commandhandling.distributed,org.axonframework.eventhandling.scheduling,org.axonframework.monitoring,org.axonframework.eventhandling.async,org.axonframework.serialization.upcasting.event,org.axonframework.common.jdbc,org.axonframework.messaging.unitofwork,org.axonframework.serialization.xml,org.axonframework.eventhandling.scheduling.java,org.axonframework.common.stream,org.axonframework.commandhandling.callbacks","common,messaging,serialization,tracing,responsetypes,util,lifecycle,queryhandling,pooled,tokenstore,eventhandling,transaction,inmemory,commandhandling,distributed,scheduling,monitoring,async,event,jdbc,unitofwork,xml,java,stream,callbacks",""
"axon-configuration-4.10.3","axon-eventsourcing-4.10.3",4,9,0.4444444444444444,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing,org.axonframework.eventsourcing.snapshotting","eventstore,jpa,eventsourcing,snapshotting",""
