"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"javax.annotation",53,284,310,1339,81,1110,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",43,99,175,483,81,1110,"Logger,LoggerFactory",""
"com.fasterxml.jackson.annotation",11,21,52,82,81,1110,"JsonProperty,JsonCreator,JsonTypeInfo,JsonTypeInfo$Id,JsonGetter,JsonTypeInfo$As,JsonIgnore",""
"javax.persistence",9,24,71,329,81,1110,"EntityManager,LockModeType,Table,Index,Entity,Id,Basic,GeneratedValue,EntityNotFoundException",""
"org.hamcrest",5,27,60,493,81,1110,"Matcher,StringDescription,CoreMatchers,Description,TypeSafeMatcher,BaseMatcher,Matchers",""
"com.thoughtworks.xstream.io",2,2,5,12,81,1110,"HierarchicalStreamReader,HierarchicalStreamWriter,HierarchicalStreamDriver",""
"org.quartz",2,9,37,226,81,1110,"JobDataMap,Job,SchedulerContext,JobExecutionException,JobExecutionContext,Scheduler,JobDetail,SchedulerException,Trigger",""
"reactor.core.publisher",2,16,33,149,81,1110,"Mono,Flux,FluxSink,Signal,ConnectableFlux,Sinks,Sinks$MulticastReplaySpec,FluxSink$OverflowStrategy,EmitterProcessor",""
"com.fasterxml.jackson.core",1,3,4,11,81,1110,"JsonParser,JacksonException,JsonProcessingException",""
"com.fasterxml.jackson.databind",1,7,15,73,81,1110,"JsonDeserializer,DeserializationContext,JsonNode,ObjectMapper,ObjectReader,ObjectWriter,ObjectMapper$DefaultTyping,DeserializationFeature",""
"com.fasterxml.jackson.databind.node",1,2,3,14,81,1110,"ObjectNode,JsonNodeType",""
"com.lmax.disruptor",1,7,9,29,81,1110,"ExceptionHandler,EventHandler,LifecycleAware,RingBuffer,WaitStrategy,BlockingWaitStrategy",""
"com.lmax.disruptor.dsl",1,4,5,22,81,1110,"Disruptor,EventHandlerGroup,ProducerType",""
"com.thoughtworks.xstream.converters",1,1,2,4,81,1110,"UnmarshallingContext,MarshallingContext",""
"com.thoughtworks.xstream.io.xml",1,2,4,13,81,1110,"CompactWriter,XppDriver,XomReader,Dom4JReader",""
"com.thoughtworks.xstream.mapper",1,2,3,6,81,1110,"CannotResolveClassException,Mapper",""
"javax.cache.configuration",1,2,3,11,81,1110,"CacheEntryListenerConfiguration,Factory",""
"javax.cache.event",1,1,8,34,81,1110,"CacheEntryListenerException,CacheEntryCreatedListener,CacheEntryExpiredListener,CacheEntryListener,CacheEntryRemovedListener,CacheEntryUpdatedListener,CacheEntryEvent,CacheEntryEventFilter",""
"javax.validation",1,2,5,22,81,1110,"Validator,ConstraintViolation,ValidatorFactory,Validation",""
"net.sf.ehcache",1,2,5,63,81,1110,"CacheException,Ehcache,Element",""
"net.sf.ehcache.event",1,2,3,9,81,1110,"CacheEventListener,RegisteredEventListeners",""
"nu.xom",1,3,5,16,81,1110,"Document,Builder,ParsingException",""
"org.junit.jupiter.api.extension",1,1,3,6,81,1110,"AfterEachCallback,ExtensionContext,BeforeEachCallback",""
"org.testcontainers.utility",1,2,3,17,81,1110,"DockerImageName,MountableFile",""
