"externalPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_package_usage_spread.cypher"
"org.slf4j",6,43,1,30,3.0,7.166666666666667,11.303391821336932,25.0,100.0,58.52272727272727,65.3409090909091,29.63055924754567,99,2,67,8.0,16.5,24.873680869545627,2.3529411764705883,36.36363636363637,8.535714285714285,12.360679081267318,12.28188950508828,"axon-test-4.6.8,axon-disruptor-4.6.8,axon-modelling-4.6.8,axon-messaging-4.6.8",""
"javax.persistence",3,6,1,3,2,2.0,1.0,5.454545454545454,25.0,12.5,14.318181818181818,9.898764427446622,14,3,8,3,4.666666666666667,2.886751345948129,1.1428571428571428,2.5,2.083333333333333,1.9087301587301586,0.6952149920057819,"axon-modelling-4.6.8,axon-messaging-4.6.8,axon-eventsourcing-4.6.8",""
"AggregateEventPublisherImpl",1,1,1,1,1,1.0,0.0,12.5,12.5,12.5,12.5,0.0,1,1,1,1,1.0,0.0,1.1764705882352942,1.1764705882352942,1.1764705882352942,1.1764705882352942,0.0,"axon-test-4.6.8",""
"WeakValue",1,1,1,1,1,1.0,0.0,100.0,100.0,100.0,100.0,0.0,1,1,1,1,1.0,0.0,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,0.0,"axon-disruptor-4.6.8",""
"com.fasterxml.jackson.annotation",1,3,3,3,3,3.0,0.0,5.454545454545454,5.454545454545454,5.454545454545454,5.454545454545454,0.0,5,5,5,5,5.0,0.0,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,"axon-messaging-4.6.8",""
"com.fasterxml.jackson.core",1,1,1,1,1,1.0,0.0,1.8181818181818181,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.0,3,3,3,3,3.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,"axon-messaging-4.6.8",""
"com.fasterxml.jackson.databind",1,1,1,1,1,1.0,0.0,1.8181818181818181,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.0,7,7,7,7,7.0,0.0,1.0,1.0,1.0,1.0,0.0,"axon-messaging-4.6.8",""
"com.fasterxml.jackson.databind.jsontype",1,1,1,1,1,1.0,0.0,1.8181818181818181,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.0,1,1,1,1,1.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,"axon-messaging-4.6.8",""
"com.fasterxml.jackson.databind.module",1,1,1,1,1,1.0,0.0,1.8181818181818181,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.0,1,1,1,1,1.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,"axon-messaging-4.6.8",""
"com.fasterxml.jackson.databind.node",1,1,1,1,1,1.0,0.0,1.8181818181818181,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.0,2,2,2,2,2.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,"axon-messaging-4.6.8",""
