"codeUnitName","communityId","centrality","artifactName","embedding","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.disruptor.commandhandling",1,0.013999139583279287,"axon-disruptor-4.8.2","0.5955591201782227,0.2493535280227661,-0.5951378345489502,0.38446223735809326,-0.013374388217926025,0.03258352354168892,-0.06622125208377838,0.4907044768333435,0.2384861409664154,-0.3111359477043152,-0.1256382316350937,0.13242170214653015,-0.0383249893784523,0.12360627949237823,0.04528767988085747,-0.3358747363090515,-0.4856528043746948,-0.4416542947292328,-0.5618228316307068,0.3552243709564209,-0.5618523955345154,0.06583219021558762,0.3438904583454132,-0.08009348064661026,0.0735054761171341,-0.20500344038009644,-0.09242542088031769,-0.7100168466567993,0.2584834098815918,-0.16727030277252197,0.050441257655620575,-0.531806468963623",""
"org.axonframework.test",4,0.028744039308874567,"axon-test-4.8.2","0.192595973610878,0.35648199915885925,-0.49853113293647766,0.4679301977157593,-0.20791277289390564,-0.12665458023548126,-0.5972205400466919,0.305373877286911,0.43561360239982605,-0.09548288583755493,0.14379140734672546,-0.06457202881574631,-0.5122311115264893,-0.2752472758293152,0.09202607721090317,-0.29319846630096436,-0.0615365244448185,-0.3489607274532318,-0.047445815056562424,0.2707914113998413,-0.326301634311676,-0.35222774744033813,0.10721559822559357,0.09210021793842316,-0.39112359285354614,0.07571657001972198,-0.06550692766904831,-0.4591478407382965,0.16823634505271912,-0.200985386967659,0.03866305947303772,-0.576555609703064",""
"org.axonframework.test.aggregate",4,0.013867541699527787,"axon-test-4.8.2","0.4051380753517151,0.28320831060409546,-0.6440709233283997,0.4636921286582947,-0.07713805884122849,-0.03350846469402313,-0.40812820196151733,0.42512011528015137,0.32164686918258667,-0.197586327791214,0.022623835131525993,0.040322527289390564,-0.2643563151359558,-0.13546638190746307,0.024863913655281067,-0.357183575630188,-0.25598716735839844,-0.3937198221683502,-0.3260735273361206,0.376215398311615,-0.46033990383148193,-0.10315015912055969,0.22263824939727783,0.03143547475337982,-0.2537935972213745,-0.047416843473911285,-0.0868130773305893,-0.5953862071037292,0.3239903151988983,-0.21465733647346497,-0.08732596039772034,-0.6268404722213745",""
"org.axonframework.test.matchers",4,0.020120320488816366,"axon-test-4.8.2","0.2101898193359375,0.34901291131973267,-0.4680192172527313,0.44210851192474365,-0.16827665269374847,-0.10622262954711914,-0.5724198818206787,0.2991895377635956,0.4073156714439392,-0.0983189046382904,0.10762594640254974,-0.08033590763807297,-0.47949254512786865,-0.2552490234375,0.0938185602426529,-0.26202309131622314,-0.07779131829738617,-0.3424634337425232,-0.05040678381919861,0.2637445032596588,-0.3313964903354645,-0.3135839104652405,0.11511031538248062,0.09835811704397202,-0.3704648017883301,0.040943458676338196,-0.06528487801551819,-0.4628274440765381,0.16229692101478577,-0.19818206131458282,0.05028924345970154,-0.5524502992630005",""
"org.axonframework.test.saga",4,0.013867541699527787,"axon-test-4.8.2","0.3270587623119354,0.2877313196659088,-0.4539029598236084,0.5170336961746216,0.05346906557679176,-0.004113190341740847,-0.5719864368438721,0.48061373829841614,0.3392712473869324,-0.11937448382377625,0.06084052845835686,-0.17936934530735016,-0.36951783299446106,-0.22535507380962372,0.03591683506965637,-0.09018847346305847,-0.04328268766403198,-0.3640967011451721,-0.08776058256626129,0.1573210060596466,-0.42137497663497925,-0.11089092493057251,0.16646187007427216,0.1407453864812851,-0.3300083875656128,0.0497003011405468,-0.07253244519233704,-0.6028245687484741,0.18574877083301544,-0.01354660838842392,-0.07228247821331024,-0.5518239736557007",""
"org.axonframework.test.server",1,0.013867541699527787,"axon-test-4.8.2","0.6681643724441528,0.21607725322246552,-0.29704391956329346,0.14693018794059753,0.23303815722465515,-0.009078368544578552,-0.12115489691495895,0.4102514982223511,0.24251848459243774,-0.38524317741394043,-0.3184686601161957,0.07418828457593918,-0.2597622573375702,0.10631246119737625,0.24535879492759705,-0.2301313281059265,-0.4564487934112549,-0.3268776535987854,-0.4503921866416931,0.3623705506324768,-0.4661489725112915,0.17843885719776154,0.3265191912651062,-0.18643252551555634,-0.011160217225551605,-0.1637324094772339,-0.3194207549095154,-0.5271278619766235,0.12213097512722015,-0.11481665074825287,0.1435418426990509,-0.5412752628326416",""
"org.axonframework.test.utils",4,0.01451283789175034,"axon-test-4.8.2","0.4131670296192169,0.42670395970344543,-0.43766823410987854,0.3861027956008911,0.001305505633354187,0.06481654942035675,-0.3831639289855957,0.4541817009449005,0.32159116864204407,-0.14431603252887726,-0.026282181963324547,-0.17956632375717163,-0.36068153381347656,-0.17796199023723602,0.09352786093950272,-0.10598641633987427,-0.21642476320266724,-0.4505211114883423,-0.20195037126541138,0.24005311727523804,-0.6354387998580933,-0.16496159136295319,0.32529619336128235,0.03247244656085968,-0.2110597938299179,-0.1910019814968109,-0.05586707592010498,-0.6869412064552307,0.07124842703342438,-0.08718977868556976,0.1950197070837021,-0.46889108419418335",""
"org.axonframework.test.deadline",4,0.01565440987553818,"axon-test-4.8.2","0.23900292813777924,0.3844592571258545,-0.5275629758834839,0.4997391104698181,-0.18793299794197083,-0.07486454397439957,-0.6377372741699219,0.35776424407958984,0.44785135984420776,-0.0692480131983757,0.04707791656255722,-0.03748900443315506,-0.5355606079101562,-0.3614788055419922,0.13341735303401947,-0.29609358310699463,-0.12542690336704254,-0.4192999303340912,-0.13665850460529327,0.34789925813674927,-0.40611910820007324,-0.30425477027893066,0.12634657323360443,0.15021589398384094,-0.4095074534416199,0.001996060134842992,-0.10530588030815125,-0.5298543572425842,0.20052379369735718,-0.20081962645053864,0.08140971511602402,-0.6311075687408447",""
"org.axonframework.test.eventscheduler",4,0.014684916876343018,"axon-test-4.8.2","0.2641744613647461,0.3215235769748688,-0.21258389949798584,0.6247089505195618,0.07695750147104263,-0.027477070689201355,-0.6115187406539917,0.39210599660873413,0.36269816756248474,-0.13493913412094116,-0.052722811698913574,-0.30732107162475586,-0.5323692560195923,-0.2949858605861664,0.15052370727062225,-0.03996287286281586,-0.11427725851535797,-0.43867266178131104,0.041709572076797485,0.1747424602508545,-0.3565030097961426,-0.26407623291015625,0.13096043467521667,0.24394774436950684,-0.4769611358642578,0.011004913598299026,-0.1801028847694397,-0.568545401096344,0.10760334879159927,-0.14825746417045593,0.006297707557678223,-0.6173951029777527",""
"org.axonframework.eventsourcing",1,0.0184488650926413,"axon-eventsourcing-4.8.2","0.6376621723175049,0.18148678541183472,-0.5493683218955994,0.4445381164550781,0.195079505443573,0.04038146883249283,-0.09189765155315399,0.46711474657058716,0.2426207959651947,-0.38480278849601746,-0.1812114715576172,0.10837908834218979,-0.13174113631248474,0.19580134749412537,0.10032820701599121,-0.2699374258518219,-0.6292465925216675,-0.4430865943431854,-0.5429449081420898,0.35530930757522583,-0.49423351883888245,0.09020163118839264,0.2071743905544281,-0.012411024421453476,0.03667926788330078,-0.17134812474250793,-0.17121216654777527,-0.7283228635787964,0.3455805480480194,-0.07031354308128357,0.02628396637737751,-0.5295875668525696",""
