"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-server-connector-4.10.3",11,4,36.36,136,10,7.35,"axon-configuration-4.10.3",true,1,6,"org.axonframework.config","ConfigurerModule,Configurer,Configuration,ModuleConfiguration","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.heartbeat","ServerConnectorConfigurerModule,HeartbeatConfiguration,EventProcessorControlService,PersistentStreamMessageSourceFactory",""
"axon-spring-boot-autoconfigure-4.10.3",9,3,33.33,75,8,10.67,"axon-server-connector-4.10.3",false,4,18,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon","AxonServerConnectionManager,AxonServerConfiguration,AxonServerConnectionManager$Builder,EventProcessorInfoConfiguration","org.axonframework.actuator.axonserver,org.axonframework.springboot.service.connection","AxonServerHealthIndicator,PropertiesAxonServerConnectionDetails,AxonServerAutoConfiguration$ConnectionDetailsConnectionManagerConfiguration,AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.3",9,3,33.33,75,14,18.67,"axon-configuration-4.10.3",true,1,9,"org.axonframework.config","EventProcessingConfigurer,ConfigurerModule,Configurer,Configuration","org.axonframework.springboot.util,org.axonframework.springboot.autoconfig","DeadLetterQueueProviderConfigurerModule,AxonServerAutoConfiguration,AxonDbSchedulerAutoConfiguration,AxonJobRunrAutoConfiguration",""
"axon-test-4.10.3",8,3,37.5,87,11,12.64,"axon-modelling-4.10.3",false,5,15,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateAnnotationCommandHandler,AggregateNotFoundException,AggregateAnnotationCommandHandler$Builder,AnnotatedAggregateMetaModelFactory","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture,AggregateTestFixture$RecordingEventStore,AggregateTestFixture$IdentifierValidatingRepository,StubAggregateLifecycle",""
"axon-server-connector-4.10.3",11,2,18.18,136,5,3.68,"axon-eventsourcing-4.10.3",false,2,6,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing","EventStoreException,AbstractEventStore$Builder,AbstractEventStore,AbstractEventStorageEngine$Builder","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon","ErrorCode,AxonServerEventStore,AxonServerEventStore$Builder,AxonServerEventStore$AxonIQEventStorageEngine",""
"axon-server-connector-4.10.3",11,2,18.18,136,3,2.21,"axon-configuration-4.10.3",false,1,2,"org.axonframework.config","TagsConfiguration,Component","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon","AxonServerConnectionManager$Builder,ServerConnectorConfigurerModule,EventProcessorInfoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.3",9,2,22.22,75,6,8,"axon-configuration-4.10.3",false,1,4,"org.axonframework.config","TagsConfiguration,ConfigurationScopeAwareProvider,EventProcessingModule,DefaultConfigurer","org.axonframework.springboot,org.axonframework.springboot.autoconfig","TagsConfigurationProperties,AxonDbSchedulerAutoConfiguration,AxonJobRunrAutoConfiguration,AxonAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.3",9,2,22.22,75,11,14.67,"axon-messaging-4.10.3",false,30,82,"org.axonframework.common.transaction,org.axonframework.queryhandling","NoTransactionManager,LoggingQueryInvocationErrorHandler,LoggingQueryInvocationErrorHandler$Builder,AnnotationRoutingStrategy","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","NoOpTransactionAutoConfiguration,AxonServerAutoConfiguration,AxonDbSchedulerAutoConfiguration,AxonJobRunrAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.3",9,2,22.22,75,7,9.33,"axon-eventsourcing-4.10.3",false,5,14,"org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore.jdbc","JpaEventStorageEngine$Builder,JpaEventStorageEngine,JdbcEventStorageEngine,JdbcSQLErrorCodesResolver","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","JpaEventStoreAutoConfiguration,JdbcAutoConfiguration,AxonAutoConfiguration,AxonTracingAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.3",9,2,22.22,75,6,8,"axon-eventsourcing-4.10.3",true,2,4,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing","EventStore,EventStorageEngine,Snapshotter,SnapshotterSpanFactory","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","JpaEventStoreAutoConfiguration,JdbcAutoConfiguration,AxonAutoConfiguration,AxonServerBusAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.3",9,2,22.22,75,5,6.67,"axon-modelling-4.10.3",true,4,5,"org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.jdbc","SagaStore,SagaSqlSchema,RepositorySpanFactory,SagaManagerSpanFactory","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","JdbcAutoConfiguration,AxonTracingAutoConfiguration,JpaAutoConfiguration,InfraConfiguration",""
"axon-spring-boot-autoconfigure-4.10.3",9,2,22.22,75,4,5.33,"axon-modelling-4.10.3",false,5,11,"org.axonframework.modelling.saga.repository.jdbc,org.axonframework.modelling.saga","JdbcSagaStore,JdbcSagaStore$Builder,GenericSagaSqlSchema,DefaultSagaManagerSpanFactory","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","JdbcAutoConfiguration,AxonTracingAutoConfiguration,JpaAutoConfiguration,JpaJavaxAutoConfiguration",""
"axon-test-4.10.3",8,2,25,87,12,13.79,"axon-modelling-4.10.3",true,3,7,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","Repository,RepositoryProvider,CommandTargetResolver,AggregateModel","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture$DefaultRepositoryProvider,AggregateTestFixture,StubAggregateLifecycle$1,AggregateTestFixture$IdentifierValidatingRepository",""
