"codeUnitName","communityId","centrality","artifactName","embedding","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.test",6,0.029993785787151825,"axon-test-4.7.5","-0.30109697580337524,0.075944684445858,0.016365226358175278,0.35584723949432373,0.18495318293571472,0.2032414823770523,-0.0404655821621418,-0.08067748695611954,-0.18208369612693787,0.4230656921863556,-0.28120332956314087,-0.6980899572372437,-0.019236452877521515,-0.53556227684021,-0.3171041011810303,-0.2986886501312256,0.35821959376335144,0.337190181016922,0.09363693743944168,-0.21363648772239685,-0.02301352098584175,0.4156373143196106,0.49797987937927246,0.48184579610824585,-0.48518499732017517,0.09533791244029999,-0.1992332637310028,0.31567925214767456,0.027696695178747177,-0.3922080099582672,0.01996309496462345,-0.9537333846092224",""
"org.axonframework.test.aggregate",6,0.014470481015575725,"axon-test-4.7.5","-0.3251013159751892,-0.020965438336133957,-0.0895727276802063,0.3662388026714325,0.16634097695350647,0.18578322231769562,-0.08957831561565399,-0.14136049151420593,-0.14676649868488312,0.4415172338485718,-0.2169513702392578,-0.65689617395401,-0.17590367794036865,-0.5622813105583191,-0.3005032241344452,-0.33870384097099304,0.3358137607574463,0.3303210437297821,0.17295517027378082,-0.27647876739501953,-0.051153771579265594,0.4339732527732849,0.4474214017391205,0.5981231331825256,-0.3974194824695587,0.15082702040672302,-0.0882539302110672,0.4126055836677551,0.06204569339752197,-0.3616405725479126,-0.12068727612495422,-0.8811113834381104",""
"org.axonframework.test.matchers",6,0.020995120978841597,"axon-test-4.7.5","-0.23296339809894562,0.061091091483831406,-0.024975109845399857,0.26933375000953674,0.15717670321464539,0.16965511441230774,-0.07695530354976654,-0.09996594488620758,-0.15334978699684143,0.3173172175884247,-0.234537273645401,-0.6856997013092041,-0.055407918989658356,-0.5393353700637817,-0.23768053948879242,-0.26071980595588684,0.39651501178741455,0.41428059339523315,0.11013282835483551,-0.28944525122642517,-0.05807778611779213,0.4278709292411804,0.5221163630485535,0.5418305993080139,-0.38727062940597534,0.1195974051952362,-0.12589585781097412,0.35536617040634155,0.02472824789583683,-0.43058085441589355,-0.00868009589612484,-0.871282696723938",""
"org.axonframework.test.saga",6,0.014470481015575725,"axon-test-4.7.5","-0.3017233908176422,-0.07242877781391144,-0.1636568009853363,0.35184162855148315,0.09612244367599487,0.24029698967933655,-0.07172148674726486,-0.19381245970726013,-0.20705358684062958,0.42715856432914734,-0.24681627750396729,-0.6587998867034912,-0.17092499136924744,-0.6030824780464172,-0.3245888650417328,-0.3259345293045044,0.3609451949596405,0.2290666103363037,0.15770600736141205,-0.22241884469985962,-0.11737591028213501,0.3708101511001587,0.4325212836265564,0.72060227394104,-0.3265589475631714,0.21708786487579346,-0.18954573571681976,0.4454295039176941,0.0773141160607338,-0.3444429039955139,-0.015637531876564026,-0.7653437852859497",""
"org.axonframework.test.utils",6,0.01514383369057058,"axon-test-4.7.5","-0.3114701211452484,0.03601835295557976,-0.043035268783569336,0.3933238983154297,0.1648908257484436,0.17970673739910126,-0.16312211751937866,-0.21908408403396606,-0.1758090853691101,0.47361087799072266,-0.2950659394264221,-0.6730692386627197,-0.19052419066429138,-0.5046647191047668,-0.37320536375045776,-0.4070586860179901,0.22507336735725403,0.24695849418640137,0.21245460212230682,-0.17726245522499084,-0.08284439146518707,0.3200170397758484,0.46335452795028687,0.5801247358322144,-0.46063005924224854,0.19232851266860962,-0.08819305896759033,0.3056207299232483,0.10039470344781876,-0.3331241011619568,-0.049974121153354645,-0.8900843858718872",""
"org.axonframework.test.deadline",6,0.016335039462814813,"axon-test-4.7.5","-0.29131704568862915,0.03848136216402054,-0.011063986457884312,0.3375438451766968,0.1460755169391632,0.17188477516174316,-0.07876139879226685,-0.14007994532585144,-0.1897832751274109,0.3815532326698303,-0.2312358021736145,-0.7026899456977844,-0.11356475949287415,-0.5498313903808594,-0.3210281431674957,-0.29098713397979736,0.3591337203979492,0.3449322581291199,0.13518688082695007,-0.28331518173217773,-0.03887293487787247,0.4436190724372864,0.5023126006126404,0.5680210590362549,-0.40635377168655396,0.12535624206066132,-0.12859904766082764,0.38682687282562256,0.08768840879201889,-0.4223586916923523,-0.015870245173573494,-0.8973711729049683",""
"org.axonframework.test.eventscheduler",6,0.015323394403902542,"axon-test-4.7.5","-0.29519397020339966,0.05221282318234444,-0.035788360983133316,0.3466281294822693,0.11569638550281525,0.12168007344007492,-0.1427936851978302,-0.17846576869487762,-0.17541448771953583,0.432254821062088,-0.17774495482444763,-0.6078428030014038,-0.135279580950737,-0.5141372680664062,-0.32924145460128784,-0.3709612786769867,0.23562626540660858,0.2659609913825989,0.19256898760795593,-0.3005293309688568,-0.08514157682657242,0.35049617290496826,0.4783245325088501,0.5948542356491089,-0.34838229417800903,0.1192781999707222,-0.05616545304656029,0.3873244524002075,0.08931317925453186,-0.4291004538536072,-0.1233799010515213,-0.8737364411354065",""
"org.axonframework.commandhandling",0,0.07319555112595551,"axon-messaging-4.7.5","-0.31273138523101807,0.06988658010959625,0.013075622729957104,0.35343044996261597,0.20063400268554688,0.22559981048107147,-0.06709109991788864,-0.09127095341682434,-0.19624024629592896,0.4169686436653137,-0.2969117760658264,-0.7103518843650818,-0.04434990510344505,-0.5144766569137573,-0.3102048635482788,-0.3140793442726135,0.3834735155105591,0.33637192845344543,0.0896369218826294,-0.19601988792419434,-0.029261808842420578,0.41979679465293884,0.4889894723892212,0.47573190927505493,-0.501653254032135,0.10498636960983276,-0.205519437789917,0.26932644844055176,0.04718684405088425,-0.36647436022758484,0.023771081119775772,-0.9508385062217712",""
"org.axonframework.commandhandling.callbacks",0,0.01840045289675946,"axon-messaging-4.7.5","-0.36810043454170227,0.08658822625875473,-0.052033402025699615,0.42712581157684326,0.11732624471187592,0.13428595662117004,-0.15020540356636047,-0.21897001564502716,-0.12750935554504395,0.5062491297721863,-0.1871766299009323,-0.5342036485671997,-0.20380015671253204,-0.41481727361679077,-0.4294930100440979,-0.5315531492233276,0.09438694268465042,0.04406340420246124,0.19780400395393372,-0.18621769547462463,-0.06891977787017822,0.21743150055408478,0.35171669721603394,0.489707887172699,-0.4741092920303345,0.11014990508556366,-0.023656897246837616,0.26259645819664,0.09712356328964233,-0.3153434991836548,-0.1445697546005249,-0.8590301275253296",""
"org.axonframework.commandhandling.distributed",0,0.02546481273934314,"axon-messaging-4.7.5","-0.3350180387496948,-0.02030811458826065,-0.05227729305624962,0.3574220538139343,0.1510828733444214,0.20664392411708832,-0.12561598420143127,-0.1767704337835312,-0.0898771584033966,0.4639519453048706,-0.2359655350446701,-0.6707580089569092,-0.13342785835266113,-0.5451194047927856,-0.32696452736854553,-0.5120004415512085,0.31760334968566895,0.19426244497299194,0.16525767743587494,-0.22651323676109314,-0.05789279192686081,0.31853777170181274,0.47703343629837036,0.5056148767471313,-0.5108071565628052,0.12091676145792007,-0.0928090289235115,0.27965879440307617,0.07855671644210815,-0.3420678973197937,-0.09532894939184189,-0.892231822013855",""
