"artifactName","dependentArtifactName","packageName","dependentPackage.fqn","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNames","Source Cypher File: Internal_Dependencies/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-spring-boot-autoconfigure-4.10.1","axon-messaging-4.10.1","org.axonframework.springboot.util","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventMessage",""
"axon-modelling-4.10.1","axon-messaging-4.10.1","org.axonframework.modelling.saga.metamodel","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventMessage",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test.matchers","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventMessage",""
"axon-server-connector-4.10.1","axon-messaging-4.10.1","org.axonframework.axonserver.connector","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventBusSpanFactory",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.snapshotting","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.DomainEventData",""
"axon-spring-boot-autoconfigure-4.10.1","axon-messaging-4.10.1","org.axonframework.springboot.autoconfig.legacyjpa","org.axonframework.eventhandling",1,100,0.01,"org.axonframework.eventhandling.EventBus",""
"axon-server-connector-4.10.1","axon-modelling-4.10.1","org.axonframework.axonserver.connector","org.axonframework.modelling.command",1,56,0.017857142857142856,"org.axonframework.modelling.command.ConcurrencyException",""
"axon-eventsourcing-4.10.1","axon-modelling-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.modelling.command",1,56,0.017857142857142856,"org.axonframework.modelling.command.ConcurrencyException",""
"axon-eventsourcing-4.10.1","axon-modelling-4.10.1","org.axonframework.eventsourcing.conflictresolution","org.axonframework.modelling.command",1,56,0.017857142857142856,"org.axonframework.modelling.command.ConflictingAggregateVersionException",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test.eventscheduler","org.axonframework.eventhandling",2,100,0.02,"org.axonframework.eventhandling.EventMessage,org.axonframework.eventhandling.GenericEventMessage",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling",2,100,0.02,"org.axonframework.eventhandling.EventMessage,org.axonframework.eventhandling.DomainEventMessage",""
"axon-modelling-4.10.1","axon-messaging-4.10.1","org.axonframework.modelling.command","org.axonframework.eventhandling",2,100,0.02,"org.axonframework.eventhandling.DomainEventSequenceAware,org.axonframework.eventhandling.EventBus",""
"axon-modelling-4.10.1","axon-messaging-4.10.1","org.axonframework.modelling.command.legacyjpa","org.axonframework.eventhandling",2,100,0.02,"org.axonframework.eventhandling.DomainEventSequenceAware,org.axonframework.eventhandling.EventBus",""
"axon-server-connector-4.10.1","axon-eventsourcing-4.10.1","org.axonframework.axonserver.connector.event.axon","org.axonframework.eventsourcing",1,42,0.023809523809523808,"org.axonframework.eventsourcing.EventStreamUtils",""
"axon-server-connector-4.10.1","axon-configuration-4.10.1","org.axonframework.axonserver.connector.processor","org.axonframework.config",1,41,0.024390243902439025,"org.axonframework.config.EventProcessingConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1","axon-configuration-4.10.1","org.axonframework.springboot","org.axonframework.config",1,41,0.024390243902439025,"org.axonframework.config.TagsConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1","axon-configuration-4.10.1","org.axonframework.springboot.autoconfig.legacyjpa","org.axonframework.config",1,41,0.024390243902439025,"org.axonframework.config.Configuration",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.eventstore","org.axonframework.messaging",1,35,0.02857142857142857,"org.axonframework.messaging.StreamableMessageSource",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test","org.axonframework.messaging",1,35,0.02857142857142857,"org.axonframework.messaging.Message",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test.matchers","org.axonframework.messaging",1,35,0.02857142857142857,"org.axonframework.messaging.Message",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.conflictresolution","org.axonframework.messaging",1,35,0.02857142857142857,"org.axonframework.messaging.Message",""
"axon-spring-boot-autoconfigure-4.10.1","axon-messaging-4.10.1","org.axonframework.springboot.autoconfig.legacyjpa","org.axonframework.serialization",1,34,0.029411764705882353,"org.axonframework.serialization.Serializer",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.serialization",1,34,0.029411764705882353,"org.axonframework.serialization.Serializer",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.serialization",1,34,0.029411764705882353,"org.axonframework.serialization.Serializer",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.serialization",1,34,0.029411764705882353,"org.axonframework.serialization.Serializer",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc.statements","org.axonframework.eventhandling",3,100,0.03,"org.axonframework.eventhandling.EventMessage,org.axonframework.eventhandling.DomainEventMessage,org.axonframework.eventhandling.GenericDomainEventMessage",""
"axon-test-4.10.1","axon-modelling-4.10.1","org.axonframework.test.utils","org.axonframework.modelling.saga",1,33,0.030303030303030304,"org.axonframework.modelling.saga.SimpleResourceInjector",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.conflictresolution","org.axonframework.commandhandling",1,32,0.03125,"org.axonframework.commandhandling.CommandMessage",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test.matchers","org.axonframework.commandhandling",1,32,0.03125,"org.axonframework.commandhandling.CommandMessage",""
"axon-server-connector-4.10.1","axon-eventsourcing-4.10.1","org.axonframework.axonserver.connector","org.axonframework.eventsourcing.eventstore",1,31,0.03225806451612903,"org.axonframework.eventsourcing.eventstore.EventStoreException",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.conflictresolution","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.Assert",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test.server","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.Assert",""
"axon-server-connector-4.10.1","axon-messaging-4.10.1","org.axonframework.axonserver.connector.query.subscription","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.Registration",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test.utils","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.Registration",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc.statements","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.DateTimeUtils",""
"axon-test-4.10.1","axon-messaging-4.10.1","org.axonframework.test.eventscheduler","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.DateTimeUtils",""
"axon-modelling-4.10.1","axon-messaging-4.10.1","org.axonframework.modelling.command.legacyjpa","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.BuilderUtils",""
"axon-tracing-opentelemetry-4.10.1","axon-messaging-4.10.1","org.axonframework.tracing.opentelemetry","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.BuilderUtils",""
"axon-eventsourcing-4.10.1","axon-messaging-4.10.1","org.axonframework.eventsourcing.snapshotting","org.axonframework.common",1,28,0.03571428571428571,"org.axonframework.common.BuilderUtils",""
"axon-eventsourcing-4.10.1","axon-modelling-4.10.1","org.axonframework.eventsourcing.eventstore","org.axonframework.modelling.command",2,56,0.03571428571428571,"org.axonframework.modelling.command.ConcurrencyException,org.axonframework.modelling.command.AggregateStreamCreationException",""
"axon-spring-boot-autoconfigure-4.10.1","axon-server-connector-4.10.1","org.axonframework.springboot.service.connection","org.axonframework.axonserver.connector",1,27,0.037037037037037035,"org.axonframework.axonserver.connector.AxonServerConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1","axon-server-connector-4.10.1","org.axonframework.actuator.axonserver","org.axonframework.axonserver.connector",1,27,0.037037037037037035,"org.axonframework.axonserver.connector.AxonServerConnectionManager",""
