"similarity","artifactName1","node1Name","node1IncomingDependencies","node1OutgoingDependencies","artifactName2","node2Name","node2IncomingDependencies","node2OutgoingDependencies","Source Cypher File: Similarity/Similarity_1c_Stream.cypher"
0.75,"axon-messaging-4.7.5","org.axonframework.messaging.deadletter",86,60,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,""
0.75,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,"axon-messaging-4.7.5","org.axonframework.messaging.deadletter",86,60,""
0.7215189873417721,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa",9,45,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,""
0.7215189873417721,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa",9,45,""
0.6909090909090909,"axon-messaging-4.7.5","org.axonframework.serialization.json",7,33,"axon-messaging-4.7.5","org.axonframework.serialization.xml",17,24,""
0.6909090909090909,"axon-messaging-4.7.5","org.axonframework.serialization.xml",17,24,"axon-messaging-4.7.5","org.axonframework.serialization.json",7,33,""
0.6727272727272727,"axon-messaging-4.7.5","org.axonframework.messaging.deadletter",86,60,"axon-messaging-4.7.5","org.axonframework.tracing",129,66,""
0.6727272727272727,"axon-messaging-4.7.5","org.axonframework.tracing",129,66,"axon-messaging-4.7.5","org.axonframework.messaging.deadletter",86,60,""
0.6666666666666666,"axon-messaging-4.7.5","org.axonframework.common.caching",30,27,"axon-messaging-4.7.5","org.axonframework.common.digest",1,1,""
0.6666666666666666,"axon-test-4.7.5","org.axonframework.test",16,8,"axon-messaging-4.7.5","org.axonframework.common.digest",1,1,""
0.6363636363636364,"axon-messaging-4.7.5","org.axonframework.common.lock",42,24,"axon-test-4.7.5","org.axonframework.test.matchers",51,42,""
0.6363636363636364,"axon-test-4.7.5","org.axonframework.test.matchers",51,42,"axon-messaging-4.7.5","org.axonframework.common.lock",42,24,""
0.625,"axon-messaging-4.7.5","org.axonframework.common.caching",30,27,"axon-messaging-4.7.5","org.axonframework.lifecycle",42,10,""
0.625,"axon-messaging-4.7.5","org.axonframework.eventhandling.async",36,44,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,""
0.625,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,"axon-messaging-4.7.5","org.axonframework.eventhandling.async",36,44,""
0.625,"axon-messaging-4.7.5","org.axonframework.lifecycle",42,10,"axon-messaging-4.7.5","org.axonframework.common.caching",30,27,""
0.625,"axon-messaging-4.7.5","org.axonframework.lifecycle",42,10,"axon-test-4.7.5","org.axonframework.test",16,8,""
0.625,"axon-test-4.7.5","org.axonframework.test",16,8,"axon-messaging-4.7.5","org.axonframework.lifecycle",42,10,""
0.6206896551724138,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr",3,26,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz",10,44,""
0.6206896551724138,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz",10,44,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr",3,26,""
0.6194690265486725,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc",36,83,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,""
0.6194690265486725,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc",36,83,""
0.603448275862069,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz",10,44,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,""
0.603448275862069,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz",10,44,""
0.6,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors.legacyvalidation",1,7,"axon-messaging-4.7.5","org.axonframework.monitoring",61,14,""
0.6,"axon-messaging-4.7.5","org.axonframework.monitoring",61,14,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors.legacyvalidation",1,7,""
0.5897435897435898,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr",3,26,""
0.5897435897435898,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr",3,26,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,""
0.5714285714285714,"axon-messaging-4.7.5","org.axonframework.common.lock",42,24,"axon-messaging-4.7.5","org.axonframework.common.digest",1,1,""
0.5714285714285714,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.snapshotting",14,8,"axon-messaging-4.7.5","org.axonframework.common.digest",1,1,""
0.5714285714285714,"axon-messaging-4.7.5","org.axonframework.lifecycle",42,10,"axon-messaging-4.7.5","org.axonframework.common.digest",1,1,""
0.5703703703703704,"axon-messaging-4.7.5","org.axonframework.commandhandling",268,144,"axon-messaging-4.7.5","org.axonframework.messaging.annotation",336,184,""
0.5703703703703704,"axon-messaging-4.7.5","org.axonframework.messaging.annotation",336,184,"axon-messaging-4.7.5","org.axonframework.commandhandling",268,144,""
0.5616438356164384,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,"axon-messaging-4.7.5","org.axonframework.messaging.deadletter",86,60,""
0.5616438356164384,"axon-messaging-4.7.5","org.axonframework.messaging.deadletter",86,60,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,""
0.5531914893617021,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr",3,26,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,""
0.5531914893617021,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr",3,26,""
0.5454545454545454,"axon-test-4.7.5","org.axonframework.test.matchers",51,42,"axon-messaging-4.7.5","org.axonframework.common.caching",30,27,""
0.5365853658536586,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa",12,29,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.legacyjpa",3,21,""
0.5365853658536586,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.legacyjpa",3,21,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa",12,29,""
0.5305164319248826,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc",36,83,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa",9,45,""
0.5305164319248826,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa",9,45,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc",36,83,""
0.5294117647058824,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,"axon-messaging-4.7.5","org.axonframework.messaging",543,77,""
0.5294117647058824,"axon-messaging-4.7.5","org.axonframework.messaging",543,77,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,""
0.5139664804469274,"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed",50,128,"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway",101,170,""
0.5139664804469274,"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway",101,170,"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed",50,128,""
0.5126903553299492,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,""
0.5126903553299492,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,""
0.5076923076923077,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,"axon-messaging-4.7.5","org.axonframework.tracing",129,66,""
0.5076923076923077,"axon-messaging-4.7.5","org.axonframework.tracing",129,66,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,""
0.5,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,""
0.5,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,"axon-messaging-4.7.5","org.axonframework.tracing",129,66,""
0.5,"axon-messaging-4.7.5","org.axonframework.eventhandling.async",36,44,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,""
0.5,"axon-messaging-4.7.5","org.axonframework.messaging.correlation",11,9,"axon-messaging-4.7.5","org.axonframework.tracing.attributes",0,16,""
0.5,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,""
0.5,"axon-test-4.7.5","org.axonframework.test",16,8,"axon-messaging-4.7.5","org.axonframework.common.caching",30,27,""
0.5,"axon-messaging-4.7.5","org.axonframework.tracing",129,66,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,""
0.5,"axon-messaging-4.7.5","org.axonframework.tracing.attributes",0,16,"axon-messaging-4.7.5","org.axonframework.messaging.correlation",11,9,""
0.49473684210526314,"axon-messaging-4.7.5","org.axonframework.serialization",296,111,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,""
0.49056603773584906,"axon-messaging-4.7.5","org.axonframework.messaging",543,77,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.jobrunr",3,26,""
0.4721030042918455,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.jpa",22,66,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.legacyjpa",9,56,""
0.4721030042918455,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.legacyjpa",9,56,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.jpa",22,66,""
0.47058823529411764,"axon-messaging-4.7.5","org.axonframework.messaging.annotation",336,184,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,""
0.4700854700854701,"axon-messaging-4.7.5","org.axonframework.messaging.annotation",336,184,"axon-messaging-4.7.5","org.axonframework.serialization",296,111,""
0.4700854700854701,"axon-messaging-4.7.5","org.axonframework.serialization",296,111,"axon-messaging-4.7.5","org.axonframework.messaging.annotation",336,184,""
0.4642857142857143,"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway",11,21,"axon-messaging-4.7.5","org.axonframework.eventhandling.replay",12,36,""
0.4642857142857143,"axon-messaging-4.7.5","org.axonframework.eventhandling.replay",12,36,"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway",11,21,""
0.4634146341463415,"axon-messaging-4.7.5","org.axonframework.serialization",296,111,"axon-messaging-4.7.5","org.axonframework.messaging.deadletter",86,60,""
0.46153846153846156,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jpa",9,29,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore",47,19,""
0.45161290322580644,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,""
0.45161290322580644,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,""
0.449438202247191,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa",9,45,""
0.449438202247191,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa",9,45,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,""
0.44881889763779526,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc",13,39,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.legacyjpa",3,21,""
0.44881889763779526,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.legacyjpa",3,21,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc",13,39,""
0.4444444444444444,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.snapshotting",14,8,"axon-messaging-4.7.5","org.axonframework.common.caching",30,27,""
0.4444444444444444,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.snapshotting",14,8,"axon-test-4.7.5","org.axonframework.test",16,8,""
0.43103448275862066,"axon-messaging-4.7.5","org.axonframework.commandhandling",268,144,"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork",172,59,""
0.427536231884058,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jpa",9,29,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.legacyjpa",2,22,""
0.427536231884058,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.legacyjpa",2,22,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jpa",9,29,""
0.42424242424242425,"axon-messaging-4.7.5","org.axonframework.eventhandling.async",36,44,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,""
0.42424242424242425,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,"axon-messaging-4.7.5","org.axonframework.eventhandling.async",36,44,""
0.421875,"axon-messaging-4.7.5","org.axonframework.commandhandling",268,144,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,""
0.42105263157894735,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz",10,44,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jpa",9,29,""
0.42105263157894735,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jpa",9,29,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz",10,44,""
0.4166666666666667,"axon-test-4.7.5","org.axonframework.test.matchers",51,42,"axon-test-4.7.5","org.axonframework.test",16,8,""
0.4152542372881356,"axon-messaging-4.7.5","org.axonframework.deadline.quartz",5,56,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,""
0.4142857142857143,"axon-messaging-4.7.5","org.axonframework.messaging",543,77,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz",10,44,""
0.4090909090909091,"axon-messaging-4.7.5","org.axonframework.deadline.annotation",6,15,"axon-modelling-4.7.5","org.axonframework.modelling.saga.metamodel",15,20,""
0.4090909090909091,"axon-messaging-4.7.5","org.axonframework.messaging.responsetypes",36,30,"axon-test-4.7.5","org.axonframework.test.matchers",51,42,""
0.4090909090909091,"axon-modelling-4.7.5","org.axonframework.modelling.saga.metamodel",15,20,"axon-messaging-4.7.5","org.axonframework.deadline.annotation",6,15,""
0.4019607843137255,"axon-messaging-4.7.5","org.axonframework.deadline.jobrunr",3,40,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,""
0.4019607843137255,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,"axon-messaging-4.7.5","org.axonframework.deadline.jobrunr",3,40,""
0.4,"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway",11,21,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,""
0.4,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway",11,21,""
0.39759036144578314,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter",9,42,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.inmemory",1,13,""
0.39759036144578314,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.inmemory",1,13,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter",9,42,""
0.39473684210526316,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,"axon-messaging-4.7.5","org.axonframework.serialization.xml",17,24,""
0.39473684210526316,"axon-messaging-4.7.5","org.axonframework.serialization.xml",17,24,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,""
0.391304347826087,"axon-messaging-4.7.5","org.axonframework.common.jdbc",49,26,"axon-messaging-4.7.5","org.axonframework.eventhandling.interceptors",0,7,""
0.391304347826087,"axon-messaging-4.7.5","org.axonframework.eventhandling.interceptors",0,7,"axon-messaging-4.7.5","org.axonframework.common.jdbc",49,26,""
0.39080459770114945,"axon-messaging-4.7.5","org.axonframework.serialization.json",7,33,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,""
0.39080459770114945,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,"axon-messaging-4.7.5","org.axonframework.serialization.json",7,33,""
0.3888888888888889,"axon-messaging-4.7.5","org.axonframework.messaging.correlation",11,9,"axon-test-4.7.5","org.axonframework.test.utils",8,14,""
0.3888888888888889,"axon-test-4.7.5","org.axonframework.test.utils",8,14,"axon-messaging-4.7.5","org.axonframework.messaging.correlation",11,9,""
0.38461538461538464,"axon-messaging-4.7.5","org.axonframework.deadline.jobrunr",3,40,"axon-messaging-4.7.5","org.axonframework.deadline",56,68,""
0.38333333333333336,"axon-messaging-4.7.5","org.axonframework.deadline.quartz",5,56,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,""
0.38202247191011235,"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection",80,157,"axon-modelling-4.7.5","org.axonframework.modelling.saga",112,124,""
0.38202247191011235,"axon-modelling-4.7.5","org.axonframework.modelling.saga",112,124,"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection",80,157,""
0.3803921568627451,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc",36,83,""
0.3803921568627451,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc",36,83,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,""
0.3793103448275862,"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway",11,21,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,""
0.37815126050420167,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.inmemory",1,13,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa",9,45,""
0.37791932059447986,"axon-test-4.7.5","org.axonframework.test.aggregate",31,181,"axon-test-4.7.5","org.axonframework.test.saga",43,149,""
0.37791932059447986,"axon-test-4.7.5","org.axonframework.test.saga",43,149,"axon-test-4.7.5","org.axonframework.test.aggregate",31,181,""
0.375,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors.legacyvalidation",1,7,"axon-test-4.7.5","org.axonframework.test",16,8,""
0.375,"axon-messaging-4.7.5","org.axonframework.queryhandling",144,224,"axon-messaging-4.7.5","org.axonframework.commandhandling",268,144,""
0.37142857142857144,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.inmemory",2,9,"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java",5,24,""
0.3674698795180723,"axon-modelling-4.7.5","org.axonframework.modelling.command",209,219,"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection",80,157,""
0.3674698795180723,"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection",80,157,"axon-modelling-4.7.5","org.axonframework.modelling.command",209,219,""
0.36363636363636365,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc",13,39,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa",12,29,""
0.36363636363636365,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jpa",12,29,"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.jdbc",13,39,""
0.36363636363636365,"axon-test-4.7.5","org.axonframework.test.eventscheduler",9,16,"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway",11,21,""
0.36129032258064514,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter",9,42,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.jpa",22,66,""
0.36129032258064514,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.jpa",22,66,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter",9,42,""
0.35294117647058826,"axon-messaging-4.7.5","org.axonframework.tracing.attributes",0,16,"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway",11,21,""
0.35276073619631904,"axon-messaging-4.7.5","org.axonframework.eventhandling.pooled",52,154,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,""
0.35135135135135137,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.inmemory",2,9,"axon-messaging-4.7.5","org.axonframework.eventhandling.async",36,44,""
0.3510971786833856,"axon-messaging-4.7.5","org.axonframework.eventhandling",709,442,"axon-messaging-4.7.5","org.axonframework.commandhandling",268,144,""
0.35,"axon-messaging-4.7.5","org.axonframework.messaging.responsetypes",36,30,"axon-messaging-4.7.5","org.axonframework.common.lock",42,24,""
0.34375,"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.inmemory",2,9,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,""
0.34297520661157027,"axon-messaging-4.7.5","org.axonframework.queryhandling",144,224,"axon-messaging-4.7.5","org.axonframework.messaging.annotation",336,184,""
0.34,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors",10,29,"axon-messaging-4.7.5","org.axonframework.tracing",129,66,""
0.3380281690140845,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter",9,42,"axon-messaging-4.7.5","org.axonframework.eventhandling.async",36,44,""
0.33668341708542715,"axon-messaging-4.7.5","org.axonframework.eventhandling",709,442,"axon-modelling-4.7.5","org.axonframework.modelling.command",209,219,""
0.33668341708542715,"axon-modelling-4.7.5","org.axonframework.modelling.command",209,219,"axon-messaging-4.7.5","org.axonframework.eventhandling",709,442,""
0.3333333333333333,"axon-messaging-4.7.5","org.axonframework.eventhandling.interceptors",0,7,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution",15,32,""
0.3333333333333333,"axon-messaging-4.7.5","org.axonframework.messaging.correlation",11,9,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors",10,29,""
0.3333333333333333,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors",10,29,"axon-messaging-4.7.5","org.axonframework.messaging.correlation",11,9,""
0.3333333333333333,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors.legacyvalidation",1,7,"axon-messaging-4.7.5","org.axonframework.common.annotation",22,3,""
0.3291139240506329,"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.jpa",22,66,"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event",38,53,""
0.32786885245901637,"axon-messaging-4.7.5","org.axonframework.serialization.xml",17,24,"axon-messaging-4.7.5","org.axonframework.messaging",543,77,""
0.32653061224489793,"axon-messaging-4.7.5","org.axonframework.serialization.json",7,33,"axon-messaging-4.7.5","org.axonframework.deadline.jobrunr",3,40,""
0.325678496868476,"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling",55,185,"axon-test-4.7.5","org.axonframework.test.aggregate",31,181,""
0.325678496868476,"axon-test-4.7.5","org.axonframework.test.aggregate",31,181,"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling",55,185,""
0.3225806451612903,"axon-messaging-4.7.5","org.axonframework.common.jdbc",49,26,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors",10,29,""
0.3225806451612903,"axon-messaging-4.7.5","org.axonframework.messaging.interceptors",10,29,"axon-messaging-4.7.5","org.axonframework.common.jdbc",49,26,""
0.32038834951456313,"axon-modelling-4.7.5","org.axonframework.modelling.saga",112,124,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore",120,161,""
0.31718061674008813,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing",113,211,"axon-test-4.7.5","org.axonframework.test.aggregate",31,181,""
0.31718061674008813,"axon-test-4.7.5","org.axonframework.test.aggregate",31,181,"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing",113,211,""
0.3140096618357488,"axon-messaging-4.7.5","org.axonframework.eventhandling",709,442,"axon-messaging-4.7.5","org.axonframework.queryhandling",144,224,""
0.3140096618357488,"axon-messaging-4.7.5","org.axonframework.queryhandling",144,224,"axon-messaging-4.7.5","org.axonframework.eventhandling",709,442,""
0.3125,"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway",101,170,"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling",55,185,""
0.3125,"axon-disruptor-4.7.5","org.axonframework.disruptor.commandhandling",55,185,"axon-messaging-4.7.5","org.axonframework.commandhandling.gateway",101,170,""
0.3107569721115538,"axon-modelling-4.7.5","org.axonframework.modelling.command",209,219,"axon-messaging-4.7.5","org.axonframework.commandhandling",268,144,""
