"similarity","artifactName1","node1Name","node1IncomingDependencies","node1OutgoingDependencies","artifactName2","node2Name","node2IncomingDependencies","node2OutgoingDependencies","Source Cypher File: Similarity/Similarity_1c_Stream.cypher"
0.8151898734177215,,"/axon-eventsourcing-4.7.5.jar",3,2,,"/axon-modelling-4.7.5.jar",4,1,""
0.8151898734177215,,"/axon-modelling-4.7.5.jar",4,1,,"/axon-eventsourcing-4.7.5.jar",3,2,""
0.796923076923077,,"/axon-configuration-4.7.5.jar",0,4,,"/axon-test-4.7.5.jar",0,3,""
0.796923076923077,,"/axon-test-4.7.5.jar",0,3,,"/axon-configuration-4.7.5.jar",0,4,""
0.7157360406091371,,"/axon-configuration-4.7.5.jar",0,4,,"/axon-eventsourcing-4.7.5.jar",3,2,""
0.7157360406091371,,"/axon-eventsourcing-4.7.5.jar",3,2,,"/axon-configuration-4.7.5.jar",0,4,""
0.6354166666666666,,"/axon-eventsourcing-4.7.5.jar",3,2,,"/axon-test-4.7.5.jar",0,3,""
0.6354166666666666,,"/axon-test-4.7.5.jar",0,3,,"/axon-eventsourcing-4.7.5.jar",3,2,""
0.5687645687645687,,"/axon-configuration-4.7.5.jar",0,4,,"/axon-modelling-4.7.5.jar",4,1,""
0.5687645687645687,,"/axon-modelling-4.7.5.jar",4,1,,"/axon-configuration-4.7.5.jar",0,4,""
0.4916467780429594,,"/axon-modelling-4.7.5.jar",4,1,,"/axon-test-4.7.5.jar",0,3,""
0.4916467780429594,,"/axon-test-4.7.5.jar",0,3,,"/axon-modelling-4.7.5.jar",4,1,""
0.46153846153846156,,"/axon-disruptor-4.7.5.jar",1,3,,"/axon-test-4.7.5.jar",0,3,""
0.41455696202531644,,"/axon-disruptor-4.7.5.jar",1,3,,"/axon-configuration-4.7.5.jar",0,4,""
0.3058510638297872,,"/axon-disruptor-4.7.5.jar",1,3,,"/axon-eventsourcing-4.7.5.jar",3,2,""
