"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: Community_Detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1.0,13,"org.axonframework.commandhandling.distributed.commandfilter,org.axonframework.eventhandling.gateway,org.axonframework.eventhandling.interceptors,org.axonframework.messaging.interceptors.legacyvalidation,org.axonframework.queryhandling.registration,org.axonframework.serialization.json,org.axonframework.eventsourcing.eventstore.jdbc.statements,org.axonframework.springboot,org.axonframework.springboot.util.legacyjpa",""
0.9,2,"org.axonframework.messaging.correlation,org.axonframework.test.utils",""
0.87,2,"org.axonframework.eventhandling.tokenstore.inmemory,org.axonframework.queryhandling.annotation",""
0.86,1,"org.axonframework.eventsourcing.conflictresolution",""
0.83,2,"org.axonframework.modelling.saga.metamodel,org.axonframework.modelling.saga.repository.inmemory",""
0.82,2,"org.axonframework.eventhandling.deadletter,org.axonframework.test.deadline",""
0.81,1,"org.axonframework.eventsourcing.snapshotting",""
0.8,4,"org.axonframework.common.caching,org.axonframework.eventhandling.tokenstore.jdbc,org.axonframework.tracing.attributes,org.axonframework.springboot.util",""
0.79,2,"org.axonframework.eventhandling.tokenstore.jpa,org.axonframework.test.matchers",""
0.76,1,"org.axonframework.messaging.interceptors",""
0.75,1,"org.axonframework.axonserver.connector.processor",""
0.71,3,"org.axonframework.eventhandling.async,org.axonframework.eventhandling.tokenstore.legacyjpa,org.axonframework.test",""
0.69,1,"org.axonframework.modelling.saga.repository.jpa",""
0.68,2,"org.axonframework.eventhandling.deadletter.jdbc,org.axonframework.modelling.saga.repository.jdbc",""
0.67,10,"org.axonframework.common.digest,org.axonframework.deadline.annotation,org.axonframework.deadline.dbscheduler,org.axonframework.eventhandling.deadletter.jpa,org.axonframework.eventhandling.replay,org.axonframework.messaging.responsetypes,org.axonframework.serialization.upcasting.event,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.axonserver.connector.util",""
0.66,1,"org.axonframework.modelling.command.inspection",""
0.65,1,"org.axonframework.axonserver.connector.command",""
0.64,2,"org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.axonserver.connector.query.subscription",""
0.63,1,"org.axonframework.axonserver.connector.query",""
0.62,2,"org.axonframework.common.stream,org.axonframework.eventhandling.scheduling.jobrunr",""
0.61,3,"org.axonframework.eventhandling.deadletter.legacyjpa,org.axonframework.eventhandling.scheduling.java,org.axonframework.modelling.command.legacyjpa",""
0.6,1,"org.axonframework.test.eventscheduler",""
0.58,5,"org.axonframework.deadline.jobrunr,org.axonframework.eventhandling.scheduling.dbscheduler,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.disruptor.commandhandling,org.axonframework.test.aggregate",""
0.57,1,"org.axonframework.common.lock",""
0.56,2,"org.axonframework.eventhandling.tokenstore,org.axonframework.eventsourcing",""
0.55,1,"org.axonframework.monitoring",""
0.54,2,"org.axonframework.common.io,org.axonframework.modelling.saga.repository.legacyjpa",""
0.53,1,"org.axonframework.deadline.quartz",""
0.52,1,"org.axonframework.messaging.deadletter",""
0.51,2,"org.axonframework.deadline,org.axonframework.util",""
0.5,3,"org.axonframework.commandhandling.callbacks,org.axonframework.commandhandling.gateway,org.axonframework.common.property",""
0.49,1,"org.axonframework.common.jpa",""
0.48,2,"org.axonframework.eventhandling.pooled,org.axonframework.serialization.xml",""
0.46,2,"org.axonframework.common.jdbc,org.axonframework.modelling.command",""
0.45,1,"org.axonframework.test.saga",""
0.44,3,"org.axonframework.common.annotation,org.axonframework.eventhandling.scheduling.quartz,org.axonframework.eventsourcing.eventstore.legacyjpa",""
0.43,1,"org.axonframework.queryhandling",""
0.41,1,"org.axonframework.commandhandling.distributed",""
0.4,3,"org.axonframework.eventsourcing.eventstore,org.axonframework.axonserver.connector.heartbeat,org.axonframework.modelling.saga",""
0.39,2,"org.axonframework.eventhandling.scheduling,org.axonframework.axonserver.connector.event.axon",""
0.38,1,"org.axonframework.modelling.saga.repository",""
0.37,1,"org.axonframework.tracing",""
0.36,2,"org.axonframework.common.legacyjpa,org.axonframework.messaging.annotation",""
0.34,2,"org.axonframework.commandhandling,org.axonframework.springboot.autoconfig.legacyjpa",""
0.33,2,"org.axonframework.actuator.axonserver,org.axonframework.springboot.service.connection",""
0.31,1,"org.axonframework.lifecycle",""
0.3,1,"org.axonframework.axonserver.connector",""
0.25,1,"org.axonframework.messaging.unitofwork",""
0.22,1,"org.axonframework.config",""
0.21,1,"org.axonframework.common.transaction",""
0.2,2,"org.axonframework.serialization,org.axonframework.springboot.autoconfig",""
0.19,1,"org.axonframework.eventhandling",""
0.18,1,"org.axonframework.messaging",""
0.14,1,"org.axonframework.common",""
0.0,4,"org.axonframework.serialization.converters,org.axonframework.serialization.upcasting,org.axonframework.actuator,org.axonframework.test.server",""
