"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-configuration-4.9.2","javax.annotation",13,105,40,"Nonnull,Nullable",""
"axon-configuration-4.9.2","org.slf4j",11,32,40,"LoggerFactory,Logger",""
"axon-disruptor-4.9.2","org.slf4j",12,22,22,"Logger,LoggerFactory",""
"axon-disruptor-4.9.2","com.lmax.disruptor",9,29,22,"RingBuffer,EventHandler,LifecycleAware,WaitStrategy,BlockingWaitStrategy,ExceptionHandler",""
"axon-disruptor-4.9.2","javax.annotation",6,23,22,"Nonnull",""
"axon-disruptor-4.9.2","com.lmax.disruptor.dsl",5,22,22,"Disruptor,EventHandlerGroup,ProducerType",""
"axon-disruptor-4.9.2","WeakValue",1,5,22,"WeakValue",""
"axon-eventsourcing-4.9.2","javax.annotation",29,99,133,"Nonnull,Nullable,PreDestroy",""
"axon-eventsourcing-4.9.2","org.slf4j",23,43,133,"LoggerFactory,Logger",""
"axon-eventsourcing-4.9.2","jakarta.persistence",11,50,133,"EntityExistsException,MappedSuperclass,Id,IdClass,Entity,Index,Table,Query,TypedQuery,EntityManager",""
"axon-eventsourcing-4.9.2","javax.persistence",11,50,133,"IdClass,Id,MappedSuperclass,Entity,Table,Index,EntityManager,TypedQuery,Query,EntityExistsException",""
"axon-messaging-4.9.2","javax.annotation",247,1191,786,"Nonnull,Nullable",""
"axon-messaging-4.9.2","org.slf4j",141,440,786,"LoggerFactory,Logger",""
"axon-messaging-4.9.2","com.fasterxml.jackson.annotation",53,81,786,"JsonCreator,JsonProperty,JsonTypeInfo,JsonTypeInfo$As,JsonTypeInfo$Id,JsonGetter,JsonIgnore",""
"axon-messaging-4.9.2","javax.persistence",44,194,786,"Column,Basic,MappedSuperclass,Lob,TypedQuery,Query,LockModeType,EntityManager,Entity,IdClass,Id,Embedded,Index,Table,GeneratedValue,NoResultException,Embeddable",""
"axon-messaging-4.9.2","jakarta.persistence",40,188,786,"EntityManager,Basic,Lob,Column,MappedSuperclass,Entity,IdClass,Id,TypedQuery,Embedded,Index,Table,Query,LockModeType,GeneratedValue,NoResultException,Embeddable",""
"axon-messaging-4.9.2","org.quartz",39,232,786,"Scheduler,JobDataMap,JobExecutionContext,Job,JobKey,Trigger,JobExecutionException,JobDetail,SchedulerContext,TriggerBuilder,JobBuilder,SchedulerException",""
"axon-messaging-4.9.2","reactor.core.publisher",35,157,786,"Signal,MonoSink,Mono,Sinks$Many,Sinks$EmitResult,Flux,FluxSink$OverflowStrategy,FluxSink,Sinks$MulticastReplaySpec,EmitterProcessor,Sinks$ManySpec,Sinks,ConnectableFlux",""
"axon-messaging-4.9.2","com.fasterxml.jackson.databind",15,73,786,"JsonNode,ObjectMapper,DeserializationFeature,ObjectMapper$DefaultTyping,DeserializationContext,JsonDeserializer,ObjectWriter,ObjectReader",""
"axon-messaging-4.9.2","org.reactivestreams",13,41,786,"Publisher",""
"axon-messaging-4.9.2","com.github.kagkarlsson.scheduler.task",10,52,786,"TaskInstanceId,ExecutionContext,Task,TaskInstance,TaskWithDataDescriptor",""
"axon-messaging-4.9.2","com.thoughtworks.xstream.io",9,46,786,"HierarchicalStreamWriter,HierarchicalStreamReader,HierarchicalStreamDriver",""
"axon-messaging-4.9.2","javax.cache.event",8,34,786,"CacheEntryCreatedListener,CacheEntryRemovedListener,CacheEntryExpiredListener,CacheEntryListener,CacheEntryListenerException,CacheEntryEventFilter,CacheEntryUpdatedListener,CacheEntryEvent",""
"axon-messaging-4.9.2","org.ehcache.event",8,33,786,"EventType,EventOrdering,CacheEventListener,EventFiring,CacheEvent",""
"axon-messaging-4.9.2","com.github.kagkarlsson.scheduler",7,54,786,"Scheduler,SchedulerState,ScheduledExecution",""
"axon-messaging-4.9.2","com.thoughtworks.xstream.converters",6,12,786,"UnmarshallingContext,MarshallingContext",""
"axon-messaging-4.9.2","org.jobrunr.scheduling",6,37,786,"JobScheduler,JobBuilder",""
"axon-messaging-4.9.2","com.thoughtworks.xstream.mapper",5,10,786,"Mapper,CannotResolveClassException",""
"axon-messaging-4.9.2","jakarta.validation",5,22,786,"ConstraintViolation,Validation,Validator,ValidatorFactory",""
"axon-messaging-4.9.2","javax.validation",5,22,786,"Validation,ConstraintViolation,Validator,ValidatorFactory",""
"axon-messaging-4.9.2","net.sf.ehcache",5,63,786,"CacheException,Element,Ehcache",""
"axon-messaging-4.9.2","nu.xom",5,16,786,"ParsingException,Builder,Document",""
"axon-messaging-4.9.2","com.fasterxml.jackson.core",4,11,786,"JsonProcessingException,JsonParser,JacksonException",""
"axon-messaging-4.9.2","com.thoughtworks.xstream",4,47,786,"XStream",""
