"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_package.cypher"
"axon-test-4.9.2","org.axonframework.test.matchers","org.hamcrest",38,188,24,"Description,Matcher,BaseMatcher,TypeSafeMatcher","matchers",""
"axon-messaging-4.9.2","org.axonframework.queryhandling","reactor.core.publisher",28,123,48,"MonoSink,Flux,Mono,FluxSink,Signal,Sinks$Many,FluxSink$OverflowStrategy,Sinks$MulticastReplaySpec,Sinks,ConnectableFlux,EmitterProcessor,Sinks$ManySpec,Sinks$EmitResult","queryhandling",""
"axon-messaging-4.9.2","org.axonframework.deadline.quartz","org.quartz",20,137,4,"JobDataMap,Scheduler,Trigger,JobDetail,JobKey,JobExecutionContext,Job,SchedulerContext,JobExecutionException,TriggerBuilder,SchedulerException,JobBuilder","quartz",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.quartz","org.quartz",19,95,6,"JobKey,JobDetail,SchedulerException,Scheduler,SchedulerContext,JobBuilder,TriggerBuilder,Trigger,JobDataMap,JobExecutionException,Job,JobExecutionContext","quartz",""
"axon-messaging-4.9.2","org.axonframework.eventhandling","org.slf4j",16,57,100,"Logger,LoggerFactory","eventhandling",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.pooled","org.slf4j",15,70,21,"Logger,LoggerFactory","pooled",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind",15,73,7,"ObjectMapper,JsonNode,DeserializationContext,JsonDeserializer,ObjectReader,ObjectWriter,ObjectMapper$DefaultTyping,DeserializationFeature","json",""
"axon-disruptor-4.9.2","org.axonframework.disruptor.commandhandling","org.slf4j",12,22,22,"Logger,LoggerFactory","commandhandling",""
"axon-configuration-4.9.2","org.axonframework.config","org.slf4j",11,32,40,"Logger,LoggerFactory","config",""
"axon-disruptor-4.9.2","org.axonframework.disruptor.commandhandling","com.lmax.disruptor",9,29,22,"WaitStrategy,BlockingWaitStrategy,ExceptionHandler,RingBuffer,EventHandler,LifecycleAware","commandhandling",""
"axon-test-4.9.2","org.axonframework.test.saga","org.hamcrest",9,91,21,"Matcher,StringDescription,CoreMatchers,Description","saga",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.legacyjpa","org.slf4j",8,15,10,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.common.caching","javax.cache.event",8,34,15,"CacheEntryCreatedListener,CacheEntryEvent,CacheEntryListenerException,CacheEntryRemovedListener,CacheEntryListener,CacheEntryUpdatedListener,CacheEntryExpiredListener,CacheEntryEventFilter","caching",""
"axon-messaging-4.9.2","org.axonframework.common.caching","org.ehcache.event",8,33,15,"EventType,CacheEventListener,EventFiring,EventOrdering,CacheEvent","caching",""
"axon-messaging-4.9.2","org.axonframework.messaging.annotation","org.slf4j",8,15,54,"LoggerFactory,Logger","annotation",""
"axon-messaging-4.9.2","org.axonframework.messaging.responsetypes","reactor.core.publisher",7,34,8,"Flux,Mono","responsetypes",""
"axon-messaging-4.9.2","org.axonframework.queryhandling","org.reactivestreams",7,27,48,"Publisher","queryhandling",""
"axon-messaging-4.9.2","org.axonframework.queryhandling","org.slf4j",7,16,48,"Logger,LoggerFactory","queryhandling",""
"axon-test-4.9.2","org.axonframework.test.aggregate","org.hamcrest",7,136,19,"Matcher,StringDescription,Description,CoreMatchers","aggregate",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore","org.slf4j",6,9,31,"LoggerFactory,Logger","eventstore",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter","org.slf4j",6,25,5,"LoggerFactory,Logger","deadletter",""
"axon-messaging-4.9.2","org.axonframework.messaging.responsetypes","org.reactivestreams",6,14,8,"Publisher","responsetypes",""
"axon-messaging-4.9.2","org.axonframework.serialization","com.thoughtworks.xstream.converters",6,12,34,"MarshallingContext,UnmarshallingContext","serialization",""
"axon-messaging-4.9.2","org.axonframework.serialization","com.thoughtworks.xstream.io",6,39,34,"HierarchicalStreamWriter,HierarchicalStreamReader","serialization",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.jpa","jakarta.persistence",6,68,7,"Index,Query,EntityManagerFactory,EntityManager,TypedQuery,EntityNotFoundException","jpa",""
"axon-disruptor-4.9.2","org.axonframework.disruptor.commandhandling","com.lmax.disruptor.dsl",5,22,22,"ProducerType,Disruptor,EventHandlerGroup","commandhandling",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.jpa","jakarta.persistence",5,42,7,"EntityExistsException,Index,Query,TypedQuery,EntityManager","jpa",""
"axon-messaging-4.9.2","org.axonframework.common","org.slf4j",5,15,28,"Logger,LoggerFactory","common",""
"axon-messaging-4.9.2","org.axonframework.common.caching","net.sf.ehcache",5,63,15,"Ehcache,CacheException,Element","caching",""
"axon-messaging-4.9.2","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler.task",5,27,7,"TaskInstanceId,TaskWithDataDescriptor,Task,ExecutionContext,TaskInstance","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.async","org.slf4j",5,16,15,"LoggerFactory,Logger","async",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.jpa","jakarta.persistence",5,54,9,"Index,EntityManager,NoResultException,Query,TypedQuery","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler.task",5,25,7,"TaskInstance,ExecutionContext,TaskWithDataDescriptor,Task,TaskInstanceId","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.jpa","jakarta.persistence",5,64,4,"TypedQuery,Query,LockModeType,EntityManager","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.legacyjpa","javax.persistence",5,64,2,"LockModeType,EntityManager,Query,TypedQuery","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.messaging.interceptors","jakarta.validation",5,22,8,"ConstraintViolation,Validation,ValidatorFactory,Validator","interceptors",""
"axon-messaging-4.9.2","org.axonframework.messaging.interceptors.legacyvalidation","javax.validation",5,22,2,"Validator,Validation,ConstraintViolation,ValidatorFactory","legacyvalidation",""
"axon-messaging-4.9.2","org.axonframework.serialization","com.thoughtworks.xstream.mapper",5,10,34,"Mapper,CannotResolveClassException","serialization",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","nu.xom",5,16,7,"Document,Builder,ParsingException","xml",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga.repository.legacyjpa","javax.persistence",5,66,3,"TypedQuery,EntityNotFoundException,EntityManagerFactory,EntityManager,Query","legacyjpa",""
"axon-test-4.9.2","org.axonframework.test.server","org.testcontainers.utility",5,27,4,"DockerImageName,MountableFile","server",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.jpa","org.slf4j",4,9,7,"LoggerFactory,Logger","jpa",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.legacyjpa","javax.persistence",4,41,10,"EntityExistsException,EntityManager,TypedQuery,Query","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.commandhandling","org.slf4j",4,8,32,"LoggerFactory,Logger","commandhandling",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.callbacks","org.slf4j",4,11,4,"LoggerFactory,Logger","callbacks",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.gateway","org.slf4j",4,11,34,"Logger,LoggerFactory","gateway",""
"axon-messaging-4.9.2","org.axonframework.common.jpa","jakarta.persistence",4,12,4,"EntityManager,TypedQuery","jpa",""
"axon-messaging-4.9.2","org.axonframework.common.legacyjpa","javax.persistence",4,12,4,"TypedQuery,EntityManager","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler",4,41,7,"Scheduler,SchedulerState,ScheduledExecution","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.deadline.quartz","org.slf4j",4,12,4,"Logger,LoggerFactory","quartz",""
"axon-messaging-4.9.2","org.axonframework.eventhandling","com.fasterxml.jackson.annotation",4,13,100,"JsonTypeInfo$Id,JsonTypeInfo$As","eventhandling",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.legacyjpa","javax.persistence",4,51,6,"Query,EntityManager,TypedQuery,NoResultException","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.quartz","org.slf4j",4,9,6,"LoggerFactory,Logger","quartz",""
"axon-messaging-4.9.2","org.axonframework.messaging.unitofwork","org.slf4j",4,16,14,"Logger,LoggerFactory","unitofwork",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.core",4,11,7,"JsonProcessingException,JsonParser,JacksonException","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","com.thoughtworks.xstream.io.xml",4,13,7,"XomReader,Dom4JReader,XppDriver,CompactWriter","xml",""
"axon-messaging-4.9.2","org.axonframework.tracing","org.slf4j",4,9,19,"Logger,LoggerFactory","tracing",""
"axon-modelling-4.9.2","org.axonframework.modelling.command","org.slf4j",4,12,54,"LoggerFactory,Logger","command",""
"axon-modelling-4.9.2","org.axonframework.modelling.saga","org.slf4j",4,8,33,"Logger,LoggerFactory","saga",""
"axon-test-4.9.2","org.axonframework.test.deadline","org.hamcrest",4,54,4,"Matchers,Matcher,StringDescription,Description","deadline",""
"axon-test-4.9.2","org.axonframework.test.server","org.testcontainers.containers",4,15,4,"GenericContainer,ContainerLaunchException","server",""
"axon-test-4.9.2","org.axonframework.test.server","org.testcontainers.containers.wait.strategy",4,5,4,"Wait,HttpWaitStrategy","server",""
"axon-test-4.9.2","org.axonframework.test.server","com.google.gson",4,9,4,"JsonParser,JsonObject,JsonElement,JsonArray","server",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing","org.slf4j",3,7,42,"Logger,LoggerFactory","eventsourcing",""
"axon-messaging-4.9.2","org.axonframework.common.caching","javax.cache.configuration",3,11,15,"CacheEntryListenerConfiguration,Factory","caching",""
"axon-messaging-4.9.2","org.axonframework.common.caching","net.sf.ehcache.event",3,9,15,"CacheEventListener,RegisteredEventListeners","caching",""
"axon-messaging-4.9.2","org.axonframework.deadline","org.slf4j",3,7,13,"Logger,LoggerFactory","deadline",""
"axon-messaging-4.9.2","org.axonframework.deadline.jobrunr","org.jobrunr.scheduling",3,15,4,"JobScheduler,JobBuilder","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler",3,13,7,"SchedulerState,Scheduler","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.java","org.slf4j",3,5,4,"LoggerFactory,Logger","java",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.jobrunr","org.jobrunr.scheduling",3,22,3,"JobScheduler,JobBuilder","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.serialization","com.thoughtworks.xstream.converters.collections",3,7,34,"CollectionConverter,MapConverter","serialization",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind.node",3,14,7,"ObjectNode,JsonNodeType","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind.type",3,3,7,"TypeFactory","json",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","org.slf4j",3,5,7,"Logger,LoggerFactory","xml",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","org.dom4j",3,12,7,"Document","xml",""
"axon-messaging-4.9.2","org.axonframework.serialization.xml","com.thoughtworks.xstream.io",3,7,7,"HierarchicalStreamReader,HierarchicalStreamWriter,HierarchicalStreamDriver","xml",""
"axon-modelling-4.9.2","org.axonframework.modelling.command.inspection","org.slf4j",3,5,26,"LoggerFactory,Logger","inspection",""
"axon-test-4.9.2","org.axonframework.test.aggregate","org.junit.jupiter.api.extension",3,6,19,"AfterEachCallback,BeforeEachCallback,ExtensionContext","aggregate",""
"axon-test-4.9.2","org.axonframework.test.eventscheduler","org.hamcrest",3,29,5,"StringDescription,Matcher,Description","eventscheduler",""
"axon-eventsourcing-4.9.2","org.axonframework.eventsourcing.eventstore.jdbc","org.slf4j",2,3,14,"Logger,LoggerFactory","jdbc",""
"axon-messaging-4.9.2","org.axonframework.commandhandling.distributed","org.slf4j",2,4,26,"LoggerFactory,Logger","distributed",""
"axon-messaging-4.9.2","org.axonframework.common.property","org.slf4j",2,4,9,"LoggerFactory,Logger","property",""
"axon-messaging-4.9.2","org.axonframework.deadline.dbscheduler","org.slf4j",2,7,7,"LoggerFactory,Logger","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.deadline.jobrunr","org.slf4j",2,4,4,"LoggerFactory,Logger","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.jdbc","org.slf4j",2,20,14,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.jpa","org.slf4j",2,12,9,"Logger,LoggerFactory","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.deadletter.legacyjpa","org.slf4j",2,12,6,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.interceptors","org.slf4j",2,3,1,"LoggerFactory,Logger","interceptors",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling","com.fasterxml.jackson.annotation",2,4,3,"JsonTypeInfo$Id,JsonTypeInfo$As","scheduling",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.dbscheduler","org.slf4j",2,5,7,"LoggerFactory,Logger","dbscheduler",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.scheduling.jobrunr","org.slf4j",2,7,3,"LoggerFactory,Logger","jobrunr",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.inmemory","org.slf4j",2,3,2,"Logger,LoggerFactory","inmemory",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.jdbc","org.slf4j",2,3,9,"Logger,LoggerFactory","jdbc",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.jpa","org.slf4j",2,3,4,"LoggerFactory,Logger","jpa",""
"axon-messaging-4.9.2","org.axonframework.eventhandling.tokenstore.legacyjpa","org.slf4j",2,3,2,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.9.2","org.axonframework.lifecycle","org.slf4j",2,3,10,"LoggerFactory,Logger","lifecycle",""
