"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.7.6",27,269,39,233,38.72,"org.axonframework.messaging.unitofwork,org.axonframework.tracing,org.axonframework.common.lock,org.axonframework.common,org.axonframework.messaging","UnitOfWork,Span,CurrentUnitOfWork,NoOpLock,ObjectUtils",""
"axon-modelling-4.7.6",9,52,6,43,25.58,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository.jpa","AggregateScopeDescriptor,AggregateNotFoundException,Aggregate,Repository,AnnotationCommandTargetResolver",""
"axon-eventsourcing-4.7.6",3,14,4,23,34.78,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.snapshotting","EventSourcedAggregate,EventStore,SnapshotTriggerDefinition,AggregateFactory,NoSnapshotTriggerDefinition",""
"axon-disruptor-4.7.6",1,1,1,1,0.0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
