"externalModuleName","numberOfExternalCallerModules","numberOfExternalCallerElements","numberOfExternalDeclarationCalls","numberOfExternalDeclarationCallsWeighted","allModules","allInternalElements","exampleStories","Source Cypher File: External_Dependencies/External_module_usage_overall_for_Typescript.cypher"
"@types/react",5,35,195,446,12,110,"<mapRouteProperties> of module <react-router> imports <React.createElement> from external module <react>,<mapRouteProperties> of module <react-router> imports <React.createElement> from external module <react>,<FetcherWithComponents> of module <react-router-dom> imports <React.ForwardRefExoticComponent> from external module <react>,<FetcherWithComponents> of module <react-router-dom> imports <React.RefAttributes> from external module <react>",""
"@remix-run/router",4,37,390,609,12,110,"<createMemoryRouter> of module <react-router> imports <InitialEntry> from external module <router>,<createMemoryRouter> of module <react-router> imports <DataStrategyFunction> from external module <router>,<createMemoryRouter> of module <react-router> imports <createMemoryHistory> from external module <router>,<createMemoryRouter> of module <react-router> imports <Router.initialize> from external module <router>",""
"@types/react-native",1,5,28,51,12,110,"<useHardwareBackButton> of module <react-router-native> imports <BackHandler> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.addEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.removeEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandler> from external module <react-native>",""
"@ungap/url-search-params",1,2,4,8,12,110,"<useSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>,<createSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>,<createSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>,<useSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>",""
