"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"@babel/preset-react",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@babel/preset-typescript",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@typescript-eslint/eslint-plugin",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/jsonfile",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"abort-controller",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@babel/core",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@changesets/cli",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint-config-react-app",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"react-test-renderer",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint-plugin-flowtype",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@octokit/core",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"rollup-plugin-copy",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@testing-library/react",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"cheerio",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"remark-parse",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint-plugin-react-hooks",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/semver",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@rollup/plugin-replace",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"prompt-confirm",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"rollup",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/react-dom",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint-plugin-react",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"fs-extra",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/react-test-renderer",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"type-fest",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"rollup-plugin-prettier",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"jest-environment-jsdom",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint-plugin-jsx-a11y",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"typescript",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"babel-plugin-dev-expression",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@rollup/plugin-babel",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@rollup/plugin-typescript",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@babel/preset-env",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"rollup-plugin-terser",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"remark-gfm",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/jest",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@remix-run/web-fetch",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"babel-jest",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"babel-eslint",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"unified",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"jsonfile",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"chalk",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@octokit/plugin-paginate-rest",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@octokit/rest",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"prettier",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@ampproject/filesize",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint-plugin-import",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"semver",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@testing-library/jest-dom",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"remark-stringify",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@remix-run/changelog-github",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@manypkg/get-packages",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"jsurl",1,0,"custom-query-parse-serialization","","react-router-6.28.2/react-router-6.28.2/examples/custom-query-parsing",""
"localforage",1,0,"notes","","react-router-6.28.2/react-router-6.28.2/examples/notes",""
"@reach/visually-hidden",1,0,"custom-filter-link","","react-router-6.28.2/react-router-6.28.2/examples/custom-filter-link",""
"@remix-run/node",1,0,"ssr-data-router","","react-router-6.28.2/react-router-6.28.2/examples/ssr-data-router",""
