"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"react",24,0,"@remix-run/react-router,tutorial,multi-app,scroll-restoration,modal-route-with-outlet,data-router,basic,navigation-blocking,modal","","react-router-6.28.2/react-router-6.28.2,react-router-6.28.2/react-router-6.28.2/tutorial,react-router-6.28.2/react-router-6.28.2/examples/multi-app,react-router-6.28.2/react-router-6.28.2/examples/scroll-restoration",""
"react-dom",24,0,"@remix-run/react-router,tutorial,multi-app,scroll-restoration,modal-route-with-outlet,data-router,basic,navigation-blocking,modal","","react-router-6.28.2/react-router-6.28.2,react-router-6.28.2/react-router-6.28.2/tutorial,react-router-6.28.2/react-router-6.28.2/examples/multi-app,react-router-6.28.2/react-router-6.28.2/examples/scroll-restoration",""
"react-router-dom",23,0,"tutorial,multi-app,scroll-restoration,modal-route-with-outlet,data-router,basic,navigation-blocking,modal,basic-data-router","","react-router-6.28.2/react-router-6.28.2/tutorial,react-router-6.28.2/react-router-6.28.2/examples/multi-app,react-router-6.28.2/react-router-6.28.2/examples/scroll-restoration,react-router-6.28.2/react-router-6.28.2/examples/modal-route-with-outlet",""
"@remix-run/router",4,0,"react-router-dom-v5-compat,react-router,react-router-dom,ssr-data-router","","react-router-6.28.2/react-router-6.28.2/packages/react-router-dom-v5-compat,react-router-6.28.2/react-router-6.28.2/packages/react-router,react-router-6.28.2/react-router-6.28.2/packages/react-router-dom,react-router-6.28.2/react-router-6.28.2/examples/ssr-data-router",""
"history",4,0,"react-router-dom-v5-compat,@remix-run/react-router,tutorial,ssr-data-router","","react-router-6.28.2/react-router-6.28.2/packages/react-router-dom-v5-compat,react-router-6.28.2/react-router-6.28.2,react-router-6.28.2/react-router-6.28.2/tutorial,react-router-6.28.2/react-router-6.28.2/examples/ssr-data-router",""
"react-router",3,0,"react-router-dom-v5-compat,react-router-native,react-router-dom","","react-router-6.28.2/react-router-6.28.2/packages/react-router-dom-v5-compat,react-router-6.28.2/react-router-6.28.2/packages/react-router-native,react-router-6.28.2/react-router-6.28.2/packages/react-router-dom",""
"express",3,0,"multi-app,ssr,ssr-data-router","","react-router-6.28.2/react-router-6.28.2/examples/multi-app,react-router-6.28.2/react-router-6.28.2/examples/ssr,react-router-6.28.2/react-router-6.28.2/examples/ssr-data-router",""
"compression",3,0,"multi-app,ssr,ssr-data-router","","react-router-6.28.2/react-router-6.28.2/examples/multi-app,react-router-6.28.2/react-router-6.28.2/examples/ssr,react-router-6.28.2/react-router-6.28.2/examples/ssr-data-router",""
"cross-env",3,0,"multi-app,ssr,ssr-data-router","","react-router-6.28.2/react-router-6.28.2/examples/multi-app,react-router-6.28.2/react-router-6.28.2/examples/ssr,react-router-6.28.2/react-router-6.28.2/examples/ssr-data-router",""
"@reach/dialog",2,0,"modal-route-with-outlet,modal","","react-router-6.28.2/react-router-6.28.2/examples/modal-route-with-outlet,react-router-6.28.2/react-router-6.28.2/examples/modal",""
"@ungap/url-search-params",1,0,"react-router-native","","react-router-6.28.2/react-router-6.28.2/packages/react-router-native",""
"@typescript-eslint/parser",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/jsdom",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"rollup-plugin-extensions",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@octokit/graphql",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/react",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@types/react-native",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"unist-util-remove",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"eslint-plugin-jest",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"@babel/preset-modules",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
"jest",1,0,"@remix-run/react-router","","react-router-6.28.2/react-router-6.28.2",""
