"codeUnitName","communityId","centrality","artifactName","embedding","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.modelling.command.inspection.ChildForwardingCommandMessageHandlingMember",0,0.00150365617119193,"axon-modelling-4.8.0","0.1784045547246933,0.11026734113693237,0.332950621843338,0.2657715082168579,-0.18736016750335693,-0.25533878803253174,0.14982908964157104,0.23460949957370758,-0.08257247507572174,0.07374784350395203,0.07090958952903748,0.07033446431159973,0.06609004735946655,0.3540773093700409,0.17697297036647797,0.021583568304777145,0.010321930050849915,-0.16308505833148956,-0.15053001046180725,-0.4863506555557251,-0.19183838367462158,-0.019373923540115356,-0.05330213904380798,-0.15355607867240906,-0.2602975368499756,-0.24141716957092285,0.2834013104438782,0.1042248085141182,0.014764643274247646,-0.1709544062614441,0.29740768671035767,0.47016453742980957,-0.047352440655231476,-0.1632683277130127,-0.33496755361557007,0.03250430151820183,-0.0912928655743599,0.09090252220630646,-0.3071094751358032,0.12319386750459671,0.25064507126808167,0.14250919222831726,-0.2793637812137604,-0.0034551601856946945,-0.09822912514209747,0.1543503999710083,0.1284227818250656,0.1154697984457016,0.15554963052272797,0.1394272893667221,0.10005141794681549,-0.025614827871322632,0.07048914581537247,0.21185123920440674,-0.0524560883641243,-0.11624856293201447,0.06850247830152512,-0.016851551830768585,-0.1412622183561325,-0.020317763090133667,0.3384401798248291,-0.14855988323688507,-0.23116877675056458,0.31159883737564087",""
"org.axonframework.modelling.command.inspection.CommandHandlerInterceptorHandlingMember",0,0.0013864905309453055,"axon-modelling-4.8.0","-0.19827432930469513,0.308165043592453,0.3254866600036621,0.10066854953765869,-0.08712215721607208,-0.28974130749702454,0.024626025930047035,0.10495730489492416,-0.10934105515480042,0.20377427339553833,-0.09694219380617142,-0.04486359283328056,-0.06385877728462219,0.31474655866622925,0.04885334149003029,0.17251574993133545,-0.08769895136356354,-0.24282872676849365,-0.4566262662410736,-0.23710599541664124,-0.2816111147403717,0.17551888525485992,-0.11859916150569916,-0.07832811027765274,-0.3182259202003479,0.012534219771623611,0.28521621227264404,0.3117358684539795,0.023074865341186523,-0.26809024810791016,0.14239835739135742,0.044361136853694916,-0.3509564995765686,0.02741328626871109,-0.039694659411907196,-0.26738303899765015,-0.5037645697593689,0.21198280155658722,-0.2032095491886139,0.08396994322538376,0.10908395797014236,0.2665930688381195,-0.10502603650093079,-0.10436205565929413,-0.2315051406621933,0.013127872720360756,0.024225369095802307,-0.030429214239120483,0.069564089179039,-0.16009557247161865,-0.13672611117362976,0.08210417628288269,0.13752928376197815,0.20660072565078735,-0.23217105865478516,-0.11691002547740936,0.2024795413017273,0.23667997121810913,0.050872135907411575,0.19815611839294434,0.13584843277931213,-0.011319883167743683,-0.017418809235095978,0.5479458570480347",""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition$1",0,0.0019226482069503595,"axon-modelling-4.8.0","0.1795652210712433,0.01475161500275135,0.5371837615966797,-0.04118512570858002,-0.14074422419071198,-0.3136826753616333,0.022049643099308014,-0.13205531239509583,-0.3784548044204712,-0.20265953242778778,0.14790207147598267,0.06493887305259705,-0.13741637766361237,0.1181853786110878,0.3923502564430237,0.18811815977096558,0.12713278830051422,-0.2853032648563385,-0.37083324790000916,-0.2832663059234619,-0.3324384093284607,0.03284408524632454,-0.05482730269432068,-0.14577803015708923,-0.4530801773071289,0.010549306869506836,0.07493658363819122,0.4311295747756958,0.12730713188648224,-0.07920806109905243,0.29106444120407104,0.22181031107902527,-0.07867749035358429,-0.019912635907530785,-0.36939579248428345,0.05655394867062569,-0.3527722954750061,0.1411108672618866,-0.24568010866641998,-0.11941054463386536,0.34672755002975464,0.018529556691646576,-0.26577216386795044,0.09558670967817307,-0.36699339747428894,0.313625693321228,-0.039235860109329224,0.019202642142772675,-0.08515419065952301,0.015781156718730927,-0.10034672915935516,-0.02144628018140793,-0.03613235428929329,0.20460714399814606,-0.20113839209079742,-0.017522096633911133,0.08365991711616516,0.06426652520895004,-0.14836165308952332,0.28163576126098633,0.23295031487941742,0.0167495496571064,-0.10644034296274185,0.3720676302909851",""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition$MethodCommandHandlerInterceptorHandlingMember",0,0.0019366970021800986,"axon-modelling-4.8.0","0.12980102002620697,0.043889209628105164,0.5409764647483826,0.05891329050064087,-0.20015765726566315,-0.3209441304206848,0.12909558415412903,0.08327189087867737,-0.3290063738822937,-0.1110626757144928,0.11741430312395096,0.08027516305446625,-0.06569721549749374,0.15883077681064606,0.38945072889328003,0.15895332396030426,0.06404214352369308,-0.26535406708717346,-0.3997461497783661,-0.4420173168182373,-0.37476933002471924,0.015519756823778152,-0.06124769523739815,-0.20509567856788635,-0.46070605516433716,-0.09513098746538162,0.1785896122455597,0.4080190658569336,0.0538504533469677,-0.16798456013202667,0.33183276653289795,0.376089870929718,-0.12178006768226624,-0.07854610681533813,-0.4585873484611511,-0.007411092519760132,-0.3366442620754242,0.16965025663375854,-0.2932536005973816,-0.08308095484972,0.35152673721313477,0.05985127389431,-0.36160582304000854,0.049742549657821655,-0.2751654386520386,0.2915398180484772,0.05737220495939255,0.02566908299922943,-0.024079211056232452,-0.008052408695220947,-0.03974876180291176,-0.023315995931625366,-0.008435502648353577,0.2619459629058838,-0.15932705998420715,-0.08229818940162659,0.10904312878847122,0.09980162978172302,-0.16822975873947144,0.2831171154975891,0.24277597665786743,-0.030133182182908058,-0.22746239602565765,0.37803298234939575",""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition$1",0,0.0019522062998316493,"axon-modelling-4.8.0","0.1673394739627838,0.1376783847808838,0.5475739240646362,-0.26600754261016846,-0.12588810920715332,-0.0689232349395752,0.14821147918701172,0.0017064660787582397,-0.22775672376155853,0.04139815270900726,-0.12681856751441956,-0.09086719900369644,0.054831765592098236,0.3063604235649109,0.23833346366882324,-0.1156105026602745,-0.06687656044960022,-0.04469781368970871,-0.1449364423751831,-0.15683601796627045,-0.3306066393852234,0.25456827878952026,0.04780394583940506,-0.23934176564216614,-0.35074663162231445,0.09885135293006897,0.3369923233985901,0.4199090600013733,0.04220157116651535,-0.03535907715559006,0.18938890099525452,-0.09433293342590332,-0.002866707742214203,0.14783716201782227,-0.02274436317384243,-0.029120244085788727,-0.5909924507141113,0.20853063464164734,-0.1863991618156433,0.06593094766139984,0.13406379520893097,0.24870243668556213,-0.4140106439590454,-0.08081579208374023,0.024356059730052948,0.40402093529701233,-0.05304452404379845,0.2939870357513428,-0.02694454789161682,-0.13492164015769958,-0.34050998091697693,-0.06519317626953125,0.3424464762210846,-0.024932175874710083,-0.2159787267446518,0.1200641617178917,0.29156625270843506,-0.01777571812272072,-0.10644035786390305,0.08286746591329575,0.2622418999671936,0.07243997603654861,0.10669031739234924,0.2854825258255005",""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition$MethodCreationPolicyHandlingMember",0,0.0019412732386266238,"axon-modelling-4.8.0","0.16959720849990845,0.13749435544013977,0.6016794443130493,-0.12036086618900299,-0.16725090146064758,-0.14556536078453064,0.1787225306034088,0.13796065747737885,-0.18148736655712128,0.11140397936105728,-0.09896628558635712,-0.07287232577800751,0.04455488175153732,0.317160427570343,0.308215469121933,-0.11478952318429947,-0.04365254566073418,-0.10376214981079102,-0.25728005170822144,-0.31453633308410645,-0.2867560088634491,0.27633023262023926,7.539615035057068e-05,-0.2472568303346634,-0.4020931124687195,-0.0529601164162159,0.35364729166030884,0.46869465708732605,-0.0010577847715467215,-0.14574985206127167,0.3159477114677429,0.10010278970003128,0.03426104411482811,0.10897678881883621,-0.2128165364265442,-0.1240333765745163,-0.5983747243881226,0.17646993696689606,-0.2089346945285797,-0.004175208508968353,0.18400269746780396,0.24860745668411255,-0.4812518358230591,-0.08194834738969803,-0.03866279125213623,0.3693898320198059,0.06667042523622513,0.31336483359336853,0.041322190314531326,-0.08623511344194412,-0.281879186630249,-0.00668051652610302,0.3579567074775696,0.1349199265241623,-0.16389261186122894,-0.001873374916613102,0.36080750823020935,-0.038334060460329056,-0.11790106445550919,0.039800167083740234,0.3284803032875061,0.05890493467450142,0.1009407714009285,0.26404938101768494",""
"org.axonframework.modelling.command.legacyjpa.GenericJpaRepository$Builder",1,0.001695036395172394,"axon-modelling-4.8.0","0.2693297266960144,0.1759914755821228,0.19519686698913574,0.2911767363548279,0.014871649444103241,0.34232017397880554,0.47419559955596924,0.2211320996284485,0.3249046504497528,0.16650299727916718,0.14162889122962952,0.24802574515342712,0.5574510097503662,0.11560320109128952,0.03409872204065323,-0.15011489391326904,0.12283249944448471,-0.03543488681316376,-0.31700360774993896,-0.07955487072467804,-0.04553733393549919,0.16312280297279358,-0.009182512760162354,0.019601840525865555,0.007593408226966858,-0.005556665360927582,0.4558269679546356,-0.2780458927154541,0.3963530659675598,-0.21224716305732727,-0.1110997423529625,0.2677812874317169,0.11038480699062347,0.3776722252368927,-0.362887442111969,-0.09325528144836426,0.24751770496368408,-0.07044072449207306,-0.27966660261154175,0.12634700536727905,0.1382225602865219,0.30191200971603394,0.42844057083129883,-0.03159955143928528,-0.018174201250076294,-0.44958508014678955,0.2780708074569702,-0.08128342777490616,0.19385668635368347,0.028577707707881927,0.03633219376206398,0.17843317985534668,-0.32419490814208984,0.03824983537197113,0.16640278697013855,0.016860514879226685,-0.24356520175933838,0.32483619451522827,0.044957734644412994,0.00635739229619503,-0.06540568172931671,-0.1072898805141449,0.009211037307977676,-0.11985962092876434",""
"org.axonframework.modelling.command.legacyjpa.GenericJpaRepository",1,0.0014519805734860573,"axon-modelling-4.8.0","0.2167387157678604,0.364242285490036,0.05268159508705139,0.4438425600528717,-0.2404937446117401,0.2978109121322632,0.39786863327026367,0.02542594075202942,0.1557103544473648,0.02613762766122818,0.016732020303606987,0.20099633932113647,0.3742409348487854,0.27536725997924805,0.1664552092552185,-0.1355057656764984,0.2614627480506897,-0.11669081449508667,-0.13277125358581543,-0.14275921881198883,-0.09899145364761353,0.06316392123699188,-0.03995707631111145,0.033397115767002106,0.02779291570186615,-0.14110919833183289,0.3782574534416199,-0.36906737089157104,0.26224765181541443,-0.1475919932126999,-0.1353689432144165,0.4262288212776184,-0.05948450788855553,0.19454830884933472,-0.316244900226593,-0.025388117879629135,0.1607031524181366,-0.09395059943199158,-0.21606385707855225,0.23883318901062012,0.16174259781837463,0.17662687599658966,0.2700597047805786,0.09283358603715897,0.096977598965168,-0.3990880250930786,0.09130619466304779,-0.03689194470643997,0.14081747829914093,0.2015010565519333,-0.007517445832490921,0.09284228831529617,-0.2911595106124878,0.16955044865608215,0.23930814862251282,-0.06318720430135727,-0.12273430824279785,0.14858035743236542,0.11315036565065384,0.03590865433216095,-0.14226026833057404,-0.32741066813468933,-0.02827388420701027,-0.10133492946624756",""
"org.axonframework.modelling.saga.ResourceInjector",2,0.004758089690551375,"axon-modelling-4.8.0","-0.05296318233013153,0.03868027776479721,0.1644478589296341,0.3723273277282715,0.004862421657890081,-0.2043977677822113,0.556328535079956,-0.08280126005411148,0.5742890238761902,0.13939930498600006,0.3059385120868683,0.014507248997688293,0.2245977520942688,0.21836303174495697,-0.37419593334198,-0.25702089071273804,0.06514640152454376,0.07167540490627289,0.00011137453839182854,-0.2122328281402588,-0.3368592858314514,0.11910299211740494,-0.07820851355791092,0.11189710348844528,0.005167059600353241,-0.15526342391967773,0.6914604902267456,-0.534267783164978,-0.07979558408260345,-0.21489346027374268,-0.33584338426589966,0.20870094001293182,0.14978079497814178,-0.2584950923919678,0.18339228630065918,0.19957013428211212,0.03133195638656616,-0.1353604942560196,-0.1314491182565689,-0.23441770672798157,-0.05178136005997658,0.056505635380744934,0.01895899325609207,-0.08287154138088226,0.19432412087917328,0.11435281485319138,0.48061734437942505,0.03354407101869583,0.21727323532104492,-0.3413379192352295,-0.07217837870121002,0.2097523808479309,0.003701835172250867,0.14863109588623047,-0.08905141055583954,-0.06984755396842957,-0.10270039737224579,-0.1910431683063507,0.4713454842567444,0.14566078782081604,0.10137005150318146,0.07180039584636688,-0.0073013706132769585,0.07511045038700104",""
"org.axonframework.modelling.saga.AbstractResourceInjector",3,0.004847281275148542,"axon-modelling-4.8.0","0.039396435022354126,-0.17782127857208252,-0.14016574621200562,0.18956348299980164,-0.029110580682754517,-0.18932878971099854,0.5877307653427124,0.026463160291314125,0.18205900490283966,0.35603582859039307,0.04967439919710159,-0.208818256855011,0.29995018243789673,0.1524377018213272,-0.37163856625556946,-0.2649252712726593,-0.022745393216609955,-0.08296768367290497,0.1953001767396927,-0.5285924673080444,-0.15210160613059998,0.22047461569309235,0.2385532259941101,0.1637808084487915,-0.11953867971897125,-0.31346815824508667,0.253104567527771,-0.2680146396160126,-0.22203809022903442,-0.09495032578706741,-0.061554085463285446,0.17087170481681824,-0.07749100029468536,-0.08587529510259628,-0.07096478343009949,0.26786941289901733,0.0378175713121891,0.012837041169404984,-0.1079547330737114,0.02257520705461502,-0.06472379714250565,0.14640328288078308,-0.1396656185388565,0.341841459274292,0.11968156695365906,0.08338706195354462,0.28857147693634033,-0.00840165838599205,0.13443037867546082,0.05235433951020241,0.0827847272157669,0.23151251673698425,-0.2156197428703308,0.32633358240127563,-0.0896575078368187,0.05553540587425232,0.07098372280597687,-0.016436006873846054,0.042803600430488586,-0.053282782435417175,0.11456716805696487,0.04037991166114807,-0.06706398725509644,0.18543151021003723",""
