"artifactName","deprecatedElement","numberOfElementsUsingDeprecatedElements","someElementsUsingDeprecatedElements","Source Cypher File: Java/Java_deprecated_element_usage.cypher"
"axon-eventsourcing-4.6.8","Method",1,"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder.validate",""
"axon-messaging-4.6.8","Method",20,"org.axonframework.eventhandling.scheduling.quartz.QuartzEventScheduler$Builder.validate,org.axonframework.deadline.quartz.QuartzDeadlineManager$Builder.validate,org.axonframework.deadline.SimpleDeadlineManager.schedule,org.axonframework.eventhandling.scheduling.quartz.QuartzEventScheduler$DirectEventJobDataBinder.fromJobData,org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore.updateToken,org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore.releaseClaim,org.axonframework.eventhandling.tokenstore.jdbc.GenericTokenTableFactory.createTable,org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore.claimToken,org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore.deleteToken,org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore.insertTokenEntry,org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore.select,org.axonframework.eventhandling.tokenstore.jdbc.JdbcTokenStore.readTokenEntry,org.axonframework.eventhandling.tokenstore.jdbc.Oracle11TokenTableFactory.createTable,org.axonframework.messaging.annotation.WrappedMessageHandlingMember.hasAnnotation,org.axonframework.queryhandling.annotation.MethodQueryMessageHandlerDefinition.wrapHandler,org.axonframework.messaging.annotation.WrappedMessageHandlingMember.annotationAttributes,org.axonframework.messaging.annotation.MessageHandlerInterceptorDefinition.wrapHandler,org.axonframework.eventhandling.replay.ReplayAwareMessageHandlerWrapper.wrapHandler,org.axonframework.deadline.annotation.DeadlineMethodMessageHandlerDefinition.wrapHandler",""
"axon-messaging-4.6.8","Class",7,"org.axonframework.serialization.JavaSerializer$Builder,org.axonframework.queryhandling.SimpleQueryUpdateEmitter,org.axonframework.queryhandling.QueryUpdateEmitter,org.axonframework.queryhandling.SimpleQueryBus,org.axonframework.queryhandling.QueryBus,org.axonframework.queryhandling.QueryGateway,org.axonframework.queryhandling.DefaultQueryGateway",""
"axon-modelling-4.6.8","Method",10,"org.axonframework.modelling.command.inspection.AbstractChildEntityDefinition.extractCommandHandlerRoutingKeys,org.axonframework.modelling.saga.repository.jdbc.JdbcSagaStore$Builder.validate,org.axonframework.modelling.saga.repository.jpa.JpaSagaStore$Builder.validate,org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory.doCreateModel,org.axonframework.modelling.saga.EndSagaMessageHandlerDefinition.wrapHandler,org.axonframework.modelling.command.inspection.ChildForwardingCommandMessageHandlingMember.hasAnnotation,org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition.wrapHandler,org.axonframework.modelling.command.inspection.ChildForwardingCommandMessageHandlingMember.annotationAttributes,org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition.wrapHandler,org.axonframework.modelling.saga.SagaMethodMessageHandlerDefinition.wrapHandler",""
"axon-test-4.6.8","Method",3,"org.axonframework.test.saga.FixtureExecutionResultImpl.expectNoScheduledDeadline,org.axonframework.test.aggregate.TestExecutor.whenTimeAdvancesTo,org.axonframework.test.aggregate.TestExecutor.whenTimeElapses",""
"axon-test-4.6.8","Class",1,"org.axonframework.test.aggregate.StubAggregateLifecycleRule$1",""
