"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.9.0",28,281,39,253,38.04,"org.axonframework.common,org.axonframework.messaging,org.axonframework.messaging.annotation,org.axonframework.eventhandling,org.axonframework.deadline","AxonNonTransientException,Message,ParameterResolver,Priority,ParameterResolverFactory",""
"axon-modelling-4.9.0",9,52,6,49,26.53,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga.repository","Aggregate,ApplyMore,AggregateLifecycle,RepositoryProvider,AggregateModel",""
"axon-eventsourcing-4.9.0",3,14,4,26,34.62,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing.eventstore.jpa","EventSourcedAggregate,AggregateFactory,EventStore,EventStoreException,DomainEventStream",""
"axon-disruptor-4.9.0",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
