"artifact","all","public","min","max","average","percentile25","percentile50","percentile75","percentile90","Source Cypher File: Visibility/Global_relative_visibility_statistics_for_types.cypher"
"axon-configuration-4.10.1",41,28,0.6829268292682927,0.6829268292682927,0.6829268292682927,0.6829268292682927,0.6829268292682927,0.6829268292682927,0.6829268292682927,""
"axon-disruptor-4.10.1",22,9,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,""
"axon-eventsourcing-4.10.1",133,98,0.5,1,0.7718040621266427,0.6129032258064516,0.7857142857142857,1,1,""
"axon-messaging-4.10.1",787,645,0.13636363636363635,1,0.8671467982745918,0.75,0.9736842105263157,1,1,""
"axon-modelling-4.10.1",158,135,0.5,1,0.8033516483516483,0.7374999999999999,0.8131868131868132,0.8892857142857143,1,""
"axon-server-connector-4.10.1",132,103,0.42857142857142855,1,0.8585391039936495,0.7846153846153847,0.9090909090909091,1,1,""
"axon-spring-boot-autoconfigure-4.10.1",75,68,0.7931034482758621,1,0.9547892720306513,1,1,1,1,""
"axon-test-4.10.1",87,65,0.47368421052631576,1,0.7810855263157894,0.65,0.775,0.96875,1,""
"axon-tracing-opentelemetry-4.10.1",5,5,1,1,1,1,1,1,1,""
