"artifactName","fullQualifiedPackageName","packageName","distance","abstractness","instability","typesInPackage","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability.cypher"
"axon-messaging-4.6.8","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.375,0.0,0.625,7,""
"axon-messaging-4.6.8","org.axonframework.messaging.annotation","annotation",0.37195484254307787,0.27450980392156865,0.35353535353535354,51,""
"axon-messaging-4.6.8","org.axonframework.util","util",0.33333333333333337,0.0,0.6666666666666666,3,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.async","async",0.31666666666666665,0.13333333333333333,0.55,15,""
"axon-messaging-4.6.8","org.axonframework.common","common",0.3023809523809523,0.6428571428571429,0.05476190476190476,28,""
"axon-messaging-4.6.8","org.axonframework.messaging.correlation","correlation",0.30000000000000004,0.25,0.45,4,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.snapshotting","snapshotting",0.2857142857142858,0.3333333333333333,0.38095238095238093,3,""
"axon-messaging-4.6.8","org.axonframework.common.property","property",0.27192982456140347,0.3333333333333333,0.39473684210526316,9,""
"axon-messaging-4.6.8","org.axonframework.messaging","messaging",0.27102177554438867,0.6,0.12897822445561138,35,""
"axon-messaging-4.6.8","org.axonframework.commandhandling","commandhandling",0.27032469166876416,0.3793103448275862,0.35036496350364965,29,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.gateway","gateway",0.2562500000000001,0.6,0.65625,5,""
"axon-configuration-4.6.8","org.axonframework.config","config",0.22372031412621807,0.4358974358974359,0.7878228782287823,39,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.tokenstore.jpa","jpa",0.21875,0.0,0.78125,4,""
"axon-messaging-4.6.8","org.axonframework.common.annotation","annotation",0.21333333333333337,0.6666666666666666,0.12,3,""
"axon-messaging-4.6.8","org.axonframework.common.caching","caching",0.19298245614035092,0.3333333333333333,0.47368421052631576,12,""
"axon-messaging-4.6.8","org.axonframework.lifecycle","lifecycle",0.19166666666666665,0.6,0.20833333333333334,10,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.scheduling","scheduling",0.19047619047619047,0.6666666666666666,0.14285714285714285,3,""
"axon-disruptor-4.6.8","org.axonframework.disruptor.commandhandling","commandhandling",0.18371212121212122,0.045454545454545456,0.7708333333333334,22,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0.18181818181818177,0.0,0.8181818181818182,2,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0.17979797979797985,0.1111111111111111,0.7090909090909091,9,""
"axon-messaging-4.6.8","org.axonframework.eventhandling","eventhandling",0.1795562320707218,0.41935483870967744,0.4010889292196007,93,""
"axon-messaging-4.6.8","org.axonframework.common.jdbc","jdbc",0.1771689497716895,0.4666666666666667,0.3561643835616438,15,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.deadletter","deadletter",0.17647058823529416,0.0,0.8235294117647058,4,""
"axon-messaging-4.6.8","org.axonframework.serialization.json","json",0.17500000000000004,0.0,0.825,7,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.scheduling.java","java",0.1724137931034483,0.0,0.8275862068965517,4,""
"axon-messaging-4.6.8","org.axonframework.messaging.responsetypes","responsetypes",0.17045454545454541,0.375,0.45454545454545453,8,""
"axon-messaging-4.6.8","org.axonframework.messaging.deadletter","deadletter",0.16674769081186191,0.4117647058823529,0.4214876033057851,17,""
"axon-messaging-4.6.8","org.axonframework.commandhandling.gateway","gateway",0.1504715047150471,0.2222222222222222,0.6273062730627307,36,""
"axon-messaging-4.6.8","org.axonframework.serialization.upcasting","upcasting",0.14583333333333348,0.8333333333333334,0.3125,6,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga.repository","repository",0.1456140350877193,0.26666666666666666,0.5877192982456141,15,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga.repository.jdbc","jdbc",0.13888888888888884,0.1111111111111111,0.75,9,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga.repository.jpa","jpa",0.13214285714285712,0.14285714285714285,0.725,7,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.conflictresolution","conflictresolution",0.12529550827423153,0.4444444444444444,0.6808510638297872,9,""
"axon-messaging-4.6.8","org.axonframework.queryhandling.annotation","annotation",0.125,0.25,0.875,4,""
"axon-messaging-4.6.8","org.axonframework.deadline","deadline",0.11880341880341883,0.3,0.5811965811965812,10,""
"axon-messaging-4.6.8","org.axonframework.messaging.interceptors","interceptors",0.11858974358974361,0.375,0.7435897435897436,8,""
"axon-messaging-4.6.8","org.axonframework.deadline.annotation","annotation",0.11428571428571432,0.4,0.7142857142857143,5,""
"axon-test-4.6.8","org.axonframework.test.saga","saga",0.10701754385964901,0.3333333333333333,0.7736842105263158,21,""
"axon-messaging-4.6.8","org.axonframework.common.stream","stream",0.09523809523809534,0.6666666666666666,0.23809523809523808,3,""
"axon-messaging-4.6.8","org.axonframework.serialization.upcasting.event","event",0.08888888888888902,0.5,0.5888888888888889,12,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0.08823529411764708,0.21428571428571427,0.6974789915966386,14,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.deadletter.jpa","jpa",0.08401084010840099,0.1111111111111111,0.8048780487804879,9,""
"axon-messaging-4.6.8","org.axonframework.deadline.quartz","quartz",0.08196721311475408,0.0,0.9180327868852459,4,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga.metamodel","metamodel",0.0714285714285714,0.5,0.5714285714285714,4,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.0714285714285714,0.0,0.9285714285714286,2,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga","saga",0.0703389830508474,0.4,0.5296610169491526,30,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing","eventsourcing",0.06671415004748338,0.28205128205128205,0.6512345679012346,39,""
"axon-messaging-4.6.8","org.axonframework.queryhandling","queryhandling",0.06630434782608696,0.325,0.6086956521739131,40,""
"axon-messaging-4.6.8","org.axonframework.commandhandling.distributed","distributed",0.06525496974935185,0.34615384615384615,0.7191011235955056,26,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.eventstore","eventstore",0.0518777082330284,0.3548387096774194,0.5932835820895522,31,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.replay","replay",0.050000000000000044,0.2,0.75,10,""
"axon-modelling-4.6.8","org.axonframework.modelling.command","command",0.0494886949995309,0.43137254901960786,0.5191387559808612,51,""
"axon-test-4.6.8","org.axonframework.test.eventscheduler","eventscheduler",0.040000000000000036,0.4,0.64,5,""
"axon-test-4.6.8","org.axonframework.test.utils","utils",0.036363636363636376,0.4,0.6363636363636364,5,""
"axon-test-4.6.8","org.axonframework.test.deadline","deadline",0.02777777777777779,0.25,0.7222222222222222,4,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.scheduling.quartz","quartz",0.0185185185185186,0.16666666666666666,0.8148148148148148,6,""
"axon-modelling-4.6.8","org.axonframework.modelling.command.inspection","inspection",0.014238952536824723,0.34615384615384615,0.6680851063829787,26,""
"axon-test-4.6.8","org.axonframework.test.aggregate","aggregate",0.012354830738818823,0.15789473684210525,0.8544600938967136,19,""
"axon-messaging-4.6.8","org.axonframework.queryhandling.registration","registration",0.009090909090909038,0.4,0.5909090909090909,5,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.008241758241758212,0.14285714285714285,0.8653846153846154,7,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.pooled","pooled",0.0024271844660194164,0.25,0.7475728155339806,20,""
"axon-messaging-4.6.8","org.axonframework.tracing.attributes","attributes",0.0,0.0,1.0,6,""
"axon-messaging-4.6.8","org.axonframework.serialization.converters","converters",0.0,0.0,1.0,5,""
"axon-messaging-4.6.8","org.axonframework.eventhandling.interceptors","interceptors",0.0,0.0,1.0,1,""
