"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.common.property.PropertyAccessStrategy","PropertyAccessStrategy","embeddingsHashGNN","1.0825317353010178,0.6495190411806107,0.21650634706020355,0.21650634706020355,0.21650634706020355,0.21650634706020355,0,1.0825317353010178,-0.4330126941204071,-0.4330126941204071,0.8660253882408142,0.21650634706020355,-0.8660253882408142,1.2990380823612213,0.6495190411806107,0,0,-0.8660253882408142,0,-1.0825317353010178,0.6495190411806107,1.5155444294214249,-0.21650634706020355,1.5155444294214249,0,0.4330126941204071,-1.0825317353010178,-0.6495190411806107,0,-0.8660253882408142,0.8660253882408142,0.21650634706020355,-1.0825317353010178,1.5155444294214249,-0.21650634706020355,0.4330126941204071,-0.6495190411806107,-0.21650634706020355,-1.2990380823612213,0.4330126941204071,-1.0825317353010178,-0.21650634706020355,0,1.0825317353010178,0.21650634706020355,-0.6495190411806107,-0.4330126941204071,1.5155444294214249,0.21650634706020355,0.4330126941204071,0,1.0825317353010178,-0.8660253882408142,1.5155444294214249,0.8660253882408142,0.6495190411806107,0,0.4330126941204071,-0.21650634706020355,0,-0.6495190411806107,0,-0.6495190411806107,2.381569817662239",""
"org.axonframework.common.property.Property","Property","embeddingsHashGNN","1.2990380823612213,0.4330126941204071,-0.4330126941204071,0,-0.6495190411806107,0.6495190411806107,0.6495190411806107,0.6495190411806107,-1.0825317353010178,-0.4330126941204071,1.2990380823612213,0.21650634706020355,-1.0825317353010178,1.2990380823612213,0.4330126941204071,0.21650634706020355,0.4330126941204071,-0.8660253882408142,-0.6495190411806107,-1.7320507764816284,0.4330126941204071,1.5155444294214249,0.21650634706020355,1.7320507764816284,-0.21650634706020355,0.8660253882408142,-0.8660253882408142,-1.2990380823612213,-0.4330126941204071,-0.4330126941204071,0.6495190411806107,0,-1.5155444294214249,0.8660253882408142,-0.21650634706020355,-0.21650634706020355,-1.2990380823612213,0.4330126941204071,-1.5155444294214249,0.4330126941204071,-0.21650634706020355,-0.4330126941204071,0,1.0825317353010178,0,-0.6495190411806107,-0.8660253882408142,1.5155444294214249,0.6495190411806107,0.6495190411806107,0.21650634706020355,1.7320507764816284,-0.6495190411806107,1.5155444294214249,0.4330126941204071,0.8660253882408142,0,-0.4330126941204071,-0.6495190411806107,-0.4330126941204071,-1.0825317353010178,-0.21650634706020355,-1.0825317353010178,1.948557123541832",""
"org.axonframework.common.property.UniformPropertyAccessStrategy","UniformPropertyAccessStrategy","embeddingsHashGNN","0.4330126941204071,0,0.21650634706020355,-0.21650634706020355,0.21650634706020355,-0.4330126941204071,0.21650634706020355,-0.21650634706020355,-0.4330126941204071,0.21650634706020355,0.4330126941204071,0.21650634706020355,0.21650634706020355,0,0.4330126941204071,0,-0.21650634706020355,-0.4330126941204071,0.4330126941204071,-0.6495190411806107,-0.21650634706020355,0,-0.6495190411806107,0,0,1.5155444294214249,-0.6495190411806107,-0.8660253882408142,-0.21650634706020355,0.21650634706020355,-0.21650634706020355,0.21650634706020355,-0.4330126941204071,0.8660253882408142,0,0.4330126941204071,-0.6495190411806107,0,-1.2990380823612213,0,0.8660253882408142,-0.21650634706020355,0,0.6495190411806107,0.21650634706020355,-0.4330126941204071,-0.6495190411806107,0,0.8660253882408142,0.21650634706020355,0.21650634706020355,0.21650634706020355,-0.21650634706020355,-0.4330126941204071,-0.4330126941204071,0,0.4330126941204071,0.4330126941204071,-0.4330126941204071,0.21650634706020355,-0.4330126941204071,0.6495190411806107,-0.6495190411806107,0.4330126941204071",""
"org.axonframework.common.property.AbstractMethodPropertyAccessStrategy","AbstractMethodPropertyAccessStrategy","embeddingsHashGNN","0.6495190411806107,0,-0.4330126941204071,-0.8660253882408142,0,0.21650634706020355,0.21650634706020355,0,-0.6495190411806107,-0.4330126941204071,0.6495190411806107,0.21650634706020355,-0.8660253882408142,0.4330126941204071,0.6495190411806107,0,-0.6495190411806107,-0.6495190411806107,0.4330126941204071,-1.7320507764816284,-0.6495190411806107,1.0825317353010178,-0.4330126941204071,1.0825317353010178,0.21650634706020355,1.7320507764816284,-0.6495190411806107,-0.8660253882408142,-0.6495190411806107,0,0,0.21650634706020355,-0.6495190411806107,1.5155444294214249,-0.6495190411806107,0.4330126941204071,-0.21650634706020355,-0.4330126941204071,-1.2990380823612213,0,0.4330126941204071,-1.0825317353010178,0.21650634706020355,0.21650634706020355,0,-0.8660253882408142,-0.8660253882408142,0.6495190411806107,0.6495190411806107,0.6495190411806107,0.6495190411806107,0.21650634706020355,-0.21650634706020355,-0.21650634706020355,0.6495190411806107,0.4330126941204071,0.6495190411806107,-0.4330126941204071,-0.8660253882408142,0,-0.6495190411806107,0.4330126941204071,-0.8660253882408142,1.5155444294214249",""
"org.axonframework.common.property.BeanPropertyAccessStrategy","BeanPropertyAccessStrategy","embeddingsHashGNN","0.4330126941204071,0,0.21650634706020355,-0.21650634706020355,0.21650634706020355,-0.4330126941204071,0.21650634706020355,-0.21650634706020355,-0.4330126941204071,0.21650634706020355,0.4330126941204071,0.21650634706020355,0.21650634706020355,0,0.4330126941204071,0,-0.21650634706020355,-0.4330126941204071,0.4330126941204071,-0.6495190411806107,-0.21650634706020355,0,-0.6495190411806107,0,0,1.5155444294214249,-0.6495190411806107,-0.8660253882408142,-0.21650634706020355,0.21650634706020355,-0.21650634706020355,0.21650634706020355,-0.4330126941204071,0.8660253882408142,0,0.4330126941204071,-0.6495190411806107,0,-1.2990380823612213,0,0.8660253882408142,-0.21650634706020355,0,0.6495190411806107,0.21650634706020355,-0.4330126941204071,-0.6495190411806107,0,0.8660253882408142,0.21650634706020355,0.21650634706020355,0.21650634706020355,-0.21650634706020355,-0.4330126941204071,-0.4330126941204071,0,0.4330126941204071,0.4330126941204071,-0.4330126941204071,0.21650634706020355,-0.4330126941204071,0.6495190411806107,-0.6495190411806107,0.4330126941204071",""
"org.axonframework.common.property.DirectPropertyAccessStrategy","DirectPropertyAccessStrategy","embeddingsHashGNN","0.6495190411806107,0.6495190411806107,-0.4330126941204071,-1.0825317353010178,0,0,0.21650634706020355,0.8660253882408142,-0.6495190411806107,-0.21650634706020355,0.4330126941204071,0.21650634706020355,-0.6495190411806107,-0.21650634706020355,0.4330126941204071,0.21650634706020355,-0.8660253882408142,-0.8660253882408142,0.6495190411806107,-1.2990380823612213,0.21650634706020355,1.2990380823612213,-0.6495190411806107,0.6495190411806107,0.4330126941204071,1.5155444294214249,0.21650634706020355,-0.6495190411806107,0,-0.21650634706020355,0,0.21650634706020355,-0.6495190411806107,1.2990380823612213,-0.4330126941204071,0.6495190411806107,0,-0.6495190411806107,-1.2990380823612213,-0.21650634706020355,0.21650634706020355,-0.4330126941204071,0,0.21650634706020355,0.4330126941204071,-0.4330126941204071,-0.8660253882408142,0.21650634706020355,0.4330126941204071,0.6495190411806107,0.4330126941204071,0.4330126941204071,-0.4330126941204071,-0.21650634706020355,0.4330126941204071,-0.4330126941204071,0.21650634706020355,0.21650634706020355,-0.4330126941204071,0.21650634706020355,-0.4330126941204071,0.21650634706020355,-0.4330126941204071,1.5155444294214249",""
"org.axonframework.common.property.DirectlyAccessedProperty","DirectlyAccessedProperty","embeddingsHashGNN","1.0825317353010178,0.6495190411806107,0,-0.6495190411806107,-0.4330126941204071,0.21650634706020355,0.4330126941204071,-0.21650634706020355,-1.2990380823612213,-0.4330126941204071,1.948557123541832,0.4330126941204071,-0.21650634706020355,0,0,0.21650634706020355,-0.6495190411806107,-0.4330126941204071,0.6495190411806107,-1.5155444294214249,0.6495190411806107,0.8660253882408142,-0.4330126941204071,-0.21650634706020355,0.4330126941204071,1.0825317353010178,0.8660253882408142,-1.0825317353010178,0.6495190411806107,-0.21650634706020355,-0.21650634706020355,0,-0.4330126941204071,0,0.21650634706020355,0.4330126941204071,0,-0.8660253882408142,-1.2990380823612213,0,0,-0.21650634706020355,0.21650634706020355,0.21650634706020355,0.21650634706020355,-0.4330126941204071,-0.8660253882408142,0,1.0825317353010178,0.21650634706020355,0.21650634706020355,0.4330126941204071,-0.8660253882408142,0.21650634706020355,-0.21650634706020355,-0.4330126941204071,-1.0825317353010178,0,-0.6495190411806107,0.21650634706020355,0,0,-1.0825317353010178,1.0825317353010178",""
"org.axonframework.messaging.annotation.HandlerDefinition","HandlerDefinition","embeddingsHashGNN","2.1650634706020355,-0.6495190411806107,-1.0825317353010178,-0.8660253882408142,-1.7320507764816284,0.21650634706020355,-0.8660253882408142,-0.8660253882408142,-1.948557123541832,-1.7320507764816284,1.948557123541832,0.8660253882408142,-1.2990380823612213,0.6495190411806107,-1.0825317353010178,-0.21650634706020355,0,-0.8660253882408142,0.4330126941204071,-1.0825317353010178,0.6495190411806107,-0.21650634706020355,-0.4330126941204071,1.2990380823612213,-0.8660253882408142,1.5155444294214249,0.6495190411806107,0.8660253882408142,-0.21650634706020355,-1.2990380823612213,2.381569817662239,-0.8660253882408142,-1.0825317353010178,0.4330126941204071,1.5155444294214249,-0.8660253882408142,-0.6495190411806107,0,-0.6495190411806107,0,0.8660253882408142,1.2990380823612213,0.21650634706020355,0.8660253882408142,0.21650634706020355,-1.0825317353010178,-0.6495190411806107,-0.4330126941204071,0.21650634706020355,2.5980761647224426,-0.8660253882408142,0.6495190411806107,0.4330126941204071,0.6495190411806107,1.948557123541832,0.4330126941204071,-1.0825317353010178,-0.21650634706020355,0,1.2990380823612213,0,1.2990380823612213,0.8660253882408142,0.21650634706020355",""
"org.axonframework.messaging.annotation.MessageHandlingMember","MessageHandlingMember","embeddingsHashGNN","1.7320507764816284,-0.21650634706020355,0,-0.4330126941204071,-2.381569817662239,0,0.21650634706020355,-1.0825317353010178,-1.948557123541832,0,0.8660253882408142,0.8660253882408142,0,0.8660253882408142,1.5155444294214249,0.4330126941204071,0.6495190411806107,0,0.4330126941204071,0.6495190411806107,0.8660253882408142,0.21650634706020355,-0.8660253882408142,-0.8660253882408142,-0.8660253882408142,0.6495190411806107,-1.2990380823612213,0.4330126941204071,0.8660253882408142,-0.21650634706020355,1.0825317353010178,-0.6495190411806107,-1.0825317353010178,-0.21650634706020355,0.6495190411806107,-1.0825317353010178,-1.0825317353010178,0.4330126941204071,-1.0825317353010178,1.0825317353010178,0.8660253882408142,0,1.5155444294214249,2.5980761647224426,0.21650634706020355,-1.0825317353010178,-1.2990380823612213,0.6495190411806107,-0.21650634706020355,2.1650634706020355,-1.7320507764816284,1.5155444294214249,0.21650634706020355,0.6495190411806107,1.0825317353010178,0.8660253882408142,-1.0825317353010178,0.6495190411806107,0,1.7320507764816284,-0.6495190411806107,0.4330126941204071,-0.6495190411806107,0",""
"org.axonframework.messaging.annotation.ParameterResolverFactory","ParameterResolverFactory","embeddingsHashGNN","2.1650634706020355,-0.6495190411806107,-1.948557123541832,-1.2990380823612213,-0.8660253882408142,-0.21650634706020355,-0.21650634706020355,-2.5980761647224426,-2.381569817662239,-1.7320507764816284,1.7320507764816284,0.6495190411806107,-2.1650634706020355,0.8660253882408142,0.4330126941204071,1.2990380823612213,0.6495190411806107,-1.948557123541832,0,0,-0.4330126941204071,0.4330126941204071,0.4330126941204071,0.4330126941204071,-1.0825317353010178,0,0.21650634706020355,1.5155444294214249,-0.4330126941204071,0,2.814582511782646,-1.7320507764816284,-1.5155444294214249,-0.4330126941204071,2.381569817662239,-0.8660253882408142,-0.6495190411806107,0.4330126941204071,-1.5155444294214249,-0.21650634706020355,0.6495190411806107,1.0825317353010178,1.0825317353010178,-0.4330126941204071,1.0825317353010178,-1.0825317353010178,0,0.21650634706020355,-0.21650634706020355,2.5980761647224426,-0.4330126941204071,0.4330126941204071,0,0,2.381569817662239,0.4330126941204071,-0.4330126941204071,-0.6495190411806107,0.4330126941204071,1.2990380823612213,0.6495190411806107,-0.21650634706020355,0.4330126941204071,0.8660253882408142",""
