"artifactName","dependentArtifactName","packageName","dependentPackage.fqn","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNames","Source Cypher File: Package_Usage/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga","org.axonframework.common",8,28,0.2857142857142857,"org.axonframework.common.AxonConfigurationException,org.axonframework.common.Assert,org.axonframework.common.AxonTransientException,org.axonframework.common.IdentifierFactory,org.axonframework.common.ReflectionUtils,org.axonframework.common.AxonException,org.axonframework.common.BuilderUtils,org.axonframework.common.AxonNonTransientException",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.common",8,28,0.2857142857142857,"org.axonframework.common.AxonConfigurationException,org.axonframework.common.Assert,org.axonframework.common.IdentifierFactory,org.axonframework.common.ReflectionUtils,org.axonframework.common.BuilderUtils,org.axonframework.common.AxonThreadFactory,org.axonframework.common.Priority,org.axonframework.common.Registration",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.serialization.xml",2,7,0.2857142857142857,"org.axonframework.serialization.xml.XStreamSerializer$Builder,org.axonframework.serialization.xml.XStreamSerializer",""
"axon-configuration-4.8.0","axon-modelling-4.8.0","org.axonframework.config","org.axonframework.modelling.saga.repository.jpa",2,7,0.2857142857142857,"org.axonframework.modelling.saga.repository.jpa.JpaSagaStore,org.axonframework.modelling.saga.repository.jpa.JpaSagaStore$Builder",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.deadline",3,10,0.3,"org.axonframework.deadline.SimpleDeadlineManager,org.axonframework.deadline.DeadlineManager,org.axonframework.deadline.SimpleDeadlineManager$Builder",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.deadline","org.axonframework.deadline",3,10,0.3,"org.axonframework.deadline.DeadlineMessage,org.axonframework.deadline.DeadlineManager,org.axonframework.deadline.GenericDeadlineMessage",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.queryhandling",13,42,0.30952380952380953,"org.axonframework.queryhandling.DefaultQueryGateway$Builder,org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler,org.axonframework.queryhandling.DefaultQueryGateway,org.axonframework.queryhandling.SubscriptionQueryUpdateMessage,org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder,org.axonframework.queryhandling.QueryInvocationErrorHandler,org.axonframework.queryhandling.SimpleQueryBus,org.axonframework.queryhandling.SimpleQueryUpdateEmitter$Builder,org.axonframework.queryhandling.SimpleQueryBus$Builder,org.axonframework.queryhandling.QueryBus,org.axonframework.queryhandling.QueryGateway,org.axonframework.queryhandling.QueryUpdateEmitter,org.axonframework.queryhandling.SimpleQueryUpdateEmitter",""
"axon-disruptor-4.8.0","axon-messaging-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.commandhandling",9,29,0.3103448275862069,"org.axonframework.commandhandling.DuplicateCommandHandlerResolver,org.axonframework.commandhandling.CommandMessage,org.axonframework.commandhandling.CommandCallback,org.axonframework.commandhandling.MonitorAwareCallback,org.axonframework.commandhandling.CommandBus,org.axonframework.commandhandling.GenericCommandResultMessage,org.axonframework.commandhandling.CommandResultMessage,org.axonframework.commandhandling.DuplicateCommandHandlerResolution,org.axonframework.commandhandling.NoHandlerForCommandException",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.common",9,28,0.32142857142857145,"org.axonframework.common.ObjectUtils,org.axonframework.common.AxonConfigurationException,org.axonframework.common.Assert,org.axonframework.common.AxonTransientException,org.axonframework.common.ReflectionUtils,org.axonframework.common.AxonException,org.axonframework.common.BuilderUtils,org.axonframework.common.AxonNonTransientException,org.axonframework.common.Registration",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga","org.axonframework.common.annotation",1,3,0.3333333333333333,"org.axonframework.common.annotation.AnnotationUtils",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.inspection","org.axonframework.common.annotation",1,3,0.3333333333333333,"org.axonframework.common.annotation.AnnotationUtils",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.common.annotation",1,3,0.3333333333333333,"org.axonframework.common.annotation.AnnotationUtils",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.common.annotation",1,3,0.3333333333333333,"org.axonframework.common.annotation.AnnotationUtils",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.common.jdbc",6,18,0.3333333333333333,"org.axonframework.common.jdbc.JdbcUtils,org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter,org.axonframework.common.jdbc.PersistenceExceptionResolver,org.axonframework.common.jdbc.Oracle11Utils,org.axonframework.common.jdbc.JdbcUtils$SqlFunction,org.axonframework.common.jdbc.ConnectionProvider",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore","org.axonframework.common.stream",1,3,0.3333333333333333,"org.axonframework.common.stream.BlockingStream",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.common.stream",1,3,0.3333333333333333,"org.axonframework.common.stream.BlockingStream",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.aggregate","org.axonframework.common.stream",1,3,0.3333333333333333,"org.axonframework.common.stream.BlockingStream",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.eventhandling.scheduling",1,3,0.3333333333333333,"org.axonframework.eventhandling.scheduling.EventScheduler",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.monitoring",2,6,0.3333333333333333,"org.axonframework.monitoring.MessageMonitor,org.axonframework.monitoring.NoOpMessageMonitor",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.util",1,3,0.3333333333333333,"org.axonframework.util.HandlerTypeResolver",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.messaging.deadletter",7,19,0.3684210526315789,"org.axonframework.messaging.deadletter.EnqueuePolicy,org.axonframework.messaging.deadletter.EnqueueDecision,org.axonframework.messaging.deadletter.SequencedDeadLetterQueue,org.axonframework.messaging.deadletter.Decisions,org.axonframework.messaging.deadletter.DeadLetter,org.axonframework.messaging.deadletter.SequencedDeadLetterProcessor,org.axonframework.messaging.deadletter.ThrowableCause",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.common.lock",5,11,0.45454545454545453,"org.axonframework.common.lock.LockFactory,org.axonframework.common.lock.NoOpLock,org.axonframework.common.lock.Lock,org.axonframework.common.lock.PessimisticLockFactory,org.axonframework.common.lock.NullLockFactory",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.common.transaction",2,4,0.5,"org.axonframework.common.transaction.NoTransactionManager,org.axonframework.common.transaction.TransactionManager",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing","org.axonframework.common.transaction",2,4,0.5,"org.axonframework.common.transaction.NoTransactionManager,org.axonframework.common.transaction.TransactionManager",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.eventhandling.deadletter",2,4,0.5,"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$Builder,org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.eventhandling.tokenstore.inmemory",1,2,0.5,"org.axonframework.eventhandling.tokenstore.inmemory.InMemoryTokenStore",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.eventhandling.tokenstore.jpa",2,4,0.5,"org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore$Builder,org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.messaging.correlation",2,4,0.5,"org.axonframework.messaging.correlation.MessageOriginProvider,org.axonframework.messaging.correlation.CorrelationDataProvider",""
"axon-disruptor-4.8.0","axon-messaging-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.monitoring",3,6,0.5,"org.axonframework.monitoring.MessageMonitor$MonitorCallback,org.axonframework.monitoring.MessageMonitor,org.axonframework.monitoring.NoOpMessageMonitor",""
"axon-test-4.8.0","axon-modelling-4.8.0","org.axonframework.test.saga","org.axonframework.modelling.saga.repository.inmemory",1,2,0.5,"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",""
"axon-configuration-4.8.0","axon-modelling-4.8.0","org.axonframework.config","org.axonframework.modelling.saga.repository.inmemory",1,2,0.5,"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",""
"axon-disruptor-4.8.0","axon-messaging-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.messaging.unitofwork",8,14,0.5714285714285714,"org.axonframework.messaging.unitofwork.UnitOfWork$Phase,org.axonframework.messaging.unitofwork.ExecutionResult,org.axonframework.messaging.unitofwork.UnitOfWork,org.axonframework.messaging.unitofwork.RollbackConfiguration,org.axonframework.messaging.unitofwork.AbstractUnitOfWork,org.axonframework.messaging.unitofwork.RollbackConfigurationType,org.axonframework.messaging.unitofwork.MessageProcessingContext,org.axonframework.messaging.unitofwork.CurrentUnitOfWork",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.eventhandling.gateway",3,5,0.6,"org.axonframework.eventhandling.gateway.DefaultEventGateway,org.axonframework.eventhandling.gateway.EventGateway,org.axonframework.eventhandling.gateway.DefaultEventGateway$Builder",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.lifecycle",6,10,0.6,"org.axonframework.lifecycle.StartHandler,org.axonframework.lifecycle.ShutdownHandler,org.axonframework.lifecycle.Lifecycle,org.axonframework.lifecycle.LifecycleHandlerInvocationException,org.axonframework.lifecycle.Lifecycle$LifecycleHandler,org.axonframework.lifecycle.Lifecycle$LifecycleRegistry",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.eventscheduler","org.axonframework.eventhandling.scheduling",2,3,0.6666666666666666,"org.axonframework.eventhandling.scheduling.EventScheduler,org.axonframework.eventhandling.scheduling.ScheduleToken",""
"axon-configuration-4.8.0","axon-eventsourcing-4.8.0","org.axonframework.config","org.axonframework.eventsourcing.snapshotting",3,3,1,"org.axonframework.eventsourcing.snapshotting.SnapshotFilter,org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter,org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter$Builder",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.common.io",1,1,1,"org.axonframework.common.io.IOUtils",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore","org.axonframework.common.io",1,1,1,"org.axonframework.common.io.IOUtils",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.common.io",1,1,1,"org.axonframework.common.io.IOUtils",""
