"memberName","spread","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_6c_Cost_effective_Lazy_Forward_CELF_Stream.cypher"
"/axon-configuration-4.8.2.jar",1.71,0,4,""
"/axon-test-4.8.2.jar",1.17,0,3,""
"/axon-disruptor-4.8.2.jar",0.9199999999999999,1,3,""
"/axon-eventsourcing-4.8.2.jar",0.8100000000000005,3,2,""
"/axon-modelling-4.8.2.jar",0.7299999999999995,4,1,""
