"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_3c_Page_Rank_Stream.cypher"
"org.axonframework.messaging.MessageDecorator",0.0025880877301122443,5,4,""
"org.axonframework.serialization.Revision",0.0025776096449352122,2,,""
"org.axonframework.messaging.Scope",0.002565699910560602,4,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.GenericTokenTableFactory",0.0025649851849503928,1,2,""
"org.axonframework.test.server.AxonServerContainerUtils",0.0025649851849503928,1,1,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventConsumer",0.002555846674995859,3,7,""
"org.axonframework.serialization.SerializationException",0.0025469280029154404,4,1,""
"org.axonframework.serialization.ChainedConverter$Route",0.002538765875035397,2,3,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler$Builder",0.0025344530626485846,2,9,""
"org.axonframework.commandhandling.gateway.ExponentialBackOffIntervalRetryScheduler$Builder",0.002531125173698524,1,3,""
"org.axonframework.commandhandling.gateway.IntervalRetryScheduler$Builder",0.002531125173698524,1,3,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1",0.002530264156566307,5,1,""
"org.axonframework.commandhandling.gateway.NonTransientExceptionClassesPredicate",0.002527367892058383,1,,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcDeadLetter",0.002526534314335936,4,7,""
"org.axonframework.common.transaction.NoTransactionManager$1",0.002520248508259781,1,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",0.0025188048660969766,3,7,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1",0.002510298779270403,5,1,""
"org.axonframework.eventhandling.gateway.AbstractEventGateway$Builder",0.0025059074993697725,3,4,""
"org.axonframework.commandhandling.distributed.UnresolvedRoutingKeyPolicy",0.002502289764604468,5,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",0.002500916450191809,3,2,""
"org.axonframework.serialization.AbstractXStreamSerializer$Builder",0.002473786883125476,3,6,""
"org.axonframework.messaging.SubscribableMessageSource",0.0024697542433967886,5,2,""
"org.axonframework.messaging.annotation.ResultParameterResolverFactory$1",0.0024645143261186296,2,1,""
"org.axonframework.config.EventProcessingConfiguration",0.0024483375980360288,5,16,""
"org.axonframework.messaging.interceptors.MessageHandlerInterceptor",0.0024324827401247242,3,2,""
"org.axonframework.eventhandling.replay.ResetContext",0.002430988807899887,3,1,""
"org.axonframework.messaging.annotation.ScopeDescriptorParameterResolverFactory$ScopeDescriptorParameterResolver",0.002427027484019652,1,6,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler",0.002425732963979514,8,27,""
"org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter$Builder",0.0024228861824101954,2,2,""
"org.axonframework.modelling.saga.SagaRepository",0.0024224564182705076,8,2,""
"org.axonframework.eventsourcing.AbstractSnapshotter$Builder",0.0024154976428758484,3,8,""
"org.axonframework.serialization.upcasting.event.EventTypeUpcaster",0.0024037066764742094,1,6,""
"org.axonframework.eventhandling.SimpleEventBus$Builder",0.002394460816967435,3,6,""
"org.axonframework.eventhandling.pooled.Coordinator$Builder",0.0023938109048883705,2,12,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerResolver",0.002386832245067243,5,1,""
"org.axonframework.common.DateTimeUtils",0.0023816581022094913,14,,""
"org.axonframework.modelling.command.AggregateLifecycle",0.002380899740606518,2,7,""
"org.axonframework.messaging.annotation.MultiHandlerDefinition",0.0023673181111255135,4,7,""
"org.axonframework.eventhandling.replay.ReplayParameterResolverFactory$1",0.00236362561608972,2,1,""
"org.axonframework.test.matchers.MapEntryMatcher$Matching",0.002357689835064145,1,,""
"org.axonframework.deadline.SimpleDeadlineManager$DeadlineId",0.0023573708123665756,2,2,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolver",0.00235688951446253,9,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder",0.0023546538105212816,2,8,""
"org.axonframework.queryhandling.SubscriptionQueryResult",0.002346348785284866,6,1,""
"org.axonframework.eventsourcing.AggregateLoadTimeSnapshotTriggerDefinition$AggregateLoadTimeSnapshotTrigger",0.0023376501219453828,1,3,""
"org.axonframework.serialization.ChainingConverter",0.002335009469280526,6,3,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$MetaDataExtractor",0.002333725235804031,3,1,""
"org.axonframework.util.MavenArtifactVersionResolver",0.0023292838436306273,1,1,""
"org.axonframework.eventhandling.deadletter.legacyjpa.JpaSequencedDeadLetterQueue",0.002328606511229314,2,21,""
"org.axonframework.eventhandling.deadletter.jpa.JpaSequencedDeadLetterQueue",0.0023285051589826567,2,21,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Builder",0.0023263096700792325,1,10,""
"org.axonframework.common.caching.WeakReferenceCache$Entry",0.0023257209802115325,1,1,""
"org.axonframework.test.deadline.ScheduledDeadlineInfo",0.0023208814388838406,2,2,""
"org.axonframework.commandhandling.gateway.ExponentialBackOffIntervalRetryScheduler",0.0023085312015293327,1,4,""
"org.axonframework.commandhandling.gateway.IntervalRetryScheduler",0.0023085312015293327,1,4,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcSequencedDeadLetterQueue",0.002294408889326892,2,24,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Builder",0.0022922809769773136,2,10,""
"org.axonframework.common.jdbc.PagingJdbcIterable",0.002287974567849299,2,4,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry",0.0022847291762625125,2,8,""
"org.axonframework.tracing.NoOpSpanFactory",0.0022832101553410702,14,5,""
"org.axonframework.tracing.LoggingSpanFactory$1",0.0022808981129215627,3,1,""
"org.axonframework.eventhandling.TrackedEventData",0.0022751551035545582,8,2,""
"org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter",0.0022725422139153796,2,5,""
"org.axonframework.test.eventscheduler.ScheduledItem",0.0022624272965585633,3,1,""
"org.axonframework.tracing.TracingHandlerEnhancerDefinition$Builder",0.002253768910370378,1,3,""
"org.axonframework.messaging.DefaultInterceptorChain",0.0022413886841860706,13,5,""
"org.axonframework.eventsourcing.AggregateLoadTimeSnapshotTriggerDefinition",0.0022380509969617377,1,4,""
"org.axonframework.common.caching.AbstractCacheAdapter",0.0022281035990463775,3,3,""
"org.axonframework.commandhandling.distributed.CommandCallbackWrapper",0.002221254062192401,1,3,""
"org.axonframework.eventhandling.MergedTrackingToken",0.002219997983309175,4,2,""
"org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",0.002215073999964171,5,3,""
"org.axonframework.config.EventProcessingModule$TypeProcessingGroupSelector",0.0022146208817265243,2,2,""
"org.axonframework.eventhandling.ErrorHandler",0.0022132706665847733,9,1,""
"org.axonframework.messaging.interceptors.ResultHandler",0.002211550925931198,3,1,""
"org.axonframework.messaging.annotation.ScopeDescriptorParameterResolverFactory$1",0.0022093988963779094,2,1,""
"org.axonframework.eventhandling.ReplayStatus",0.002201584474532273,2,,""
"org.axonframework.modelling.command.inspection.ChildEntity",0.002180457250862519,4,2,""
"org.axonframework.eventsourcing.MultiStreamableMessageSource$Builder",0.002172149616084117,1,1,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$1",0.0021715572184617354,2,1,""
"org.axonframework.common.jdbc.UnitOfWorkAwareConnectionProviderWrapper$UoWAttachedConnection",0.0021651584817107255,2,,""
"org.axonframework.test.aggregate.AggregateTestFixture$1",0.002159802583306116,5,1,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$1",0.002155768479751791,1,3,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$2",0.002155768479751791,1,2,""
"org.axonframework.messaging.deadletter.ThrowableCause",0.002154469767157272,7,2,""
"org.axonframework.modelling.saga.repository.jdbc.GenericSagaSqlSchema",0.002149654512779341,4,5,""
"org.axonframework.modelling.saga.SagaMethodMessageHandlingMember",0.002149168421623805,4,7,""
"org.axonframework.eventhandling.gateway.DefaultEventGateway$Builder",0.002147684009661285,2,5,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver",0.002147063354780932,4,9,""
"org.axonframework.commandhandling.distributed.MetaDataRoutingStrategy$Builder",0.002144919493168434,1,4,""
"org.axonframework.common.jdbc.PagingJdbcIterable$PagingStatementSupplier",0.0021387713382134354,3,,""
"org.axonframework.messaging.annotation.FixedValueParameterResolver",0.0021369312459350335,2,2,""
"org.axonframework.deadline.SimpleDeadlineManager$1",0.002136519768009194,3,1,""
"org.axonframework.messaging.deadletter.GenericDeadLetter",0.002136194013985527,8,5,""
"org.axonframework.commandhandling.SimpleCommandBus$Builder",0.0021327280977011804,5,17,""
"org.axonframework.queryhandling.QueryUpdateEmitter",0.0021276709436373834,7,6,""
"org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback",0.0021258176856883155,4,7,""
"org.axonframework.eventsourcing.conflictresolution.ConflictExceptionSupplier",0.0021227830943282133,2,,""
"org.axonframework.eventhandling.TrackingTokenParameterResolverFactory$1",0.0021125977117824935,2,1,""
"org.axonframework.test.aggregate.StubAggregateLifecycle$1",0.0021090293875479483,1,3,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory",0.0021044009148804784,3,9,""
"org.axonframework.tracing.NoOpSpanFactory$NoOpSpan",0.0020980789231726774,1,2,""
"org.axonframework.modelling.command.AggregateScopeDescriptor",0.0020973337910475476,6,2,""
"org.axonframework.test.matchers.Matchers",0.0020949624901630288,5,17,""
"org.axonframework.tracing.LoggingSpanFactory$Slf4jSpan$Slf4jSpanScope",0.0020916018142086903,1,4,""
"org.axonframework.messaging.responsetypes.MultipleInstancesResponseType",0.0020816216044789284,3,3,""
"org.axonframework.common.jdbc.UnitOfWorkAwareConnectionProviderWrapper$1",0.0020749177944540797,2,1,""
"org.axonframework.messaging.deadletter.InMemorySequencedDeadLetterQueue",0.002066783722034251,1,10,""
"org.axonframework.test.eventscheduler.StubScheduleToken",0.002063446964895687,1,4,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$EventStreamSpliterator",0.002060882736765776,1,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.TimestampWriter",0.0020562640423222502,3,,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore$ManagedSaga",0.002047305203049719,1,2,""
"org.axonframework.config.MessageMonitorFactory",0.002047126170377111,5,3,""
"org.axonframework.serialization.upcasting.SingleEntryUpcaster",0.0020451988995976583,1,1,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory",0.002045120611811823,11,8,""
"org.axonframework.common.caching.Cache$EntryListenerAdapter",0.0020439997221024524,1,1,""
"org.axonframework.test.saga.SagaTestFixture$TransienceValidatingResourceInjector",0.0020429725346377274,2,2,""
"org.axonframework.messaging.SimpleHandlerAttributes",0.0020427400564130473,1,1,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolver",0.0020421485183893546,3,5,""
"org.axonframework.test.saga.WhenAggregateEventPublisher",0.002041313581598803,3,1,""
"org.axonframework.test.matchers.MatcherExecutionException",0.0020409525419293464,2,1,""
"org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork",0.0020406391587411976,2,10,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler",0.0020405623042641127,2,3,""
"org.axonframework.serialization.xml.XStreamSerializer",0.0020371382884817593,9,11,""
"org.axonframework.common.jdbc.JdbcException",0.0020351245548050857,4,1,""
"org.axonframework.commandhandling.distributed.AnnotationRoutingStrategy$RoutingKeyResolver",0.002034494061592693,1,2,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker$Builder",0.0020337238512072426,4,11,""
"org.axonframework.common.caching.EhCache3Adapter$CacheEventListenerAdapter",0.0020328785627625775,1,2,""
"org.axonframework.eventhandling.MultiStreamableMessageSource",0.002027948931563232,3,9,""
"org.axonframework.modelling.command.ForwardToAll",0.0020195565242797924,1,2,""
"org.axonframework.messaging.unitofwork.DefaultUnitOfWork",0.0020186722731716684,16,10,""
"org.axonframework.commandhandling.gateway.AxonNonTransientExceptionClassesPredicate",0.002013334320819621,1,2,""
"org.axonframework.serialization.SerializedObjectHolder",0.0020128610210729037,1,5,""
"org.axonframework.modelling.saga.AbstractSagaManager",0.002011603026359373,5,20,""
"org.axonframework.messaging.deadletter.SequencedDeadLetterQueue",0.0020072226104910144,9,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId",0.001995806749224794,1,1,""
"org.axonframework.test.utils.CallbackBehavior",0.001994613600336329,4,1,""
"org.axonframework.messaging.annotation.NoMoreInterceptors",0.0019861626108976416,3,3,""
"org.axonframework.messaging.responsetypes.ResponseTypes",0.0019831863548035017,3,5,""
"org.axonframework.eventhandling.pooled.Coordinator$RunState",0.0019781401506076177,2,,""
"org.axonframework.eventsourcing.IncompatibleAggregateException",0.001977684164108137,2,1,""
"org.axonframework.eventhandling.replay.ReplayContextParameterResolverFactory$ReplayContextParameterResolver",0.0019757318316509782,1,5,""
"org.axonframework.eventsourcing.EventCountSnapshotTriggerDefinition$EventCountSnapshotTrigger",0.0019757318316509782,1,2,""
"org.axonframework.serialization.upcasting.ContextAwareSingleEntryMultiUpcaster",0.0019757318316509782,1,1,""
"org.axonframework.serialization.upcasting.ContextAwareSingleEntryUpcaster",0.0019757318316509782,1,1,""
"org.axonframework.serialization.upcasting.SingleEntryMultiUpcaster",0.0019757318316509782,1,1,""
"org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver",0.0019757318316509782,1,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$Builder",0.001970489451279479,2,10,""
"org.axonframework.eventhandling.scheduling.java.SimpleEventScheduler",0.0019687474088664505,2,10,""
"org.axonframework.eventsourcing.AggregateSnapshotter$Builder",0.00196742039112833,2,13,""
"org.axonframework.commandhandling.GenericCommandMessage",0.001966147101214842,6,5,""
"org.axonframework.common.AxonThreadFactory",0.0019648894480249804,7,1,""
"org.axonframework.modelling.command.CommandTargetResolver",0.001964868039526045,10,2,""
"org.axonframework.config.SagaConfiguration",0.001959736698273485,5,5,""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition$1",0.001952189329539457,2,1,""
"org.axonframework.common.caching.EhCache3Adapter$1",0.0019475345102140911,2,1,""
"org.axonframework.modelling.saga.AbstractSagaManager$Builder",0.0019462702754243267,3,8,""
"org.axonframework.eventhandling.gateway.EventGateway",0.0019456578600433986,3,2,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",0.0019436080667780073,4,5,""
"org.axonframework.eventhandling.scheduling.EventScheduler",0.0019424629717708912,6,1,""
"org.axonframework.modelling.command.inspection.MethodCreationPolicyDefinition$MethodCreationPolicyHandlingMember",0.0019412563633742044,1,5,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",0.0019403039139402152,1,,""
"org.axonframework.modelling.saga.repository.jpa.SagaEntry",0.0019382152909719463,3,3,""
"org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder",0.0019380590035510963,4,4,""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition$MethodCommandHandlerInterceptorHandlingMember",0.0019366801667083466,1,5,""
"org.axonframework.eventsourcing.AggregateSnapshotter$SnapshotAggregate",0.0019347169236396593,1,8,""
"org.axonframework.commandhandling.distributed.AnnotationRoutingStrategy$Builder",0.0019264914643858377,1,5,""
"org.axonframework.deadline.DeadlineManager",0.0019261105921284211,5,5,""
"org.axonframework.messaging.deadletter.EnqueuePolicy",0.0019236322710345292,6,3,""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition$1",0.0019226314936030778,2,1,""
"org.axonframework.eventhandling.MultiSourceTrackingToken",0.001920526568449045,2,2,""
"org.axonframework.deadline.annotation.DeadlineMethodMessageHandlerDefinition$DeadlineMethodMessageHandlingMember",0.0019190373167950136,1,6,""
"org.axonframework.commandhandling.MethodCommandHandlerDefinition$MethodCommandMessageHandlingMember",0.0019153361423312812,1,7,""
"org.axonframework.eventhandling.AbstractSequencedDomainEventEntry",0.0019144754852467895,1,4,""
"org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry",0.0019144754852467895,1,5,""
"org.axonframework.messaging.responsetypes.PublisherResponseType",0.0019130689786195762,3,4,""
"org.axonframework.eventhandling.tokenstore.AbstractTokenEntry",0.001902879022612412,3,7,""
"org.axonframework.eventsourcing.eventstore.ConcatenatingDomainEventStream",0.001899338479285049,1,2,""
"org.axonframework.eventsourcing.eventstore.FilteringDomainEventStream",0.001899338479285049,1,2,""
"org.axonframework.util.ClasspathResolver",0.0018974147734652914,1,,""
"org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory",0.0018972755006472458,2,5,""
"org.axonframework.serialization.ChainedConverter$1",0.0018939407517014905,3,1,""
"org.axonframework.eventsourcing.conflictresolution.ContextAwareConflictExceptionSupplier",0.0018924955670059705,3,1,""
"org.axonframework.messaging.deadletter.DeadLetterParameterResolverFactory$DeadLetterParameterResolver",0.0018915527811796335,1,5,""
"org.axonframework.commandhandling.callbacks.FutureCallback",0.0018909898142254373,2,4,""
"org.axonframework.monitoring.MultiMessageMonitor",0.0018894894253982583,1,5,""
"org.axonframework.eventhandling.scheduling.quartz.EventJobDataBinder",0.0018894742839317114,4,,""
"org.axonframework.test.matchers.AllFieldsFilter",0.0018849877200113223,3,1,""
"org.axonframework.commandhandling.distributed.MetaDataRoutingStrategy",0.0018837097955685276,1,5,""
"org.axonframework.eventhandling.scheduling.java.SimpleEventScheduler$Builder",0.0018786653263858177,1,6,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",0.0018742190941516748,4,8,""
"org.axonframework.lifecycle.Lifecycle",0.0018740323889859301,15,2,""
"org.axonframework.config.TagsConfiguration",0.0018716674949359033,3,,""
"org.axonframework.monitoring.NoOpMessageMonitor",0.0018698301191950619,8,4,""
"org.axonframework.eventhandling.EventTrackerStatusChangeListener",0.0018635430324465,4,1,""
"org.axonframework.test.eventscheduler.StubEventScheduler",0.0018583449086624702,3,7,""
"org.axonframework.common.property.DirectlyAccessedProperty",0.0018578811609910955,1,2,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventProducer",0.0018563940742153983,1,7,""
"org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory$Builder",0.0018555700254294573,2,4,""
"org.axonframework.test.deadline.StubDeadlineManager",0.0018534037100425248,5,14,""
"org.axonframework.eventsourcing.EventSourcingRepository$Builder",0.0018529888213384767,4,18,""
"org.axonframework.eventhandling.EventProcessingStrategy",0.0018528633260446047,4,1,""
"org.axonframework.commandhandling.gateway.CommandGateway",0.0018469868764157528,3,5,""
"org.axonframework.modelling.saga.AnnotatedSaga",0.0018448356787128738,1,13,""
"org.axonframework.deadline.SimpleDeadlineManager$Builder",0.0018426729752226319,2,9,""
"org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally",0.0018381975737575356,2,,""
"org.axonframework.queryhandling.QueryGateway",0.0018326138038442623,3,6,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer",0.0018321122904447343,1,7,""
"org.axonframework.serialization.upcasting.GenericUpcasterChain",0.0018319374902292514,1,1,""
"org.axonframework.test.aggregate.TestExecutor",0.0018288788632996311,2,1,""
"org.axonframework.deadline.GenericDeadlineMessage",0.0018247977062395386,11,6,""
"org.axonframework.eventhandling.TrackingEventProcessorConfiguration",0.0018235076169505254,4,7,""
"org.axonframework.commandhandling.distributed.ConsistentHash$1",0.001822621317905506,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",0.0018200544203223078,2,25,""
"org.axonframework.test.saga.SagaTestFixture$ReturnResultFromStub",0.0018173288437002347,2,1,""
"org.axonframework.messaging.annotation.UnsupportedHandlerException",0.0018171596679640591,2,1,""
"org.axonframework.serialization.xml.XStreamSerializer$Builder",0.0018171535605388568,2,6,""
"org.axonframework.messaging.annotation.ClasspathHandlerDefinition",0.001815571766015637,13,2,""
"org.axonframework.modelling.saga.metamodel.SagaMetaModelFactory",0.001815394218046058,3,3,""
"org.axonframework.deadline.annotation.DeadlineMethodMessageHandlerDefinition$1",0.001808675345096329,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$1",0.0018059721430579417,2,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler",0.001805834399935752,2,12,""
"org.axonframework.common.lock.NoOpLock",0.0018042967136262672,2,1,""
"org.axonframework.config.Configuration$1",0.0018024385377474435,1,3,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository$Builder",0.001801869942908006,3,4,""
"org.axonframework.commandhandling.distributed.AbstractRoutingStrategy",0.0018012960457674694,2,4,""
"org.axonframework.eventhandling.async.PropertySequencingPolicy$1",0.0018011167717957306,2,1,""
"org.axonframework.commandhandling.CommandHandler",0.001800318895927501,2,2,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",0.0017981935396912607,1,20,""
"org.axonframework.messaging.unitofwork.BatchingUnitOfWork",0.0017956080283225424,4,10,""
"org.axonframework.serialization.upcasting.event.EventTypeUpcaster$Builder",0.0017951086030690367,1,2,""
"org.axonframework.eventhandling.GlobalSequenceTrackingToken",0.001791528882835531,2,2,""
"org.axonframework.tracing.NestingSpanFactory",0.0017899112123888922,1,6,""
"org.axonframework.modelling.saga.SagaLifecycle",0.001786143170118097,2,6,""
"org.axonframework.commandhandling.MethodCommandHandlerDefinition$1",0.0017847692264439954,2,1,""
"org.axonframework.eventhandling.AbstractEventBus",0.0017810252057307062,2,14,""
"org.axonframework.messaging.AbstractMessage",0.0017808187434225893,2,2,""
"org.axonframework.commandhandling.SimpleCommandBus",0.0017807413908016408,5,24,""
"org.axonframework.commandhandling.gateway.RetryingCallback$1",0.0017805497345674507,2,1,""
"org.axonframework.config.EventProcessingConfigurer",0.0017797287444634305,3,25,""
"org.axonframework.common.caching.EhCacheAdapter$CacheEventListenerAdapter",0.0017793140472178403,1,1,""
"org.axonframework.modelling.saga.EndSagaMessageHandlerDefinition$EndSageMessageHandlingMember",0.0017793140472178403,1,4,""
"org.axonframework.modelling.saga.PayloadAssociationResolver",0.0017793140472178403,1,6,""
"org.axonframework.queryhandling.SubscriptionQueryBackpressure",0.0017774586231014574,6,,""
"org.axonframework.eventhandling.tokenstore.inmemory.InMemoryTokenStore$ProcessAndSegment",0.0017740359471507298,1,,""
"org.axonframework.eventhandling.TrackingEventProcessor$State",0.0017731469388334218,3,,""
"org.axonframework.eventhandling.pooled.Coordinator$CoordinationTask",0.001772447206999462,1,18,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$SourceIdAwareBlockingStream",0.0017701765742692123,2,2,""
"org.axonframework.modelling.command.LockAwareAggregate$LockSupplier",0.0017700958825966518,1,1,""
"org.axonframework.test.saga.SagaTestFixture$1",0.0017690300473044921,2,1,""
"org.axonframework.eventsourcing.AbstractSnapshotter$SilentTask",0.0017673086476473327,1,4,""
"org.axonframework.eventhandling.SubscribingEventProcessor$Builder",0.001765146458148872,2,16,""
"org.axonframework.serialization.JavaSerializer",0.0017623624079381888,1,12,""
"org.axonframework.eventhandling.DomainEventSequenceAware",0.0017616774572797114,3,,""
"org.axonframework.eventhandling.gateway.AbstractEventGateway",0.0017616306660916462,1,6,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway",0.0017597569756678851,3,10,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler",0.0017597383935580733,2,5,""
"org.axonframework.modelling.saga.AnnotatedSagaManager$Builder",0.0017503388094209469,3,10,""
"org.axonframework.eventhandling.deadletter.jpa.JpaDeadLetter",0.0017501830234832568,1,8,""
"org.axonframework.commandhandling.AsynchronousCommandBus$Builder",0.0017493812665882297,1,12,""
"org.axonframework.modelling.command.GenericJpaRepository$Builder",0.0017485374053412216,2,13,""
"org.axonframework.serialization.AnnotationRevisionResolver",0.0017466033617065356,3,2,""
"org.axonframework.eventhandling.deadletter.legacyjpa.JpaDeadLetter",0.0017432649695570852,1,8,""
"org.axonframework.modelling.saga.repository.AssociationValueMap$AssociationValueComparator",0.0017425903566020537,1,2,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder",0.0017420407241984597,1,21,""
"org.axonframework.eventhandling.TrackingEventProcessor$Builder",0.0017411008817765548,2,17,""
"org.axonframework.modelling.command.LockAwareAggregate",0.0017407849361529492,2,4,""
"org.axonframework.tracing.NestingSpanFactory$Builder",0.0017402981237763795,1,3,""
"org.axonframework.eventhandling.SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver",0.0017400304903312125,1,3,""
"org.axonframework.eventhandling.TimestampParameterResolverFactory$TimestampParameterResolver",0.0017400304903312125,1,3,""
"org.axonframework.messaging.annotation.AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver",0.0017400304903312125,1,3,""
"org.axonframework.messaging.annotation.MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver",0.0017400304903312125,1,2,""
"org.axonframework.messaging.annotation.SourceIdParameterResolverFactory$SourceIdParameterResolver",0.0017400304903312125,1,3,""
"org.axonframework.eventhandling.TrackingEventProcessor$Instruction",0.0017375378527873012,3,5,""
"org.axonframework.common.jdbc.PagingJdbcIterable$PagingIterator",0.0017296746635289582,1,6,""
"org.axonframework.eventhandling.async.AsynchronousEventProcessingStrategy$1",0.0017279390093378443,2,1,""
"org.axonframework.messaging.annotation.ClasspathParameterResolverFactory",0.0017232257676117494,12,2,""
"org.axonframework.serialization.SerializedMetaData",0.00172294964085522,3,4,""
"org.axonframework.modelling.command.ConcurrencyException",0.0017224905566799007,4,1,""
"org.axonframework.config.SagaConfigurer",0.0017211102330310013,3,9,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSqlSchema",0.0017204174326767446,3,2,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry$PK",0.0017177911614688732,3,,""
"org.axonframework.queryhandling.GenericQueryMessage",0.0017174306895155315,4,6,""
"org.axonframework.common.CollectionUtils",0.0017163687414616109,2,,""
"org.axonframework.queryhandling.QueryHandler",0.0017146873699803251,2,2,""
"org.axonframework.eventhandling.pooled.Coordinator$EventFilter",0.0017127717377169842,4,1,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler",0.001712110029989212,4,2,""
"org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry$PK",0.0017119393038389416,1,,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$RepeatingCommandHandler",0.001710366412425453,1,5,""
"org.axonframework.modelling.command.ConflictingAggregateVersionException",0.0017085455136423432,5,1,""
"org.axonframework.eventhandling.SimpleEventBus",0.0017081530117011717,3,3,""
"org.axonframework.common.caching.JCacheAdapter$JCacheListenerAdapter",0.0017078893983330627,1,1,""
"org.axonframework.eventhandling.AnnotationEventHandlerAdapter",0.0017049168125234306,1,13,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessor",0.001702992813416769,3,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",0.001702992813416769,3,2,""
"org.axonframework.config.EventProcessingModule$InstanceProcessingGroupSelector",0.0017027380541674217,2,2,""
"org.axonframework.messaging.ExecutionException",0.0017014804232109038,6,1,""
"org.axonframework.commandhandling.gateway.RetryingCallback$RetryDispatch",0.0017011207236701134,1,5,""
"org.axonframework.common.lock.DeadlockException",0.001700765110666743,2,1,""
"org.axonframework.messaging.deadletter.ShouldEnqueue",0.0017000432762024108,1,4,""
