"memberName","centrality","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_7c_Harmonic_Closeness_Stream.cypher"
"org.axonframework.eventhandling.EventProcessingException",0.009485210466439133,2,1,""
"org.axonframework.serialization.ChainedConverter$Route",0.009430359174386478,2,3,""
"org.axonframework.common.jdbc.JdbcUtils",0.00938566552901024,7,3,""
"org.axonframework.eventhandling.TrackingEventProcessor",0.00938566552901024,8,43,""
"org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback",0.009300341296928328,4,7,""
"org.axonframework.eventhandling.TrackingEventProcessorConfiguration",0.009243458475540386,4,7,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore$Builder",0.009243458475540386,5,6,""
"org.axonframework.modelling.command.ConflictingModificationException",0.0092170485941817,1,1,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$NoSnapshotTrigger",0.009143913538111491,1,3,""
"org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter",0.009101251422070534,6,,""
"org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",0.00892450836990086,3,2,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessor",0.008916382252559725,3,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",0.008916382252559725,3,2,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway",0.008887940841865756,3,10,""
"org.axonframework.serialization.ChainedConverter$RouteCalculator",0.00886153096050707,1,3,""
"org.axonframework.modelling.saga.SagaMethodMessageHandlingMember",0.008831058020477813,4,7,""
"org.axonframework.modelling.saga.SagaInstantiationException",0.008824963432471966,1,1,""
"org.axonframework.common.property.PropertyAccessStrategy",0.008816837315130829,6,1,""
"org.axonframework.eventhandling.EventTrackerStatusChangeListener",0.008745733788395906,4,1,""
"org.axonframework.commandhandling.CommandExecutionException",0.008674630261660978,3,1,""
"org.axonframework.common.jdbc.JdbcUtils$SqlFunction",0.008674630261660978,5,,""
"org.axonframework.commandhandling.RoutingKey",0.008532423208191127,3,,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry",0.008532423208191127,7,2,""
"org.axonframework.eventhandling.AbstractEventBus",0.008461319681456199,2,14,""
"org.axonframework.commandhandling.gateway.RetryingCallback",0.008447098976109216,3,10,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder",0.008390216154721275,6,9,""
"org.axonframework.queryhandling.QuerySubscription",0.008248009101251421,6,3,""
"org.axonframework.modelling.command.inspection.CreationPolicyMember",0.008233788395904437,2,2,""
"org.axonframework.eventhandling.StreamingEventProcessor",0.008205346985210466,2,5,""
"org.axonframework.disruptor.commandhandling.AggregateStateCorruptedException",0.00816268486916951,3,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$Builder",0.00810580204778157,3,13,""
"org.axonframework.common.jdbc.JdbcException",0.008105802047781569,4,1,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema",0.008105802047781569,9,1,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder",0.008105802047781569,7,8,""
"org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork",0.008091581342434585,2,10,""
"org.axonframework.eventhandling.pooled.WorkPackage$Builder",0.008063139931740612,2,10,""
"org.axonframework.commandhandling.callbacks.FutureCallback",0.008034698521046643,2,4,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolution",0.007992036405005688,2,4,""
"org.axonframework.commandhandling.callbacks.NoOpCallback",0.007992036405005688,2,3,""
"org.axonframework.commandhandling.CommandMessageHandler",0.007963594994311717,2,2,""
"org.axonframework.modelling.command.TargetAggregateIdentifier",0.007835608646188852,2,1,""
"org.axonframework.modelling.command.TargetAggregateVersion",0.007835608646188852,2,,""
"org.axonframework.modelling.saga.metamodel.SagaMetaModelFactory",0.007693401592719,3,3,""
"org.axonframework.config.Component",0.007679180887372013,5,3,""
"org.axonframework.serialization.AbstractXStreamSerializer$MetaDataConverter",0.007579635949943117,1,1,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter",0.007579635949943117,1,2,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore",0.007536973833902162,2,9,""
"org.axonframework.modelling.command.IdentifierMissingException",0.007522753128555176,2,1,""
"org.axonframework.modelling.command.LockingRepository",0.007522753128555176,3,16,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",0.0074943117178612045,4,8,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker$Builder",0.0074943117178612045,4,11,""
"org.axonframework.common.ProcessRetriesExhaustedException",0.007466886071834876,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$MetaDataExtractor",0.0074658703071672355,3,1,""
"org.axonframework.messaging.annotation.MetaDataValue",0.0074658703071672355,2,,""
"org.axonframework.modelling.command.NoArgumentConstructorCreationPolicyAggregateFactory",0.0074658703071672355,2,2,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$1",0.007451649601820249,2,1,""
"org.axonframework.test.deadline.StubDeadlineManager",0.007394766780432309,5,14,""
"org.axonframework.eventsourcing.eventstore.EventStoreException",0.007380546075085324,3,1,""
"org.axonframework.eventhandling.pooled.CoordinatorTask",0.0073602307817324875,4,,""
"org.axonframework.eventhandling.pooled.Coordinator$EventFilter",0.007352104664391353,4,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback",0.007323663253697383,2,3,""
"org.axonframework.disruptor.commandhandling.AggregateBlacklistedException",0.007309442548350398,2,1,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory",0.007266780432309441,3,9,""
"org.axonframework.deadline.AbstractDeadlineManager",0.007252559726962458,4,7,""
"org.axonframework.test.matchers.Matchers",0.007252559726962458,5,17,""
"org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",0.0072383390216154714,2,3,""
"org.axonframework.modelling.command.LockAwareAggregate",0.0072383390216154714,2,4,""
"org.axonframework.eventhandling.pooled.WorkPackage$1",0.007218023728262636,2,1,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessingEntry",0.007218023728262636,1,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$DefaultProcessingEntry",0.007218023728262636,1,3,""
"org.axonframework.common.lock.NoOpLock",0.007195676905574517,2,1,""
"org.axonframework.eventsourcing.AggregateCacheEntry",0.00712457337883959,2,7,""
"org.axonframework.commandhandling.SimpleCommandBus",0.007110352673492606,5,24,""
"org.axonframework.commandhandling.SimpleCommandBus$Builder",0.007110352673492606,5,17,""
"org.axonframework.config.MessageMonitorFactory",0.007110352673492606,5,3,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",0.007110352673492604,4,5,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$Builder",0.007039249146757679,3,7,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$RepeatingCommandHandler",0.007025028441410694,1,5,""
"org.axonframework.test.matchers.ListMatcher",0.006996587030716723,4,,""
"org.axonframework.eventhandling.TrackingEventProcessor$State",0.006968145620022753,3,,""
"org.axonframework.eventhandling.TrackingEventProcessor$Worker",0.006968145620022753,3,,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerResolver",0.006968145620022753,5,1,""
"org.axonframework.eventhandling.pooled.Coordinator",0.006925483503981798,4,18,""
"org.axonframework.messaging.deadletter.Decisions",0.006925483503981798,3,6,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler",0.006897042093287826,2,12,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler$Builder",0.006897042093287826,2,9,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler",0.006897042093287826,2,5,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder",0.006897042093287826,2,8,""
"org.axonframework.test.matchers.AllFieldsFilter",0.006882821387940842,3,1,""
"org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",0.006825938566552901,3,2,""
"org.axonframework.eventhandling.TrackingEventProcessor$Builder",0.006825938566552901,2,17,""
"org.axonframework.modelling.command.ForwardingMode",0.006825938566552901,8,2,""
"org.axonframework.eventsourcing.EventSourcingRepository",0.0068259385665529,4,22,""
"org.axonframework.eventsourcing.EventSourcingRepository$Builder",0.0068259385665529,4,18,""
"org.axonframework.eventsourcing.GenericAggregateFactory",0.0068259385665529,3,7,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$1",0.006669510807736064,2,2,""
"org.axonframework.eventhandling.async.SequentialPerAggregatePolicy",0.006641069397042094,2,3,""
"org.axonframework.commandhandling.gateway.RetryingCallback$1",0.006626848691695109,2,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$TypeSafeCallbackWrapper",0.006612627986348122,1,4,""
"org.axonframework.commandhandling.gateway.Timeout",0.006612627986348122,1,,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",0.006598407281001138,4,15,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine",0.006541524459613197,4,9,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",0.006541524459613196,6,39,""
"org.axonframework.eventhandling.EventProcessingStrategy",0.006541524459613196,4,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$1",0.006541524459613196,3,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$Instruction",0.006541524459613196,3,5,""
"org.axonframework.modelling.saga.AnnotatedSagaManager",0.006527303754266212,3,11,""
"org.axonframework.modelling.saga.AnnotatedSagaManager$Builder",0.006527303754266212,3,10,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository",0.006527303754266212,3,16,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository$Builder",0.006527303754266212,3,13,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",0.00651511457825451,1,,""
"org.axonframework.eventsourcing.conflictresolution.ConflictDescription",0.0065008938729075256,3,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$Builder",0.006470420932878271,3,14,""
"org.axonframework.eventhandling.replay.ResetContext",0.00643588493417845,3,1,""
"org.axonframework.eventsourcing.conflictresolution.ContextAwareConflictExceptionSupplier",0.00641353811149033,3,1,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository$Builder",0.006413538111490329,3,4,""
"org.axonframework.commandhandling.distributed.Member",0.0063993174061433445,6,,""
"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",0.0063993174061433445,2,2,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",0.0063993174061433445,7,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",0.0063993174061433445,6,16,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler",0.0063993174061433445,4,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$FireAndForget",0.0063282138794084185,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResult",0.0063282138794084185,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithFixedTimeout",0.0063282138794084185,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithTimeoutInArguments",0.0063282138794084185,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WrapNonDeclaredCheckedExceptions",0.0063282138794084185,1,3,""
"org.axonframework.config.LifecycleHandlerInspector",0.0062571103526734935,2,13,""
"org.axonframework.serialization.SerializedMetaData",0.006257110352673492,3,4,""
"org.axonframework.commandhandling.FailingDuplicateCommandHandlerResolver",0.006242889647326508,1,4,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCommandHandler",0.006242889647326507,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler",0.006242889647326507,1,7,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler",0.006242889647326507,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler",0.006242889647326507,1,7,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker",0.006214448236632537,3,20,""
"org.axonframework.commandhandling.gateway.RetryingCallback$RetryDispatch",0.006200227531285553,1,5,""
"org.axonframework.modelling.saga.SagaExecutionException",0.006129124004550625,2,1,""
"org.axonframework.test.saga.FixtureExecutionResult",0.006114903299203641,5,3,""
"org.axonframework.eventhandling.TrackingEventProcessor$TrackingSegmentWorker",0.00611490329920364,2,9,""
"org.axonframework.eventhandling.TrackingEventProcessor$WorkerLauncher",0.00611490329920364,2,15,""
"org.axonframework.eventhandling.TrackingEventProcessor$WrappedMessageStream",0.00611490329920364,1,3,""
"org.axonframework.eventhandling.pooled.Coordinator$Builder",0.006072241183162686,2,12,""
"org.axonframework.test.matchers.PayloadMatcher",0.006072241183162685,2,1,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor$Builder",0.006043799772468715,3,17,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolver",0.005986916951080773,3,5,""
"org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",0.005972696245733789,1,2,""
"org.axonframework.eventsourcing.AbstractSnapshotter",0.005972696245733789,4,17,""
"org.axonframework.lifecycle.LifecycleHandlerInvocationException",0.0059300341296928336,2,1,""
"org.axonframework.modelling.saga.SagaLifecycle",0.005844709897610921,2,6,""
"org.axonframework.config.SagaConfigurer",0.005830489192263936,3,9,""
"org.axonframework.eventsourcing.AbstractSnapshotter$Builder",0.005830489192263936,3,8,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache",0.005747196489517309,3,3,""
"org.axonframework.disruptor.commandhandling.EventPublisher",0.005745164960182025,2,14,""
"org.axonframework.modelling.command.AbstractRepository",0.0057025028441410695,1,18,""
"org.axonframework.modelling.command.LockAwareAggregate$LockSupplier",0.0057025028441410695,1,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$MergeSegmentInstruction",0.005688282138794084,1,7,""
"org.axonframework.eventhandling.TrackingEventProcessor$SplitSegmentInstruction",0.005688282138794084,1,5,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1",0.005688282138794084,5,1,""
"org.axonframework.messaging.annotation.FixedValueParameterResolver",0.005688282138794084,2,2,""
"org.axonframework.queryhandling.SimpleQueryBus$1",0.005688282138794084,5,1,""
"org.axonframework.serialization.upcasting.event.NoOpEventUpcaster",0.005688282138794084,1,2,""
"org.axonframework.eventhandling.pooled.Coordinator$1",0.005653746140094264,3,1,""
"org.axonframework.eventhandling.pooled.Coordinator$NoToken",0.005653746140094264,2,1,""
"org.axonframework.eventhandling.pooled.Coordinator$RunState",0.005653746140094264,2,,""
"org.axonframework.queryhandling.SinkWrapper",0.0056313993174061435,3,,""
"org.axonframework.queryhandling.SimpleQueryBus",0.005546075085324232,4,42,""
"org.axonframework.test.deadline.ScheduledDeadlineInfo",0.005546075085324232,2,2,""
"org.axonframework.eventhandling.AbstractEventEntry",0.005531854379977247,2,9,""
"org.axonframework.eventhandling.AnnotationEventHandlerAdapter",0.005503412969283277,1,13,""
"org.axonframework.commandhandling.DuplicateCommandHandlerSubscriptionException",0.005411994149195515,1,3,""
"org.axonframework.config.EventProcessingConfigurer",0.005403868031854379,3,25,""
"org.axonframework.test.utils.CallbackBehavior",0.005403868031854379,4,1,""
"org.axonframework.eventsourcing.AggregateDeletedException",0.005389647326507395,2,1,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor",0.005361205915813424,2,31,""
"org.axonframework.eventsourcing.AbstractSnapshotter$1",0.005332764505119454,4,1,""
"org.axonframework.eventhandling.WrappedTrackerStatus",0.00531854379977247,2,3,""
"org.axonframework.messaging.deadletter.DoNotEnqueue",0.005290102389078499,1,2,""
"org.axonframework.messaging.deadletter.Ignore",0.005290102389078499,1,2,""
"org.axonframework.messaging.deadletter.ShouldEnqueue",0.005290102389078499,1,4,""
"org.axonframework.test.matchers.MatcherExecutionException",0.005290102389078498,2,1,""
"org.axonframework.eventhandling.RemovedTrackerStatus",0.005290102389078497,2,2,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory$InspectedSagaModel",0.005275881683731513,1,7,""
"org.axonframework.config.EventProcessingModule$1",0.005261660978384528,5,1,""
"org.axonframework.eventhandling.GenericDomainEventEntry",0.005261660978384528,3,1,""
"org.axonframework.eventhandling.TrackedDomainEventData",0.005261660978384528,3,4,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node",0.005261660978384528,4,3,""
"org.axonframework.queryhandling.DefaultSubscriptionQueryResult",0.005261660978384528,2,2,""
"org.axonframework.eventhandling.AbstractDomainEventEntry",0.0052616609783845275,2,4,""
"org.axonframework.eventhandling.pooled.MergeTask",0.005227124979684708,1,7,""
"org.axonframework.eventhandling.pooled.SplitTask",0.005227124979684708,1,7,""
"org.axonframework.eventsourcing.conflictresolution.ConflictExceptionSupplier",0.005221030391678857,2,,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore$ManagedSaga",0.0051905574516496016,1,2,""
"org.axonframework.test.matchers.DeepEqualsMatcher",0.005176336746302616,1,5,""
"org.axonframework.test.matchers.EmptyCollectionMatcher",0.005176336746302616,1,,""
"org.axonframework.test.matchers.EqualFieldsMatcher",0.005176336746302616,1,3,""
"org.axonframework.test.matchers.ExactClassMatcher",0.005176336746302616,1,1,""
"org.axonframework.test.matchers.ExactSequenceMatcher",0.005176336746302616,1,1,""
"org.axonframework.test.matchers.ListWithAllOfMatcher",0.005176336746302616,1,1,""
"org.axonframework.test.matchers.ListWithAnyOfMatcher",0.005176336746302616,1,1,""
"org.axonframework.test.matchers.NullOrVoidMatcher",0.005176336746302616,1,,""
"org.axonframework.test.matchers.PayloadsMatcher",0.005176336746302616,1,1,""
"org.axonframework.test.matchers.PredicateMatcher",0.005176336746302616,1,,""
"org.axonframework.test.matchers.SequenceMatcher",0.005176336746302616,1,1,""
"org.axonframework.modelling.saga.AnnotatedSaga",0.005133674630261662,1,13,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository",0.005133674630261662,1,7,""
"org.axonframework.modelling.saga.repository.SagaCreationException",0.005133674630261662,1,1,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry",0.005119453924914676,4,7,""
"org.axonframework.messaging.annotation.AbstractAnnotatedParameterResolverFactory",0.005119453924914676,6,5,""
"org.axonframework.messaging.deadletter.WrongDeadLetterTypeException",0.005119453924914676,3,1,""
"org.axonframework.test.deadline.DeadlineConsumer",0.005119453924914676,1,2,""
"org.axonframework.eventsourcing.AbstractAggregateFactory",0.00510523321956769,1,4,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$1",0.00507679180887372,2,1,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler",0.00504835039817975,3,4,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder",0.00504835039817975,3,3,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter",0.005048350398179749,3,23,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter$Builder",0.005048350398179749,3,8,""
"org.axonframework.config.LifecycleHandlerInspector$LifecycleRegistration",0.0050056882821387936,1,2,""
"org.axonframework.lifecycle.ShutdownHandler",0.0050056882821387936,1,1,""
"org.axonframework.lifecycle.StartHandler",0.0050056882821387936,1,1,""
"org.axonframework.config.EventProcessingConfigurer$DeadLetteringInvokerConfiguration",0.004977246871444824,2,2,""
"org.axonframework.config.EventProcessingConfigurer$EventProcessorBuilder",0.004977246871444824,2,3,""
"org.axonframework.config.EventProcessingConfigurer$PooledStreamingProcessorConfiguration",0.004977246871444824,2,2,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSchema",0.004977246871444824,5,1,""
"org.axonframework.test.aggregate.ResultValidator",0.004977246871444824,3,3,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolution",0.004963026166097838,1,9,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictResolver",0.004963026166097838,1,7,""
"org.axonframework.modelling.command.AggregateRolledBackException",0.004936616284739152,1,1,""
"org.axonframework.eventhandling.EventUtils",0.004891922639362913,2,15,""
"org.axonframework.eventhandling.AddedTrackerStatus",0.0048634812286689425,1,2,""
"org.axonframework.eventhandling.tokenstore.ConfigToken",0.004835039817974972,3,1,""
"org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory",0.004835039817974972,2,4,""
"org.axonframework.modelling.saga.repository.jpa.SagaEntry",0.004835039817974972,3,3,""
"org.axonframework.queryhandling.NoHandlerForQueryException",0.004835039817974972,2,2,""
"org.axonframework.test.matchers.IgnoreField",0.004835039817974972,2,2,""
"org.axonframework.common.lock.NullLockFactory",0.004835039817974971,3,3,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$1",0.004835039817974971,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$1",0.0048208191126279856,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",0.0048208191126279856,2,25,""
"org.axonframework.eventhandling.pooled.Coordinator$CoordinationTask",0.004800503819275151,1,18,""
"org.axonframework.eventhandling.deadletter.DeadLetteredEventProcessingTask",0.0047923777019340166,1,13,""
"org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally",0.004763936291240045,2,,""
"org.axonframework.eventhandling.replay.GenericResetContext",0.004729400292540225,1,5,""
"org.axonframework.modelling.saga.AbstractResourceInjector",0.004721274175199091,2,3,""
"org.axonframework.commandhandling.distributed.UnresolvedRoutingKeyPolicy",0.00469283276450512,5,3,""
"org.axonframework.deadline.SimpleDeadlineManager",0.00469283276450512,4,15,""
"org.axonframework.eventhandling.DirectEventProcessingStrategy",0.00469283276450512,2,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",0.00469283276450512,3,7,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore",0.00469283276450512,5,15,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1",0.00469283276450512,5,1,""
"org.axonframework.test.deadline.DeadlineManagerValidator",0.00469283276450512,2,8,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine",0.004692832764505119,1,18,""
"org.axonframework.disruptor.commandhandling.EventPublisher$1",0.004678612059158134,2,1,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$1",0.004581098651064522,2,1,""
"org.axonframework.config.LifecycleHandlerInspector$1",0.004579067121729238,1,4,""
"org.axonframework.modelling.saga.AssociationValuesImpl",0.0045648464163822525,1,2,""
"org.axonframework.commandhandling.AnnotationCommandHandlerAdapter",0.004550625711035268,2,15,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway",0.004550625711035268,3,12,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder",0.004550625711035268,3,9,""
"org.axonframework.eventhandling.SimpleEventBus",0.004550625711035268,3,3,""
"org.axonframework.eventhandling.SimpleEventBus$Builder",0.004550625711035268,3,6,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Builder",0.004550625711035268,2,10,""
"org.axonframework.commandhandling.distributed.CommandDispatchException",0.004550625711035267,2,1,""
"org.axonframework.commandhandling.distributed.RoutingStrategy",0.004550625711035267,4,1,""
"org.axonframework.eventhandling.deadletter.jdbc.DeadLetterSchema$Builder",0.004550625711035267,1,2,""
"org.axonframework.eventsourcing.CachingEventSourcingRepository",0.004536405005688282,1,13,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$1",0.004465301478953356,2,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback",0.004465301478953356,2,4,""
"org.axonframework.config.EventProcessingModule$ProcessingGroupSelector",0.004408418657565415,3,1,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry$PK",0.004408418657565415,3,,""
"org.axonframework.queryhandling.QueryExecutionException",0.004408418657565415,2,1,""
"org.axonframework.test.saga.WhenAggregateEventPublisher",0.004408418657565415,3,1,""
"org.axonframework.common.DirectExecutor",0.004408418657565414,1,,""
"org.axonframework.common.digest.Digester",0.004408418657565414,2,1,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$EventStreamSpliterator",0.004408418657565414,1,1,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictDescription",0.004280432309442549,1,2,""
"org.axonframework.eventsourcing.conflictresolution.NoConflictResolver",0.004280432309442549,1,4,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler$Builder",0.004266211604095563,5,3,""
"org.axonframework.config.EventProcessingModule",0.004266211604095563,2,67,""
"org.axonframework.eventhandling.SubscribingEventProcessor",0.004266211604095563,2,13,""
"org.axonframework.eventhandling.SubscribingEventProcessor$Builder",0.004266211604095563,2,16,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcDeadLetter",0.004266211604095563,4,7,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventTableFactory",0.004266211604095563,2,1,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",0.004266211604095563,4,3,""
"org.axonframework.queryhandling.SimpleQueryBus$Builder",0.004266211604095563,2,18,""
"org.axonframework.test.aggregate.AggregateTestFixture$1",0.004266211604095563,5,1,""
"org.axonframework.disruptor.commandhandling.EventPublisher$ReportResultTask",0.004251990898748578,1,4,""
"org.axonframework.test.eventscheduler.ScheduledItem",0.004195108077360637,3,1,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$WeakValue",0.0041544774906549665,1,3,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$1",0.0041240045506257105,2,1,""
"org.axonframework.messaging.interceptors.CorrelationDataInterceptor",0.0041240045506257105,2,5,""
"org.axonframework.test.saga.ContinuedGivenState",0.0041240045506257105,4,2,""
"org.axonframework.test.saga.GivenAggregateEventPublisher",0.0041240045506257105,4,1,""
"org.axonframework.test.saga.WhenState",0.0041240045506257105,3,2,""
"org.axonframework.config.SagaConfigurer$SagaConfigurationImpl",0.0040529010238907846,1,15,""
"org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId",0.0040529010238907846,1,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder",0.004038680318543801,1,21,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository",0.004038680318543801,1,14,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler",0.004038680318543801,1,4,""
"org.axonframework.modelling.command.AggregateStreamCreationException",0.0040386803185438,1,1,""
"org.axonframework.common.jdbc.ConnectionWrapperFactory$ConnectionCloseHandler",0.0039817974971558595,3,,""
"org.axonframework.deadline.SimpleDeadlineManager$1",0.0039817974971558595,3,1,""
"org.axonframework.eventhandling.GlobalSequenceTrackingToken",0.0039817974971558595,2,2,""
"org.axonframework.messaging.interceptors.TransactionManagingInterceptor",0.0039817974971558595,1,6,""
"org.axonframework.queryhandling.FluxSinkWrapper",0.003924914675767919,1,1,""
"org.axonframework.queryhandling.SinksManyWrapper",0.003924914675767919,1,1,""
"org.axonframework.eventsourcing.AbstractSnapshotter$CreateSnapshotTask",0.003910693970420933,1,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$SilentTask",0.003910693970420933,1,4,""
"org.axonframework.deadline.DeadlineException",0.0038395904436860067,3,1,""
"org.axonframework.eventhandling.async.EventProcessorTask",0.0038395904436860067,4,3,""
"org.axonframework.eventhandling.async.EventProcessorTask$ShutdownCallback",0.0038395904436860067,4,1,""
"org.axonframework.eventhandling.scheduling.SchedulingException",0.0038395904436860067,3,1,""
