"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_5c_Betweeness_Stream.cypher"
"org.axonframework.messaging.correlation.MessageOriginProvider",2.5,1,3,""
"org.axonframework.serialization.json.JsonNodeToObjectNodeConverter",2.5,1,2,""
"org.axonframework.queryhandling.NoHandlerForQueryException",2.3333333333333335,2,2,""
"org.axonframework.eventhandling.TrackingTokenParameterResolverFactory$1",2.333333333333333,2,1,""
"org.axonframework.eventhandling.AddedTrackerStatus",2.1666666666666665,1,2,""
"org.axonframework.commandhandling.distributed.CommandCallbackWrapper",2,1,3,""
"org.axonframework.eventhandling.AllowReplay",2,2,1,""
"org.axonframework.eventhandling.SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver",2,1,3,""
"org.axonframework.eventhandling.async.AsynchronousEventProcessingStrategy$NoActionCallback",2,1,2,""
"org.axonframework.eventhandling.async.EventProcessorTask$ShutdownCallback",2,4,1,""
"org.axonframework.eventhandling.deadletter.jpa.JpaSequencedDeadLetterQueue$1",2,1,2,""
"org.axonframework.eventhandling.deadletter.legacyjpa.JpaSequencedDeadLetterQueue$1",2,1,2,""
"org.axonframework.eventhandling.scheduling.quartz.QuartzEventScheduler$Builder",2,1,10,""
"org.axonframework.eventhandling.tokenstore.GenericTokenEntry",2,1,3,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$1",2,2,1,""
"org.axonframework.messaging.RemoteNonTransientHandlingException",2,1,2,""
"org.axonframework.messaging.annotation.AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver",2,1,3,""
"org.axonframework.messaging.annotation.ScopeDescriptorParameterResolverFactory$1",2,2,1,""
"org.axonframework.messaging.annotation.SourceIdParameterResolverFactory$SourceIdParameterResolver",2,1,3,""
"org.axonframework.messaging.interceptors.JSR303ViolationException",2,1,1,""
"org.axonframework.messaging.interceptors.legacyvalidation.JSR303ViolationException",2,1,1,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCommandHandler",2,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler",2,1,7,""
"org.axonframework.modelling.command.AggregateRolledBackException",2,1,1,""
"org.axonframework.modelling.command.inspection.MethodCommandHandlerInterceptorDefinition$MethodCommandHandlerInterceptorHandlingMember",2,1,5,""
"org.axonframework.modelling.saga.SagaStorageException",2,1,1,""
"org.axonframework.queryhandling.SubscriptionQueryResult",2,6,1,""
"org.axonframework.serialization.json.ByteArrayToJsonNodeConverter",2,1,2,""
"org.axonframework.serialization.json.JsonNodeToByteArrayConverter",2,1,2,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictDescription",1.8333333333333333,1,2,""
"org.axonframework.modelling.command.AggregateScopeDescriptor",1.8333333333333333,6,2,""
"org.axonframework.eventsourcing.AbstractAggregateFactory",1.5,1,4,""
"org.axonframework.queryhandling.DefaultSubscriptionQueryResult",1.5,2,2,""
"org.axonframework.test.saga.RecordingListenerInvocationErrorHandler",1.5,2,3,""
"org.axonframework.eventhandling.SimpleEventBus$Builder",1.3333333333333333,3,6,""
"org.axonframework.messaging.MessageDispatchInterceptor",1.1428571428571428,33,1,""
"org.axonframework.commandhandling.AsynchronousCommandBus$Builder",1,1,12,""
"org.axonframework.commandhandling.distributed.CommandBusConnectorCommunicationException",1,1,1,""
"org.axonframework.common.jdbc.ConnectionWrapperFactory$NoOpCloseHandler",1,2,1,""
"org.axonframework.common.lock.NoOpLock",1,2,1,""
"org.axonframework.deadline.annotation.DeadlineHandlingMember",1,1,1,""
"org.axonframework.eventhandling.GlobalSequenceTrackingToken",1,2,2,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$MultiSourceBlockingStream",1,1,6,""
"org.axonframework.eventhandling.TimestampParameterResolverFactory$TimestampParameterResolver",1,1,3,""
"org.axonframework.eventhandling.WrappedToken",1,8,1,""
"org.axonframework.eventhandling.async.PropertySequencingPolicy$Builder$ExceptionRaisingSequencingPolicy",1,1,3,""
"org.axonframework.eventhandling.deadletter.jdbc.JdbcSequencedDeadLetterQueue$1",1,1,2,""
"org.axonframework.eventhandling.replay.ReplayParameterResolverFactory$1",1,2,1,""
"org.axonframework.eventhandling.scheduling.dbscheduler.EventSchedulerNotSetException",1,1,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$1",1,2,1,""
"org.axonframework.eventsourcing.AggregateLoadTimeSnapshotTriggerDefinition",1,1,4,""
"org.axonframework.eventsourcing.eventstore.EventStoreException",1,3,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$1",1,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.JdbcSQLErrorCodesResolver",1,1,1,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.JpaEventStorageEngine$Builder",1,1,13,""
"org.axonframework.modelling.command.GenericJpaRepository$Builder",1,2,13,""
"org.axonframework.modelling.command.legacyjpa.GenericJpaRepository$Builder",1,1,13,""
"org.axonframework.modelling.saga.EndSaga",1,1,1,""
"org.axonframework.modelling.saga.repository.CachingSagaStore",1,1,7,""
"org.axonframework.queryhandling.annotation.QueryHandlingMember",1,2,1,""
"org.axonframework.queryhandling.registration.LoggingDuplicateQueryHandlerResolver",1,1,2,""
"org.axonframework.serialization.SerialVersionUIDRevisionResolver",1,1,1,""
"org.axonframework.test.aggregate.TestExecutor",1,2,1,""
"org.axonframework.test.server.AxonServerContainerUtils",1,1,1,""
"org.axonframework.tracing.MultiSpanFactory$MultiSpan",1,1,2,""
"org.axonframework.util.MavenArtifactVersionResolver",1,1,1,""
"org.axonframework.eventhandling.pooled.SplitTask",0.9166666666666665,1,7,""
"org.axonframework.commandhandling.MonitorAwareCallback",0.8333333333333333,3,4,""
"org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter",0.8333333333333333,1,4,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.CleanGapsStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.CreateHeadTokenStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.CreateTailTokenStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.CreateTokenAtStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.DeleteSnapshotsStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.FetchTrackedEventsStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.LastSequenceNumberForStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.ReadEventDataForAggregateStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.ReadEventDataWithGapsStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.ReadEventDataWithoutGapsStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.ReadSnapshotDataStatementBuilder",0.6923076923076923,2,1,""
"org.axonframework.common.jdbc.DataSourceConnectionProvider",0.5,1,1,""
"org.axonframework.deadline.dbscheduler.DeadlineManagerNotSetException",0.5,1,1,""
"org.axonframework.messaging.NoScopeDescriptor",0.5,1,1,""
"org.axonframework.serialization.json.ObjectNodeToJsonNodeConverter",0.5,1,1,""
"org.axonframework.commandhandling.callbacks.FailureLoggingCallback",0.3333333333333333,1,3,""
"org.axonframework.messaging.interceptors.CorrelationDataInterceptor",0.2857142857142857,2,5,""
"org.axonframework.commandhandling.CurrentUnitOfWorkParameterResolverFactory",0,,6,""
"org.axonframework.commandhandling.RoutingKey",0,3,,""
"org.axonframework.commandhandling.WrappedCommandCallback",0,1,3,""
"org.axonframework.commandhandling.callbacks.FutureCallback",0,2,4,""
"org.axonframework.commandhandling.distributed.AnnotationRoutingStrategy$Builder",0,1,5,""
"org.axonframework.commandhandling.distributed.AnnotationRoutingStrategy$RoutingKeyResolver",0,1,2,""
"org.axonframework.commandhandling.distributed.CommandCallbackRepository",0,,4,""
"org.axonframework.commandhandling.distributed.ConsistentHash$1",0,2,1,""
"org.axonframework.commandhandling.distributed.ConsistentHash$ConsistentHashMember",0,1,4,""
"org.axonframework.commandhandling.distributed.ConsistentHashChangeListener",0,,1,""
"org.axonframework.commandhandling.distributed.DispatchMessage",0,,9,""
"org.axonframework.commandhandling.distributed.Member",0,6,,""
"org.axonframework.commandhandling.distributed.MetaDataRoutingStrategy$Builder",0,1,4,""
"org.axonframework.commandhandling.distributed.ReplyMessage",0,,13,""
"org.axonframework.commandhandling.distributed.ServiceRegistryException",0,,1,""
"org.axonframework.commandhandling.distributed.SimpleMember",0,,1,""
"org.axonframework.commandhandling.distributed.commandfilter.AcceptAll",0,1,3,""
"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",0,2,2,""
"org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",0,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback",0,2,3,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler$Builder",0,2,9,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$FireAndForget",0,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder",0,2,8,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0,11,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$MetaDataExtractor",0,3,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$TypeSafeCallbackWrapper",0,1,4,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResult",0,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithFixedTimeout",0,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithTimeoutInArguments",0,1,2,""
"org.axonframework.commandhandling.gateway.NonTransientExceptionClassesPredicate",0,1,,""
"org.axonframework.commandhandling.gateway.Timeout",0,1,,""
"org.axonframework.common.Assert",0,56,,""
"org.axonframework.common.AxonException",0,24,,""
"org.axonframework.common.CollectionUtils",0,2,,""
"org.axonframework.common.DateTimeUtils",0,14,,""
"org.axonframework.common.DefaultIdentifierFactory",0,1,1,""
"org.axonframework.common.DirectExecutor",0,1,,""
"org.axonframework.common.ListUtils",0,1,,""
"org.axonframework.common.MemberAccessibilityCallback",0,1,,""
"org.axonframework.common.ObjectUtils",0,18,,""
"org.axonframework.common.Priority",0,12,,""
"org.axonframework.common.Registration",0,40,,""
"org.axonframework.common.StringUtils",0,2,,""
"org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl",0,1,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",0,1,1,""
"org.axonframework.common.caching.Cache$EntryListener",0,11,,""
"org.axonframework.common.caching.Cache$EntryListenerAdapter",0,1,1,""
"org.axonframework.common.caching.EhCache3Adapter$CacheEventListenerAdapter",0,1,2,""
"org.axonframework.common.caching.EhCacheAdapter",0,,4,""
"org.axonframework.common.caching.EhCacheAdapter$CacheEventListenerAdapter",0,1,1,""
"org.axonframework.common.caching.JCacheAdapter",0,,4,""
"org.axonframework.common.caching.JCacheAdapter$JCacheListenerAdapter",0,1,1,""
"org.axonframework.common.caching.WeakReferenceCache$Entry",0,1,1,""
"org.axonframework.common.io.IOUtils",0,10,,""
"org.axonframework.common.jdbc.ConnectionProvider",0,10,,""
"org.axonframework.common.jdbc.ConnectionWrapperFactory$ConnectionCloseHandler",0,3,,""
"org.axonframework.common.jdbc.JdbcUtils$SqlFunction",0,5,,""
"org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter",0,6,,""
"org.axonframework.common.jdbc.Oracle11Utils",0,2,,""
"org.axonframework.common.jdbc.PagingJdbcIterable$PagingStatementSupplier",0,3,,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver",0,11,,""
"org.axonframework.common.jdbc.UnitOfWorkAwareConnectionProviderWrapper$UoWAttachedConnection",0,2,,""
"org.axonframework.common.jpa.EntityManagerProvider",0,13,,""
"org.axonframework.common.jpa.SimpleEntityManagerProvider",0,,2,""
"org.axonframework.common.legacyjpa.EntityManagerProvider",0,11,,""
"org.axonframework.common.legacyjpa.SimpleEntityManagerProvider",0,,2,""
"org.axonframework.common.lock.Lock",0,9,,""
"org.axonframework.common.lock.PessimisticLockFactory$Builder",0,1,2,""
"org.axonframework.common.lock.PessimisticLockFactory$PubliclyOwnedReentrantLock",0,2,1,""
"org.axonframework.common.property.BeanPropertyAccessStrategy",0,,1,""
"org.axonframework.common.property.DirectPropertyAccessStrategy",0,,3,""
"org.axonframework.common.property.Property",0,11,,""
"org.axonframework.common.property.UniformPropertyAccessStrategy",0,,1,""
"org.axonframework.common.stream.StreamUtils$1",0,1,2,""
"org.axonframework.common.transaction.NoTransactionManager$1",0,1,2,""
"org.axonframework.common.transaction.Transaction",0,5,,""
"org.axonframework.config.Configuration$1",0,1,3,""
"org.axonframework.config.DefaultConfigurer$LifecycleState",0,2,,""
"org.axonframework.config.EventProcessingModule$InstanceProcessingGroupSelector",0,2,2,""
"org.axonframework.config.EventProcessingModule$ProcessingGroupSelector",0,3,1,""
"org.axonframework.config.EventProcessingModule$TypeProcessingGroupSelector",0,2,2,""
"org.axonframework.config.LifecycleHandler",0,5,,""
"org.axonframework.config.LifecycleHandlerInspector$1",0,1,4,""
"org.axonframework.config.LifecycleHandlerInspector$LifecycleRegistration",0,1,2,""
"org.axonframework.config.MessageHandlerRegistrar",0,1,5,""
"org.axonframework.config.MessageMonitorFactoryBuilder",0,1,6,""
"org.axonframework.config.ProcessingGroup",0,1,,""
"org.axonframework.config.TagsConfiguration",0,3,,""
"org.axonframework.deadline.DeadlineException",0,3,1,""
"org.axonframework.deadline.SimpleDeadlineManager$DeadlineId",0,2,2,""
"org.axonframework.deadline.dbscheduler.DbSchedulerBinaryDeadlineDetails",0,1,8,""
"org.axonframework.deadline.dbscheduler.DbSchedulerDeadlineToken",0,1,,""
"org.axonframework.deadline.dbscheduler.DbSchedulerHumanReadableDeadlineDetails",0,1,8,""
"org.axonframework.deadline.jobrunr.DeadlineDetails",0,1,8,""
"org.axonframework.disruptor.commandhandling.AggregateBlacklistedException",0,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$1",0,2,1,""
"org.axonframework.disruptor.commandhandling.EventPublisher$ReportResultTask",0,1,4,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$1",0,2,1,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$WeakValue",0,1,3,""
"org.axonframework.eventhandling.ConcludesBatch",0,1,,""
"org.axonframework.eventhandling.ConcludesBatchParameterResolverFactory",0,,8,""
"org.axonframework.eventhandling.DisallowReplay",0,,1,""
"org.axonframework.eventhandling.DomainEventSequenceAware",0,3,,""
"org.axonframework.eventhandling.MergedTrackingToken",0,4,2,""
"org.axonframework.eventhandling.MultiEventHandlerInvoker",0,1,4,""
"org.axonframework.eventhandling.MultiSourceTrackingToken",0,2,2,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$IdentifiedStreamableMessageSource",0,3,4,""
"org.axonframework.eventhandling.MultiStreamableMessageSource$SourceIdAwareBlockingStream",0,2,2,""
"org.axonframework.eventhandling.ReplayStatus",0,2,,""
"org.axonframework.eventhandling.ResetHandler",0,,2,""
"org.axonframework.eventhandling.SequenceNumber",0,1,,""
"org.axonframework.eventhandling.SequenceNumberParameterResolverFactory",0,,5,""
"org.axonframework.eventhandling.Timestamp",0,1,,""
"org.axonframework.eventhandling.TimestampParameterResolverFactory",0,,5,""
"org.axonframework.eventhandling.TrackingEventProcessor$State",0,3,,""
"org.axonframework.eventhandling.TrackingEventProcessor$Worker",0,3,,""
"org.axonframework.eventhandling.TrackingEventProcessor$WrappedMessageStream",0,1,3,""
"org.axonframework.eventhandling.TrackingToken",0,76,,""
"org.axonframework.eventhandling.TransactionMethodExecutionException",0,,1,""
"org.axonframework.eventhandling.async.AsynchronousEventProcessingStrategy$SchedulerCleanUp",0,1,4,""
"org.axonframework.eventhandling.async.EventProcessorTask$ProcessingTask",0,1,1,""
"org.axonframework.eventhandling.async.FullConcurrencyPolicy",0,,2,""
"org.axonframework.eventhandling.async.PropertySequencingPolicy$1",0,2,1,""
"org.axonframework.eventhandling.async.SequencingPolicy",0,12,,""
"org.axonframework.eventhandling.async.SequentialPolicy",0,,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$1",0,2,1,""
"org.axonframework.eventhandling.deadletter.jdbc.GenericDeadLetterTableFactory",0,,2,""
"org.axonframework.eventhandling.deadletter.jpa.JpaDeadLetter",0,1,8,""
"org.axonframework.eventhandling.deadletter.jpa.NoJpaConverterFoundException",0,2,1,""
"org.axonframework.eventhandling.deadletter.legacyjpa.JpaDeadLetter",0,1,8,""
"org.axonframework.eventhandling.gateway.DefaultEventGateway$Builder",0,2,5,""
"org.axonframework.eventhandling.interceptors.EventLoggingInterceptor",0,,7,""
"org.axonframework.eventhandling.pooled.Coordinator$NoToken",0,2,1,""
"org.axonframework.eventhandling.pooled.Coordinator$RunState",0,2,,""
"org.axonframework.eventhandling.pooled.CoordinatorTask",0,4,,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessingEntry",0,1,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$DefaultProcessingEntry",0,1,3,""
"org.axonframework.eventhandling.replay.ReplayAwareMessageHandlerWrapper",0,,5,""
"org.axonframework.eventhandling.replay.ReplayContext",0,1,,""
"org.axonframework.eventhandling.replay.ReplayContextParameterResolverFactory",0,,4,""
"org.axonframework.eventhandling.replay.ResetContext",0,3,1,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0,11,,""
"org.axonframework.eventhandling.scheduling.dbscheduler.DbSchedulerBinaryEventData",0,1,,""
"org.axonframework.eventhandling.scheduling.dbscheduler.DbSchedulerHumanReadableEventData",0,1,,""
"org.axonframework.eventhandling.scheduling.dbscheduler.DbSchedulerScheduleToken",0,1,1,""
"org.axonframework.eventhandling.scheduling.java.SimpleScheduleToken",0,1,1,""
"org.axonframework.eventhandling.scheduling.jobrunr.JobRunrScheduleToken",0,1,1,""
"org.axonframework.eventhandling.scheduling.quartz.EventJobDataBinder",0,4,,""
"org.axonframework.eventhandling.scheduling.quartz.QuartzScheduleToken",0,1,1,""
"org.axonframework.eventhandling.tokenstore.ConfigToken",0,3,1,""
"org.axonframework.eventhandling.tokenstore.inmemory.InMemoryTokenStore$ProcessAndSegment",0,1,,""
"org.axonframework.eventhandling.tokenstore.jdbc.Oracle11TokenTableFactory",0,,2,""
"org.axonframework.eventhandling.tokenstore.jdbc.PostgresTokenTableFactory",0,,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$Builder",0,1,2,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry",0,2,8,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry$PK",0,3,,""
"org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId",0,1,1,""
"org.axonframework.eventsourcing.AbstractSnapshotter$CreateSnapshotTask",0,1,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally",0,2,,""
"org.axonframework.eventsourcing.AggregateSnapshotter$Builder",0,2,13,""
"org.axonframework.eventsourcing.EventCountSnapshotTriggerDefinition",0,,4,""
"org.axonframework.eventsourcing.EventSourcedAggregate$IgnoreApplyMore",0,1,1,""
"org.axonframework.eventsourcing.EventSourcingHandler",0,,1,""
"org.axonframework.eventsourcing.FilteringEventStorageEngine",0,,6,""
"org.axonframework.eventsourcing.MultiStreamableMessageSource",0,,3,""
"org.axonframework.eventsourcing.MultiStreamableMessageSource$Builder",0,1,1,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$NoSnapshotTrigger",0,1,3,""
"org.axonframework.eventsourcing.Snapshotter",0,9,,""
"org.axonframework.eventsourcing.conflictresolution.ConflictExceptionSupplier",0,2,,""
"org.axonframework.eventsourcing.conflictresolution.Conflicts",0,,3,""
"org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry$PK",0,1,,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$EventStreamSpliterator",0,1,1,""
"org.axonframework.eventsourcing.eventstore.ConcatenatingDomainEventStream",0,1,2,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$1",0,1,3,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream$2",0,1,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer",0,1,7,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node",0,4,3,""
"org.axonframework.eventsourcing.eventstore.EqualRevisionPredicate",0,,5,""
"org.axonframework.eventsourcing.eventstore.FilteringDomainEventStream",0,1,2,""
"org.axonframework.eventsourcing.eventstore.IteratorBackedDomainEventStream",0,2,2,""
"org.axonframework.eventsourcing.eventstore.SequenceEventStorageEngine",0,,8,""
"org.axonframework.eventsourcing.eventstore.SequenceEventStorageEngine$ConcatenatingDomainEventStream",0,1,2,""
"org.axonframework.eventsourcing.eventstore.SequenceEventStorageEngine$ConcatenatingSpliterator",0,1,2,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine",0,,11,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapEntrySpliterator",0,1,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",0,1,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.HsqlEventTableFactory",0,,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.JdbcEventStorageEngine$1",0,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.MySqlEventTableFactory",0,,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.Oracle11EventTableFactory",0,,3,""
"org.axonframework.eventsourcing.eventstore.jdbc.PostgresEventTableFactory",0,,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.JdbcEventStorageEngineStatements",0,1,9,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements.TimestampWriter",0,3,,""
"org.axonframework.eventsourcing.eventstore.jpa.SQLStateResolver",0,,2,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventProducer",0,1,7,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",0,4,3,""
"org.axonframework.lifecycle.Lifecycle$LifecycleHandler",0,7,,""
"org.axonframework.lifecycle.ShutdownLatch$ActivityHandle",0,1,1,""
"org.axonframework.messaging.AbstractMessage",0,2,2,""
"org.axonframework.messaging.Distributed",0,2,,""
"org.axonframework.messaging.EventPublicationFailedException",0,,1,""
"org.axonframework.messaging.HandlerAttributes",0,3,,""
"org.axonframework.messaging.Headers",0,,5,""
"org.axonframework.messaging.InterceptorChain",0,22,,""
"org.axonframework.messaging.MetaData$1",0,2,1,""
"org.axonframework.messaging.MetaData$MetaDataCollector",0,1,2,""
"org.axonframework.messaging.RemoteHandlingException",0,1,2,""
"org.axonframework.messaging.Scope",0,4,1,""
"org.axonframework.messaging.ScopeDescriptor",0,36,,""
"org.axonframework.messaging.SimpleHandlerAttributes",0,1,1,""
"org.axonframework.messaging.annotation.AggregateType",0,1,,""
"org.axonframework.messaging.annotation.AggregateTypeParameterResolverFactory",0,,5,""
"org.axonframework.messaging.annotation.AnnotatedMessageHandlingMemberDefinition",0,,7,""
"org.axonframework.messaging.annotation.DefaultParameterResolverFactory",0,,12,""
"org.axonframework.messaging.annotation.DefaultParameterResolverFactory$AnnotatedMetaDataParameterResolver",0,1,3,""
"org.axonframework.messaging.annotation.DefaultParameterResolverFactory$MessageParameterResolver",0,1,2,""
"org.axonframework.messaging.annotation.DefaultParameterResolverFactory$MetaDataParameterResolver",0,1,2,""
"org.axonframework.messaging.annotation.FixedValueParameterResolver",0,2,2,""
"org.axonframework.messaging.annotation.HandlerComparator",0,1,1,""
"org.axonframework.messaging.annotation.HasHandlerAttributes",0,9,,""
"org.axonframework.messaging.annotation.MessageHandlerInterceptorDefinition",0,,6,""
"org.axonframework.messaging.annotation.MessageIdentifier",0,1,,""
"org.axonframework.messaging.annotation.MessageIdentifierParameterResolverFactory",0,,5,""
"org.axonframework.messaging.annotation.MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver",0,1,2,""
"org.axonframework.messaging.annotation.MetaDataValue",0,2,,""
"org.axonframework.messaging.annotation.PayloadParameterResolver",0,1,2,""
"org.axonframework.messaging.annotation.ResultParameterResolverFactory$1",0,2,1,""
"org.axonframework.messaging.annotation.ResultParameterResolverFactory$ExceptionResultParameterResolver",0,1,4,""
"org.axonframework.messaging.annotation.SourceId",0,1,,""
"org.axonframework.messaging.annotation.SourceIdParameterResolverFactory",0,,5,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0,11,2,""
"org.axonframework.messaging.correlation.MultiCorrelationDataProvider",0,,2,""
"org.axonframework.messaging.correlation.SimpleCorrelationDataProvider",0,,3,""
"org.axonframework.messaging.deadletter.Cause",0,14,,""
"org.axonframework.messaging.deadletter.DeadLetterParameterResolverFactory",0,,4,""
"org.axonframework.messaging.deadletter.DeadLetterQueueOverflowException",0,5,1,""
"org.axonframework.messaging.deadletter.DoNotEnqueue",0,1,2,""
"org.axonframework.messaging.deadletter.ShouldEnqueue",0,1,4,""
"org.axonframework.messaging.deadletter.WrongDeadLetterTypeException",0,3,1,""
"org.axonframework.messaging.interceptors.BeanValidationInterceptor",0,,6,""
"org.axonframework.messaging.interceptors.ExceptionHandler",0,,3,""
"org.axonframework.messaging.interceptors.LoggingInterceptor",0,,5,""
"org.axonframework.messaging.interceptors.legacyvalidation.BeanValidationInterceptor",0,,6,""
"org.axonframework.messaging.responsetypes.ConvertingResponseMessage",0,,8,""
"org.axonframework.messaging.responsetypes.InstanceResponseType",0,2,2,""
"org.axonframework.messaging.responsetypes.ResponseType",0,19,,""
"org.axonframework.messaging.unitofwork.MessageProcessingContext",0,3,5,""
"org.axonframework.messaging.unitofwork.RollbackConfiguration",0,19,,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$1",0,4,1,""
"org.axonframework.messaging.unitofwork.UnitOfWork$Phase",0,11,,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler",0,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler",0,1,7,""
"org.axonframework.modelling.command.AggregateCreationPolicy",0,5,,""
"org.axonframework.modelling.command.AggregateIdentifier",0,,1,""
"org.axonframework.modelling.command.AggregateRoot",0,1,,""
"org.axonframework.modelling.command.AggregateVersion",0,1,,""
"org.axonframework.modelling.command.ApplyMore",0,7,,""
"org.axonframework.modelling.command.CreationPolicyAggregateFactory",0,6,,""
"org.axonframework.modelling.command.EntityId",0,2,,""
"org.axonframework.modelling.command.ForwardMatchingInstances",0,,7,""
"org.axonframework.modelling.command.ForwardNone",0,,2,""
"org.axonframework.modelling.command.LockAwareAggregate$LockSupplier",0,1,1,""
"org.axonframework.modelling.command.MetaDataCommandTargetResolver",0,,5,""
"org.axonframework.modelling.command.TargetAggregateVersion",0,2,,""
"org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityCollectionDefinition",0,,8,""
"org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityDefinition",0,,7,""
"org.axonframework.modelling.command.inspection.AggregateMemberAnnotatedChildEntityMapDefinition",0,,8,""
