"communityId","artifactCount","packageCount","typeCount","artifactNames","packageNames","typeNames","Source Cypher File: Community_Detection/Which_type_community_spans_several_artifacts_and_how_are_the_types_distributed.cypher"
10,5,8,31,"axon-modelling-4.7.5,axon-disruptor-4.7.5,axon-eventsourcing-4.7.5,axon-test-4.7.5,axon-messaging-4.7.5","command,inspection,legacyjpa,commandhandling,eventsourcing,aggregate,lock,eventhandling","AggregateNotFoundException,LockingRepository$Builder,AbstractRepository$Builder,GenericJpaRepository,RepositoryProvider,GenericJpaRepository$Builder,AggregateModel,AnnotatedAggregate,ForwardingCommandMessageHandlingMember,CommandHandlerInvoker$1,CommandHandlerInvoker$DisruptorRepository,FirstLevelCache,FirstLevelCache$WeakValue,FirstLevelCache$1,EventCountSnapshotTriggerDefinition$EventCountSnapshotTrigger,EventSourcedAggregate,SnapshotTriggerDefinition,EventCountSnapshotTriggerDefinition,EventSourcingRepository$Builder,AggregateDeletedException,CachingEventSourcingRepository,AggregateCacheEntry,SnapshotTrigger,EventSourcingRepository,AggregateTestFixture$InMemoryRepository,NullLockFactory,LockFactory,EventBus,DomainEventSequenceAware",""
1,4,9,25,"axon-modelling-4.7.5,axon-eventsourcing-4.7.5,axon-configuration-4.7.5,axon-messaging-4.7.5","inspection,saga,repository,eventsourcing,config,deadline,gateway,messaging,util","AggregateMetaModelFactory,ResourceInjector,NoResourceInjector,Snapshotter,Configurer,LifecycleHandler,Component,ConfigurationParameterResolverFactory,DefaultConfigurer$ConfigurationImpl,AggregateConfigurer,TagsConfiguration,MessageHandlerRegistrar,DefaultConfigurer$1,AggregateConfiguration,Configuration,ConfigurerModule,ConfigurationResourceInjector,DefaultConfigurer,ModuleConfiguration,LifecycleOperations,DefaultConfigurer$LifecycleState,DeadlineManager,EventGateway,Distributed,HandlerTypeResolver",""
5,4,6,28,"axon-modelling-4.7.5,axon-eventsourcing-4.7.5,axon-configuration-4.7.5,axon-messaging-4.7.5","saga,metamodel,repository,eventsourcing,config,eventhandling","AnnotatedSagaManager,SagaMethodMessageHandlingMember,Saga,AnnotatedSagaManager$Builder,SagaInstantiationException,AnnotatedSaga,SagaInitializationPolicy,AbstractSagaManager,SagaExecutionException,SagaRepository,SagaCreationPolicy,AssociationResolver,AbstractSagaManager$Builder,SagaEventHandler,SagaScopeDescriptor,SagaMethodMessageHandlerDefinition,SagaMetaModelFactory,AnnotationSagaMetaModelFactory,SagaModel,AnnotatedSagaRepository,LockingSagaRepository$Builder,LockingSagaRepository,AnnotatedSagaRepository$Builder,EventSourcingHandler,SagaConfigurer$SagaConfigurationImpl,SagaConfigurer,EventHandler,ResetNotSupportedException",""
7,4,5,12,"axon-modelling-4.7.5,axon-eventsourcing-4.7.5,axon-test-4.7.5,axon-messaging-4.7.5","command,eventsourcing,aggregate,common,messaging","AggregateInvocationException,ApplyMore,AggregateLifecycle,EventSourcedAggregate$IgnoreApplyMore,StubAggregateLifecycleExtension,StubAggregateLifecycle$1,StubAggregateLifecycle,StubAggregateLifecycleRule$1,StubAggregateLifecycleRule,IdentifierFactory,DefaultIdentifierFactory,Scope",""
11,4,14,29,"axon-modelling-4.7.5,axon-eventsourcing-4.7.5,axon-test-4.7.5,axon-messaging-4.7.5","command,repository,eventsourcing,matchers,commandhandling,distributed,common,eventhandling,lifecycle,messaging,annotation,interceptors,legacyvalidation,queryhandling","AggregateEntityNotFoundException,ConflictingModificationException,AggregateStreamCreationException,ConflictingAggregateVersionException,AggregateRolledBackException,SagaCreationException,GenericAggregateFactory,IncompatibleAggregateException,MatcherExecutionException,CommandExecutionException,ServiceRegistryException,AxonNonTransientException,ProcessUtils,ProcessRetriesExhaustedException,AxonException,EventProcessingException,TransactionMethodExecutionException,LifecycleHandlerInvocationException,ShutdownInProgressException,ShutdownLatch$ActivityHandle,ShutdownLatch,IllegalPayloadAccessException,HandlerExecutionException,EventPublicationFailedException,MessageHandlerInvocationException,JSR303ViolationException,QueryExecutionException,CompletedEmitterException",""
6,3,16,74,"axon-modelling-4.7.5,axon-test-4.7.5,axon-messaging-4.7.5","command,test,matchers,commandhandling,common,eventhandling,replay,messaging,annotation,correlation,deadletter,interceptors,legacyvalidation,queryhandling,tracing,attributes","CommandHandlerInterceptor,FixtureResourceParameterResolverFactory$FailingParameterResolver,FixtureResourceParameterResolverFactory,PayloadsMatcher,GenericCommandMessage,CurrentUnitOfWorkParameterResolverFactory,Priority,ConcludesBatchParameterResolverFactory,ConcludesBatch,SequenceNumber,Timestamp,TimestampParameterResolverFactory,TimestampParameterResolverFactory$TimestampParameterResolver,ResetHandler,SequenceNumberParameterResolverFactory,SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver,ReplayStatus,ReplayParameterResolverFactory$ReplayParameterResolver,GenericResetContext,ReplayParameterResolverFactory,ReplayContext,ResetContext,ReplayContextParameterResolverFactory,ReplayParameterResolverFactory$1,ReplayContextParameterResolverFactory$ReplayContextParameterResolver,NoScopeDescriptor,Message,MessageDecorator,SourceId,AnnotatedMessageHandlingMember,MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver,DefaultParameterResolverFactory$AnnotatedMetaDataParameterResolver,DefaultParameterResolverFactory$MetaDataParameterResolver,AggregateTypeParameterResolverFactory,DefaultParameterResolverFactory,PayloadParameterResolver,MessageHandler,SourceIdParameterResolverFactory$SourceIdParameterResolver,ResultParameterResolverFactory$1,SourceIdParameterResolverFactory,AggregateType,ScopeDescriptorParameterResolverFactory$ScopeDescriptorParameterResolver,ResultParameterResolverFactory,ResultParameterResolverFactory$ExceptionResultParameterResolver,DefaultParameterResolverFactory$MessageParameterResolver,MessageIdentifier,AbstractAnnotatedParameterResolverFactory,ScopeDescriptorParameterResolverFactory$1,ScopeDescriptorParameterResolverFactory,FixedValueParameterResolver,SimpleResourceParameterResolverFactory,ParameterResolver,MessageIdentifierParameterResolverFactory,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver,MessageOriginProvider,DeadLetterParameterResolverFactory,DeadLetterParameterResolverFactory$DeadLetterParameterResolver,ExceptionHandler,MessageHandlerInterceptor,BeanValidationInterceptor,LoggingInterceptor,QueryHandler,SpanAttributesProvider,LoggingSpanFactory$1,LoggingSpanFactory$Slf4jSpan$Slf4jSpanScope,LoggingSpanFactory$Slf4jSpan,SpanUtils,LoggingSpanFactory,MessageNameSpanAttributesProvider,MetadataSpanAttributesProvider,MessageTypeSpanAttributesProvider,MessageIdSpanAttributesProvider,PayloadTypeSpanAttributesProvider",""
13,3,9,28,"axon-modelling-4.7.5,axon-test-4.7.5,axon-messaging-4.7.5","saga,repository,inmemory,jdbc,jpa,legacyjpa,caching","SagaStorageException,SagaLifecycle,AssociationValues,AssociationValuesImpl,AssociationValue,CachingSagaStore$Builder,CachingSagaStore$CacheEntry,CachingSagaStore,SagaStore$Entry,SagaStore,InMemorySagaStore$ManagedSaga,InMemorySagaStore,JdbcSagaStore$Builder,JdbcSagaStore$EntryImpl,JdbcSagaStore,SagaSqlSchema,JpaSagaStore$Builder,JpaSagaStore$EntryImpl,AssociationValueEntry,SagaEntry,JpaSagaStore,RepositoryContentValidator,Cache,ConnectionProvider,DataSourceConnectionProvider",""
15,3,6,38,"axon-modelling-4.7.5,axon-test-4.7.5,axon-messaging-4.7.5","command,inspection,saga,utils,commandhandling,distributed","IdentifierMissingException,CommandTargetResolver,AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler,AggregateAnnotationCommandHandler$Builder,AggregateCreationPolicy,AggregateAnnotationCommandHandler$AggregateCommandHandler,AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler,AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler,AnnotationCommandTargetResolver$Builder,AnnotationCommandTargetResolver,CreationPolicy,NoArgumentConstructorCreationPolicyAggregateFactory,CreationPolicyAggregateFactory,TargetAggregateIdentifier,MetaDataCommandTargetResolver,AggregateAnnotationCommandHandler$1,AggregateAnnotationCommandHandler,TargetAggregateVersion,VersionedAggregateIdentifier,CreationPolicyMember,CommandValidator,DefaultCallbackBehavior,RecordingCommandBus,CallbackBehavior,CommandHandler,RoutingKey,SimpleCommandBus,CommandMessageHandler,CommandMessage,NoHandlerForCommandException,MetaDataRoutingStrategy,RoutingStrategy,AbstractRoutingStrategy,AnnotationRoutingStrategy,UnresolvedRoutingKeyPolicy,MetaDataRoutingStrategy$Builder,AnnotationRoutingStrategy$RoutingKeyResolver,AnnotationRoutingStrategy$Builder",""
17,3,11,31,"axon-modelling-4.7.5,axon-eventsourcing-4.7.5,axon-messaging-4.7.5","command,inspection,saga,jpa,legacyjpa,common,digest,io,property,serialization,util","ForwardToAll,AggregateMember,ForwardMatchingInstances,ForwardNone,ForwardingMode,AggregateMemberAnnotatedChildEntityCollectionDefinition,AbstractChildEntityDefinition,EntityModel,AggregateMemberAnnotatedChildEntityDefinition,AnnotatedChildEntity,AggregateMemberAnnotatedChildEntityMapDefinition,AbstractResourceInjector,SQLErrorCodesResolver,MemberAccessibilityCallback,ReflectionUtils,AxonConfigurationException,ExceptionUtils,Digester,IOUtils,DirectlyAccessedProperty,Property,PropertyAccessStrategy,MethodAccessedProperty,AbstractMethodPropertyAccessStrategy,UniformPropertyAccessStrategy,DirectPropertyAccessStrategy,PropertyAccessException,BeanPropertyAccessStrategy,MavenArtifactRevisionResolver,MavenArtifactVersionResolver",""
32,3,4,23,"axon-disruptor-4.7.5,axon-eventsourcing-4.7.5,axon-messaging-4.7.5","commandhandling,eventsourcing,eventstore,messaging","DisruptorCommandBus,DisruptorCommandBus$DisruptorRepository,EventPublisher$ReportResultTask,DisruptorCommandBus$Builder,CommandHandlingEntry$RepeatingCommandHandler,EventPublisher$1,AggregateStateCorruptedException,DisruptorUnitOfWork,EventPublisher,DisruptorCommandBus$FailureLoggingCommandCallback,DisruptorCommandBus$ExceptionHandler,AggregateBlacklistedException,CommandHandlingEntry$1,BlacklistDetectingCallback,CommandHandlerInvoker,CommandHandlingEntry,DisruptorCommandBus$1,AggregateFactory,NoSnapshotTriggerDefinition,NoSnapshotTriggerDefinition$NoSnapshotTrigger,NoSnapshotTriggerDefinition$1,EventStore,MessageHandlerInterceptor",""
