"componentId","memberCount","memberNames","Source Cypher File: Community_Detection/Community_Detection_3c_WeaklyConnectedComponents_Stream.cypher"
0,6,"/axon-test-4.7.5.jar,/axon-messaging-4.7.5.jar,/axon-modelling-4.7.5.jar,/axon-disruptor-4.7.5.jar,/axon-eventsourcing-4.7.5.jar,/axon-configuration-4.7.5.jar",""
