"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_6_Longest_paths_distribution_per_project.cypher"
,,,,,,1,3,1,3,3,1,3,"/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-test-4.10.1.jar,/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-server-connector-4.10.1.jar,/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-tracing-opentelemetry-4.10.1.jar","","",""
,,,,,,2,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-configuration-4.10.1.jar","","",""
,,,,,,3,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-disruptor-4.10.1.jar","","",""
,,,,,,4,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-eventsourcing-4.10.1.jar","","",""
,,,,,,5,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-modelling-4.10.1.jar","","",""
,,,,,,6,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-4.10.1.jar -> /axon-messaging-4.10.1.jar","","",""
