"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"javax.annotation",63,310,342,1602,93,1224,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",53,117,208,608,93,1224,"Logger,LoggerFactory",""
"com.fasterxml",14,30,85,196,93,1224,"JsonTypeInfo$Id,JsonTypeInfo,JsonGetter,JsonProperty,JsonCreator,JsonTypeInfo$As,JsonIgnore,JsonNode,ObjectNode",""
"javax.persistence",13,24,78,340,93,1224,"EntityManager,TypedQuery,Basic,MappedSuperclass,Id,GeneratedValue,Lob,Column,Embeddable",""
"jakarta.persistence",8,22,69,328,93,1224,"EntityManager,TypedQuery,Basic,MappedSuperclass,Id,GeneratedValue,Lob,Column,Query",""
"org.hamcrest",5,27,61,498,93,1224,"Matcher,Description,StringDescription,CoreMatchers,BaseMatcher,TypeSafeMatcher,Matchers",""
"com.github",2,6,19,120,93,1224,"Scheduler,TaskInstanceId,Task,SchedulerState,TaskInstance,TaskWithDataDescriptor,Tasks$OneTimeTaskBuilder,ExecutionContext,ScheduledExecution",""
"com.thoughtworks",2,8,31,135,93,1224,"UnmarshallingContext,Mapper,HierarchicalStreamWriter,MarshallingContext,MapConverter,HierarchicalStreamReader,XStream,CollectionConverter,CannotResolveClassException",""
"org.jobrunr",2,4,8,39,93,1224,"JobScheduler,JobId,JobBuilder",""
"org.junit",2,4,8,18,93,1224,"ExtensionContext,BeforeEachCallback,AfterEachCallback,Statement,Description,TestRule,Assertions",""
"org.quartz",2,9,40,234,93,1224,"JobDataMap,JobKey,JobBuilder,Scheduler,Trigger,TriggerBuilder,SchedulerContext,GroupMatcher,JobDetail",""
"reactor.core",2,18,36,159,93,1224,"Mono,Flux,Signal,FluxSink$OverflowStrategy,FluxSink,Disposable,Sinks$EmitResult,Sinks$Many,MonoSink",""
"com.google",1,1,4,9,93,1224,"JsonArray,JsonElement,JsonParser,JsonObject",""
"com.lmax",1,7,14,51,93,1224,"Disruptor,ExceptionHandler,RingBuffer,ProducerType,BlockingWaitStrategy,WaitStrategy,EventHandlerGroup,EventHandler,LifecycleAware",""
"jakarta.validation",1,2,5,22,93,1224,"Validation,Validator,ConstraintViolation,ValidatorFactory",""
"javax.cache",1,2,12,59,93,1224,"Cache,CacheEntryListenerConfiguration,CacheEntryListenerException,CacheEntryCreatedListener,Factory,CacheEntryExpiredListener,CacheEntryRemovedListener,CacheEntryEventFilter,CacheEntryUpdatedListener",""
"javax.validation",1,2,5,22,93,1224,"ConstraintViolation,Validation,ValidatorFactory,Validator",""
"net.sf",1,2,8,72,93,1224,"CacheException,CacheEventListener,Element,Ehcache,RegisteredEventListeners",""
"nu.xom",1,3,5,16,93,1224,"Document,Builder,ParsingException",""
"org.dom4j",1,3,4,15,93,1224,"Document,STAXEventReader",""
"org.ehcache",1,3,10,49,93,1224,"EventFiring,EventType,EventOrdering,CacheRuntimeConfiguration,CacheEventListener,Ehcache,CacheEvent",""
"org.testcontainers",1,3,13,47,93,1224,"Wait,DockerImageName,MountableFile,GenericContainer,HttpWaitStrategy,ContainerLaunchException",""
