"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-disruptor-4.9.0",22,13,5,59.09090909090909,33,101,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","Logger,LoggerFactory,WaitStrategy,BlockingWaitStrategy,RingBuffer,EventHandler,LifecycleAware,ExceptionHandler,Nonnull",""
"axon-test-4.9.0",87,28,13,32.183908045977006,101,639,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,org.slf4j","Description,Matcher,BaseMatcher,StringDescription,CoreMatchers,TypeSafeMatcher,Matchers,Nonnull,MountableFile",""
"axon-modelling-4.9.0",156,35,5,22.435897435897438,99,382,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,Id,Column,MappedSuperclass,Basic,Lob,Entity,EntityManager",""
"axon-messaging-4.9.0",786,155,43,19.720101781170484,753,3196,43,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,LoggerFactory,Logger,JsonCreator,JsonProperty,JsonTypeInfo,JsonTypeInfo$Id,JsonGetter",""
"axon-eventsourcing-4.9.0",133,25,4,18.796992481203006,74,242,4,"javax.annotation,org.slf4j,javax.persistence,jakarta.persistence","Nonnull,PreDestroy,Nullable,LoggerFactory,Logger,EntityManager,TypedQuery,Query,IdClass",""
"axon-configuration-4.9.0",40,4,2,10,24,137,2,"javax.annotation,org.slf4j","Nonnull,Nullable,LoggerFactory,Logger",""
