"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_package.cypher"
"axon-messaging-4.9.0","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler.task",5,27,7,"TaskInstanceId,TaskWithDataDescriptor,TaskInstance,ExecutionContext,Task","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.async","org.slf4j",5,16,15,"Logger,LoggerFactory","async",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jpa","jakarta.persistence",5,54,9,"Index,EntityManager,Query,NoResultException,TypedQuery","jpa",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler.task",5,25,7,"ExecutionContext,TaskWithDataDescriptor,Task,TaskInstance,TaskInstanceId","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore.jpa","jakarta.persistence",5,64,4,"TypedQuery,LockModeType,Query,EntityManager","jpa",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore.legacyjpa","javax.persistence",5,64,2,"Query,TypedQuery,EntityManager,LockModeType","legacyjpa",""
"axon-messaging-4.9.0","org.axonframework.messaging.interceptors","jakarta.validation",5,22,8,"Validation,Validator,ConstraintViolation,ValidatorFactory","interceptors",""
"axon-messaging-4.9.0","org.axonframework.messaging.interceptors.legacyvalidation","javax.validation",5,22,2,"ConstraintViolation,ValidatorFactory,Validator,Validation","legacyvalidation",""
"axon-messaging-4.9.0","org.axonframework.serialization","com.thoughtworks.xstream.mapper",5,10,34,"Mapper,CannotResolveClassException","serialization",""
"axon-messaging-4.9.0","org.axonframework.serialization.xml","nu.xom",5,16,7,"ParsingException,Document,Builder","xml",""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.legacyjpa","javax.persistence",5,66,3,"EntityManager,Query,EntityManagerFactory,TypedQuery,EntityNotFoundException","legacyjpa",""
"axon-test-4.9.0","org.axonframework.test.server","org.testcontainers.utility",5,27,4,"MountableFile,DockerImageName","server",""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.jpa","org.slf4j",4,9,7,"LoggerFactory,Logger","jpa",""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.legacyjpa","javax.persistence",4,41,10,"EntityExistsException,EntityManager,TypedQuery,Query","legacyjpa",""
"axon-messaging-4.9.0","org.axonframework.commandhandling","org.slf4j",4,8,32,"LoggerFactory,Logger","commandhandling",""
"axon-messaging-4.9.0","org.axonframework.commandhandling.callbacks","org.slf4j",4,11,4,"LoggerFactory,Logger","callbacks",""
"axon-messaging-4.9.0","org.axonframework.commandhandling.gateway","org.slf4j",4,11,34,"Logger,LoggerFactory","gateway",""
"axon-messaging-4.9.0","org.axonframework.common.jpa","jakarta.persistence",4,12,4,"EntityManager,TypedQuery","jpa",""
"axon-messaging-4.9.0","org.axonframework.common.legacyjpa","javax.persistence",4,12,4,"TypedQuery,EntityManager","legacyjpa",""
"axon-messaging-4.9.0","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler",4,41,7,"ScheduledExecution,SchedulerState,Scheduler","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.deadline.quartz","org.slf4j",4,12,4,"Logger,LoggerFactory","quartz",""
"axon-messaging-4.9.0","org.axonframework.eventhandling","com.fasterxml.jackson.annotation",4,13,100,"JsonTypeInfo$Id,JsonTypeInfo$As","eventhandling",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.legacyjpa","javax.persistence",4,51,6,"Query,TypedQuery,EntityManager,NoResultException","legacyjpa",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.quartz","org.slf4j",4,9,6,"LoggerFactory,Logger","quartz",""
"axon-messaging-4.9.0","org.axonframework.messaging.unitofwork","org.slf4j",4,16,14,"LoggerFactory,Logger","unitofwork",""
"axon-messaging-4.9.0","org.axonframework.serialization.json","com.fasterxml.jackson.core",4,11,7,"JacksonException,JsonParser,JsonProcessingException","json",""
"axon-messaging-4.9.0","org.axonframework.serialization.xml","com.thoughtworks.xstream.io.xml",4,13,7,"XppDriver,CompactWriter,XomReader,Dom4JReader","xml",""
"axon-messaging-4.9.0","org.axonframework.tracing","org.slf4j",4,9,19,"Logger,LoggerFactory","tracing",""
"axon-modelling-4.9.0","org.axonframework.modelling.command","org.slf4j",4,12,54,"LoggerFactory,Logger","command",""
"axon-modelling-4.9.0","org.axonframework.modelling.saga","org.slf4j",4,8,33,"Logger,LoggerFactory","saga",""
"axon-test-4.9.0","org.axonframework.test.deadline","org.hamcrest",4,54,4,"Description,Matcher,Matchers,StringDescription","deadline",""
"axon-test-4.9.0","org.axonframework.test.server","org.testcontainers.containers",4,15,4,"GenericContainer,ContainerLaunchException","server",""
"axon-test-4.9.0","org.axonframework.test.server","org.testcontainers.containers.wait.strategy",4,5,4,"HttpWaitStrategy,Wait","server",""
"axon-test-4.9.0","org.axonframework.test.server","com.google.gson",4,9,4,"JsonParser,JsonArray,JsonObject,JsonElement","server",""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing","org.slf4j",3,7,42,"Logger,LoggerFactory","eventsourcing",""
"axon-messaging-4.9.0","org.axonframework.common.caching","javax.cache.configuration",3,11,15,"Factory,CacheEntryListenerConfiguration","caching",""
"axon-messaging-4.9.0","org.axonframework.common.caching","net.sf.ehcache.event",3,9,15,"CacheEventListener,RegisteredEventListeners","caching",""
"axon-messaging-4.9.0","org.axonframework.deadline","org.slf4j",3,7,13,"Logger,LoggerFactory","deadline",""
"axon-messaging-4.9.0","org.axonframework.deadline.jobrunr","org.jobrunr.scheduling",3,15,4,"JobScheduler,JobBuilder","jobrunr",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler",3,13,7,"Scheduler,SchedulerState","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.java","org.slf4j",3,5,4,"Logger,LoggerFactory","java",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.jobrunr","org.jobrunr.scheduling",3,22,3,"JobScheduler,JobBuilder","jobrunr",""
"axon-messaging-4.9.0","org.axonframework.serialization","com.thoughtworks.xstream.converters.collections",3,7,34,"CollectionConverter,MapConverter","serialization",""
"axon-messaging-4.9.0","org.axonframework.serialization.json","com.fasterxml.jackson.databind.type",3,3,7,"TypeFactory","json",""
"axon-messaging-4.9.0","org.axonframework.serialization.json","com.fasterxml.jackson.databind.node",3,14,7,"ObjectNode,JsonNodeType","json",""
"axon-messaging-4.9.0","org.axonframework.serialization.xml","com.thoughtworks.xstream.io",3,7,7,"HierarchicalStreamReader,HierarchicalStreamWriter,HierarchicalStreamDriver","xml",""
"axon-messaging-4.9.0","org.axonframework.serialization.xml","org.dom4j",3,12,7,"Document","xml",""
"axon-messaging-4.9.0","org.axonframework.serialization.xml","org.slf4j",3,5,7,"Logger,LoggerFactory","xml",""
"axon-modelling-4.9.0","org.axonframework.modelling.command.inspection","org.slf4j",3,5,26,"Logger,LoggerFactory","inspection",""
"axon-test-4.9.0","org.axonframework.test.aggregate","org.junit.jupiter.api.extension",3,6,19,"BeforeEachCallback,AfterEachCallback,ExtensionContext","aggregate",""
"axon-test-4.9.0","org.axonframework.test.eventscheduler","org.hamcrest",3,29,5,"StringDescription,Description,Matcher","eventscheduler",""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.jdbc","org.slf4j",2,3,14,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.9.0","org.axonframework.commandhandling.distributed","org.slf4j",2,4,26,"LoggerFactory,Logger","distributed",""
"axon-messaging-4.9.0","org.axonframework.common.property","org.slf4j",2,4,9,"LoggerFactory,Logger","property",""
"axon-messaging-4.9.0","org.axonframework.deadline.dbscheduler","org.slf4j",2,7,7,"Logger,LoggerFactory","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.deadline.jobrunr","org.slf4j",2,4,4,"Logger,LoggerFactory","jobrunr",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jdbc","org.slf4j",2,20,14,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jpa","org.slf4j",2,12,9,"Logger,LoggerFactory","jpa",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.legacyjpa","org.slf4j",2,12,6,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.interceptors","org.slf4j",2,3,1,"Logger,LoggerFactory","interceptors",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling","com.fasterxml.jackson.annotation",2,4,3,"JsonTypeInfo$As,JsonTypeInfo$Id","scheduling",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.dbscheduler","org.slf4j",2,5,7,"Logger,LoggerFactory","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.jobrunr","org.slf4j",2,7,3,"Logger,LoggerFactory","jobrunr",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore.inmemory","org.slf4j",2,3,2,"LoggerFactory,Logger","inmemory",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore.jdbc","org.slf4j",2,3,9,"LoggerFactory,Logger","jdbc",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore.jpa","org.slf4j",2,3,4,"LoggerFactory,Logger","jpa",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore.legacyjpa","org.slf4j",2,3,2,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.9.0","org.axonframework.lifecycle","org.slf4j",2,3,10,"Logger,LoggerFactory","lifecycle",""
"axon-messaging-4.9.0","org.axonframework.messaging","org.slf4j",2,3,35,"LoggerFactory,Logger","messaging",""
"axon-messaging-4.9.0","org.axonframework.messaging.deadletter","org.slf4j",2,19,19,"LoggerFactory,Logger","deadletter",""
"axon-messaging-4.9.0","org.axonframework.messaging.interceptors","org.slf4j",2,7,8,"Logger,LoggerFactory","interceptors",""
"axon-messaging-4.9.0","org.axonframework.messaging.responsetypes","org.slf4j",2,3,8,"LoggerFactory,Logger","responsetypes",""
"axon-messaging-4.9.0","org.axonframework.queryhandling","reactor.util.concurrent",2,3,48,"Queues","queryhandling",""
"axon-messaging-4.9.0","org.axonframework.queryhandling","reactor.util.context",2,7,48,"Context,ContextView","queryhandling",""
"axon-messaging-4.9.0","org.axonframework.queryhandling.registration","org.slf4j",2,3,5,"LoggerFactory,Logger","registration",""
"axon-messaging-4.9.0","org.axonframework.serialization","com.thoughtworks.xstream",2,30,34,"XStream","serialization",""
"axon-messaging-4.9.0","org.axonframework.serialization","org.slf4j",2,5,34,"LoggerFactory,Logger","serialization",""
"axon-messaging-4.9.0","org.axonframework.serialization.xml","com.thoughtworks.xstream",2,17,7,"XStream","xml",""
"axon-modelling-4.9.0","org.axonframework.modelling.command","jakarta.persistence",2,8,54,"EntityManager,LockModeType","command",""
"axon-modelling-4.9.0","org.axonframework.modelling.command.legacyjpa","javax.persistence",2,8,2,"EntityManager,LockModeType","legacyjpa",""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.jdbc","org.slf4j",2,9,10,"Logger,LoggerFactory","jdbc",""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.jpa","org.slf4j",2,12,7,"LoggerFactory,Logger","jpa",""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.legacyjpa","org.slf4j",2,12,3,"LoggerFactory,Logger","legacyjpa",""
"axon-test-4.9.0","org.axonframework.test.aggregate","org.junit.runners.model",2,8,19,"Statement","aggregate",""
"axon-test-4.9.0","org.axonframework.test.aggregate","org.slf4j",2,10,19,"LoggerFactory,Logger","aggregate",""
"axon-test-4.9.0","org.axonframework.test.matchers","org.slf4j",2,3,24,"Logger,LoggerFactory","matchers",""
"axon-disruptor-4.9.0","org.axonframework.disruptor.commandhandling","WeakValue",1,5,22,"WeakValue","commandhandling",""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.jpa","javax.persistence",1,1,7,"Index","jpa",""
"axon-messaging-4.9.0","org.axonframework.commandhandling.distributed","com.fasterxml.jackson.annotation",1,2,26,"JsonTypeInfo$Id","distributed",""
"axon-messaging-4.9.0","org.axonframework.common.caching","javax.cache",1,14,15,"Cache","caching",""
"axon-messaging-4.9.0","org.axonframework.common.caching","org.ehcache.core",1,14,15,"Ehcache","caching",""
"axon-messaging-4.9.0","org.axonframework.common.caching","org.ehcache.config",1,2,15,"CacheRuntimeConfiguration","caching",""
"axon-messaging-4.9.0","org.axonframework.deadline.dbscheduler","com.github.kagkarlsson.scheduler.task.helper",1,7,7,"Tasks$OneTimeTaskBuilder","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.deadline.jobrunr","org.jobrunr.jobs",1,1,4,"JobId","jobrunr",""
"axon-messaging-4.9.0","org.axonframework.deadline.quartz","org.quartz.impl.matchers",1,2,4,"GroupMatcher","quartz",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jpa","javax.persistence",1,3,9,"Index","jpa",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.dbscheduler","com.github.kagkarlsson.scheduler.task.helper",1,7,7,"Tasks$OneTimeTaskBuilder","dbscheduler",""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.jobrunr","org.jobrunr.jobs",1,1,3,"JobId","jobrunr",""
"axon-messaging-4.9.0","org.axonframework.queryhandling","reactor.core",1,2,48,"Disposable","queryhandling",""
"axon-messaging-4.9.0","org.axonframework.serialization.json","com.fasterxml.jackson.databind.jsontype",1,3,7,"TypeDeserializer","json",""
"axon-messaging-4.9.0","org.axonframework.serialization.json","com.fasterxml.jackson.databind.module",1,3,7,"SimpleModule","json",""
"axon-messaging-4.9.0","org.axonframework.serialization.json","com.fasterxml.jackson.datatype.jsr310",1,2,7,"JavaTimeModule","json",""
"axon-messaging-4.9.0","org.axonframework.serialization.xml","org.dom4j.io",1,3,7,"STAXEventReader","xml",""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.jpa","javax.persistence",1,2,7,"Index","jpa",""
"axon-test-4.9.0","org.axonframework.test.aggregate","org.junit.runner",1,2,19,"Description","aggregate",""
"axon-test-4.9.0","org.axonframework.test.aggregate","org.junit.rules",1,1,19,"TestRule","aggregate",""
"axon-test-4.9.0","org.axonframework.test.saga","AggregateEventPublisherImpl",1,2,21,"AggregateEventPublisherImpl","saga",""
"axon-test-4.9.0","org.axonframework.test.saga","org.junit.jupiter.api",1,1,21,"Assertions","saga",""
