"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.9.3",28,280,39,252,37.8,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks,org.axonframework.commandhandling.gateway,org.axonframework.common,org.axonframework.common.annotation","LoggingDuplicateCommandHandlerResolver,RoutingKey,AnnotationCommandHandlerAdapter,DuplicateCommandHandlerResolver,DefaultCommandBusSpanFactory$Builder",""
"axon-modelling-4.9.3",9,52,6,49,26.53,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory","LockingRepository,DefaultRepositorySpanFactory,GenericJpaRepository$Builder,AbstractRepository$Builder,NoArgumentConstructorCreationPolicyAggregateFactory",""
"axon-eventsourcing-4.9.3",3,14,4,25,32,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.snapshotting","GenericAggregateFactory,AggregateFactory,EventSourcingRepository$Builder,EventSourcedAggregate,SnapshotterSpanFactory",""
"axon-disruptor-4.9.3",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
