"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-disruptor-4.8.2",22,13,5,59.09090909090909,33,101,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","Logger,LoggerFactory,RingBuffer,WaitStrategy,BlockingWaitStrategy,EventHandler,LifecycleAware,ExceptionHandler,Nonnull",""
"axon-test-4.8.2",87,28,13,32.183908045977006,101,639,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,org.slf4j","Description,Matcher,BaseMatcher,CoreMatchers,TypeSafeMatcher,StringDescription,Matchers,Nonnull,DockerImageName",""
"axon-modelling-4.8.2",150,35,5,23.333333333333332,99,382,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,Index,Entity,Table,GeneratedValue,Basic,Id,LockModeType",""
"axon-messaging-4.8.2",762,155,43,20.341207349081365,744,3138,43,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,Logger,LoggerFactory,JsonProperty,JsonGetter,JsonCreator,JsonTypeInfo$Id,JsonTypeInfo",""
"axon-eventsourcing-4.8.2",130,25,4,19.230769230769234,74,237,4,"javax.annotation,org.slf4j,javax.persistence,jakarta.persistence","Nonnull,Nullable,PreDestroy,Logger,LoggerFactory,Entity,EntityManager,Query,TypedQuery",""
"axon-configuration-4.8.2",39,3,2,7.692307692307693,21,132,2,"javax.annotation,org.slf4j","Nonnull,Logger,LoggerFactory",""
