"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_package.cypher"
"axon-test-4.8.2","org.axonframework.test.matchers","org.hamcrest",38,188,24,"Matcher,Description,TypeSafeMatcher,BaseMatcher","matchers",""
"axon-messaging-4.8.2","org.axonframework.queryhandling","reactor.core.publisher",28,123,42,"MonoSink,Sinks$Many,Sinks$EmitResult,Mono,Flux,Signal,FluxSink,FluxSink$OverflowStrategy,Sinks$ManySpec,ConnectableFlux,Sinks$MulticastReplaySpec,Sinks,EmitterProcessor","queryhandling",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling.quartz","org.quartz",19,95,6,"Scheduler,JobDataMap,JobKey,SchedulerContext,JobBuilder,TriggerBuilder,SchedulerException,JobDetail,Trigger,Job,JobExecutionContext,JobExecutionException","quartz",""
"axon-messaging-4.8.2","org.axonframework.deadline.quartz","org.quartz",18,131,4,"JobExecutionContext,JobDataMap,SchedulerContext,JobDetail,Scheduler,JobExecutionException,Job,JobBuilder,JobKey,TriggerBuilder,SchedulerException,Trigger","quartz",""
"axon-messaging-4.8.2","org.axonframework.eventhandling","org.slf4j",15,55,93,"Logger,LoggerFactory","eventhandling",""
"axon-messaging-4.8.2","org.axonframework.serialization.json","com.fasterxml.jackson.databind",15,73,7,"JsonNode,ObjectWriter,ObjectReader,ObjectMapper,DeserializationContext,JsonDeserializer,DeserializationFeature,ObjectMapper$DefaultTyping","json",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.pooled","org.slf4j",13,61,20,"LoggerFactory,Logger","pooled",""
"axon-disruptor-4.8.2","org.axonframework.disruptor.commandhandling","org.slf4j",12,22,22,"Logger,LoggerFactory","commandhandling",""
"axon-configuration-4.8.2","org.axonframework.config","org.slf4j",9,28,39,"LoggerFactory,Logger","config",""
"axon-disruptor-4.8.2","org.axonframework.disruptor.commandhandling","com.lmax.disruptor",9,29,22,"WaitStrategy,BlockingWaitStrategy,ExceptionHandler,RingBuffer,EventHandler,LifecycleAware","commandhandling",""
"axon-test-4.8.2","org.axonframework.test.saga","org.hamcrest",9,91,21,"Description,Matcher,StringDescription,CoreMatchers","saga",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.legacyjpa","org.slf4j",8,15,10,"Logger,LoggerFactory","legacyjpa",""
"axon-messaging-4.8.2","org.axonframework.common.caching","org.ehcache.event",8,33,15,"EventType,CacheEvent,CacheEventListener,EventOrdering,EventFiring","caching",""
"axon-messaging-4.8.2","org.axonframework.common.caching","javax.cache.event",8,34,15,"CacheEntryListenerException,CacheEntryUpdatedListener,CacheEntryCreatedListener,CacheEntryExpiredListener,CacheEntryRemovedListener,CacheEntryEvent,CacheEntryEventFilter,CacheEntryListener","caching",""
"axon-messaging-4.8.2","org.axonframework.messaging.annotation","org.slf4j",8,15,54,"Logger,LoggerFactory","annotation",""
"axon-messaging-4.8.2","org.axonframework.messaging.responsetypes","reactor.core.publisher",7,34,8,"Mono,Flux","responsetypes",""
"axon-messaging-4.8.2","org.axonframework.queryhandling","org.reactivestreams",7,27,42,"Publisher","queryhandling",""
"axon-messaging-4.8.2","org.axonframework.queryhandling","org.slf4j",7,16,42,"LoggerFactory,Logger","queryhandling",""
"axon-test-4.8.2","org.axonframework.test.aggregate","org.hamcrest",7,136,19,"Description,StringDescription,Matcher,CoreMatchers","aggregate",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore","org.slf4j",6,9,31,"Logger,LoggerFactory","eventstore",""
"axon-messaging-4.8.2","org.axonframework.messaging.responsetypes","org.reactivestreams",6,14,8,"Publisher","responsetypes",""
"axon-messaging-4.8.2","org.axonframework.serialization","com.thoughtworks.xstream.converters",6,12,34,"MarshallingContext,UnmarshallingContext","serialization",""
"axon-messaging-4.8.2","org.axonframework.serialization","com.thoughtworks.xstream.io",6,39,34,"HierarchicalStreamReader,HierarchicalStreamWriter","serialization",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga.repository.jpa","jakarta.persistence",6,68,7,"EntityManager,EntityManagerFactory,EntityNotFoundException,Query,TypedQuery,Index","jpa",""
"axon-disruptor-4.8.2","org.axonframework.disruptor.commandhandling","com.lmax.disruptor.dsl",5,22,22,"ProducerType,Disruptor,EventHandlerGroup","commandhandling",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.jpa","jakarta.persistence",5,42,7,"Index,TypedQuery,EntityManager,Query,EntityExistsException","jpa",""
"axon-messaging-4.8.2","org.axonframework.common","org.slf4j",5,15,28,"Logger,LoggerFactory","common",""
"axon-messaging-4.8.2","org.axonframework.common.caching","net.sf.ehcache",5,63,15,"Element,Ehcache,CacheException","caching",""
