"codeUnitName","shortCodeUnitName","centralityHyperlinkInducedTopicSearchAuthority","centralityHyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_9d_Hyperlink_Induced_Topic_Search_HITS_Stream_Mutated.cypher"
"org.axonframework.common","common",0.5484160351953362,0,926,23,""
"org.axonframework.messaging","messaging",0.4631848880242943,0.12517126757625938,8706,133,""
"org.axonframework.messaging.unitofwork","unitofwork",0.33095175920770903,0.11205588635919833,256,123,""
"org.axonframework.eventhandling","eventhandling",0.30650379037192677,0.2245524454353003,5363,1563,""
"org.axonframework.common.transaction","transaction",0.3004644168879914,0,314,6,""
"org.axonframework.serialization","serialization",0.2570233485987783,0.13554568451015903,1233,176,""
"org.axonframework.lifecycle","lifecycle",0.18360694943079547,0.05625246219916716,71,10,""
"org.axonframework.tracing","tracing",0.15210532863789258,0.16655668693237324,516,122,""
"org.axonframework.messaging.annotation","annotation",0.12129710128908609,0.1451044154745459,1057,301,""
"org.axonframework.deadline","deadline",0.07951472936257038,0.1919478436099998,238,338,""
"org.axonframework.monitoring","monitoring",0.079085386491468,0.08496927952282819,188,21,""
"org.axonframework.eventhandling.tokenstore","tokenstore",0.07126218091646434,0.09339751300197482,73,42,""
"org.axonframework.eventhandling.scheduling","scheduling",0.06791896234589599,0.04606412896599998,20,2,""
"org.axonframework.commandhandling","commandhandling",0.06659793153476203,0.17092333873207746,1641,691,""
"org.axonframework.queryhandling","queryhandling",0.06647276620856238,0.17403974875343764,214,1141,""
"org.axonframework.common.io","io",0.06209542135719464,0,10,0,""
"org.axonframework.messaging.deadletter","deadletter",0.05559141908390857,0.12295585996121881,197,102,""
"org.axonframework.common.annotation","annotation",0.051676251250476306,0.04606412896599998,22,3,""
"org.axonframework.common.stream","stream",0.04733036395498902,0,29,5,""
"org.axonframework.commandhandling.callbacks","callbacks",0.0394212155946343,0.0055938840409606675,8,39,""
"org.axonframework.messaging.responsetypes","responsetypes",0.03509869000456819,0.1139011726029879,78,65,""
"org.axonframework.serialization.xml","xml",0.0341585359527296,0.07286846587691352,17,28,""
"org.axonframework.common.digest","digest",0.029838683602029382,0.04606412896599998,2,1,""
"org.axonframework.messaging.interceptors","interceptors",0.02680646989927609,0.15004246679758895,10,119,""
"org.axonframework.common.legacyjpa","legacyjpa",0.022447553831296985,0.07130159607305243,14,6,""
"org.axonframework.common.jdbc","jdbc",0.02228691663401841,0.1380049938351041,65,56,""
"org.axonframework.common.jpa","jpa",0.02228691663401841,0.07130159607305243,16,6,""
"org.axonframework.messaging.correlation","correlation",0.022014914894474505,0.03890515055682821,25,14,""
"org.axonframework.util","util",0.02095225423547407,0.09254236314327519,4,6,""
"org.axonframework.eventhandling.async","async",0.018861251572409008,0.10031485463786997,41,76,""
"org.axonframework.eventhandling.replay","replay",0.018861251572409008,0.07917876680777744,12,72,""
"org.axonframework.serialization.upcasting.event","event",0.018861251572409008,0.13324270909538377,38,188,""
"org.axonframework.deadline.jobrunr","jobrunr",0.017465240766991443,0.19697686553777452,5,419,""
"org.axonframework.queryhandling.registration","registration",0.014618444606443855,0.09055265031953977,9,13,""
"org.axonframework.eventhandling.deadletter.jpa","jpa",0.013881069943493444,0.16408151069477872,25,317,""
"org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.01329363904617748,0.005633630071640677,12,34,""
"org.axonframework.common.lock","lock",0.011770894370392252,0.04606412896599998,46,25,""
"org.axonframework.serialization.upcasting","upcasting",0.011191702907379137,0,11,5,""
"org.axonframework.eventhandling.tokenstore.jpa","jpa",0.00856648388780354,0.10125515650192002,9,119,""
"org.axonframework.common.property","property",0.008425932330002892,0.04606412896599998,23,15,""
"org.axonframework.commandhandling.distributed","distributed",0.0004731959780759508,0.1582672891612398,50,738,""
"org.axonframework.modelling.saga","saga",1.2297553765091266e-23,1.2651074973764459e-25,257,432,""
"org.axonframework.modelling.saga.repository","repository",9.729736005261052e-24,1.1594420760430721e-24,72,231,""
"org.axonframework.modelling.saga.repository.jpa","jpa",5.395690638019895e-24,1.8501791553041555e-24,12,86,""
"org.axonframework.modelling.saga.metamodel","metamodel",1.5061724890514778e-24,1.0329313263054276e-24,15,67,""
"org.axonframework.test","test",1.3425522063192698e-24,0,16,13,""
"org.axonframework.test.matchers","matchers",1.050147967203932e-24,1.1276748673742022e-25,61,51,""
"org.axonframework.eventsourcing.eventstore","eventstore",8.012911957747849e-25,5.612284592741611e-26,169,613,""
"org.axonframework.test.deadline","deadline",7.8958615427142055e-25,2.0097451988413448e-25,10,138,""
"org.axonframework.eventsourcing.snapshotting","snapshotting",5.921705500868324e-25,0,23,17,""
"org.axonframework.test.eventscheduler","eventscheduler",4.430394770002965e-25,1.1276748673742022e-25,9,38,""
"org.axonframework.test.utils","utils",4.430394770002965e-25,0,8,70,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements","statements",1.7883752228144138e-25,1.3495785454503093e-44,30,80,""
"org.axonframework.eventsourcing.eventstore.jpa","jpa",1.7883752228144138e-25,1.170436264645219e-25,9,236,""
"org.axonframework.eventsourcing.conflictresolution","conflictresolution",1.0283808113474673e-25,6.730434307658976e-26,15,99,""
"org.axonframework.eventsourcing","eventsourcing",7.599944114669465e-26,7.594221346693976e-26,141,1009,""
"org.axonframework.modelling.command","command",3.734902613111022e-34,3.137126280133603e-35,269,842,""
"org.axonframework.modelling.command.inspection","inspection",3.734902613111022e-34,3.137126280133603e-35,83,781,""
"org.axonframework.eventsourcing.eventstore.jdbc","jdbc",1.6067394124109872e-43,1.320650593943559e-25,218,1340,""
"org.axonframework.commandhandling.gateway","gateway",0,0.14013826737239132,97,443,""
"org.axonframework.common.caching","caching",0,0.04606412896599998,37,49,""
"org.axonframework.config","config",0,0,118,9863,""
"org.axonframework.deadline.annotation","annotation",0,0.055772312476595344,6,29,""
"org.axonframework.deadline.dbscheduler","dbscheduler",0,0.19447056943881022,7,488,""
"org.axonframework.deadline.quartz","quartz",0,0.19733971093802957,5,453,""
"org.axonframework.disruptor.commandhandling","commandhandling",0,0,55,1453,""
"org.axonframework.eventhandling.deadletter","deadletter",0,0.1684191308331286,10,391,""
"org.axonframework.eventhandling.deadletter.jdbc","jdbc",0,0.16408151069477872,34,560,""
"org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0,0.16526094194245355,9,330,""
"org.axonframework.eventhandling.gateway","gateway",0,0.1107140229697104,11,52,""
"org.axonframework.eventhandling.interceptors","interceptors",0,0.09244814120893388,0,28,""
"org.axonframework.eventhandling.pooled","pooled",0,0.21376747041461625,55,885,""
"org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",0,0.20646526201524043,7,214,""
"org.axonframework.eventhandling.scheduling.java","java",0,0.18487662142614777,5,76,""
"org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0,0.20793225249597347,3,209,""
"org.axonframework.eventhandling.scheduling.quartz","quartz",0,0.20933440351445978,10,202,""
"org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0,0.10559277664026988,2,25,""
"org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0,0.10125515650192002,16,195,""
"org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0,0.10198818982947751,2,106,""
"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0,6.730434307658976e-26,1,75,""
"org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0,1.320650593943559e-25,23,389,""
"org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0,0.11276752672805163,1,27,""
"org.axonframework.modelling.command.legacyjpa","legacyjpa",0,6.274252560267206e-35,2,164,""
"org.axonframework.modelling.saga.repository.inmemory","inmemory",0,1.8501791553041555e-24,5,15,""
"org.axonframework.modelling.saga.repository.jdbc","jdbc",0,2.303389443588047e-24,16,118,""
"org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0,2.303389443588047e-24,3,81,""
"org.axonframework.queryhandling.annotation","annotation",0,0.10368909316137695,4,199,""
"org.axonframework.serialization.converters","converters",0,0.02158864058909264,0,7,""
"org.axonframework.serialization.json","json",0,0.10655792011192083,7,87,""
"org.axonframework.test.aggregate","aggregate",0,2.6729569961982865e-25,31,2210,""
"org.axonframework.test.saga","saga",0,3.4172177871250788e-25,43,1419,""
"org.axonframework.test.server","server",0,0,1,2,""
"org.axonframework.tracing.attributes","attributes",0,0.08860321486632312,0,43,""
