"artifact","all","public","min","max","average","percentile25","percentile50","percentile75","percentile90","Source Cypher File: Visibility/Global_relative_visibility_statistics_for_types.cypher"
"axon-configuration-4.6.8",39,26,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,""
"axon-disruptor-4.6.8",22,9,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,""
"axon-eventsourcing-4.6.8",120,90,0.5,1.0,0.8028033794162827,0.6532258064516129,0.8214285714285714,1.0,1.0,""
"axon-messaging-4.6.8",700,567,0.1,1.0,0.8498537167743371,0.7263814616755793,0.9142857142857143,1.0,1.0,""
"axon-modelling-4.6.8",144,124,0.5,1.0,0.7976185987215398,0.7458333333333333,0.8131868131868132,0.8839869281045751,0.9222222222222222,""
"axon-test-4.6.8",85,64,0.47368421052631576,1.0,0.8123355263157894,0.65,0.8791666666666667,1.0,1.0,""
