"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Change",83111,78.41400132087932,""
"Git,Commit",10750,10.142466270402869,""
"File,Git",5538,5.225021228417775,""
"Git,Tag",1388,1.3095575054250401,""
"Author,Git,Person",1234,1.1642607793188038,""
"Json,Key",668,0.6302481366166619,""
"Json,Value,Scalar",603,0.5689215963770167,""
"Committer,Git,Person",371,0.35003302198320596,""
"NPM,Dependency",338,0.3188980092461553,""
"Type,TS,Primitive",291,0.27455420322671953,""
"Type,TS,Declared",276,0.2604019247098783,""
"TS,ExternalDeclaration",214,0.20190584017360128,""
"Type,TS,Literal",136,0.12831399188602696,""
"Json,Value,Object",133,0.12548353618265876,""
"Type,TS,Union",119,0.1122747429002736,""
"Type,TS,ObjectMember",101,0.09529200868006416,""
"NPM,Script",91,0.08585715633550334,""
"TS,Property",65,0.061326540239645254,""
"TS,Function",47,0.04434380601943579,""
"Git,Branch",41,0.03868289461269931,""
"Type,TS,FunctionParameter",40,0.03773940937824323,""
"Type,Object,TS",39,0.03679592414378715,""
"File,Directory",34,0.03207849797150674,""
"Type,TS,Function",34,0.03207849797150674,""
"TS,Parameter",33,0.031135012737050667,""
"Package,File,Json,NPM",29,0.027361071799226346,""
"TS,Variable",24,0.02264364562694594,""
"TS,ExternalModule",23,0.021700160392489856,""
"Value,TS,Literal",20,0.018869704689121615,""
"jQAssistant,Rule,Concept",19,0.017926219454665535,""
"Type,TS,Intersection",17,0.01603924898575337,""
"TS,Interface",17,0.01603924898575337,""
"File,Directory,Local",16,0.015095763751297293,""
"TS,TypeAlias",16,0.015095763751297293,""
"Value,TS,Declared",13,0.012265308047929049,""
"Json,Value,Array",12,0.01132182281347297,""
"Type,TS,NotIdentified",11,0.010378337579016888,""
"TS,EnumMember",8,0.007547881875648647,""
"NPM,Engine",6,0.005660911406736485,""
"Project,TS",6,0.005660911406736485,""
"File,Local",6,0.005660911406736485,""
"File,TS,Local,Module",6,0.005660911406736485,""
"Type,TS,TypeParameterReference",6,0.005660911406736485,""
"Value,TS,Call",6,0.005660911406736485,""
"Value,TS,Member",6,0.005660911406736485,""
"Value,TS,Complex",5,0.004717426172280404,""
"TS,TypeParameter",4,0.0037739409378243233,""
"Value,TS,Function",4,0.0037739409378243233,""
"Type,TS,Tuple",3,0.0028304557033682425,""
"Value,Object,TS",3,0.0028304557033682425,""
"TS,Enum",2,0.0018869704689121617,""
"File,TS,Scan",1,0.0009434852344560808,""
"TS,Method",1,0.0009434852344560808,""
"TS,Class",1,0.0009434852344560808,""
"TS,Constructor",1,0.0009434852344560808,""
"Value,TS,ObjectMember",1,0.0009434852344560808,""
"Repository,File,Git",1,0.0009434852344560808,""
"Analyze,Task,jQAssistant",1,0.0009434852344560808,""
