"artifactName","numberOfPackages","Source Cypher File: Overview/Number_of_packages_per_artifact.cypher"
"axon-messaging-4.7.6",61,""
"axon-modelling-4.7.6",10,""
"axon-disruptor-4.7.6",1,""
"axon-eventsourcing-4.7.6",9,""
"axon-configuration-4.7.6",1,""
"axon-test-4.7.6",8,""
