"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability_for_Java_including_subpackages.cypher"
"axon-messaging-4.10.0","org.axonframework.tracing","tracing",0.7338677354709419,0.2,0.06613226452905811,25,""
"axon-messaging-4.10.0","org.axonframework.common.lock","lock",0.711038961038961,0.18181818181818182,0.10714285714285714,11,""
"axon-messaging-4.10.0","org.axonframework.common.digest","digest",0.6666666666666667,0,0.3333333333333333,1,""
"axon-messaging-4.10.0","org.axonframework.serialization","serialization",0.6595425996551247,0.29577464788732394,0.044682752457551385,71,""
"axon-messaging-4.10.0","org.axonframework.messaging.annotation","annotation",0.6472715318869164,0.2777777777777778,0.07495069033530571,54,""
"axon-messaging-4.10.0","org.axonframework.monitoring","monitoring",0.6236559139784946,0.3333333333333333,0.043010752688172046,6,""
"axon-test-4.10.0","org.axonframework.test.matchers","matchers",0.6067073170731707,0.125,0.2682926829268293,24,""
"axon-messaging-4.10.0","org.axonframework.messaging","messaging",0.6018886679920477,0.375,0.023111332007952286,144,""
"axon-messaging-4.10.0","org.axonframework.messaging.unitofwork","unitofwork",0.6009253903990746,0.2857142857142857,0.11336032388663968,14,""
"axon-messaging-4.10.0","org.axonframework.common","common",0.5703327789607846,0.42574257425742573,0.003924646781789639,101,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","eventhandling",0.5638573061420923,0.2777777777777778,0.15836491608012995,234,""
"axon-messaging-4.10.0","org.axonframework.common.jpa","jpa",0.5625,0.25,0.1875,4,""
"axon-messaging-4.10.0","org.axonframework.common.legacyjpa","legacyjpa",0.5357142857142857,0.25,0.21428571428571427,4,""
"axon-messaging-4.10.0","org.axonframework.commandhandling","commandhandling",0.5192637623094698,0.2815533980582524,0.19918283963227784,103,""
"axon-messaging-4.10.0","org.axonframework.common.property","property",0.5,0.3333333333333333,0.16666666666666666,9,""
"axon-messaging-4.10.0","org.axonframework.messaging.correlation","correlation",0.4833333333333334,0.25,0.26666666666666666,4,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jdbc.statements","statements",0.48076923076923084,1,0.4807692307692308,15,""
"axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","responsetypes",0.44932432432432434,0.375,0.17567567567567569,8,""
"axon-messaging-4.10.0","org.axonframework.messaging.deadletter","deadletter",0.44040247678018574,0.3684210526315789,0.19117647058823528,19,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.snapshotting","snapshotting",0.4358974358974359,0.3333333333333333,0.23076923076923078,3,""
"axon-messaging-4.10.0","org.axonframework.util","util",0.4,0,0.6,3,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.inmemory","inmemory",0.4,0,0.6,2,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.callbacks","callbacks",0.38095238095238093,0,0.6190476190476191,4,""
"axon-messaging-4.10.0","org.axonframework.common.jdbc","jdbc",0.37777777777777777,0.4444444444444444,0.17777777777777778,18,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.gateway","gateway",0.37777777777777777,0.6,0.7777777777777778,5,""
"axon-messaging-4.10.0","org.axonframework.serialization.xml","xml",0.36,0,0.64,7,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.conflictresolution","conflictresolution",0.35353535353535337,0.4444444444444444,0.9090909090909091,9,""
"axon-messaging-4.10.0","org.axonframework.lifecycle","lifecycle",0.34202898550724636,0.6,0.057971014492753624,10,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.async","async",0.3111111111111111,0.13333333333333333,0.5555555555555556,15,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.30000000000000004,0,0.7,7,""
"axon-messaging-4.10.0","org.axonframework.common.caching","caching",0.2833333333333333,0.26666666666666666,0.45,15,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore","tokenstore",0.2801724137931034,0.125,0.5948275862068966,24,""
