"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability_for_Java.cypher"
"axon-messaging-4.10.0","org.axonframework.serialization.converters","converters",,0,,5,""
"axon-messaging-4.10.0","org.axonframework.common.io","io",,0,,1,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.interceptors","interceptors",,0,,1,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.heartbeat.source","source",,0,,1,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.actuator","actuator",,1,,1,""
"axon-disruptor-4.10.0","org","org",,0,,0,""
"axon-disruptor-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-disruptor-4.10.0","org.axonframework.disruptor","disruptor",,0,,0,""
"axon-messaging-4.10.0","org","org",,0,,0,""
"axon-messaging-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-server-connector-4.10.0","org","org",,0,,0,""
"axon-server-connector-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-server-connector-4.10.0","org.axonframework.axonserver","axonserver",,0,,0,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.heartbeat.connection","connection",,0,,0,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.event","event",,0,,0,""
"axon-eventsourcing-4.10.0","org","org",,0,,0,""
"axon-eventsourcing-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-configuration-4.10.0","org","org",,0,,0,""
"axon-configuration-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-modelling-4.10.0","org","org",,0,,0,""
"axon-modelling-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-modelling-4.10.0","org.axonframework.modelling","modelling",,0,,0,""
"axon-tracing-opentelemetry-4.10.0","org","org",,0,,0,""
"axon-tracing-opentelemetry-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-tracing-opentelemetry-4.10.0","org.axonframework.tracing","tracing",,0,,0,""
"axon-test-4.10.0","org","org",,0,,0,""
"axon-test-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-spring-boot-autoconfigure-4.10.0","org","org",,0,,0,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework","axonframework",,0,,0,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.service","service",,0,,0,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jdbc.statements","statements",0.7272727272727273,1,0.7272727272727273,15,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot","springboot",0.7195121951219512,0,0.2804878048780488,25,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.event.util","util",0.6666666666666667,0,0.3333333333333333,3,""
"axon-messaging-4.10.0","org.axonframework.common.digest","digest",0.6666666666666667,0,0.3333333333333333,1,""
"axon-messaging-4.10.0","org.axonframework.serialization","serialization",0.6097600154206959,0.29411764705882354,0.0961223375204806,34,""
"axon-test-4.10.0","org.axonframework.test.server","server",0.6,0,0.4,4,""
"axon-messaging-4.10.0","org.axonframework.tracing","tracing",0.5756796217757074,0.2631578947368421,0.16116248348745046,19,""
"axon-messaging-4.10.0","org.axonframework.monitoring","monitoring",0.5712121212121213,0.3333333333333333,0.09545454545454546,6,""
"axon-messaging-4.10.0","org.axonframework.common.jpa","jpa",0.51,0.25,0.24,4,""
"axon-messaging-4.10.0","org.axonframework.messaging.annotation","annotation",0.5041062801932367,0.2777777777777778,0.21811594202898552,54,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.util.legacyjpa","legacyjpa",0.5,0,0.5,1,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.util.jpa","jpa",0.5,0,0.5,1,""
"axon-messaging-4.10.0","org.axonframework.common.legacyjpa","legacyjpa",0.48913043478260865,0.25,0.2608695652173913,4,""
"axon-messaging-4.10.0","org.axonframework.common.transaction","transaction",0.48395721925133695,0.5,0.016042780748663103,4,""
"axon-messaging-4.10.0","org.axonframework.common.lock","lock",0.4660691421254801,0.18181818181818182,0.352112676056338,11,""
"axon-messaging-4.10.0","org.axonframework.util","util",0.4545454545454546,0,0.5454545454545454,3,""
"axon-messaging-4.10.0","org.axonframework.messaging.correlation","correlation",0.44565217391304346,0.25,0.30434782608695654,4,""
"axon-messaging-4.10.0","org.axonframework.serialization.xml","xml",0.43999999999999995,0,0.56,7,""
"axon-test-4.10.0","org.axonframework.test.matchers","matchers",0.4196428571428572,0.125,0.45535714285714285,24,""
"axon-configuration-4.10.0","org.axonframework.config","config",0.40157558977579244,0.43902439024390244,0.96255119953189,41,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.actuator.axonserver","axonserver",0.4,0,0.6,2,""
"axon-messaging-4.10.0","org.axonframework.messaging.unitofwork","unitofwork",0.39229618548990275,0.2857142857142857,0.3219895287958115,14,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.gateway","gateway",0.3878787878787877,0.6,0.7878787878787878,5,""
"axon-messaging-4.10.0","org.axonframework.messaging","messaging",0.386775380332107,0.6,0.01322461966789301,35,""
"axon-messaging-4.10.0","org.axonframework.eventhandling","eventhandling",0.3797497982243745,0.41,0.2102502017756255,100,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore","tokenstore",0.37828571428571434,0.2857142857142857,0.336,7,""
"axon-messaging-4.10.0","org.axonframework.commandhandling","commandhandling",0.3586160370084811,0.375,0.2663839629915189,32,""
"axon-test-4.10.0","org.axonframework.test","test",0.3517241379310345,0.2,0.4482758620689655,5,""
"axon-messaging-4.10.0","org.axonframework.common","common",0.3355668721522379,0.6428571428571429,0.021575984990619138,28,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.util","util",0.31805555555555554,0.5555555555555556,0.7625,9,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.metamodel","metamodel",0.31707317073170715,0.5,0.8170731707317073,4,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.conflictresolution","conflictresolution",0.3128654970760234,0.4444444444444444,0.868421052631579,9,""
"axon-messaging-4.10.0","org.axonframework.lifecycle","lifecycle",0.30990990990990996,0.6,0.09009009009009009,10,""
"axon-messaging-4.10.0","org.axonframework.serialization.upcasting.event","event",0.30686695278969944,0.5,0.8068669527896996,12,""
"axon-test-4.10.0","org.axonframework.test.saga","saga",0.303921568627451,0.3333333333333333,0.9705882352941176,21,""
"axon-messaging-4.10.0","org.axonframework.messaging.deadletter","deadletter",0.29933139036516376,0.3684210526315789,0.3322475570032573,19,""
"axon-test-4.10.0","org.axonframework.test.utils","utils",0.2974358974358975,0.4,0.8974358974358975,5,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.snapshotting","snapshotting",0.2971014492753623,0.3333333333333333,0.3695652173913043,3,""
"axon-messaging-4.10.0","org.axonframework.messaging.interceptors","interceptors",0.28339694656488534,0.375,0.9083969465648855,8,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed","distributed",0.273289524545806,0.34615384615384615,0.9271356783919598,26,""
"axon-messaging-4.10.0","org.axonframework.common.property","property",0.27192982456140347,0.3333333333333333,0.39473684210526316,9,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.heartbeat","heartbeat",0.2717948717948717,0.4,0.8717948717948718,5,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.26086956521739135,0,0.7391304347826086,7,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling","scheduling",0.2592592592592593,0.6666666666666666,0.07407407407407407,3,""
"axon-modelling-4.10.0","org.axonframework.modelling.command.inspection","inspection",0.2500890313390314,0.34615384615384615,0.9039351851851852,26,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.inmemory","inmemory",0.25,0,0.75,2,""
"axon-messaging-4.10.0","org.axonframework.messaging.responsetypes","responsetypes",0.24709302325581395,0.375,0.37790697674418605,8,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.async","async",0.24371584699453552,0.13333333333333333,0.6229508196721312,15,""
"axon-messaging-4.10.0","org.axonframework.deadline.jobrunr","jobrunr",0.233568075117371,0.25,0.9835680751173709,4,""
"axon-messaging-4.10.0","org.axonframework.queryhandling.annotation","annotation",0.23029556650246308,0.25,0.9802955665024631,4,""
"axon-messaging-4.10.0","org.axonframework.deadline.annotation","annotation",0.22857142857142865,0.4,0.8285714285714286,5,""
"axon-messaging-4.10.0","org.axonframework.common.annotation","annotation",0.21333333333333337,0.6666666666666666,0.12,3,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.pooled","pooled",0.2121803977272727,0.2727272727272727,0.939453125,22,""
"axon-test-4.10.0","org.axonframework.test.eventscheduler","eventscheduler",0.2085106382978723,0.4,0.8085106382978723,5,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.service.connection","connection",0.20454545454545459,0.25,0.5454545454545454,4,""
"axon-messaging-4.10.0","org.axonframework.common.stream","stream",0.20175438596491235,0.6666666666666666,0.13157894736842105,3,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector","connector",0.19338118022328543,0.3333333333333333,0.8600478468899522,27,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.callbacks","callbacks",0.1875,0,0.8125,4,""
"axon-test-4.10.0","org.axonframework.test.deadline","deadline",0.18243243243243246,0.25,0.9324324324324325,4,""
"axon-modelling-4.10.0","org.axonframework.modelling.command","command",0.1810828765985717,0.42592592592592593,0.7551569506726458,54,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.heartbeat.connection.checker","checker",0.16666666666666663,0,0.8333333333333334,2,""
"axon-messaging-4.10.0","org.axonframework.common.caching","caching",0.16356589147286815,0.26666666666666666,0.5697674418604651,15,""
"axon-tracing-opentelemetry-4.10.0","org.axonframework.tracing.opentelemetry","opentelemetry",0.15909090909090906,0,0.8409090909090909,5,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing","eventsourcing",0.1577972589208545,0.2857142857142857,0.8720829732065687,42,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.command","command",0.15366385439378138,0.18181818181818182,0.9718456725755996,11,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jdbc","jdbc",0.15230916487197899,0.21428571428571427,0.9380234505862647,14,""
"axon-messaging-4.10.0","org.axonframework.serialization.upcasting","upcasting",0.14583333333333348,0.8333333333333334,0.3125,6,""
"axon-test-4.10.0","org.axonframework.test.aggregate","aggregate",0.1440616266234529,0.15789473684210525,0.9861668897813476,19,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0.13440860215053774,0.16666666666666666,0.967741935483871,6,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.util","util",0.1330971659919028,0.3076923076923077,0.5592105263157895,26,""
"axon-messaging-4.10.0","org.axonframework.tracing.attributes","attributes",0.12244897959183676,0,0.8775510204081632,6,""
"axon-messaging-4.10.0","org.axonframework.common.jdbc","jdbc",0.12144702842377264,0.4444444444444444,0.43410852713178294,18,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.quartz","quartz",0.11949685534591192,0.16666666666666666,0.9528301886792453,6,""
"axon-messaging-4.10.0","org.axonframework.deadline","deadline",0.11452991452991457,0.3076923076923077,0.5777777777777777,13,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0.1071428571428571,0,0.8928571428571429,2,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore","eventstore",0.10422746273365413,0.3548387096774194,0.7493887530562348,31,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.09447004608294929,0.14285714285714285,0.9516129032258065,7,""
"axon-messaging-4.10.0","org.axonframework.serialization.json","json",0.09375,0,0.90625,7,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.jpa","jpa",0.08461538461538465,0,0.9153846153846154,4,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.java","java",0.07317073170731703,0,0.926829268292683,4,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.event.axon","axon",0.06555072834142606,0.11538461538461539,0.9501661129568106,26,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0.06507936507936507,0.21428571428571427,0.8507936507936508,14,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.query","query",0.06495379363117326,0.09523809523809523,0.9697156983930779,21,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0.0626506024096386,0,0.9373493975903614,10,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",0.05813953488372092,0,0.9418604651162791,3,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.replay","replay",0.05714285714285716,0.2,0.8571428571428571,10,""
"axon-messaging-4.10.0","org.axonframework.commandhandling.gateway","gateway",0.05113205503195761,0.23529411764705882,0.8158379373848987,34,""
"axon-messaging-4.10.0","org.axonframework.queryhandling","queryhandling",0.0457904884318765,0.3125,0.7332904884318766,48,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.jdbc","jdbc",0.04492753623188406,0.1,0.855072463768116,10,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",0.044642857142857095,0,0.9553571428571429,7,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",0.036363636363636376,0,0.9636363636363636,2,""
"axon-messaging-4.10.0","org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",0.0357142857142857,0,0.9642857142857143,2,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.processor","processor",0.03539823008849563,0,0.9646017699115044,3,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter.jpa","jpa",0.032622739018087765,0.1111111111111111,0.9215116279069767,9,""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.query.subscription","subscription",0.03252032520325199,0,0.967479674796748,6,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.deadletter","deadletter",0.027363184079602032,0,0.972636815920398,5,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",0.02336448598130836,0,0.9766355140186916,3,""
"axon-messaging-4.10.0","org.axonframework.eventhandling.tokenstore.jdbc","jdbc",0.022326064382139243,0.1111111111111111,0.9112149532710281,9,""
"axon-messaging-4.10.0","org.axonframework.deadline.dbscheduler","dbscheduler",0.02008032128514059,0,0.9799196787148594,7,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga","saga",0.015522127752343629,0.3939393939393939,0.6215827338129496,33,""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.013157894736842146,0,0.9868421052631579,2,""
"axon-modelling-4.10.0","org.axonframework.modelling.command.legacyjpa","legacyjpa",0.012048192771084376,0,0.9879518072289156,2,""
"axon-messaging-4.10.0","org.axonframework.deadline.quartz","quartz",0.01091703056768556,0,0.9890829694323144,4,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.autoconfig","autoconfig",0.009350649350649332,0,0.9906493506493507,29,""
"axon-messaging-4.10.0","org.axonframework.queryhandling.registration","registration",0.009090909090909038,0.4,0.5909090909090909,5,""
"axon-disruptor-4.10.0","org.axonframework.disruptor.commandhandling","commandhandling",0.0089823969134315,0.045454545454545456,0.963527851458886,22,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository","repository",0.007051282051282026,0.26666666666666666,0.7403846153846154,15,""
"axon-spring-boot-autoconfigure-4.10.0","org.axonframework.springboot.autoconfig.legacyjpa","legacyjpa",0.003355704697986628,0,0.9966442953020134,2,""
"axon-modelling-4.10.0","org.axonframework.modelling.saga.repository.jpa","jpa",0.0028571428571428914,0.14285714285714285,0.86,7,""
