"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGED",21283,47.56615412122296,""
"AUTHORED",5626,12.573752905417487,""
"HAS_COMMIT",5626,12.573752905417487,""
"HAS_PARENT",4798,10.723225460396925,""
"HAS_FILE",3528,7.88485607008761,""
"HAS_AUTHOR",994,2.221526908635795,""
"DEPENDS_ON",947,2.116484891829072,""
"CONTAINS",463,1.0347756123726086,""
"OF_TYPE",318,0.71070981584123,""
"EXPORTS",269,0.6011979259789022,""
"REFERENCES",188,0.42016806722689076,""
"DECLARES",184,0.41122832111568036,""
"HAS_MEMBER",96,0.2145539066690506,""
"HAS_TYPE_ARGUMENT",96,0.2145539066690506,""
"RETURNS",79,0.17655998569640624,""
"HAS_PARAMETER",68,0.1519756838905775,""
"INITIALIZED_WITH",31,0.06928303236188092,""
"REQUIRES_CONCEPT",28,0.0625782227784731,""
"USES",25,0.055873413195065266,""
"RESOLVES_TO",24,0.05363847666726265,""
"INCLUDES_CONCEPT",19,0.042463794028249596,""
"EXTENDS",7,0.015644555694618274,""
"CONTAINS_PROJECT",6,0.013409619166815663,""
"HAS_CONFIG",6,0.013409619166815663,""
"HAS_ROOT",6,0.013409619166815663,""
"CALLS",5,0.011174682639013053,""
"HAS_ARGUMENT",5,0.011174682639013053,""
"MEMBER",5,0.011174682639013053,""
"PARENT",5,0.011174682639013053,""
"REFERENCED_PROJECTS",5,0.011174682639013053,""
"CONSTRAINED_BY",4,0.008939746111210442,""
