"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Commit,Log",5626,47.84013605442177,""
"File,Git,Log",3528,30,""
"Git,Author,Log",994,8.452380952380953,""
"Type,TS,Primitive,ExternalType",286,2.431972789115646,""
"Type,TS,Declared,ExternalType",276,2.3469387755102042,""
"TS,ExternalDeclaration",209,1.7772108843537415,""
"Type,TS,Literal,ExternalType",136,1.1564625850340136,""
"Type,TS,Union,ExternalType",118,1.0034013605442178,""
"Type,TS,ObjectMember,ExternalType",95,0.8078231292517007,""
"TS,Property",65,0.5527210884353742,""
"TS,Function",47,0.39965986394557823,""
"Type,TS,Object,ExternalType",36,0.30612244897959184,""
"Type,TS,FunctionParameter,ExternalType",35,0.2976190476190476,""
"TS,Parameter",33,0.28061224489795916,""
"Type,TS,Function,ExternalType",31,0.2636054421768707,""
"TS,ExternalModule",25,0.21258503401360546,""
"TS,Variable",23,0.19557823129251703,""
"TS,Literal,Value",20,0.17006802721088435,""
"jQAssistant,Rule,Concept",19,0.16156462585034012,""
"TS,Interface",18,0.15306122448979592,""
"Type,TS,Intersection,ExternalType",17,0.1445578231292517,""
"File,Directory,Local",16,0.13605442176870747,""
"TS,TypeAlias",14,0.11904761904761905,""
"TS,Declared,Value",10,0.08503401360544217,""
"Type,TS,NotIdentified,ExternalType",10,0.08503401360544217,""
"TS,EnumMember",8,0.06802721088435373,""
"Project,TS",6,0.05102040816326531,""
"File,Local",6,0.05102040816326531,""
"File,TS,Local,Module",6,0.05102040816326531,""
"Type,TS,TypeParameterReference,ExternalType",6,0.05102040816326531,""
"TS,Value,Call",5,0.04251700680272109,""
"TS,Value,Member",5,0.04251700680272109,""
"TS,Value,Complex",5,0.04251700680272109,""
"TS,TypeParameter",4,0.03401360544217687,""
"TS,Function,Value",4,0.03401360544217687,""
"Type,TS,Tuple,ExternalType",3,0.025510204081632654,""
"TS,Object,Value",3,0.025510204081632654,""
"File,Directory",2,0.017006802721088433,""
"TS,Enum",2,0.017006802721088433,""
"File",1,0.008503401360544217,""
"File,TS,Scan",1,0.008503401360544217,""
"TS,Class",1,0.008503401360544217,""
"TS,Constructor",1,0.008503401360544217,""
"TS,Method",1,0.008503401360544217,""
"TS,ObjectMember,Value",1,0.008503401360544217,""
"Analyze,Task,jQAssistant",1,0.008503401360544217,""
"Repository,Git",1,0.008503401360544217,""
