"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",10149,86.30102040816327,""
"Log",10148,86.29251700680271,""
"Commit",5626,47.84013605442177,""
"File",3560,30.272108843537417,""
"TS",1566,13.316326530612244,""
"ExternalType",1049,8.920068027210885,""
"Type",1049,8.920068027210885,""
"Author",994,8.452380952380953,""
"Declared",286,2.431972789115646,""
"Primitive",286,2.431972789115646,""
"ExternalDeclaration",209,1.7772108843537415,""
"Literal",156,1.3265306122448979,""
"Union",118,1.0034013605442178,""
"ObjectMember",96,0.8163265306122449,""
"Function",82,0.6972789115646258,""
"Property",65,0.5527210884353742,""
"Value",53,0.45068027210884354,""
"Object",39,0.33163265306122447,""
"FunctionParameter",35,0.2976190476190476,""
"Parameter",33,0.28061224489795916,""
"Local",28,0.2380952380952381,""
"ExternalModule",25,0.21258503401360546,""
"Variable",23,0.19557823129251703,""
"jQAssistant",20,0.17006802721088435,""
"Concept",19,0.16156462585034012,""
"Rule",19,0.16156462585034012,""
"Directory",18,0.15306122448979592,""
"Interface",18,0.15306122448979592,""
"Intersection",17,0.1445578231292517,""
"TypeAlias",14,0.11904761904761905,""
"NotIdentified",10,0.08503401360544217,""
"EnumMember",8,0.06802721088435373,""
"Module",6,0.05102040816326531,""
"Project",6,0.05102040816326531,""
"TypeParameterReference",6,0.05102040816326531,""
"Call",5,0.04251700680272109,""
"Complex",5,0.04251700680272109,""
"Member",5,0.04251700680272109,""
"TypeParameter",4,0.03401360544217687,""
"Tuple",3,0.025510204081632654,""
"Enum",2,0.017006802721088433,""
"Analyze",1,0.008503401360544217,""
"Class",1,0.008503401360544217,""
"Constructor",1,0.008503401360544217,""
"Method",1,0.008503401360544217,""
"Repository",1,0.008503401360544217,""
"Scan",1,0.008503401360544217,""
"Task",1,0.008503401360544217,""
