"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-modelling-4.10.1",10,9,90,158,90,56.96,"axon-messaging-4.10.1",true,15,39,"org.axonframework.commandhandling,org.axonframework.common","CommandMessage,CommandMessageHandler,CommandMessageHandlingMember,CommandBus","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","MetaDataCommandTargetResolver,AggregateMemberAnnotatedChildEntityDefinition,AggregateMemberAnnotatedChildEntityMapDefinition,AbstractChildEntityDefinition",""
"axon-eventsourcing-4.10.1",9,9,100,133,75,56.39,"axon-messaging-4.10.1",true,17,40,"org.axonframework.commandhandling,org.axonframework.common.caching","CommandMessage,Cache,JdbcUtils$SqlResultConverter,ConnectionProvider","org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing","ConflictResolution,EventSourcingRepository$Builder,CachingEventSourcingRepository,JdbcEventStorageEngine",""
"axon-modelling-4.10.1",10,9,90,158,79,50,"axon-messaging-4.10.1",false,14,46,"org.axonframework.commandhandling,org.axonframework.common","RoutingKey,NoHandlerForCommandException,ObjectUtils,BuilderUtils","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","TargetAggregateIdentifier,AnnotatedAggregate,AggregateAnnotationCommandHandler,AbstractChildEntityDefinition",""
"axon-eventsourcing-4.10.1",9,9,100,133,44,33.08,"axon-messaging-4.10.1",false,12,40,"org.axonframework.common,org.axonframework.common.io","ObjectUtils,BuilderUtils,ReflectionUtils,Assert","org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing","BatchingEventStorageEngine,CachingEventSourcingRepository,JpaEventStorageEngine$Builder,RevisionSnapshotFilter$Builder",""
"axon-server-connector-4.10.1",11,8,72.73,132,60,45.45,"axon-messaging-4.10.1",true,19,58,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandCallback,CommandMessage,CommandResultMessage,DuplicateCommandHandlerResolver","org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector","AxonServerCommandBus,AxonServerCommandBus$Builder,CommandSerializer,CommandPriorityCalculator",""
"axon-test-4.10.1",8,8,100,87,29,33.33,"axon-messaging-4.10.1",false,8,38,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","SimpleCommandBus$Builder,GenericCommandMessage,GenericCommandResultMessage,AnnotationCommandHandlerAdapter","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture,RecordingCommandBus,SagaTestFixture$StubAwareCommandGatewayFactory$Builder,SagaTestFixture$StubAwareCommandGatewayFactory",""
"axon-server-connector-4.10.1",11,7,63.64,132,47,35.61,"axon-messaging-4.10.1",false,20,73,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks","CommandExecutionException,SimpleCommandBus$Builder,GenericCommandResultMessage,SimpleCommandBus","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.command","ErrorCode,ServerConnectorConfigurerModule,AxonServerCommandBus,CommandSerializer",""
"axon-test-4.10.1",8,7,87.5,87,35,40.23,"axon-messaging-4.10.1",true,10,31,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","CommandCallback,CommandMessage,CommandResultMessage,CommandBus","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture$ExecutionExceptionAwareCallback,RecordingCommandBus,ResultValidatorImpl,FixtureConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1",9,5,55.56,75,18,24,"axon-messaging-4.10.1",true,22,44,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandMessage,DuplicateCommandHandlerResolver,CommandBusSpanFactory,CommandBus","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonServerBusAutoConfiguration,AxonAutoConfiguration,AxonTracingAutoConfiguration,AxonServerAutoConfiguration",""
"axon-eventsourcing-4.10.1",9,4,44.44,133,12,9.02,"axon-modelling-4.10.1",false,2,10,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AbstractRepository$Builder,AggregateStreamCreationException,LockAwareAggregate,LockingRepository","org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventSourcingRepository$Builder,AbstractEventStorageEngine,EventSourcingRepository,AggregateDeletedException",""
"axon-server-connector-4.10.1",11,4,36.36,132,10,7.58,"axon-configuration-4.10.1",true,1,6,"org.axonframework.config","ConfigurerModule,ModuleConfiguration,SubscribableMessageSourceDefinition,Configurer","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.heartbeat","ServerConnectorConfigurerModule,HeartbeatConfiguration,EventProcessorInfoConfiguration,PersistentStreamMessageSourceDefinition",""
"axon-spring-boot-autoconfigure-4.10.1",9,3,33.33,75,8,10.67,"axon-server-connector-4.10.1",false,4,18,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query","AxonServerConfiguration$PersistentStreamSettings,AxonServerConnectionManager$Builder,AxonServerConfiguration,AxonServerConnectionManager","org.axonframework.springboot.autoconfig,org.axonframework.springboot.service.connection","PersistentStreamMessageSourceRegistrar,AxonServerAutoConfiguration,AxonServerAutoConfiguration$ConnectionDetailsConnectionManagerConfiguration,AxonServerAutoConfiguration$DefaultConnectionManagerConfiguration",""
"axon-test-4.10.1",8,3,37.5,87,11,12.64,"axon-modelling-4.10.1",false,5,15,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateAnnotationCommandHandler$Builder,AggregateLifecycle,AggregateNotFoundException,AggregateScopeDescriptor","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture,StubAggregateLifecycle,AggregateTestFixture$RecordingEventStore,AggregateTestFixture$InMemoryRepository",""
"axon-spring-boot-autoconfigure-4.10.1",9,3,33.33,75,14,18.67,"axon-configuration-4.10.1",true,1,9,"org.axonframework.config","EventProcessingConfigurer$PooledStreamingProcessorConfiguration,EventProcessingConfigurer$DeadLetteringInvokerConfiguration,ConfigurerModule,EventProcessingConfigurer","org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","AxonAutoConfiguration,AxonServerAutoConfiguration,AxonTracingAutoConfiguration,InfraConfiguration",""
"axon-server-connector-4.10.1",11,2,18.18,132,5,3.79,"axon-eventsourcing-4.10.1",false,2,6,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventStreamUtils,AbstractEventStore,EventStoreException,AbstractEventStorageEngine","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","AxonServerEventStore$AxonIQEventStorageEngine,AxonServerEventStore,ErrorCode,AxonServerEventStore$Builder",""
"axon-spring-boot-autoconfigure-4.10.1",9,2,22.22,75,6,8,"axon-eventsourcing-4.10.1",true,2,4,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","Snapshotter,SnapshotterSpanFactory,EventStore,EventStorageEngine","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,JdbcAutoConfiguration,JpaEventStoreAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1",9,2,22.22,75,7,9.33,"axon-eventsourcing-4.10.1",false,5,14,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","DefaultSnapshotterSpanFactory,DefaultSnapshotterSpanFactory$Builder,EmbeddedEventStore,EmbeddedEventStore$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,JdbcAutoConfiguration,JpaEventStoreAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.10.1",9,2,22.22,75,11,14.67,"axon-messaging-4.10.1",false,30,82,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","SimpleCommandBus$Builder,SimpleCommandBus,DefaultCommandBusSpanFactory$Builder,LoggingDuplicateCommandHandlerResolver","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,AxonServerAutoConfiguration,JdbcAutoConfiguration",""
"axon-test-4.10.1",8,2,25,87,12,13.79,"axon-modelling-4.10.1",true,3,7,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","RepositoryProvider,ApplyMore,Repository,Aggregate","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture$DefaultRepositoryProvider,AggregateTestFixture$CreationalRepository,FixtureConfiguration,AggregateTestFixture",""
