"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"javax.annotation",63,310,342,1602,93,1224,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",53,117,208,604,93,1224,"LoggerFactory,Logger",""
"com.fasterxml",14,30,85,181,93,1224,"JsonProperty,JsonCreator,JsonTypeInfo,JsonTypeInfo$Id,JsonGetter,JsonIgnore,JsonTypeInfo$As,JsonNode,ObjectWriter",""
"javax.persistence",13,24,78,305,93,1224,"LockModeType,EntityManager,Column,Entity,Lob,Basic,Id,Index,GeneratedValue",""
"jakarta.persistence",8,22,69,293,93,1224,"EntityManager,LockModeType,Basic,Entity,Lob,Column,Id,EntityManagerFactory,Query",""
"org.hamcrest",5,27,59,370,93,1224,"Matcher,CoreMatchers,StringDescription,Description,TypeSafeMatcher,BaseMatcher,Matchers",""
"com.github",2,6,19,100,93,1224,"TaskInstanceId,Tasks$OneTimeTaskBuilder,SchedulerState,ScheduledExecution,TaskInstance,Scheduler,ExecutionContext,Task,TaskWithDataDescriptor",""
"com.thoughtworks",2,8,31,113,93,1224,"UnmarshallingContext,MapConverter,HierarchicalStreamWriter,Mapper,HierarchicalStreamReader,MarshallingContext,XStream,CannotResolveClassException,CollectionConverter",""
"org.jobrunr",2,4,6,31,93,1224,"JobScheduler,JobBuilder",""
"org.junit",2,4,8,14,93,1224,"Statement,TestRule,Description,ExtensionContext,BeforeEachCallback,AfterEachCallback,Assertions",""
"org.quartz",2,9,36,187,93,1224,"JobDataMap,JobKey,JobDetail,JobExecutionException,Job,JobExecutionContext,SchedulerContext,Scheduler,Trigger",""
"reactor.core",2,18,36,140,93,1224,"Mono,Flux,Disposable,FluxSink,Signal,Sinks$EmitResult,Sinks$Many,MonoSink,FluxSink$OverflowStrategy",""
"com.google",1,1,4,7,93,1224,"JsonArray,JsonParser,JsonObject,JsonElement",""
"com.lmax",1,7,14,46,93,1224,"Disruptor,RingBuffer,EventHandler,LifecycleAware,EventHandlerGroup,ExceptionHandler,ProducerType,BlockingWaitStrategy,WaitStrategy",""
"jakarta.validation",1,2,5,15,93,1224,"ValidatorFactory,Validation,ConstraintViolation,Validator",""
"javax.cache",1,2,12,48,93,1224,"Cache,CacheEntryListenerConfiguration,CacheEntryListenerException,CacheEntryExpiredListener,CacheEntryUpdatedListener,Factory,CacheEntryCreatedListener,CacheEntryEventFilter,CacheEntryRemovedListener",""
"javax.validation",1,2,5,15,93,1224,"ConstraintViolation,Validation,Validator,ValidatorFactory",""
"net.sf",1,2,8,54,93,1224,"Ehcache,RegisteredEventListeners,Element,CacheEventListener,CacheException",""
"nu.xom",1,3,5,15,93,1224,"Builder,ParsingException,Document",""
"org.dom4j",1,3,4,14,93,1224,"Document,STAXEventReader",""
"org.ehcache",1,3,10,45,93,1224,"EventType,CacheEventListener,CacheEvent,CacheRuntimeConfiguration,Ehcache,EventFiring,EventOrdering",""
"org.testcontainers",1,3,13,42,93,1224,"Wait,GenericContainer,DockerImageName,MountableFile,HttpWaitStrategy,ContainerLaunchException",""
