"artifactName","fullPackageName","typeName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","numberOfExternalTypes","externalPackageNames","externalTypeNames","packageName","fullTypeName","Source Cypher File: External_Dependencies/External_package_usage_per_type.cypher"
"axon-messaging-4.9.3","org.axonframework.queryhandling","SimpleQueryBus",6,54,4,6,"javax.annotation,org.slf4j,org.reactivestreams,reactor.core.publisher","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,org.reactivestreams.Publisher,reactor.core.publisher.Flux,reactor.core.publisher.Mono","queryhandling","org.axonframework.queryhandling.SimpleQueryBus",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","SimpleQueryUpdateEmitter",13,33,4,13,"javax.annotation,org.slf4j,org.reactivestreams,reactor.core.publisher","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,org.reactivestreams.Publisher,reactor.core.publisher.Flux,reactor.core.publisher.FluxSink,reactor.core.publisher.Sinks$Many,reactor.core.publisher.FluxSink$OverflowStrategy,reactor.core.publisher.Sinks$ManySpec,reactor.core.publisher.Sinks$MulticastReplaySpec,reactor.core.publisher.EmitterProcessor,reactor.core.publisher.ConnectableFlux,reactor.core.publisher.Sinks","queryhandling","org.axonframework.queryhandling.SimpleQueryUpdateEmitter",""
"axon-messaging-4.9.3","org.axonframework.serialization","AbstractXStreamSerializer$MetaDataConverter",6,14,4,6,"com.thoughtworks.xstream.converters.collections,com.thoughtworks.xstream.mapper,com.thoughtworks.xstream.io,com.thoughtworks.xstream.converters","com.thoughtworks.xstream.converters.collections.MapConverter,com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.io.HierarchicalStreamWriter,com.thoughtworks.xstream.converters.MarshallingContext,com.thoughtworks.xstream.io.HierarchicalStreamReader,com.thoughtworks.xstream.converters.UnmarshallingContext","serialization","org.axonframework.serialization.AbstractXStreamSerializer$MetaDataConverter",""
"axon-messaging-4.9.3","org.axonframework.serialization","GapAwareTrackingTokenConverter",6,25,4,6,"com.thoughtworks.xstream.mapper,com.thoughtworks.xstream.io,com.thoughtworks.xstream.converters,com.thoughtworks.xstream.converters.collections","com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.io.HierarchicalStreamWriter,com.thoughtworks.xstream.converters.MarshallingContext,com.thoughtworks.xstream.io.HierarchicalStreamReader,com.thoughtworks.xstream.converters.UnmarshallingContext,com.thoughtworks.xstream.converters.collections.CollectionConverter","serialization","org.axonframework.serialization.GapAwareTrackingTokenConverter",""
"axon-messaging-4.9.3","org.axonframework.serialization","GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",6,25,4,6,"com.thoughtworks.xstream.mapper,com.thoughtworks.xstream.io,com.thoughtworks.xstream.converters,com.thoughtworks.xstream.converters.collections","com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.io.HierarchicalStreamWriter,com.thoughtworks.xstream.converters.MarshallingContext,com.thoughtworks.xstream.io.HierarchicalStreamReader,com.thoughtworks.xstream.converters.UnmarshallingContext,com.thoughtworks.xstream.converters.collections.CollectionConverter","serialization","org.axonframework.serialization.GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",""
"axon-messaging-4.9.3","org.axonframework.serialization.json","MetaDataDeserializer",6,21,4,6,"com.fasterxml.jackson.databind.type,com.fasterxml.jackson.databind,com.fasterxml.jackson.core,com.fasterxml.jackson.databind.jsontype","com.fasterxml.jackson.databind.type.TypeFactory,com.fasterxml.jackson.databind.JsonDeserializer,com.fasterxml.jackson.core.JsonParser,com.fasterxml.jackson.databind.DeserializationContext,com.fasterxml.jackson.databind.jsontype.TypeDeserializer,com.fasterxml.jackson.core.JacksonException","json","org.axonframework.serialization.json.MetaDataDeserializer",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$ExceptionHandler",3,5,3,3,"org.slf4j,com.lmax.disruptor.dsl,com.lmax.disruptor","org.slf4j.Logger,com.lmax.disruptor.dsl.Disruptor,com.lmax.disruptor.ExceptionHandler","commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","BlacklistDetectingCallback",4,11,3,4,"org.slf4j,com.lmax.disruptor,javax.annotation","org.slf4j.Logger,com.lmax.disruptor.RingBuffer,javax.annotation.Nonnull,org.slf4j.LoggerFactory","commandhandling","org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","JpaEventStorageEngine",6,47,3,6,"javax.annotation,org.slf4j,jakarta.persistence","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityManager,jakarta.persistence.TypedQuery,jakarta.persistence.Query","jpa","org.axonframework.eventsourcing.eventstore.jpa.JpaEventStorageEngine",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","JpaEventStorageEngine",6,47,3,6,"javax.annotation,org.slf4j,javax.persistence","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,javax.persistence.EntityManager,javax.persistence.TypedQuery,javax.persistence.Query","legacyjpa","org.axonframework.eventsourcing.eventstore.legacyjpa.JpaEventStorageEngine",""
"axon-messaging-4.9.3","org.axonframework.common.caching","EhCache3Adapter",6,26,3,6,"org.ehcache.event,org.ehcache.core,org.ehcache.config","org.ehcache.event.EventType,org.ehcache.event.CacheEventListener,org.ehcache.core.Ehcache,org.ehcache.event.EventOrdering,org.ehcache.event.EventFiring,org.ehcache.config.CacheRuntimeConfiguration","caching","org.axonframework.common.caching.EhCache3Adapter",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa","JpaSequencedDeadLetterQueue",7,74,3,7,"javax.annotation,org.slf4j,jakarta.persistence","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityManager,jakarta.persistence.TypedQuery,jakarta.persistence.NoResultException,jakarta.persistence.Query","jpa","org.axonframework.eventhandling.deadletter.jpa.JpaSequencedDeadLetterQueue",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa","JpaSequencedDeadLetterQueue",7,74,3,7,"javax.annotation,org.slf4j,javax.persistence","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,javax.persistence.EntityManager,javax.persistence.TypedQuery,javax.persistence.NoResultException,javax.persistence.Query","legacyjpa","org.axonframework.eventhandling.deadletter.legacyjpa.JpaSequencedDeadLetterQueue",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.scheduling.quartz","QuartzEventScheduler",12,44,3,12,"javax.annotation,org.slf4j,org.quartz","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,org.quartz.JobDataMap,org.quartz.JobDetail,org.quartz.Scheduler,org.quartz.SchedulerContext,org.quartz.Trigger,org.quartz.JobKey,org.quartz.SchedulerException,org.quartz.JobBuilder,org.quartz.TriggerBuilder","quartz","org.axonframework.eventhandling.scheduling.quartz.QuartzEventScheduler",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.jpa","JpaTokenStore",8,77,3,8,"javax.annotation,org.slf4j,jakarta.persistence","javax.annotation.Nonnull,javax.annotation.Nullable,org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityManager,jakarta.persistence.TypedQuery,jakarta.persistence.Query,jakarta.persistence.LockModeType","jpa","org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore",""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore.legacyjpa","JpaTokenStore",8,77,3,8,"javax.annotation,org.slf4j,javax.persistence","javax.annotation.Nonnull,javax.annotation.Nullable,org.slf4j.Logger,org.slf4j.LoggerFactory,javax.persistence.EntityManager,javax.persistence.TypedQuery,javax.persistence.Query,javax.persistence.LockModeType","legacyjpa","org.axonframework.eventhandling.tokenstore.legacyjpa.JpaTokenStore",""
"axon-messaging-4.9.3","org.axonframework.messaging.responsetypes","InstanceResponseType",5,12,3,5,"com.fasterxml.jackson.annotation,org.reactivestreams,reactor.core.publisher","com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonCreator,org.reactivestreams.Publisher,reactor.core.publisher.Flux,reactor.core.publisher.Mono","responsetypes","org.axonframework.messaging.responsetypes.InstanceResponseType",""
"axon-messaging-4.9.3","org.axonframework.messaging.responsetypes","OptionalResponseType",4,9,3,4,"com.fasterxml.jackson.annotation,org.reactivestreams,reactor.core.publisher","com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonCreator,org.reactivestreams.Publisher,reactor.core.publisher.Mono","responsetypes","org.axonframework.messaging.responsetypes.OptionalResponseType",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","QueryGateway",4,49,3,4,"javax.annotation,org.reactivestreams,reactor.util.concurrent","javax.annotation.Nonnull,javax.annotation.Nullable,org.reactivestreams.Publisher,reactor.util.concurrent.Queues","queryhandling","org.axonframework.queryhandling.QueryGateway",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","QueryBus",3,11,3,3,"javax.annotation,org.reactivestreams,reactor.util.concurrent","javax.annotation.Nonnull,org.reactivestreams.Publisher,reactor.util.concurrent.Queues","queryhandling","org.axonframework.queryhandling.QueryBus",""
"axon-messaging-4.9.3","org.axonframework.queryhandling","DefaultQueryGateway",5,27,3,5,"javax.annotation,org.reactivestreams,reactor.core.publisher","javax.annotation.Nonnull,javax.annotation.Nullable,org.reactivestreams.Publisher,reactor.core.publisher.Flux,reactor.core.publisher.Mono","queryhandling","org.axonframework.queryhandling.DefaultQueryGateway",""
"axon-messaging-4.9.3","org.axonframework.serialization","AbstractXStreamSerializer",4,32,3,4,"javax.annotation,com.thoughtworks.xstream,com.thoughtworks.xstream.mapper","javax.annotation.Nonnull,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.mapper.CannotResolveClassException","serialization","org.axonframework.serialization.AbstractXStreamSerializer",""
"axon-messaging-4.9.3","org.axonframework.serialization.xml","XStreamSerializer$Builder",3,16,3,3,"javax.annotation,org.slf4j,com.thoughtworks.xstream","javax.annotation.Nonnull,org.slf4j.Logger,com.thoughtworks.xstream.XStream","xml","org.axonframework.serialization.xml.XStreamSerializer$Builder",""
"axon-test-4.9.3","org.axonframework.test.aggregate","StubAggregateLifecycleRule",3,6,3,3,"org.junit.runners.model,org.junit.rules,org.junit.runner","org.junit.runners.model.Statement,org.junit.rules.TestRule,org.junit.runner.Description","aggregate","org.axonframework.test.aggregate.StubAggregateLifecycleRule",""
"axon-test-4.9.3","org.axonframework.test.server","AxonServerSEContainer",3,12,3,3,"org.testcontainers.containers,org.testcontainers.utility,org.testcontainers.containers.wait.strategy","org.testcontainers.containers.GenericContainer,org.testcontainers.utility.DockerImageName,org.testcontainers.containers.wait.strategy.Wait","server","org.axonframework.test.server.AxonServerSEContainer",""
"axon-test-4.9.3","org.axonframework.test.server","AxonServerContainer",6,20,3,6,"org.testcontainers.containers,org.testcontainers.utility,org.testcontainers.containers.wait.strategy","org.testcontainers.containers.GenericContainer,org.testcontainers.utility.DockerImageName,org.testcontainers.containers.wait.strategy.Wait,org.testcontainers.containers.wait.strategy.HttpWaitStrategy,org.testcontainers.containers.ContainerLaunchException,org.testcontainers.utility.MountableFile","server","org.axonframework.test.server.AxonServerContainer",""
"axon-test-4.9.3","org.axonframework.test.server","AxonServerEEContainer",4,15,3,4,"org.testcontainers.containers,org.testcontainers.utility,org.testcontainers.containers.wait.strategy","org.testcontainers.containers.GenericContainer,org.testcontainers.utility.DockerImageName,org.testcontainers.containers.wait.strategy.Wait,org.testcontainers.utility.MountableFile","server","org.axonframework.test.server.AxonServerEEContainer",""
"axon-configuration-4.9.3","org.axonframework.config","MessageHandlerRegistrar",3,4,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.Nonnull","config","org.axonframework.config.MessageHandlerRegistrar",""
"axon-configuration-4.9.3","org.axonframework.config","DefaultConfigurer",3,34,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.Nonnull","config","org.axonframework.config.DefaultConfigurer",""
"axon-configuration-4.9.3","org.axonframework.config","DefaultConfigurer$ConfigurationImpl",2,6,2,2,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nonnull","config","org.axonframework.config.DefaultConfigurer$ConfigurationImpl",""
"axon-configuration-4.9.3","org.axonframework.config","AxonIQConsoleModule",3,5,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nullable,org.slf4j.LoggerFactory","config","org.axonframework.config.AxonIQConsoleModule",""
"axon-configuration-4.9.3","org.axonframework.config","Component",3,7,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.Nonnull","config","org.axonframework.config.Component",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","EventPublisher",3,4,2,3,"org.slf4j,com.lmax.disruptor","org.slf4j.Logger,org.slf4j.LoggerFactory,com.lmax.disruptor.EventHandler","commandhandling","org.axonframework.disruptor.commandhandling.EventPublisher",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$FailureLoggingCommandCallback",2,3,2,2,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nonnull","commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","CommandHandlerInvoker",4,5,2,4,"org.slf4j,com.lmax.disruptor","org.slf4j.Logger,org.slf4j.LoggerFactory,com.lmax.disruptor.EventHandler,com.lmax.disruptor.LifecycleAware","commandhandling","org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","CommandHandlerInvoker$DisruptorRepository",2,8,2,2,"org.slf4j,javax.annotation","org.slf4j.Logger,javax.annotation.Nonnull","commandhandling","org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$Builder",3,11,2,3,"com.lmax.disruptor.dsl,com.lmax.disruptor","com.lmax.disruptor.dsl.ProducerType,com.lmax.disruptor.WaitStrategy,com.lmax.disruptor.BlockingWaitStrategy","commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing","AbstractSnapshotter",3,5,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","eventsourcing","org.axonframework.eventsourcing.AbstractSnapshotter",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore",3,5,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","eventstore","org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","AbstractEventStore",3,6,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","eventstore","org.axonframework.eventsourcing.eventstore.AbstractEventStore",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore","AbstractSnapshotEventEntry",6,10,2,6,"jakarta.persistence,javax.persistence","jakarta.persistence.MappedSuperclass,jakarta.persistence.IdClass,javax.persistence.MappedSuperclass,javax.persistence.IdClass,jakarta.persistence.Id,javax.persistence.Id","eventstore","org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jdbc","JdbcEventStorageEngine",3,5,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","jdbc","org.axonframework.eventsourcing.eventstore.jdbc.JdbcEventStorageEngine",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","SQLErrorCodesResolver",3,5,2,3,"org.slf4j,jakarta.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.persistence.EntityExistsException","jpa","org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","SnapshotEventEntry",2,2,2,2,"jakarta.persistence,javax.persistence","jakarta.persistence.Entity,javax.persistence.Entity","jpa","org.axonframework.eventsourcing.eventstore.jpa.SnapshotEventEntry",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa","DomainEventEntry",6,6,2,6,"jakarta.persistence,javax.persistence","jakarta.persistence.Entity,jakarta.persistence.Table,jakarta.persistence.Index,javax.persistence.Entity,javax.persistence.Table,javax.persistence.Index","jpa","org.axonframework.eventsourcing.eventstore.jpa.DomainEventEntry",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","SQLErrorCodesResolver",3,5,2,3,"org.slf4j,javax.persistence","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.persistence.EntityExistsException","legacyjpa","org.axonframework.eventsourcing.eventstore.legacyjpa.SQLErrorCodesResolver",""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore",3,5,2,3,"org.slf4j,javax.annotation","org.slf4j.Logger,org.slf4j.LoggerFactory,javax.annotation.PreDestroy","legacyjpa","org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore",""
"axon-messaging-4.9.3","org.axonframework.commandhandling","SimpleCommandBus",3,13,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","commandhandling","org.axonframework.commandhandling.SimpleCommandBus",""
"axon-messaging-4.9.3","org.axonframework.commandhandling","LoggingDuplicateCommandHandlerResolver",3,6,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","commandhandling","org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.callbacks","FailureLoggingCallback",3,11,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","callbacks","org.axonframework.commandhandling.callbacks.FailureLoggingCallback",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.callbacks","LoggingCallback",3,6,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","callbacks","org.axonframework.commandhandling.callbacks.LoggingCallback",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","DistributedCommandBus",3,12,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","distributed","org.axonframework.commandhandling.distributed.DistributedCommandBus",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed","CommandMessageFilter",3,6,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonTypeInfo,com.fasterxml.jackson.annotation.JsonTypeInfo$Id","distributed","org.axonframework.commandhandling.distributed.CommandMessageFilter",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed.commandfilter","CommandNameFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed.commandfilter","AndCommandMessageFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed.commandfilter","OrCommandMessageFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed.commandfilter","DenyCommandNameFilter",3,5,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed.commandfilter","NegateCommandMessageFilter",3,3,2,3,"javax.annotation,com.fasterxml.jackson.annotation","javax.annotation.Nonnull,com.fasterxml.jackson.annotation.JsonProperty,com.fasterxml.jackson.annotation.JsonGetter","commandfilter","org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",""
"axon-messaging-4.9.3","org.axonframework.commandhandling.gateway","DefaultCommandGateway",3,11,2,3,"javax.annotation,org.slf4j","javax.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory","gateway","org.axonframework.commandhandling.gateway.DefaultCommandGateway",""
