"artifactName","artifactPackages","artifactTypes","artifactExternalPackagesFirst2Levels","artifactExternalCallingPackages","artifactExternalCallingPackagesRate","externalPackageNameFirst2Levels","numberOfPackages","numberOfTypes","packagesCallingExternalRate","typesCallingExternalRate","nameOfPackages","someTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_per_artifact_and_external_package.cypher"
"axon-configuration-4.9.3",1,40,2,1,100,"javax.annotation",1,13,100,32.5,"org.axonframework.config","org.axonframework.config.EventProcessingConfigurer,org.axonframework.config.AxonIQConsoleModule,org.axonframework.config.EventProcessingModule,org.axonframework.config.Configuration$1,org.axonframework.config.DefaultConfigurer,org.axonframework.config.Component,org.axonframework.config.EventProcessingConfiguration,org.axonframework.config.Configuration,org.axonframework.config.Configurer",""
"axon-configuration-4.9.3",1,40,2,1,100,"org.slf4j",1,6,100,15,"org.axonframework.config","org.axonframework.config.AxonIQConsoleModule,org.axonframework.config.DefaultConfigurer,org.axonframework.config.Component,org.axonframework.config.DefaultConfigurer$ConfigurationImpl,org.axonframework.config.MessageHandlerRegistrar,org.axonframework.config.LifecycleHandlerInspector",""
"axon-disruptor-4.9.3",1,22,4,1,100,"WeakValue",1,1,100,4.545454545454546,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.FirstLevelCache",""
"axon-disruptor-4.9.3",1,22,4,1,100,"com.lmax",1,7,100,31.81818181818182,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder,org.axonframework.disruptor.commandhandling.DisruptorCommandBus,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker,org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository,org.axonframework.disruptor.commandhandling.EventPublisher",""
"axon-disruptor-4.9.3",1,22,4,1,100,"javax.annotation",1,6,100,27.272727272727273,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository,org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository,org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork",""
"axon-disruptor-4.9.3",1,22,4,1,100,"org.slf4j",1,8,100,36.36363636363637,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker,org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository,org.axonframework.disruptor.commandhandling.EventPublisher",""
"axon-test-4.9.3",8,87,7,7,87.5,"org.hamcrest",5,27,62.5,31.034482758620687,"org.axonframework.test.aggregate,org.axonframework.test.matchers,org.axonframework.test.saga,org.axonframework.test.deadline,org.axonframework.test.eventscheduler","org.axonframework.test.aggregate.ResultValidator,org.axonframework.test.aggregate.Reporter,org.axonframework.test.aggregate.ResultValidatorImpl,org.axonframework.test.matchers.EmptyCollectionMatcher,org.axonframework.test.matchers.EqualsMatcher,org.axonframework.test.matchers.PredicateMatcher,org.axonframework.test.matchers.ListWithAnyOfMatcher,org.axonframework.test.matchers.PayloadsMatcher,org.axonframework.test.matchers.ExactSequenceMatcher",""
"axon-test-4.9.3",8,87,7,7,87.5,"javax.annotation",4,10,50,11.494252873563218,"org.axonframework.test.aggregate,org.axonframework.test.saga,org.axonframework.test.utils,org.axonframework.test.deadline","org.axonframework.test.aggregate.AggregateTestFixture$CreationalRepository,org.axonframework.test.aggregate.AggregateTestFixture$RecordingEventStore,org.axonframework.test.aggregate.AggregateTestFixture$DefaultRepositoryProvider,org.axonframework.test.aggregate.AggregateTestFixture$IdentifierValidatingRepository,org.axonframework.test.aggregate.AggregateTestFixture$InMemoryRepository,org.axonframework.test.aggregate.AggregateTestFixture$ExecutionExceptionAwareCallback,org.axonframework.test.aggregate.ResultValidatorImpl,org.axonframework.test.saga.RecordingListenerInvocationErrorHandler,org.axonframework.test.utils.RecordingCommandBus",""
"axon-test-4.9.3",8,87,7,7,87.5,"org.junit",2,4,25,4.597701149425287,"org.axonframework.test.aggregate,org.axonframework.test.saga","org.axonframework.test.aggregate.StubAggregateLifecycleRule$1,org.axonframework.test.aggregate.StubAggregateLifecycleExtension,org.axonframework.test.aggregate.StubAggregateLifecycleRule,org.axonframework.test.saga.FixtureExecutionResultImpl",""
"axon-test-4.9.3",8,87,7,7,87.5,"org.slf4j",2,2,25,2.2988505747126435,"org.axonframework.test.aggregate,org.axonframework.test.matchers","org.axonframework.test.aggregate.AggregateTestFixture,org.axonframework.test.matchers.DeepEqualsMatcher",""
"axon-test-4.9.3",8,87,7,7,87.5,"AggregateEventPublisherImpl",1,1,12.5,1.1494252873563218,"org.axonframework.test.saga","org.axonframework.test.saga.SagaTestFixture",""
"axon-test-4.9.3",8,87,7,7,87.5,"com.google",1,1,12.5,1.1494252873563218,"org.axonframework.test.server","org.axonframework.test.server.AxonServerContainerUtils",""
"axon-test-4.9.3",8,87,7,7,87.5,"org.testcontainers",1,3,12.5,3.4482758620689653,"org.axonframework.test.server","org.axonframework.test.server.AxonServerSEContainer,org.axonframework.test.server.AxonServerContainer,org.axonframework.test.server.AxonServerEEContainer",""
