"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"org.slf4j",6,53,1,38,3.5,8.833333333333334,14.441837371562757,25,100,59.6875,66.6550925925926,28.911596866737984,117,2,78,8.5,19.5,28.925767059837842,2.2988505747126435,36.36363636363637,10.224989955805544,13.313616269865145,12.096701631781166,"axon-test-4.9.3,axon-messaging-4.9.3,axon-modelling-4.9.3,axon-disruptor-4.9.3",""
"jakarta.persistence",3,6,1,3,2,2,1,4.6875,20,11.11111111111111,11.93287037037037,7.689254207830155,14,3,8,3,4.666666666666667,2.886751345948129,1.0178117048346056,2.2556390977443606,1.9230769230769234,1.7321759085519632,0.6406142065779017,"axon-messaging-4.9.3,axon-modelling-4.9.3,axon-eventsourcing-4.9.3",""
"javax.persistence",3,9,2,4,3,3,1,6.25,30,22.22222222222222,19.49074074074074,12.108318145504652,14,3,8,3,4.666666666666667,2.886751345948129,1.0178117048346056,2.2556390977443606,1.9230769230769234,1.7321759085519632,0.6406142065779017,"axon-messaging-4.9.3,axon-modelling-4.9.3,axon-eventsourcing-4.9.3",""
"AggregateEventPublisherImpl",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.9.3",""
"WeakValue",1,1,1,1,1,1,0,100,100,100,100,0,1,1,1,1,1,0,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,0,"axon-disruptor-4.9.3",""
"com.fasterxml",1,4,4,4,4,4,0,6.25,6.25,6.25,6.25,0,12,12,12,12,12,0,1.5267175572519083,1.5267175572519083,1.5267175572519083,1.5267175572519083,0,"axon-messaging-4.9.3",""
"com.github",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,6,6,6,6,6,0,0.7633587786259541,0.7633587786259541,0.7633587786259541,0.7633587786259541,0,"axon-messaging-4.9.3",""
"com.google",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.9.3",""
"com.lmax",1,1,1,1,1,1,0,100,100,100,100,0,7,7,7,7,7,0,31.81818181818182,31.81818181818182,31.81818181818182,31.81818181818182,0,"axon-disruptor-4.9.3",""
"com.thoughtworks",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,8,8,8,8,8,0,1.0178117048346056,1.0178117048346056,1.0178117048346056,1.0178117048346056,0,"axon-messaging-4.9.3",""
"jakarta.validation",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.2544529262086514,0.2544529262086514,0.2544529262086514,0.2544529262086514,0,"axon-messaging-4.9.3",""
"javax.cache",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.2544529262086514,0.2544529262086514,0.2544529262086514,0.2544529262086514,0,"axon-messaging-4.9.3",""
"javax.validation",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.2544529262086514,0.2544529262086514,0.2544529262086514,0.2544529262086514,0,"axon-messaging-4.9.3",""
"net.sf",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,2,2,2,2,2,0,0.2544529262086514,0.2544529262086514,0.2544529262086514,0.2544529262086514,0,"axon-messaging-4.9.3",""
"nu.xom",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.38167938931297707,0.38167938931297707,0.38167938931297707,0.38167938931297707,0,"axon-messaging-4.9.3",""
"org.dom4j",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.38167938931297707,0.38167938931297707,0.38167938931297707,0.38167938931297707,0,"axon-messaging-4.9.3",""
"org.ehcache",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,3,3,3,3,3,0,0.38167938931297707,0.38167938931297707,0.38167938931297707,0.38167938931297707,0,"axon-messaging-4.9.3",""
"org.hamcrest",1,5,5,5,5,5,0,62.5,62.5,62.5,62.5,0,27,27,27,27,27,0,31.034482758620687,31.034482758620687,31.034482758620687,31.034482758620687,0,"axon-test-4.9.3",""
"org.jobrunr",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,4,4,4,4,4,0,0.5089058524173028,0.5089058524173028,0.5089058524173028,0.5089058524173028,0,"axon-messaging-4.9.3",""
"org.junit",1,2,2,2,2,2,0,25,25,25,25,0,4,4,4,4,4,0,4.597701149425287,4.597701149425287,4.597701149425287,4.597701149425287,0,"axon-test-4.9.3",""
"org.quartz",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,9,9,9,9,9,0,1.1450381679389312,1.1450381679389312,1.1450381679389312,1.1450381679389312,0,"axon-messaging-4.9.3",""
"org.reactivestreams",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,13,13,13,13,13,0,1.6539440203562341,1.6539440203562341,1.6539440203562341,1.6539440203562341,0,"axon-messaging-4.9.3",""
"org.testcontainers",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,3,3,3,3,3,0,3.4482758620689653,3.4482758620689653,3.4482758620689653,3.4482758620689653,0,"axon-test-4.9.3",""
"reactor.core",1,2,2,2,2,2,0,3.125,3.125,3.125,3.125,0,18,18,18,18,18,0,2.2900763358778624,2.2900763358778624,2.2900763358778624,2.2900763358778624,0,"axon-messaging-4.9.3",""
"reactor.util",1,1,1,1,1,1,0,1.5625,1.5625,1.5625,1.5625,0,4,4,4,4,4,0,0.5089058524173028,0.5089058524173028,0.5089058524173028,0.5089058524173028,0,"axon-messaging-4.9.3",""
